SA3_CODE_2021,C16_SH_3b_NPFH_4,C16_SH_3b_NPFH_5,C16_SH_3b_NPFH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPFH_2,C16_SH_4mb_NPFH_3,C16_SH_4mb_NPFH_4,C16_SH_4mb_NPFH_5,C16_SH_4mb_NPFH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPFH_2,C16_SH_NB_NS_NPFH_3,C16_SH_NB_NS_NPFH_4,C16_SH_NB_NS_NPFH_5,C16_SH_NB_NS_NPFH_6_mor,C16_SH_NB_NS_Tot,C16_SH_Tot_NPFH_2,C16_SH_Tot_NPFH_3,C16_SH_Tot_NPFH_4,C16_SH_Tot_NPFH_5,C16_SH_Tot_NPFH_6_mor,C16_SH_Tot_Tot,C16_SDRTHT_0b_s_a_b_NPFH_2,C16_SDRTHT_0b_s_a_b_NPFH_3,C16_SDRTHT_0b_s_a_b_NPFH_4,C16_SDRTHT_0b_s_a_b_NPFH_5,C16_SDRTHT_0b_s_a_b_NPFH_6mor,C16_SDRTHT_0b_s_a_b_Tot,C16_SDRTHT_1b_NPFH_2,C16_SDRTHT_1b_NPFH_3,C16_SDRTHT_1b_NPFH_4,C16_SDRTHT_1b_NPFH_5,C16_SDRTHT_1b_NPFH_6_mor,C16_SDRTHT_1b_Tot,C16_SDRTHT_2b_NPFH_2,C16_SDRTHT_2b_NPFH_3,C16_SDRTHT_2b_NPFH_4,C16_SDRTHT_2b_NPFH_5,C16_SDRTHT_2b_NPFH_6_mor,C16_SDRTHT_2b_Tot,C16_SDRTHT_3b_NPFH_2,C16_SDRTHT_3b_NPFH_3,C16_SDRTHT_3b_NPFH_4,C16_SDRTHT_3b_NPFH_5,C16_SDRTHT_3b_NPFH_6_mor,C16_SDRTHT_3b_Tot,C16_SDRTHT_4mb_NPFH_2,C16_SDRTHT_4mb_NPFH_3,C16_SDRTHT_4mb_NPFH_4,C16_SDRTHT_4mb_NPFH_5,C16_SDRTHT_4mb_NPFH_6_mor,C16_SDRTHT_4mb_Tot,C16_SDRTHT_NB_NS_NPFH_2,C16_SDRTHT_NB_NS_NPFH_3,C16_SDRTHT_NB_NS_NPFH_4,C16_SDRTHT_NB_NS_NPFH_5,C16_SDRTHT_NB_NS_NPFH_6_mor,C16_SDRTHT_NB_NS_Tot,C16_SDRTHT_Tot_NPFH_2,C16_SDRTHT_Tot_NPFH_3,C16_SDRTHT_Tot_NPFH_4,C16_SDRTHT_Tot_NPFH_5,C16_SDRTHT_Tot_NPFH_6_mor,C16_SDRTHT_Tot_Tot,C16_F_a_0b_s_a_b_NPFH_2,C16_F_a_0b_s_a_b_NPFH_3,C16_F_a_0b_s_a_b_NPFH_4,C16_F_a_0b_s_a_b_NPFH_5,C16_F_a_0b_s_a_b_NPFH_6_mor,C16_F_a_0b_s_a_b_Tot,C16_F_a_1b_NPFH_2,C16_F_a_1b_NPFH_3,C16_F_a_1b_NPFH_4,C16_F_a_1b_NPFH_5,C16_F_a_1b_NPFH_6_mor,C16_F_a_1b_Tot,C16_F_a_2b_NPFH_2,C16_F_a_2b_NPFH_3,C16_F_a_2b_NPFH_4,C16_F_a_2b_NPFH_5,C16_F_a_2b_NPFH_6_mor,C16_F_a_2b_Tot,C16_F_a_3b_NPFH_2,C16_F_a_3b_NPFH_3,C16_F_a_3b_NPFH_4,C16_F_a_3b_NPFH_5,C16_F_a_3b_NPFH_6_mor,C16_F_a_3b_Tot,C16_F_a_4mb_NPFH_2,C16_F_a_4mb_NPFH_3,C16_F_a_4mb_NPFH_4,C16_F_a_4mb_NPFH_5,C16_F_a_4mb_NPFH_6_mor,C16_F_a_4mb_Tot,C16_F_a_NB_NS_NPFH_2,C16_F_a_NB_NS_NPFH_3,C16_F_a_NB_NS_NPFH_4,C16_F_a_NB_NS_NPFH_5,C16_F_a_NB_NS_NPFH_6_mor,C16_F_a_NB_NS_Tot,C16_F_a_Tot_NPFH_2,C16_F_a_Tot_NPFH_3,C16_F_a_Tot_NPFH_4,C16_F_a_Tot_NPFH_5,C16_F_a_Tot_NPFH_6_mor,C16_F_a_Tot_Tot,C16_OD_0b_s_a_b_NPFH_2,C16_OD_0b_s_a_b_NPFH_3,C16_OD_0b_s_a_b_NPFH_4,C16_OD_0b_s_a_b_NPFH_5,C16_OD_0b_s_a_b_NPFH_6_mor,C16_OD_0b_s_a_b_Tot,C16_OD_1b_NPFH_2,C16_OD_1b_NPFH_3,C16_OD_1b_NPFH_4,C16_OD_1b_NPFH_5,C16_OD_1b_NPFH_6_mor,C16_OD_1b_Tot,C16_OD_2b_NPFH_2,C16_OD_2b_NPFH_3,C16_OD_2b_NPFH_4,C16_OD_2b_NPFH_5,C16_OD_2b_NPFH_6_mor,C16_OD_2b_Tot,C16_OD_3b_NPFH_2,C16_OD_3b_NPFH_3,C16_OD_3b_NPFH_4,C16_OD_3b_NPFH_5,C16_OD_3b_NPFH_6_mor,C16_OD_3b_Tot,C16_OD_4mb_NPFH_2,C16_OD_4mb_NPFH_3,C16_OD_4mb_NPFH_4,C16_OD_4mb_NPFH_5,C16_OD_4mb_NPFH_6_mor,C16_OD_4mb_Tot,C16_OD_NB_NS_NPFH_2,C16_OD_NB_NS_NPFH_3,C16_OD_NB_NS_NPFH_4,C16_OD_NB_NS_NPFH_5,C16_OD_NB_NS_NPFH_6_mor,C16_OD_NB_NS_Tot,C16_OD_Tot_NPFH_2,C16_OD_Tot_NPFH_3,C16_OD_Tot_NPFH_4,C16_OD_Tot_NPFH_5,C16_OD_Tot_NPFH_6_mor,C16_OD_Tot_Tot,C16_DS_NS_NPFH_2,C16_DS_NS_NPFH_3,C16_DS_NS_NPFH_4,C16_DS_NS_NPFH_5,C16_DS_NS_NPFH_6_mor,C16_DS_NS_Tot,C16_Tot_NPFH_2,C16_Tot_NPFH_3,C16_Tot_NPFH_4,C16_Tot_NPFH_5,C16_Tot_NPFH_6_mor,C16_Tot_Tot,C21_SH_0b_s_a_b_NPFH_2,C21_SH_0b_s_a_b_NPFH_3,C21_SH_0b_s_a_b_NPFH_4,C21_SH_0b_s_a_b_NPFH_5,C21_SH_0b_s_a_b_NPFH_6_mor,C21_SH_0b_s_a_b_Tot,C21_SH_1b_NPFH_2,C21_SH_1b_NPFH_3,C21_SH_1b_NPFH_4,C21_SH_1b_NPFH_5,C21_SH_1b_NPFH_6_mor,C21_SH_1b_Tot,C21_SH_2b_NPFH_2,C21_SH_2b_NPFH_3,C21_SH_2b_NPFH_4,C21_SH_2b_NPFH_5,C21_SH_2b_NPFH_6_mor,C21_SH_2b_Tot,C21_SH_3b_NPFH_2,C21_SH_3b_NPFH_3,C21_SH_3b_NPFH_4,C21_SH_3b_NPFH_5,C21_SH_3b_NPFH_6_mor,C21_SH_3b_Tot,C21_SH_4mb_NPFH_2,C21_SH_4mb_NPFH_3,C21_SH_4mb_NPFH_4,C21_SH_4mb_NPFH_5,C21_SH_4mb_NPFH_6_mor,C21_SH_4mb_Tot,C21_SH_NB_NS_NPFH_2,C21_SH_NB_NS_NPFH_3,C21_SH_NB_NS_NPFH_4,C21_SH_NB_NS_NPFH_5,C21_SH_NB_NS_NPFH_6_mor,C21_SH_NB_NS_Tot,C21_SH_Tot_NPFH_2,C21_SH_Tot_NPFH_3,C21_SH_Tot_NPFH_4,C21_SH_Tot_NPFH_5
50101,759,184,56,4426,2592,1409,1849,893,305,7043,77,15,9,12,4,115,5724,2502,2693,1102,374,12396,0,0,0,0,0,0,9,0,0,0,0,13,146,17,5,0,0,175,173,60,23,6,0,259,45,25,25,14,0,112,9,4,0,0,0,8,378,105,52,22,0,568,0,0,0,0,0,0,6,0,0,0,0,6,13,9,0,0,0,19,4,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,23,7,0,0,0,31,9,0,0,0,0,12,41,6,0,0,0,38,125,12,3,0,0,136,40,0,0,0,0,47,9,0,3,3,0,18,4,0,0,0,0,4,226,23,12,4,0,265,30,16,14,7,4,69,6387,2651,2772,1145,380,13333,12,6,0,0,0,21,91,22,9,3,5,134,563,132,63,19,6,788,2884,988,768,160,52,4850,3213,1556,2097,995,357,8220,49,24,22,8,4,105,6817,2731,2960,1197
50102,1312,368,120,8240,5564,3086,3973,1897,831,15350,168,57,32,14,15,284,11164,5149,5419,2294,982,25014,0,0,0,0,0,0,28,0,0,0,0,30,300,51,23,4,0,376,487,195,84,32,9,801,63,27,22,10,6,128,11,6,0,0,0,22,888,276,138,44,14,1361,0,0,0,0,0,0,20,0,0,0,0,14,146,25,10,7,3,189,69,25,9,4,0,104,3,0,0,0,0,3,3,5,0,0,0,7,244,59,14,5,5,324,3,0,0,0,0,8,40,3,3,0,0,48,40,10,4,0,0,56,13,0,8,0,0,18,0,0,0,0,0,5,4,3,0,0,0,0,100,14,9,5,0,133,50,13,6,4,7,79,12446,5509,5593,2350,1002,26904,6,7,8,0,0,19,71,8,5,3,0,86,785,136,66,16,4,1002,5027,1805,1330,371,138,8678,6444,3288,4096,1988,895,16710,117,47,42,19,8,234,12453,5283,5550,2395
50103,350,121,44,2495,1118,476,566,310,163,2630,46,9,5,6,8,76,3266,961,974,454,213,5868,0,0,0,0,0,0,4,0,0,0,0,4,21,4,4,0,0,34,5,7,5,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,33,11,6,0,0,59,0,0,0,0,0,0,5,0,0,0,0,5,14,0,0,0,0,17,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,0,0,34,0,0,0,0,0,0,16,3,0,0,0,17,13,0,4,0,0,10,4,0,4,0,0,9,4,0,0,5,0,5,0,0,0,0,0,0,35,9,7,7,0,53,23,8,4,3,0,33,3390,982,987,463,217,6038,12,3,6,0,0,26,88,6,3,0,0,100,479,64,31,10,0,590,1603,455,376,107,42,2585,1314,453,559,351,156,2827,30,6,4,5,4,54,3537,994,973,472
50201,808,214,81,6705,5911,3103,3707,1668,820,15211,148,60,32,20,13,273,11217,4620,4602,1915,927,23278,3,0,0,0,0,3,56,3,0,0,0,58,643,58,13,6,5,717,744,233,109,20,5,1110,61,51,29,16,11,167,30,5,4,3,0,39,1544,344,152,37,19,2092,0,0,0,0,0,0,18,3,0,0,0,22,251,21,7,0,0,281,201,47,7,0,0,261,7,0,3,0,0,12,11,0,0,0,0,11,484,74,22,3,4,583,6,0,0,0,0,8,42,0,0,0,0,42,58,8,0,0,0,63,8,6,0,0,0,14,0,0,0,8,0,8,5,0,0,0,0,8,120,14,6,4,0,146,27,10,6,4,0,48,13387,5063,4781,1963,942,26149,13,6,4,0,0,20,101,5,6,3,0,118,995,112,43,19,6,1171,4897,1512,916,221,82,7635,7087,3533,4057,1889,927,17496,119,37,30,25,13,232,13222,5205,5060,2159
50301,926,236,32,3919,2391,1557,2672,1606,437,8660,50,28,15,13,0,104,4827,2545,3674,1868,476,13381,0,0,0,0,0,0,23,9,0,0,0,26,311,76,32,13,5,435,573,227,183,33,8,1028,124,61,114,55,11,356,4,0,0,0,0,12,1034,370,332,99,26,1860,7,0,0,0,0,7,229,28,4,0,0,262,629,142,72,19,0,856,221,49,48,0,0,326,11,0,6,5,4,25,13,4,0,0,0,15,1108,218,128,28,3,1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,11,5,9,3,0,26,6980,3143,4140,1996,499,16763,5,0,0,0,0,7,29,0,0,0,0,32,437,125,46,12,0,616,2029,853,926,180,19,4008,2920,1726,3013,1699,443,9800,37,6,9,4,3,56,5457,2706,3996,1900
50302,1453,294,53,5536,1113,992,1625,812,162,4702,62,20,13,7,0,111,4749,2605,3265,1136,222,11980,0,0,0,0,0,0,138,7,3,0,0,144,839,186,80,14,7,1126,1138,590,364,77,17,2184,156,101,138,55,18,463,24,12,3,4,0,42,2296,898,586,149,39,3962,30,9,0,0,0,43,1404,141,21,4,0,1571,3263,926,388,58,24,4663,694,294,162,44,12,1211,26,11,8,4,3,51,75,19,12,0,7,115,5501,1399,598,117,43,7654,0,0,0,0,0,0,5,0,0,0,0,11,14,4,0,0,0,22,3,5,4,0,0,12,0,5,0,0,0,4,3,0,0,0,0,3,34,9,7,0,4,48,46,16,8,0,0,70,12622,4921,4463,1399,308,23710,0,0,0,0,0,0,71,4,0,0,0,82,1036,277,148,11,6,1481,2789,1355,1506,273,35,5963,1553,1101,1970,878,214,5710,22,6,11,3,0,39,5470,2745,3633,1172
50401,1477,366,135,7675,2495,1680,2080,888,466,7605,117,43,31,13,12,214,7272,3827,3692,1293,626,16702,0,4,0,0,0,5,63,8,3,0,0,78,601,157,69,16,4,845,1028,444,302,84,37,1889,90,106,101,38,23,355,31,5,3,0,0,50,1819,725,474,138,63,3218,4,0,0,0,0,4,112,24,13,0,0,149,412,124,54,7,0,596,98,46,24,5,0,173,0,0,0,4,0,6,10,0,3,0,0,15,630,200,96,15,0,943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,29,9,7,4,0,51,9749,4752,4271,1453,687,20918,3,0,0,0,0,6,53,8,6,8,0,70,810,212,95,10,5,1138,4200,2077,1642,327,97,8342,2964,1951,2288,953,457,8616,58,30,19,5,4,116,8092,4289,4047,1299
50402,667,153,49,3638,2212,1313,1623,807,406,6363,70,18,14,4,3,107,4710,2228,2356,975,470,10740,0,0,0,0,0,0,13,0,0,0,0,13,97,11,3,0,0,116,58,27,15,10,0,111,18,6,3,0,5,33,3,6,0,0,0,10,193,49,22,13,6,282,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,5,0,0,0,4,0,6,0,0,0,0,0,0,8,3,0,4,0,16,9,5,6,4,0,17,4922,2286,2387,992,477,11060,5,0,0,0,0,10,32,4,3,4,0,43,382,89,32,9,4,511,2090,802,631,171,44,3737,2590,1483,1665,871,385,6989,39,21,10,10,4,77,5135,2388,2342,1055
50403,1730,458,187,8955,5680,4347,5712,2657,1581,19979,137,69,52,30,49,337,10609,6852,7578,3165,1837,30048,0,0,0,0,0,3,39,3,0,0,0,40,481,92,22,3,0,601,889,501,276,79,31,1772,135,110,124,46,16,426,27,9,5,0,4,48,1566,716,429,122,52,2884,0,0,0,0,0,0,15,3,0,0,0,13,97,28,9,0,0,136,19,13,10,0,0,47,3,3,0,0,0,13,0,0,0,0,0,0,133,44,20,0,0,210,13,0,0,0,0,13,43,0,0,0,0,44,25,6,0,0,0,34,11,3,0,3,0,20,3,4,0,0,4,16,0,0,0,0,0,0,84,13,10,6,5,121,27,8,12,4,5,57,12426,7635,8048,3309,1894,33314,9,8,5,0,0,27,54,11,4,0,0,72,515,148,61,16,15,754,5414,2824,2180,627,222,11267,6878,5410,6540,3084,1980,23881,107,70,72,39,35,325,12978,8468,8867,3769
50501,1900,358,68,9976,9642,6170,8854,3686,1129,29483,173,66,43,13,10,309,15425,8688,10837,4073,1212,40243,0,0,0,0,0,0,38,7,0,0,0,46,244,29,4,0,0,283,1028,367,192,28,13,1621,179,136,148,55,19,535,19,8,3,0,0,29,1507,549,346,84,28,2514,0,0,0,0,0,0,43,3,3,0,0,44,224,39,7,3,0,270,115,29,18,3,0,168,10,4,5,5,0,17,10,0,0,0,0,15,400,74,29,11,0,511,0,0,0,0,0,0,9,0,0,0,0,9,24,0,0,0,0,28,7,0,3,0,0,12,6,0,10,0,0,9,0,0,0,0,0,4,45,8,9,0,0,63,22,8,11,0,0,37,17398,9325,11229,4176,1246,43375,0,4,0,0,0,4,35,6,3,0,0,46,283,53,23,5,0,368,5695,2425,2032,333,75,10555,11135,6567,9040,3626,1097,31460,103,42,46,16,10,219,17259,9097,11144,3981
