SA3_CODE_2021,C16_5_9_Indig_st_ns_P,C16_5_9_Tot_M,C16_5_9_Tot_F,C16_5_9_Tot_P,C16_10_14_Indigen_M,C16_10_14_Indigen_F,C16_10_14_Indigen_P,C16_10_14_NonInd_M,C16_10_14_NonInd_F,C16_10_14_NonInd_P,C16_10_14_Ind_st_ns_M,C16_10_14_Ind_st_ns_F,C16_10_14_Ind_st_ns_P,C16_10_14_Tot_M,C16_10_14_Tot_F,C16_10_14_Tot_P,C16_15_19_Indigen_M,C16_15_19_Indigen_F,C16_15_19_Indigen_P,C16_15_19_NonInd_M,C16_15_19_NonInd_F,C16_15_19_NonInd_P,C16_15_19_Ind_st_ns_M,C16_15_19_Ind_st_ns_F,C16_15_19_Ind_st_ns_P,C16_15_19_Tot_M,C16_15_19_Tot_F,C16_15_19_Tot_P,C16_20_24_Indigen_M,C16_20_24_Indigen_F,C16_20_24_Indigen_P,C16_20_24_NonInd_M,C16_20_24_NonInd_F,C16_20_24_NonInd_P,C16_20_24_Ind_st_ns_M,C16_20_24_Ind_st_ns_F,C16_20_24_Ind_st_ns_P,C16_20_24_Tot_M,C16_20_24_Tot_F,C16_20_24_Tot_P,C16_25_29_Indigen_M,C16_25_29_Indigen_F,C16_25_29_Indigen_P,C16_25_29_NonInd_M,C16_25_29_NonInd_F,C16_25_29_NonInd_P,C16_25_29_Ind_st_ns_M,C16_25_29_Ind_st_ns_F,C16_25_29_Ind_st_ns_P,C16_25_29_Tot_M,C16_25_29_Tot_F,C16_25_29_Tot_P,C16_30_34_Indigen_M,C16_30_34_Indigen_F,C16_30_34_Indigen_P,C16_30_34_NonInd_M,C16_30_34_NonInd_F,C16_30_34_NonInd_P,C16_30_34_Ind_st_ns_M,C16_30_34_Ind_st_ns_F,C16_30_34_Ind_st_ns_P,C16_30_34_Tot_M,C16_30_34_Tot_F,C16_30_34_Tot_P,C16_35_39_Indigen_M,C16_35_39_Indigen_F,C16_35_39_Indigen_P,C16_35_39_NonInd_M,C16_35_39_NonInd_F,C16_35_39_NonInd_P,C16_35_39_Ind_st_ns_M,C16_35_39_Ind_st_ns_F,C16_35_39_Ind_st_ns_P,C16_35_39_Tot_M,C16_35_39_Tot_F,C16_35_39_Tot_P,C16_40_44_Indigen_M,C16_40_44_Indigen_F,C16_40_44_Indigen_P,C16_40_44_NonInd_M,C16_40_44_NonInd_F,C16_40_44_NonInd_P,C16_40_44_Ind_st_ns_M,C16_40_44_Ind_st_ns_F,C16_40_44_Ind_st_ns_P,C16_40_44_Tot_M,C16_40_44_Tot_F,C16_40_44_Tot_P,C16_45_49_Indigen_M,C16_45_49_Indigen_F,C16_45_49_Indigen_P,C16_45_49_NonInd_M,C16_45_49_NonInd_F,C16_45_49_NonInd_P,C16_45_49_Ind_st_ns_M,C16_45_49_Ind_st_ns_F,C16_45_49_Ind_st_ns_P,C16_45_49_Tot_M,C16_45_49_Tot_F,C16_45_49_Tot_P,C16_50_54_Indigen_M,C16_50_54_Indigen_F,C16_50_54_Indigen_P,C16_50_54_NonInd_M,C16_50_54_NonInd_F,C16_50_54_NonInd_P,C16_50_54_Ind_st_ns_M,C16_50_54_Ind_st_ns_F,C16_50_54_Ind_st_ns_P,C16_50_54_Tot_M,C16_50_54_Tot_F,C16_50_54_Tot_P,C16_55_59_Indigen_M,C16_55_59_Indigen_F,C16_55_59_Indigen_P,C16_55_59_NonInd_M,C16_55_59_NonInd_F,C16_55_59_NonInd_P,C16_55_59_Ind_st_ns_M,C16_55_59_Ind_st_ns_F,C16_55_59_Ind_st_ns_P,C16_55_59_Tot_M,C16_55_59_Tot_F,C16_55_59_Tot_P,C16_60_64_Indigen_M,C16_60_64_Indigen_F,C16_60_64_Indigen_P,C16_60_64_NonInd_M,C16_60_64_NonInd_F,C16_60_64_NonInd_P,C16_60_64_Ind_st_ns_M,C16_60_64_Ind_st_ns_F,C16_60_64_Ind_st_ns_P,C16_60_64_Tot_M,C16_60_64_Tot_F,C16_60_64_Tot_P,C16_65_over_Indigen_M,C16_65_over_Indigen_F,C16_65_over_Indigen_P,C16_65over_NonInd_M,C16_65over_NonInd_F,C16_65over_NonInd_P,C16_65over_Indig_st_ns_M,C16_65over_Indig_st_ns_F,C16_65over_Indig_st_ns_P,C16_65_over_Tot_M,C16_65_over_Tot_F,C16_65_over_Tot_P,C16_Tot_Indig_M,C16_Tot_Indig_F,C16_Tot_Indig_P,C16_Tot_NonInd_M,C16_Tot_NonInd_F,C16_Tot_NonInd_P,C16_Tot_Indig_st_ns_M,C16_Tot_Indig_st_ns_F,C16_Tot_Indig_st_ns_P,C16_Tot_Tot_M,C16_Tot_Tot_F,C16_Tot_Tot_P,C21_0_4_Indig_M,C21_0_4_Indig_F,C21_0_4_Indig_P,C21_0_4_NonInd_M,C21_0_4_NonInd_F,C21_0_4_NonInd_P,C21_0_4_Indig_st_ns_M,C21_0_4_Indig_st_ns_F,C21_0_4_Indig_st_ns_P,C21_0_4_Tot_M,C21_0_4_Tot_F,C21_0_4_Tot_P,C21_5_9_Indig_M,C21_5_9_Indig_F,C21_5_9_Indig_P,C21_5_9_NonInd_M,C21_5_9_NonInd_F,C21_5_9_NonInd_P,C21_5_9_Indig_st_ns_M,C21_5_9_Indig_st_ns_F,C21_5_9_Indig_st_ns_P,C21_5_9_Tot_M,C21_5_9_Tot_F,C21_5_9_Tot_P,C21_10_14_Indigen_M,C21_10_14_Indigen_F,C21_10_14_Indigen_P,C21_10_14_NonInd_M,C21_10_14_NonInd_F,C21_10_14_NonInd_P,C21_10_14_Ind_st_ns_M,C21_10_14_Ind_st_ns_F,C21_10_14_Ind_st_ns_P,C21_10_14_Tot_M,C21_10_14_Tot_F,C21_10_14_Tot_P,C21_15_19_Indigen_M,C21_15_19_Indigen_F,C21_15_19_Indigen_P,C21_15_19_NonInd_M
50705,564,5006,4849,9859,123,158,281,4073,3830,7899,240,225,465,4428,4214,8646,145,130,283,3765,3654,7423,276,238,515,4195,4023,8213,118,109,227,3809,3715,7521,435,331,768,4362,4152,8510,113,104,218,3869,4111,7988,437,352,797,4425,4569,8999,75,83,159,4031,4314,8339,414,313,724,4518,4712,9226,67,73,139,3712,3939,7650,357,224,576,4127,4241,8366,63,73,141,3896,4186,8083,325,283,605,4289,4544,8831,51,69,125,3981,4146,8121,355,259,615,4384,4473,8861,48,51,99,3788,3859,7653,321,275,600,4165,4185,8351,35,47,76,3161,3131,6293,260,201,457,3456,3373,6824,22,28,56,2433,2693,5134,200,202,400,2660,2930,5587,27,32,59,6685,7542,14220,536,605,1143,7242,8176,15419,1245,1322,2558,56084,57694,113776,4705,4072,8777,62027,63081,125112,220,235,459,4402,3930,8331,191,168,355,4816,4335,9148,261,246,505,4599,4440,9042,201,208,405,5063,4886,9948,230,236,467,4808,4600,9411,230,222,453,5269,5063,10333,156,167,319,4186
50901,280,1998,1885,3890,132,131,256,1779,1598,3376,138,106,248,2042,1837,3879,105,83,191,1659,1484,3139,124,103,226,1884,1672,3562,124,49,171,1238,1061,2301,86,83,167,1447,1188,2637,95,62,162,1314,1285,2596,117,107,220,1522,1459,2976,90,47,133,1295,1431,2731,138,115,255,1522,1596,3122,82,59,138,1378,1505,2882,119,108,224,1583,1666,3245,70,43,115,1541,1685,3223,122,134,260,1730,1863,3593,54,83,137,1802,1841,3646,155,135,287,2012,2062,4073,66,54,124,1848,1931,3772,163,170,331,2077,2154,4229,57,31,86,1959,2033,3987,194,159,352,2209,2216,4429,31,30,68,1887,1921,3809,167,157,327,2093,2109,4200,44,69,114,5239,5588,10821,499,553,1057,5779,6217,11997,1196,961,2159,26152,26377,52533,2289,2187,4477,29639,29533,59170,127,114,242,1469,1371,2839,104,90,195,1701,1572,3273,127,111,238,1701,1596,3299,121,118,243,1948,1832,3777,127,154,282,1800,1702,3499,147,128,276,2072,1990,4061,140,135,269,1659
50902,306,1867,1751,3613,157,147,297,1399,1370,2768,138,124,265,1693,1648,3332,133,109,242,1291,1040,2327,121,97,218,1545,1242,2792,79,79,159,1231,906,2134,103,97,206,1411,1086,2497,61,82,142,1230,1133,2360,141,127,269,1433,1340,2776,47,61,109,1318,1364,2683,137,119,262,1505,1544,3051,57,60,114,1358,1257,2618,158,131,291,1572,1448,3021,71,65,131,1509,1474,2987,180,153,335,1756,1689,3450,54,79,129,1727,1685,3410,196,158,354,1974,1921,3899,77,68,142,1946,1821,3767,206,190,396,2234,2081,4313,64,69,133,2055,1933,3994,247,184,433,2375,2188,4558,46,50,99,1994,1827,3827,202,179,380,2245,2062,4307,74,86,156,5161,4745,9910,568,517,1079,5804,5344,11149,1199,1221,2417,25174,23265,48444,2690,2384,5076,29063,26869,55932,129,109,243,1162,1109,2270,117,113,231,1411,1336,2745,147,141,286,1337,1280,2611,161,160,321,1639,1588,3221,158,171,325,1370,1314,2686,165,152,317,1696,1631,3327,170,110,277,1168
50903,136,745,765,1516,73,54,123,464,455,921,60,51,109,596,561,1154,28,43,75,390,366,754,66,45,111,490,455,938,29,21,45,374,319,689,39,39,81,439,379,815,27,31,60,416,411,826,61,54,111,499,499,997,29,29,57,511,517,1030,54,45,101,590,594,1186,23,24,50,474,497,973,54,54,103,552,575,1122,32,26,55,549,523,1070,66,56,124,643,606,1246,15,36,52,619,610,1225,71,80,148,705,722,1427,21,25,48,698,636,1325,63,56,125,787,714,1503,17,38,51,698,711,1409,89,70,165,804,814,1625,27,18,49,689,624,1308,70,73,142,780,714,1499,33,38,74,1783,1609,3391,209,210,416,2032,1854,3886,485,500,983,8824,8440,17264,1044,951,1995,10357,9892,20249,28,39,67,456,442,898,39,51,92,525,532,1060,53,42,97,529,515,1042,64,66,126,646,626,1268,49,52,96,483,447,929,76,67,141,610,563,1169,29,40,70,382
51001,254,1448,1463,2911,745,743,1487,411,422,831,103,89,189,1259,1256,2513,667,621,1288,339,259,602,85,66,149,1086,947,2038,589,606,1193,424,417,841,116,121,235,1125,1145,2268,589,637,1226,673,772,1446,168,179,348,1434,1587,3022,514,549,1060,773,911,1684,147,176,321,1435,1636,3068,447,501,949,650,757,1408,129,152,277,1222,1417,2638,414,436,852,698,685,1381,122,121,249,1236,1247,2485,365,446,805,687,605,1291,104,125,230,1153,1172,2331,297,388,686,670,612,1283,129,128,254,1098,1131,2224,251,324,575,680,626,1309,128,111,236,1060,1064,2115,182,219,407,591,467,1050,93,80,174,869,768,1634,256,354,606,798,508,1307,148,98,248,1200,960,2159,6906,7395,14298,8531,8114,16643,1720,1700,3421,17159,17208,34363,733,673,1410,491,455,952,154,130,286,1380,1264,2642,797,704,1499,512,499,1010,185,186,379,1496,1394,2890,729,755,1479,460,413,867,162,170,330,1341,1338,2685,655,651,1304,290
51002,216,902,895,1801,230,177,406,361,342,701,78,76,154,667,596,1259,173,186,356,267,280,546,54,56,106,492,518,1005,195,175,367,485,459,942,151,108,257,833,743,1568,234,204,435,1150,857,2008,374,189,560,1755,1252,3006,198,192,395,1372,863,2239,385,191,576,1956,1246,3208,166,149,309,1099,654,1751,300,127,425,1559,934,2495,155,112,268,989,484,1480,274,94,371,1417,692,2114,143,145,282,844,457,1304,228,113,338,1210,713,1928,124,140,266,771,412,1183,242,121,360,1129,673,1802,95,84,180,637,306,944,170,78,252,903,470,1378,47,63,114,350,185,538,111,42,149,510,294,799,75,110,175,274,153,428,72,46,112,417,305,726,2290,2193,4482,9830,6620,16454,2662,1457,4118,14782,10273,25054,259,222,480,678,649,1328,81,82,167,1020,959,1973,247,231,481,611,596,1207,110,100,218,977,929,1904,236,240,478,441,463,910,95,98,195,777,800,1576,235,216,447,317
51003,196,1330,1171,2499,190,202,391,685,594,1278,64,60,127,943,854,1793,190,147,333,495,393,886,65,50,115,751,588,1338,179,146,324,705,580,1284,166,97,266,1054,828,1883,185,143,332,1674,1067,2744,444,161,607,2308,1371,3676,179,156,336,2059,1291,3352,509,172,674,2749,1623,4362,154,119,272,1831,1006,2836,443,121,560,2427,1249,3672,166,113,278,1703,896,2606,387,99,485,2252,1117,3366,130,112,235,1489,726,2213,354,119,470,1969,950,2920,87,85,170,1310,613,1924,301,103,407,1695,802,2499,53,65,116,992,483,1481,198,76,276,1249,623,1872,51,53,109,573,265,841,125,44,167,750,362,1109,44,53,96,366,196,562,65,41,108,476,292,770,2045,1784,3832,15976,10024,26001,3344,1329,4673,21369,13135,34499,184,164,348,987,908,1892,172,114,284,1345,1184,2527,185,171,358,1027,950,1972,203,198,402,1409,1322,2735,164,155,320,783,733,1508,141,133,278,1088,1023,2112,149,129,283,538
51101,122,568,554,1124,45,34,83,459,441,896,52,67,127,558,540,1100,61,60,118,430,380,809,64,52,120,556,496,1051,15,21,35,365,302,669,51,31,82,428,355,782,16,6,23,385,397,781,66,52,120,465,459,922,14,19,31,372,405,781,59,55,108,446,483,926,11,11,27,380,401,777,54,49,105,448,460,912,19,15,34,444,461,911,70,56,127,535,536,1070,11,20,26,498,452,946,72,69,139,582,534,1119,15,11,29,540,508,1044,83,60,150,642,580,1217,14,19,30,497,462,962,69,63,133,588,543,1129,7,11,19,402,413,818,57,51,107,465,469,935,17,24,42,1139,1207,2346,145,137,287,1306,1369,2672,308,310,619,6814,6705,13516,987,848,1832,8110,7863,15973,57,38,91,396,398,793,38,41,81,490,479,969,35,30,65,467,430,897,61,53,115,562,511,1076,36,34,74,421,444,868,59,67,129,517,548,1067,53,42,87,387
51102,83,364,320,682,90,78,169,215,170,381,35,28,64,335,280,618,56,55,109,136,133,270,30,18,47,224,208,432,46,54,102,161,176,338,30,25,58,241,251,493,29,45,73,226,278,502,39,34,81,301,353,659,36,23,62,265,270,531,58,52,103,357,341,699,24,34,55,254,279,526,48,51,99,324,358,682,26,38,67,263,233,499,40,38,74,332,314,642,46,37,91,307,216,526,46,34,79,402,294,697,36,41,78,259,276,539,43,42,86,341,366,708,27,27,52,291,232,519,52,28,76,369,279,651,29,20,46,278,210,489,32,34,68,341,261,600,46,55,103,596,442,1043,79,66,140,727,560,1289,645,634,1280,3734,3352,7085,612,506,1116,4994,4490,9485,69,43,110,212,199,412,49,39,97,325,284,619,60,58,123,202,179,386,51,45,93,319,280,600,45,57,103,183,147,329,43,42,93,277,249,525,45,46,89,154
51103,236,1512,1488,2999,231,250,480,937,901,1838,85,93,180,1249,1244,2492,233,227,458,840,824,1667,91,81,169,1167,1133,2299,206,196,398,1065,892,1962,133,126,255,1404,1208,2609,195,209,400,1400,1258,2655,250,182,430,1833,1642,3478,164,213,375,1484,1337,2818,248,165,408,1893,1708,3600,141,148,287,1220,1100,2318,178,119,300,1538,1366,2907,139,155,296,1240,1059,2293,192,125,321,1569,1339,2908,119,139,256,1271,1034,2301,215,112,327,1603,1283,2888,83,132,221,1236,976,2209,194,98,291,1516,1207,2722,88,96,185,1107,856,1965,182,135,320,1374,1089,2470,44,75,119,797,616,1411,138,83,220,977,774,1744,96,115,216,1249,1013,2258,171,146,315,1514,1276,2793,2321,2472,4792,16139,14118,30255,2346,1708,4050,20796,18296,39094,215,199,420,1073,1014,2085,135,99,236,1429,1310,2736,212,193,408,1068,989,2054,130,140,267,1407,1324,2723,244,213,456,916,877,1798,150,118,267,1306,1209,2513,199,208,409,798
51104,260,1933,1793,3720,264,303,567,1354,1339,2692,156,149,301,1776,1786,3568,243,241,483,1373,1264,2634,142,135,276,1758,1638,3397,220,202,417,1129,1036,2161,126,108,231,1467,1337,2807,200,166,369,1239,1220,2460,159,119,279,1597,1513,3107,151,175,327,1374,1311,2684,194,157,348,1719,1644,3358,134,154,287,1281,1319,2602,163,141,306,1573,1614,3193,157,159,316,1467,1488,2953,186,138,330,1812,1783,3595,132,164,295,1675,1655,3333,197,146,345,2002,1972,3972,119,131,250,1697,1621,3318,209,184,398,2026,1942,3966,104,123,228,1694,1611,3309,195,152,350,1995,1888,3882,77,113,193,1520,1460,2982,163,137,294,1761,1707,3473,118,146,259,3855,3746,7598,396,341,735,4374,4228,8605,2543,2631,5174,22375,21724,44105,2574,2162,4738,27497,26520,54012,257,240,500,1128,1128,2254,146,176,324,1530,1545,3078,288,271,561,1314,1245,2560,229,208,436,1827,1733,3559,307,296,603,1392,1308,2700,197,175,372,1892,1780,3674,252,238,491,1213
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,19,3,6,6,16,0,23,4,0,4,36,0,34,7,0,10,44,3,49,0,0,0,61,3,63,16,0,19,77,6,83,0,0,0,47,3,50,10,0,10,59,3,62,0,0,0,57,3,54,6,0,6,62,3,63,0,0,0,41,4,43,11,6,12,47,3,57,0,0,0,33,0,39,6,0,6,44,0,45,0,0,0,25,0,20,3,0,3,27,0,26,0,0,0,11,4,19,0,0,0,12,4,15,0,0,0,9,0,9,0,0,0,6,0,6,11,0,11,328,23,349,69,6,72,405,27,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
59999,19,66,69,136,8,12,21,35,25,61,6,8,10,53,44,96,12,12,24,64,53,114,10,3,13,87,65,153,21,26,48,201,181,381,34,40,74,257,245,503,32,28,57,293,232,527,62,50,112,387,310,701,37,24,59,283,161,446,63,43,104,381,223,608,27,19,49,228,116,345,33,23,59,295,156,450,51,32,86,215,100,320,38,15,56,308,149,454,43,30,72,225,94,320,42,9,61,315,141,454,35,17,56,238,138,376,47,34,81,321,186,509,21,8,34,225,170,397,39,33,73,280,219,503,21,4,28,203,188,385,31,26,59,254,221,473,4,6,12,372,253,619,66,46,114,446,304,748,342,244,587,2692,1808,4501,501,365,867,3535,2417,5950,36,37,69,92,91,188,25,16,42,149,153,300,17,30,48,103,86,193,8,11,20,132,127,259,18,14,30,83,76,159,13,7,25,116,101,212,28,42,68,74
