SA3_CODE_2021,C11_OO_DS_Sep_house,C11_OO_DS_SemiDRTHT,C11_OO_DS_F_a,C11_OO_DS_OD,C11_OO_DS_NS,C11_Owned_Outright_Tot,C11_OWM_DS_Sep_house,C11_OWM_DS_SemiDRTHT,C11_OWM_DS_F_a,C11_OWM_DS_OD,C11_OWM_DS_NS,C11_Owned_with_mortgage_Tot,C11_R_REA_DS_Sep_house,C11_R_REA_DS_SemiDRTHT,C11_R_REA_DS_F_a,C11_R_REA_DS_OD,C11_R_REA_DS_NS,C11_R_Real_Estate_Agent_Tot,C11_R_STHA_DS_Sep_house,C11_R_STHA_DS_SemiDRTHT,C11_R_STHA_DS_F_a,C11_R_STHA_DS_OD,C11_R_STHA_DS_NS,C11_R_ST_House_Auth_Tot,C11_R_CHP_DS_Sep_house,C11_R_CHP_DS_SemiDRTHT,C11_R_CHP_DS_F_a,C11_R_CHP_DS_OD,C11_R_CHP_DS_NS,C11_R_CHP_Tot,C11_R_PNISH_DS_Sep_house,C11_R_PNISH_DS_SemDRTHT,C11_R_PNISH_DS_F_a,C11_R_PNISH_DS_OD,C11_R_PNISH_DS_NS,C11_R_PNISH_Tot,C11_R_OLT_DS_Sep_house,C11_R_OLT_DS_SemDRTHT,C11_R_OLT_DS_F_a,C11_R_OLT_DS_OD,C11_R_OLT_DS_NS,C11_R_Oth_Llord_Type_Tot,C11_R_LT_NS_DS_Sep_house,C11_R_LT_NS_DS_SemDRTHT,C11_R_LT_NS_DS_F_a,C11_R_LT_NS_DS_OD,C11_R_LT_NS_DS_NS,C11_R_Llord_Type_NS_Tot,C11_R_Tot_DS_Sep_house,C11_R_Tot_DS_SemDRTHT,C11_R_Tot_DS_F_a,C11_R_Tot_DS_OD,C11_R_Tot_DS_NS,C11_R_Tot_Tot,C11_OTT_DS_Sep_house,C11_OTT_DS_SemiDRTHT,C11_OTT_DS_F_a,C11_OTT_DS_OD,C11_OTT_DS_NS,C11_OTT_Tot,C11_TT_NS_DS_Sep_house,C11_TT_NS_DS_SemiDRTHT,C11_TT_NS_DS_F_a,C11_TT_NS_DS_OD,C11_TT_NS_DS_NS,C11_TT_NS_Tot,C11_Tot_DS_Sep_house,C11_Tot_DS_SemiDRTHT,C11_Tot_DS_F_a,C11_Tot_DS_OD,C11_Tot_DS_NS,C11_Tot_Tot,C16_OO_DS_Sep_house,C16_OO_DS_SemiDRTHT,C16_OO_DS_F_a,C16_OO_DS_OD,C16_OO_DS_NS,C16_OO_Tot,C16_OWM_DS_Sep_house,C16_OWM_DS_SemiDRTHT,C16_OWM_DS_F_a,C16_OWM_DS_OD,C16_OWM_DS_NS,C16_OWM_Tot,C16_R_REA_DS_Sep_house,C16_R_REA_DS_SemiDRTHT,C16_R_REA_DS_F_a,C16_R_REA_DS_OD,C16_R_REA_DS_NS,C16_R_REA_Tot,C16_R_STHA_DS_Sep_house,C16_R_STHA_DS_SemiDRTHT,C16_R_STHA_DS_F_a,C16_R_STHA_DS_OD,C16_R_STHA_DS_NS,C16_R_STHA_Tot,C16_R_CHP_DS_Sep_house,C16_R_CHP_DS_SemiDRTHT,C16_R_CHP_DS_F_a,C16_R_CHP_DS_OD,C16_R_CHP_DS_NS,C16_R_CHP_Tot,C16_R_PNISH_DS_Sep_house,C16_R_PNISH_DS_SemDRTHT,C16_R_PNISH_DS_F_a,C16_R_PNISH_DS_OD,C16_R_PNISH_DS_NS,C16_R_PNISH_Tot,C16_R_OLT_DS_Sep_house,C16_R_OLT_DS_SemDRTHT,C16_R_OLT_DS_F_a,C16_R_OLT_DS_OD,C16_R_OLT_DS_NS,C16_R_OLT_Tot,C16_R_LT_NS_DS_Sep_house,C16_R_LT_NS_DS_SemDRTHT,C16_R_LT_NS_DS_F_a,C16_R_LT_NS_DS_OD,C16_R_LT_NS_DS_NS,C16_R_LT_NS_Tot,C16_R_Tot_DS_Sep_house,C16_R_Tot_DS_SemiDRTHT,C16_R_Tot_DS_F_a,C16_R_Tot_DS_OD,C16_R_Tot_DS_NS,C16_R_Tot_Tot,C16_OTT_DS_Sep_house,C16_OTT_DS_SemiDRTHT,C16_OTT_DS_F_a,C16_OTT_DS_OD,C16_OTT_DS_NS,C16_OTT_Tot,C16_TT_NS_DS_Sep_house,C16_TT_NS_DS_SemiDRTHT,C16_TT_NS_DS_F_a,C16_TT_NS_DS_OD,C16_TT_NS_DS_NS,C16_TT_NS_Tot,C16_Tot_DS_Sep_house,C16_Tot_DS_SemiDRTHT,C16_Tot_DS_F_a,C16_Tot_DS_OD,C16_Tot_DS_NS,C16_Tot_Tot,C21_OO_DS_Sep_house,C21_OO_DS_SemiDRTHT,C21_OO_DS_F_a,C21_OO_DS_OD,C21_OO_DS_NS,C21_OO_Tot,C21_OWM_DS_Sep_house,C21_OWM_DS_SemiDRTHT,C21_OWM_DS_F_a,C21_OWM_DS_OD,C21_OWM_DS_NS,C21_OWM_Tot,C21_R_REA_DS_Sep_house,C21_R_REA_DS_SemiDRTHT,C21_R_REA_DS_F_a,C21_R_REA_DS_OD,C21_R_REA_DS_NS,C21_R_REA_Tot,C21_R_STHA_DS_Sep_house,C21_R_STHA_DS_SemiDRTHT,C21_R_STHA_DS_F_a,C21_R_STHA_DS_OD,C21_R_STHA_DS_NS,C21_R_STHA_Tot,C21_R_CHP_DS_Sep_house,C21_R_CHP_DS_SemiDRTHT,C21_R_CHP_DS_F_a,C21_R_CHP_DS_OD,C21_R_CHP_DS_NS,C21_R_CHP_Tot,C21_R_PNISH_DS_Sep_house,C21_R_PNISH_DS_SemDRTHT,C21_R_PNISH_DS_F_a,C21_R_PNISH_DS_OD,C21_R_PNISH_DS_NS,C21_R_PNISH_Tot,C21_R_OLT_DS_Sep_house,C21_R_OLT_DS_SemDRTHT,C21_R_OLT_DS_F_a,C21_R_OLT_DS_OD,C21_R_OLT_DS_NS,C21_R_OLT_Tot,C21_R_LT_NS_DS_Sep_house,C21_R_LT_NS_DS_SemDRTHT,C21_R_LT_NS_DS_F_a,C21_R_LT_NS_DS_OD,C21_R_LT_NS_DS_NS,C21_R_LT_NS_Tot,C21_R_Tot_DS_Sep_house,C21_R_Tot_DS_SemiDRTHT,C21_R_Tot_DS_F_a,C21_R_Tot_DS_OD,C21_R_Tot_DS_NS,C21_R_Tot_Tot,C21_OTT_DS_Sep_house,C21_OTT_DS_SemiDRTHT
50502,16953,4062,1101,98,4,22218,15222,6102,1578,7,9,22916,4237,4186,2266,3,6,10697,1059,1353,578,0,0,2994,34,165,136,0,0,330,3394,2457,1119,5,5,6981,332,224,120,36,5,710,46,37,26,0,0,108,9098,8427,4240,43,9,21821,590,454,296,5,0,1351,2436,1599,1022,31,0,5082,44305,20637,8245,182,28,73387,16502,5276,684,71,23,22562,15823,9066,880,6,72,25845,4200,6488,1593,4,28,12317,713,1747,365,0,4,2831,50,239,73,0,0,361,2706,3001,517,4,14,6235,314,284,57,9,3,663,41,65,12,0,0,116,8017,11820,2611,16,53,22522,553,656,184,6,8,1402,2547,2476,601,42,29,5690,43448,29289,4965,141,183,78017,18527,5420,837,67,10,24862,19351,8565,1079,6,8,29011,6008,7095,2420,0,16,15542,764,1859,375,0,5,3001,96,312,117,0,0,522,3092,2797,621,0,9,6520,446,333,84,30,4,892,74,81,18,0,0,179,10486,12476,3635,34,31,26660,582,628
50503,9315,590,211,220,0,10332,25456,1167,229,10,0,26867,4894,491,121,0,0,5505,736,402,143,0,0,1285,52,35,23,0,0,114,2930,252,88,12,0,3278,285,17,11,52,0,363,54,7,5,0,0,65,8956,1209,393,63,0,10617,642,401,58,10,0,1113,2321,239,113,41,0,2715,46687,3606,1006,348,4,51648,10899,1020,9,104,3,12038,31576,1980,22,12,35,33622,6424,1248,62,7,12,7757,667,622,13,0,0,1301,57,62,4,0,0,127,3192,409,3,7,5,3626,328,54,0,26,0,404,59,10,4,0,0,71,10731,2413,94,41,23,13296,660,519,0,5,5,1197,3432,553,35,59,8,4100,57296,6491,163,229,74,64248,13826,1016,53,112,5,15014,37086,1233,77,10,17,38418,8269,937,125,0,0,9337,702,651,8,0,0,1359,133,150,0,0,0,285,3711,349,26,16,0,4103,445,65,3,38,7,556,59,15,0,0,0,77,13318,2169,170,55,9,15719,792,551
50601,5334,198,158,41,3,5733,10003,366,161,8,0,10540,1739,269,317,0,5,2330,346,95,224,0,0,663,21,65,14,0,0,99,1283,118,92,7,0,1496,111,26,10,42,0,187,8,16,5,0,0,28,3512,586,660,53,4,4815,259,81,15,5,0,361,1150,113,105,23,0,1387,20253,1345,1096,130,9,22838,5605,419,25,29,7,6078,13462,955,37,7,10,14470,2306,873,63,4,16,3269,268,313,59,0,0,637,29,38,8,0,0,81,1383,257,21,0,3,1663,130,28,0,42,5,201,17,9,0,4,0,33,4140,1530,147,46,22,5884,221,127,3,0,3,361,1607,375,35,37,8,2063,25038,3405,243,119,54,28859,6445,442,24,155,8,7070,16983,541,35,9,8,17578,3310,913,55,0,8,4284,283,300,32,0,0,618,24,114,25,0,0,170,1593,238,17,3,6,1859,171,55,3,48,0,278,23,17,4,0,0,43,5413,1637,138,58,11,7248,229,133
50602,4837,720,509,30,4,6103,5875,1201,769,3,7,7857,2512,1208,1615,5,7,5343,687,560,408,0,0,1656,29,28,56,0,0,114,1696,635,530,0,3,2866,146,64,68,7,0,291,37,15,7,0,0,64,5110,2516,2674,13,11,10330,266,75,81,3,0,428,1200,487,570,13,0,2279,17289,5004,4601,71,28,26995,4744,973,362,25,7,6111,5920,1682,778,13,24,8423,2754,1899,1817,0,23,6496,668,674,154,0,3,1496,40,68,9,0,0,117,1513,732,415,3,13,2680,143,85,33,0,0,253,21,21,6,0,0,47,5139,3474,2429,9,41,11096,238,128,46,0,7,422,1474,854,843,45,26,3235,17516,7110,4460,91,110,29283,5269,1033,595,22,3,6918,6849,1672,1083,4,10,9614,3690,2364,2758,0,14,8824,668,723,156,0,5,1545,83,138,20,0,0,242,1597,740,565,3,8,2908,174,86,50,6,5,329,49,25,13,0,0,90,6264,4066,3559,15,25,13931,249,86
50603,8686,782,351,10,0,9837,9529,939,457,0,8,10937,2562,962,616,0,0,4147,412,342,407,0,0,1157,40,48,163,0,0,251,2077,504,267,4,3,2859,162,47,46,5,0,269,27,9,14,0,0,51,5282,1921,1511,12,9,8732,374,181,300,3,0,856,1051,415,294,3,0,1769,24931,4238,2918,32,13,32136,8796,921,181,6,11,9912,9663,1267,219,7,13,11171,3043,1459,302,4,24,4828,399,436,145,0,3,985,61,133,83,0,3,278,1845,743,118,0,10,2719,192,94,13,0,0,305,28,14,4,0,0,50,5566,2878,669,7,40,9165,436,272,119,0,4,828,1301,542,155,8,12,2017,25771,5878,1343,27,82,33098,9401,897,237,13,11,10562,10328,1224,317,7,4,11883,4196,1824,555,14,18,6605,395,450,60,0,0,907,105,143,94,0,0,340,1865,680,138,3,11,2692,282,119,51,11,4,470,38,34,21,0,0,87,6879,3246,920,22,30,11096,444,301
50604,8919,413,251,63,4,9653,16410,424,254,23,3,17111,3022,323,253,9,0,3605,564,165,211,0,0,946,33,28,57,0,0,122,2376,161,139,6,0,2684,237,17,15,47,0,317,45,7,10,0,0,61,6277,711,687,58,0,7732,464,118,89,0,5,678,2018,134,167,13,0,2329,34086,1793,1449,157,16,37506,9314,718,57,66,11,10167,17315,1067,116,26,21,18548,3295,909,140,14,15,4371,574,335,49,0,0,964,33,89,9,0,0,139,2272,296,50,12,5,2630,297,40,8,50,4,394,41,19,4,0,0,65,6514,1690,260,75,26,8561,439,281,26,3,0,753,1923,419,43,50,26,2466,35504,4177,499,225,87,40494,10531,629,72,69,11,11312,18515,796,140,15,8,19471,4571,1031,355,17,9,5975,557,309,58,0,0,922,70,127,63,0,0,267,2528,297,68,12,4,2908,378,62,16,60,9,531,53,27,4,0,0,81,8153,1857,570,88,18,10689,359,410
50605,6332,274,88,91,0,6785,8423,100,22,0,0,8545,1177,81,23,5,0,1274,160,79,8,0,0,242,16,7,23,0,0,45,1041,57,26,0,0,1131,73,0,3,17,0,96,12,0,4,0,0,11,2485,222,84,24,0,2813,256,132,21,3,0,416,909,65,23,11,0,1003,18407,795,233,131,5,19570,6593,280,0,91,15,6980,9070,182,3,15,8,9280,1389,156,3,0,3,1549,130,98,8,0,3,241,9,33,29,0,0,71,1036,86,0,0,9,1124,62,6,0,10,3,77,19,3,0,0,0,21,2639,377,40,13,17,3078,217,134,0,8,7,365,1141,97,4,48,7,1298,19657,1075,50,176,52,21007,7100,281,16,130,4,7536,9403,179,15,13,4,9613,1727,191,31,0,3,1953,139,101,0,0,0,243,16,44,3,0,0,65,1075,89,8,6,0,1184,86,8,0,23,4,126,19,5,0,0,0,18,3058,440,41,34,9,3584,240,130
50606,1560,5,4,4,0,1580,3126,7,3,10,0,3146,311,0,4,0,0,316,25,0,0,0,0,25,6,0,0,0,0,3,317,0,0,3,0,326,35,0,0,4,0,40,3,0,0,0,0,4,696,0,4,8,0,711,111,0,3,0,0,117,257,3,0,8,0,266,5746,25,18,33,3,5825,1818,7,4,8,7,1839,5223,44,0,10,8,5284,554,18,0,0,0,571,6,0,0,0,0,6,3,5,0,0,0,12,395,4,0,0,0,407,38,0,0,0,0,39,4,0,0,0,0,4,996,34,0,0,3,1036,113,5,0,4,0,120,529,8,5,5,0,544,8679,92,16,26,25,8832,2089,7,24,89,11,2214,6463,30,5,5,6,6513,708,18,0,0,0,723,9,0,0,0,0,4,5,10,0,0,0,15,471,8,3,4,0,491,44,5,6,9,0,53,10,0,0,0,0,12,1242,41,9,12,0,1303,123,0
50607,3150,1095,566,0,0,4813,2892,1050,552,0,0,4498,911,1185,1475,0,0,3571,416,139,152,0,0,701,9,28,50,0,0,93,588,614,519,0,0,1719,36,37,29,0,0,103,5,8,12,0,0,31,1964,2016,2242,0,5,6223,143,221,134,0,0,497,468,326,434,0,5,1236,8623,4708,3938,0,13,17278,3167,1562,363,6,16,5111,2851,1444,381,0,10,4689,877,1651,904,0,9,3451,339,184,135,0,0,656,14,33,13,0,0,60,472,701,290,0,4,1470,45,34,22,0,7,110,8,11,0,0,0,22,1756,2617,1370,0,25,5763,198,191,82,3,11,483,492,498,369,9,4,1372,8459,6307,2567,24,64,17423,3503,1629,524,0,3,5663,3140,1411,484,0,7,5043,1050,1947,1118,0,3,4115,326,205,128,0,0,659,11,56,36,0,0,100,491,674,340,0,0,1512,42,33,32,0,3,110,9,13,5,0,0,32,1939,2924,1653,0,14,6526,129,235
50701,7630,510,180,72,4,8404,13454,785,347,12,0,14596,2453,510,411,0,0,3375,543,420,168,0,0,1134,26,54,46,0,0,120,1649,281,184,0,3,2118,177,36,21,12,0,251,37,6,7,0,0,52,4879,1306,833,14,3,7037,280,83,14,13,0,392,1206,209,153,45,0,1615,27456,2891,1531,156,9,32046,7951,923,167,119,7,9170,14822,1399,450,7,27,16700,3180,1040,706,3,16,4944,509,460,157,0,5,1137,27,70,22,0,0,114,1603,411,143,0,6,2157,153,52,11,18,0,232,19,12,8,0,0,40,5494,2040,1042,21,26,8628,312,122,12,7,0,452,1731,445,300,71,79,2618,30300,4931,1976,222,138,37564,9530,1060,372,172,12,11149,17904,1461,621,4,9,20003,4295,1222,1318,3,5,6837,511,499,170,0,3,1179,46,87,63,0,0,195,1761,429,237,0,0,2426,185,44,23,40,5,294,21,17,8,0,0,49,6821,2291,1807,47,13,10985,243,162
50702,3444,662,271,137,0,4517,3305,582,282,11,0,4182,787,528,541,14,3,1881,228,433,380,0,0,1047,43,18,6,0,0,62,726,307,234,12,3,1278,39,40,14,27,0,118,8,5,7,0,0,13,1838,1333,1181,51,3,4401,146,94,28,9,0,270,457,233,296,104,0,1092,9188,2901,2055,305,11,14462,3417,885,292,75,25,4691,3499,798,340,11,23,4674,750,645,552,7,12,1963,210,542,230,0,0,978,18,36,10,0,0,67,610,307,192,5,9,1118,47,41,12,20,11,132,8,8,3,0,0,31,1648,1576,998,31,27,4291,180,64,32,9,3,287,619,416,394,67,72,1561,9362,3740,2060,191,148,15502,3927,963,557,118,19,5580,3954,814,560,10,3,5343,915,694,862,11,8,2479,199,466,230,0,7,900,24,82,35,0,0,148,648,325,301,16,6,1292,76,42,31,54,8,216,10,5,10,0,0,19,1868,1611,1465,81,25,5054,130,120
50703,1852,39,14,0,0,1902,4724,191,82,0,0,4992,1156,71,116,0,0,1341,282,117,101,3,0,505,15,3,11,0,0,26,636,31,55,0,0,729,55,3,7,0,0,61,16,0,4,0,0,17,2160,224,294,3,6,2684,115,5,3,0,0,122,733,55,67,8,0,857,9576,505,460,14,4,10554,2009,68,21,7,0,2104,6655,199,91,40,22,7010,1580,150,118,4,5,1862,224,138,112,0,0,470,21,15,22,0,0,57,717,34,54,10,0,816,64,8,6,0,0,80,9,3,0,0,0,18,2616,349,310,18,8,3305,106,26,4,0,0,136,935,83,106,45,4,1175,12324,726,533,109,38,13729,2476,71,40,3,0,2592,8236,105,80,0,5,8429,2303,111,202,0,0,2620,240,144,105,0,0,488,68,44,31,0,3,147,869,32,40,0,0,948,127,0,11,0,0,135,20,7,0,0,0,23,3622,335,395,3,4,4352,87,33
50704,13058,1448,571,4,13,15101,10667,956,412,0,3,12036,2638,740,664,0,3,4045,402,236,145,0,0,783,10,35,71,0,0,118,1778,467,300,0,0,2543,109,30,58,0,0,201,22,10,11,0,0,48,4968,1518,1252,0,6,7737,408,232,252,0,3,889,1150,298,242,0,0,1695,30255,4442,2722,7,27,37458,12444,2326,271,5,25,15069,10346,1900,171,6,41,12457,2610,1363,365,0,12,4348,304,421,18,0,0,736,26,28,27,0,0,84,1395,696,96,0,5,2199,84,41,18,0,0,140,13,12,0,0,0,24,4426,2566,522,5,18,7530,380,306,267,0,3,950,1211,577,213,3,15,2013,28800,7675,1439,16,99,38027,13431,2263,436,0,22,16147,11477,1935,431,0,7,13851,2936,1494,613,4,3,5051,328,417,20,0,0,769,43,51,21,0,0,119,1313,627,172,0,9,2114,90,40,26,0,0,154,15,17,6,0,0,41,4725,2650,858,4,11,8250,453,309
50705,7845,533,371,268,0,9017,15609,330,196,13,6,16153,4466,503,582,3,0,5557,377,199,250,0,0,824,13,26,12,0,0,58,2296,249,242,5,0,2791,417,37,31,41,0,521,30,3,12,0,0,50,7606,1011,1130,53,0,9800,366,37,51,15,0,471,1720,171,204,54,0,2153,33140,2087,1950,400,12,37589,9099,644,147,123,10,10015,19686,490,139,20,26,20362,5246,763,331,3,10,6356,433,214,109,0,0,759,20,20,26,0,0,68,2386,281,114,11,4,2799,492,48,19,32,0,588,25,14,13,0,0,48,8611,1336,615,45,16,10618,336,179,17,10,0,541,2789,344,203,50,5,3397,40517,2989,1118,248,57,44933,10992,692,298,203,9,12192,22451,432,215,14,22,23137,6116,691,678,0,5,7494,410,244,151,0,0,806,51,69,39,0,0,155,2676,250,158,9,0,3100,471,43,27,58,7,598,32,9,5,0,0,49,9762,1306,1054,70,9,12203,319,258
50901,7406,191,99,193,9,7899,5839,94,34,28,5,6007,1940,191,118,4,0,2251,643,229,106,0,0,971,73,76,77,0,0,230,1409,64,56,14,0,1542,328,15,23,67,0,427,22,9,8,0,0,39,4410,588,384,79,3,5466,748,82,48,21,3,895,863,77,67,91,3,1100,19265,1036,636,420,20,21370,7870,248,7,227,47,8395,6310,72,6,32,40,6459,1851,225,32,7,10,2120,630,239,10,0,3,890,85,139,18,0,0,243,1549,88,8,9,8,1659,289,53,8,54,4,404,33,5,4,0,0,47,4427,759,75,68,28,5358,779,103,4,12,15,915,1743,179,36,87,12,2052,21126,1356,128,434,142,23188,8930,250,12,241,25,9462,6859,153,10,17,20,7059,1785,306,20,5,0,2115,676,231,7,0,3,924,176,193,25,0,3,390,1709,112,11,16,9,1849,450,60,12,112,20,642,27,15,0,0,0,50,4826,915,64,131,33,5969,813,120
50902,7904,55,37,320,28,8346,6158,25,23,60,10,6281,713,24,36,7,0,782,572,140,159,5,5,874,43,41,49,4,0,133,1284,34,32,26,3,1378,480,32,34,53,3,607,31,3,3,0,0,42,3129,270,313,91,13,3820,960,18,11,46,3,1038,1281,41,49,62,9,1439,19431,409,435,584,66,20925,8026,51,20,246,83,8418,6444,14,8,63,51,6581,828,36,29,0,0,896,620,130,67,0,0,822,61,42,18,0,0,123,1437,36,15,10,17,1512,479,32,16,47,14,584,20,5,4,0,0,31,3443,284,148,55,35,3969,956,21,8,42,22,1050,2101,67,50,156,73,2449,20971,438,229,562,264,22463,8500,94,11,253,68,8927,6487,29,9,34,29,6586,898,71,27,14,3,1011,474,195,7,10,6,693,114,61,18,12,0,206,1470,44,12,15,10,1559,553,50,7,60,39,704,31,5,4,0,0,37,3546,423,76,102,60,4215,930,15
50903,3095,16,17,74,0,3200,1995,4,5,26,0,2031,232,31,34,0,0,298,249,94,68,0,0,411,16,29,56,0,0,105,533,11,14,10,0,566,216,19,16,6,0,265,10,9,8,0,0,23,1262,196,183,23,0,1665,472,7,17,14,0,510,317,13,15,50,3,399,7138,238,238,186,7,7804,3050,29,8,73,36,3193,1937,9,0,9,17,1967,289,29,15,4,0,337,218,82,21,3,0,323,29,32,14,16,0,91,568,8,3,6,3,594,217,17,5,8,6,248,12,9,0,0,0,21,1328,176,63,35,4,1613,442,3,0,26,4,478,776,55,11,34,17,891,7522,267,82,189,78,8142,3175,30,0,52,17,3274,1788,5,0,4,4,1805,305,36,5,3,0,354,194,86,0,0,0,279,72,56,0,0,0,130,606,21,0,3,0,628,279,18,0,25,5,322,15,4,0,0,0,25,1467,221,5,32,12,1735,445,21
51001,861,38,27,2889,229,4035,1360,73,45,216,24,1723,526,136,126,44,0,839,1582,240,118,19,21,1972,631,3,12,31,4,679,333,44,44,117,9,547,684,96,111,360,30,1277,26,3,0,4,0,35,3780,520,403,580,61,5343,574,42,64,329,62,1069,764,124,89,733,39,1749,7336,798,620,4746,423,13920,915,33,26,2840,47,3859,1614,57,46,197,23,1931,736,227,171,38,14,1186,2118,257,94,5,31,2507,223,13,3,4,9,250,415,46,41,92,8,601,674,174,58,348,17,1273,32,5,3,15,4,61,4199,725,369,508,79,5877,476,49,51,219,34,833,1195,253,141,929,44,2564,8399,1107,623,4696,227,15055,1049,74,14,2770,191,4095,1648,97,23,153,24,1943,707,291,102,23,12,1142,1908,364,48,10,21,2352,863,63,14,14,17,966,551,72,28,137,60,842,739,137,29,746,127,1790,40,10,0,9,3,61,4811,945,219,943,232,7155,474,87
51002,329,23,18,315,76,764,732,56,25,53,7,874,328,78,55,12,3,472,369,95,36,0,0,502,159,0,4,0,0,172,87,7,12,18,7,134,1180,268,181,17,6,1655,8,6,0,0,0,10,2137,456,286,51,15,2943,518,48,93,57,27,737,911,177,157,317,15,1579,4622,764,577,803,142,6903,308,18,16,282,6,630,456,21,15,14,0,514,1008,113,254,4,4,1380,547,58,22,0,4,632,99,0,13,0,0,106,112,10,17,4,0,142,1408,140,187,29,15,1782,15,0,4,0,0,19,3184,326,484,38,19,4062,409,27,57,35,28,552,779,114,195,309,68,1457,5139,505,765,679,128,7214,370,56,27,418,54,928,831,81,15,35,4,959,770,285,244,8,7,1317,544,129,28,4,7,712,234,16,5,0,4,257,157,31,23,21,7,245,1731,318,208,126,55,2441,16,8,0,0,0,23,3451,776,510,154,84,4976,460,65
51003,439,19,27,914,60,1460,758,48,15,70,10,897,468,105,33,11,3,625,414,150,22,3,3,595,73,4,3,0,0,83,143,28,12,21,0,205,2248,333,110,128,7,2830,18,0,0,0,0,25,3368,623,183,166,10,4361,693,109,88,90,21,1008,978,291,140,289,13,1703,6237,1094,452,1541,112,9438,410,18,9,685,14,1136,896,55,9,37,7,995,1203,228,142,6,0,1576,454,138,17,7,5,613,85,4,5,6,0,89,216,21,8,13,0,262,2499,304,56,58,9,2925,26,0,0,0,0,27,4476,698,231,86,8,5502,595,76,63,62,22,810,744,125,89,269,50,1276,7116,971,396,1130,104,9715,499,40,17,750,105,1411,1414,141,10,43,9,1617,877,258,205,3,8,1349,469,140,36,0,3,644,80,22,7,4,0,119,209,64,20,38,14,352,2431,281,96,270,78,3159,8,5,4,0,0,17,4076,761,375,324,106,5640,499,59
51101,1641,132,32,151,7,1955,1449,60,18,20,0,1555,474,38,57,0,0,571,168,43,44,0,0,255,4,32,10,0,0,51,416,37,39,16,4,502,171,16,22,35,0,241,7,0,4,0,0,13,1243,174,169,53,4,1641,249,12,8,13,0,282,335,34,27,58,3,456,4910,414,253,290,17,5893,1747,71,10,93,37,1952,1537,19,6,18,20,1599,425,81,21,0,3,534,141,74,16,0,5,231,11,44,0,0,0,53,455,50,23,6,3,540,131,18,0,17,13,177,11,3,0,0,0,22,1177,267,63,20,24,1541,257,18,3,4,13,290,597,82,8,52,90,832,5314,460,87,179,179,6221,1898,94,20,112,29,2154,1593,35,0,9,9,1645,405,111,22,0,0,543,137,72,7,0,0,215,16,21,26,0,0,58,539,65,12,14,8,641,179,10,4,42,11,246,15,9,0,0,0,23,1294,281,73,56,16,1721,369,17
51102,677,23,17,2039,42,2802,677,15,6,91,6,792,243,48,48,12,0,346,311,74,66,0,0,456,15,4,7,0,0,33,182,18,6,54,0,268,172,13,10,240,10,445,6,0,0,0,0,9,929,159,137,311,13,1552,174,10,6,81,10,282,269,51,24,345,3,695,2721,256,189,2873,81,6120,720,17,10,1833,48,2630,705,14,4,89,11,825,296,37,26,10,0,367,340,60,3,0,4,405,13,13,0,0,0,31,199,24,8,32,5,262,160,23,8,158,10,362,4,0,0,0,0,6,1011,164,49,197,13,1440,143,13,5,108,6,276,443,83,8,525,72,1129,3019,285,79,2753,164,6296,771,37,11,1967,71,2862,734,15,0,139,5,898,252,51,19,9,0,332,244,73,20,7,4,343,56,22,49,24,0,150,271,49,5,83,14,419,228,40,17,527,32,847,3,3,6,12,0,14,1059,234,114,660,46,2113,143,13
51103,1852,86,42,366,59,2406,4401,195,101,30,14,4734,1316,321,309,4,4,1962,636,172,98,0,0,912,197,37,7,8,0,251,652,61,64,8,0,780,399,75,87,165,3,729,25,6,6,6,0,45,3225,678,570,192,17,4681,507,43,27,48,19,651,1256,248,151,242,12,1914,11246,1251,891,881,128,14387,1947,101,4,232,57,2344,4423,262,17,26,10,4733,1349,666,106,0,8,2127,643,273,34,0,5,957,69,31,27,4,0,133,704,115,17,8,4,851,338,108,19,109,10,589,18,10,0,0,0,22,3125,1197,204,121,32,4676,330,51,12,24,19,439,1144,295,69,413,102,2020,10967,1906,298,821,218,14206,2175,127,14,201,58,2572,4327,252,12,22,4,4610,1427,721,88,4,7,2235,567,250,15,0,11,840,121,61,12,0,6,204,743,122,12,21,14,914,427,149,16,158,52,804,19,20,0,3,0,43,3297,1323,142,190,86,5038,316,62
51104,5738,115,134,945,79,7011,5559,72,68,64,9,5780,1537,213,280,6,3,2033,727,235,143,0,4,1117,62,13,51,0,0,129,1284,97,107,28,7,1519,367,50,28,120,0,562,19,10,9,0,0,40,3990,611,624,153,15,5396,699,16,47,56,19,830,957,106,99,211,26,1403,16947,918,976,1431,153,20420,5749,325,36,815,122,7044,5766,179,25,86,22,6078,1590,432,99,7,9,2133,628,258,118,14,3,1008,69,34,12,0,0,112,1293,172,43,29,6,1548,352,35,38,102,11,536,21,5,0,0,0,34,3950,934,306,154,38,5381,610,74,24,55,21,783,1572,217,95,368,77,2331,17647,1721,484,1481,277,21608,6356,400,27,789,129,7699,5904,204,23,57,26,6214,1704,511,108,10,6,2336,481,237,63,7,4,789,117,60,11,3,0,195,1510,205,29,42,29,1808,423,86,7,211,50,776,28,16,0,0,0,48,4256,1102,221,272,95,5953,574,140
