SA3_CODE_2021,C11_OO_DS_Sep_house,C11_OO_DS_SemiDRTHT,C11_OO_DS_F_a,C11_OO_DS_OD,C11_OO_DS_NS,C11_Owned_Outright_Tot,C11_OWM_DS_Sep_house,C11_OWM_DS_SemiDRTHT,C11_OWM_DS_F_a,C11_OWM_DS_OD,C11_OWM_DS_NS,C11_Owned_with_mortgage_Tot,C11_R_REA_DS_Sep_house,C11_R_REA_DS_SemiDRTHT,C11_R_REA_DS_F_a,C11_R_REA_DS_OD,C11_R_REA_DS_NS,C11_R_Real_Estate_Agent_Tot,C11_R_STHA_DS_Sep_house,C11_R_STHA_DS_SemiDRTHT,C11_R_STHA_DS_F_a,C11_R_STHA_DS_OD,C11_R_STHA_DS_NS,C11_R_ST_House_Auth_Tot,C11_R_CHP_DS_Sep_house,C11_R_CHP_DS_SemiDRTHT,C11_R_CHP_DS_F_a,C11_R_CHP_DS_OD,C11_R_CHP_DS_NS,C11_R_CHP_Tot,C11_R_PNISH_DS_Sep_house,C11_R_PNISH_DS_SemDRTHT,C11_R_PNISH_DS_F_a,C11_R_PNISH_DS_OD,C11_R_PNISH_DS_NS,C11_R_PNISH_Tot,C11_R_OLT_DS_Sep_house,C11_R_OLT_DS_SemDRTHT,C11_R_OLT_DS_F_a,C11_R_OLT_DS_OD,C11_R_OLT_DS_NS,C11_R_Oth_Llord_Type_Tot,C11_R_LT_NS_DS_Sep_house,C11_R_LT_NS_DS_SemDRTHT,C11_R_LT_NS_DS_F_a,C11_R_LT_NS_DS_OD,C11_R_LT_NS_DS_NS,C11_R_Llord_Type_NS_Tot,C11_R_Tot_DS_Sep_house,C11_R_Tot_DS_SemDRTHT,C11_R_Tot_DS_F_a,C11_R_Tot_DS_OD,C11_R_Tot_DS_NS,C11_R_Tot_Tot,C11_OTT_DS_Sep_house,C11_OTT_DS_SemiDRTHT,C11_OTT_DS_F_a,C11_OTT_DS_OD,C11_OTT_DS_NS,C11_OTT_Tot,C11_TT_NS_DS_Sep_house,C11_TT_NS_DS_SemiDRTHT,C11_TT_NS_DS_F_a,C11_TT_NS_DS_OD,C11_TT_NS_DS_NS,C11_TT_NS_Tot,C11_Tot_DS_Sep_house,C11_Tot_DS_SemiDRTHT,C11_Tot_DS_F_a,C11_Tot_DS_OD,C11_Tot_DS_NS,C11_Tot_Tot,C16_OO_DS_Sep_house,C16_OO_DS_SemiDRTHT,C16_OO_DS_F_a,C16_OO_DS_OD,C16_OO_DS_NS,C16_OO_Tot,C16_OWM_DS_Sep_house,C16_OWM_DS_SemiDRTHT,C16_OWM_DS_F_a,C16_OWM_DS_OD,C16_OWM_DS_NS,C16_OWM_Tot,C16_R_REA_DS_Sep_house,C16_R_REA_DS_SemiDRTHT,C16_R_REA_DS_F_a,C16_R_REA_DS_OD,C16_R_REA_DS_NS,C16_R_REA_Tot,C16_R_STHA_DS_Sep_house,C16_R_STHA_DS_SemiDRTHT,C16_R_STHA_DS_F_a,C16_R_STHA_DS_OD,C16_R_STHA_DS_NS,C16_R_STHA_Tot,C16_R_CHP_DS_Sep_house,C16_R_CHP_DS_SemiDRTHT,C16_R_CHP_DS_F_a,C16_R_CHP_DS_OD,C16_R_CHP_DS_NS,C16_R_CHP_Tot,C16_R_PNISH_DS_Sep_house,C16_R_PNISH_DS_SemDRTHT,C16_R_PNISH_DS_F_a,C16_R_PNISH_DS_OD,C16_R_PNISH_DS_NS,C16_R_PNISH_Tot,C16_R_OLT_DS_Sep_house,C16_R_OLT_DS_SemDRTHT,C16_R_OLT_DS_F_a,C16_R_OLT_DS_OD,C16_R_OLT_DS_NS,C16_R_OLT_Tot,C16_R_LT_NS_DS_Sep_house,C16_R_LT_NS_DS_SemDRTHT,C16_R_LT_NS_DS_F_a,C16_R_LT_NS_DS_OD,C16_R_LT_NS_DS_NS,C16_R_LT_NS_Tot,C16_R_Tot_DS_Sep_house,C16_R_Tot_DS_SemiDRTHT,C16_R_Tot_DS_F_a,C16_R_Tot_DS_OD,C16_R_Tot_DS_NS,C16_R_Tot_Tot,C16_OTT_DS_Sep_house,C16_OTT_DS_SemiDRTHT,C16_OTT_DS_F_a,C16_OTT_DS_OD,C16_OTT_DS_NS,C16_OTT_Tot,C16_TT_NS_DS_Sep_house,C16_TT_NS_DS_SemiDRTHT,C16_TT_NS_DS_F_a,C16_TT_NS_DS_OD,C16_TT_NS_DS_NS,C16_TT_NS_Tot,C16_Tot_DS_Sep_house,C16_Tot_DS_SemiDRTHT,C16_Tot_DS_F_a,C16_Tot_DS_OD,C16_Tot_DS_NS,C16_Tot_Tot,C21_OO_DS_Sep_house,C21_OO_DS_SemiDRTHT,C21_OO_DS_F_a,C21_OO_DS_OD,C21_OO_DS_NS,C21_OO_Tot,C21_OWM_DS_Sep_house,C21_OWM_DS_SemiDRTHT,C21_OWM_DS_F_a,C21_OWM_DS_OD,C21_OWM_DS_NS,C21_OWM_Tot,C21_R_REA_DS_Sep_house,C21_R_REA_DS_SemiDRTHT,C21_R_REA_DS_F_a,C21_R_REA_DS_OD,C21_R_REA_DS_NS,C21_R_REA_Tot,C21_R_STHA_DS_Sep_house,C21_R_STHA_DS_SemiDRTHT,C21_R_STHA_DS_F_a,C21_R_STHA_DS_OD,C21_R_STHA_DS_NS,C21_R_STHA_Tot,C21_R_CHP_DS_Sep_house,C21_R_CHP_DS_SemiDRTHT,C21_R_CHP_DS_F_a,C21_R_CHP_DS_OD,C21_R_CHP_DS_NS,C21_R_CHP_Tot,C21_R_PNISH_DS_Sep_house,C21_R_PNISH_DS_SemDRTHT,C21_R_PNISH_DS_F_a,C21_R_PNISH_DS_OD,C21_R_PNISH_DS_NS,C21_R_PNISH_Tot,C21_R_OLT_DS_Sep_house,C21_R_OLT_DS_SemDRTHT,C21_R_OLT_DS_F_a,C21_R_OLT_DS_OD,C21_R_OLT_DS_NS,C21_R_OLT_Tot,C21_R_LT_NS_DS_Sep_house,C21_R_LT_NS_DS_SemDRTHT,C21_R_LT_NS_DS_F_a,C21_R_LT_NS_DS_OD,C21_R_LT_NS_DS_NS,C21_R_LT_NS_Tot,C21_R_Tot_DS_Sep_house,C21_R_Tot_DS_SemiDRTHT,C21_R_Tot_DS_F_a,C21_R_Tot_DS_OD,C21_R_Tot_DS_NS,C21_R_Tot_Tot,C21_OTT_DS_Sep_house,C21_OTT_DS_SemiDRTHT
50101,4424,253,82,210,16,4981,4830,108,30,22,4,4989,1926,239,79,0,0,2243,291,213,88,0,0,583,20,36,8,0,0,60,1284,84,30,14,0,1417,159,12,9,64,0,246,19,0,4,0,0,28,3694,578,216,85,3,4582,413,40,31,47,5,542,805,58,36,77,5,982,14174,1042,401,442,25,16077,5323,319,10,412,31,6096,6254,159,5,45,29,6491,1954,282,6,0,4,2255,332,241,24,0,0,597,21,22,18,0,0,63,1387,100,10,16,12,1519,155,13,0,114,0,283,19,7,4,0,0,35,3862,670,57,135,26,4747,404,87,23,28,18,565,1163,161,11,143,34,1506,17007,1399,107,763,128,19399,7045,415,33,232,19,7742,7327,279,17,17,10,7655,1980,287,10,7,11,2289,319,257,10,0,0,582,31,69,0,0,0,105,1591,135,22,24,18,1790,227,24,3,161,9,432,20,8,0,0,0,26,4170,780,44,191,38,5226,399,198
50102,9213,521,142,249,13,10148,12878,251,100,34,9,13278,3432,534,379,0,5,4347,729,358,159,0,0,1254,33,76,36,0,0,143,2333,259,204,19,5,2815,234,34,45,101,3,417,40,3,12,4,0,58,6792,1273,832,121,12,9035,464,216,40,22,0,748,1682,217,116,194,3,2210,31038,2482,1240,630,32,35414,10168,549,173,233,38,11161,14042,413,59,33,34,14586,3549,813,252,3,14,4630,550,560,98,0,4,1216,40,70,91,0,0,204,2274,322,79,7,6,2695,216,57,13,73,9,368,38,18,7,0,0,64,6662,1848,546,87,31,9175,506,112,130,21,7,767,2452,374,159,185,38,3197,33830,3291,1062,557,147,38886,11840,725,115,255,19,12965,15461,443,63,29,22,16004,3779,852,301,15,8,4965,545,592,66,0,4,1198,83,201,78,0,4,370,2487,373,66,17,4,2949,317,79,14,173,9,588,44,19,5,0,0,72,7261,2111,529,207,28,10134,518,277
50103,3441,15,28,61,9,3558,2649,5,9,30,3,2691,563,12,63,4,0,633,167,26,51,0,0,248,8,8,28,0,0,42,517,11,6,13,0,548,142,5,13,12,0,168,6,0,4,0,0,11,1402,59,159,32,4,1655,293,12,4,13,4,324,342,8,24,49,0,422,8120,96,231,182,16,8648,3588,37,3,53,24,3704,2747,23,4,31,16,2812,554,31,55,0,0,643,153,57,21,0,0,234,9,16,20,0,0,50,558,18,7,3,5,593,116,8,4,4,6,132,10,4,0,0,0,13,1397,138,105,12,7,1663,312,20,4,10,8,349,777,47,19,49,9,893,8815,261,141,150,55,9424,3963,35,9,53,14,4071,2937,19,3,19,15,2989,600,85,13,0,0,698,165,67,3,0,4,242,19,46,18,0,0,78,609,23,6,11,0,650,155,9,4,13,12,196,9,4,0,0,0,12,1566,228,45,20,25,1875,284,34
50201,8591,803,298,356,9,10055,9805,317,185,27,6,10338,3804,697,454,6,6,4965,344,361,111,0,0,819,66,56,72,0,0,192,2005,304,162,12,0,2483,173,58,17,75,0,325,40,18,12,0,0,70,6429,1497,828,89,10,8856,637,445,214,12,0,1312,1557,321,195,87,0,2159,27025,3387,1721,574,19,32720,9700,1464,253,278,22,11719,12571,548,145,25,28,13315,3935,927,221,8,11,5106,348,433,57,0,0,841,73,62,72,0,0,213,2074,345,104,14,3,2536,162,48,24,66,0,298,23,17,12,3,0,55,6622,1822,494,95,16,9052,605,373,320,8,8,1318,2003,480,168,233,14,2893,31506,4685,1378,637,83,38293,12485,1254,298,292,14,14338,14637,555,169,20,8,15377,4500,966,331,12,3,5811,327,409,35,0,5,776,177,168,69,0,4,420,2401,372,73,14,3,2858,215,106,10,64,6,394,47,23,6,7,0,81,7657,2042,529,92,25,10345,548,895
50301,7938,782,739,0,5,9469,5523,381,407,3,0,6314,1608,469,1428,0,0,3516,108,146,148,0,0,399,8,14,41,0,3,60,914,257,630,0,4,1809,151,16,66,0,0,239,5,10,13,0,0,29,2795,916,2321,0,7,6044,353,162,253,4,11,776,743,195,485,0,0,1429,17354,2439,4200,12,25,24032,7765,1198,779,3,10,9756,5709,706,444,5,11,6879,1490,709,1454,0,3,3659,69,161,144,0,0,378,6,44,49,0,0,99,717,283,488,0,0,1494,107,29,67,0,5,201,0,12,9,0,0,21,2401,1241,2204,0,8,5854,259,124,281,3,7,671,733,267,584,5,17,1600,16867,3532,4292,13,55,24769,8666,1233,987,0,7,10896,6069,726,552,0,3,7355,1590,769,1934,0,3,4292,59,179,137,0,0,380,12,55,47,0,0,113,645,303,533,0,4,1486,193,39,66,0,3,301,4,10,8,0,0,21,2507,1348,2725,3,8,6589,222,157
50302,6289,1391,1573,20,15,9285,6026,1652,3017,43,5,10741,1980,1737,6522,39,21,10297,71,401,887,0,0,1356,20,58,197,0,0,288,1548,806,2157,19,4,4530,84,59,226,0,0,377,15,10,49,0,0,80,3729,3075,10041,61,21,16933,269,193,446,7,6,922,905,637,2365,217,0,4124,17214,6949,17453,345,46,42007,6187,1574,1889,26,27,9696,6190,2051,3499,23,26,11784,1851,1934,7869,44,38,11734,70,353,899,3,5,1331,8,43,217,0,3,272,1250,764,2053,8,15,4099,60,52,225,0,0,335,14,14,39,0,0,67,3253,3159,11299,59,66,17836,252,130,439,3,15,838,1029,640,3074,304,31,5078,16909,7550,20202,406,161,45235,6978,1714,2570,12,16,11286,6825,2160,4070,18,12,13086,2151,2335,10917,28,19,15459,51,375,894,0,0,1319,17,65,298,0,6,381,1175,818,2518,15,14,4542,68,83,321,0,7,480,13,18,58,0,0,90,3471,3700,15001,44,53,22269,236,233
50401,7946,993,487,0,0,9434,8327,1396,731,0,4,10460,2173,1002,1103,0,4,4282,363,426,359,0,0,1147,24,79,52,0,0,161,1833,591,589,0,3,3019,177,49,75,0,0,304,27,15,21,0,0,68,4606,2166,2198,3,10,8979,311,146,89,6,0,553,1098,386,391,8,0,1889,22291,5090,3902,20,13,31317,7886,1115,284,4,18,9301,8880,1791,533,7,29,11238,2570,1430,888,0,14,4901,340,567,193,0,0,1099,32,87,18,0,0,140,1698,661,359,0,11,2728,136,69,48,0,0,250,20,12,8,0,0,36,4794,2827,1513,4,25,9161,297,194,34,0,0,528,1344,566,309,21,11,2251,23198,6491,2664,37,90,32478,8654,1183,339,7,6,10183,10113,1847,628,4,10,12598,3159,1700,1254,5,3,6118,359,555,169,0,0,1080,71,110,22,0,0,199,1793,660,385,0,7,2847,178,90,39,0,5,313,22,23,12,0,0,53,5582,3144,1870,8,16,10620,265,166
50402,4832,115,23,9,0,4978,6236,86,7,4,0,6335,716,59,5,0,0,783,96,127,75,0,3,297,31,15,0,0,0,46,692,61,12,0,0,766,55,16,0,0,0,72,3,0,0,0,0,6,1594,278,99,0,3,1980,195,8,8,4,0,207,825,36,23,23,0,903,13685,524,153,37,4,14406,4987,164,4,22,7,5183,6666,90,3,8,10,6774,748,86,7,0,0,839,101,178,8,0,0,287,8,45,0,0,0,51,608,72,3,0,0,689,38,15,0,0,0,54,6,5,0,0,0,14,1507,398,19,3,3,1934,164,21,0,0,0,187,814,73,7,12,6,911,14137,744,34,48,32,14993,5454,177,7,7,7,5656,7245,95,5,0,0,7352,784,108,0,0,0,892,101,181,0,0,0,289,11,43,0,0,0,59,637,59,0,4,8,715,61,20,0,0,0,79,10,14,0,0,0,24,1609,425,9,8,9,2056,148,26
50403,7577,286,227,219,14,8325,16842,512,244,12,9,17628,2587,511,275,4,3,3378,720,279,261,0,0,1257,79,13,22,0,0,111,1963,204,133,6,4,2310,234,25,11,31,10,309,30,5,7,0,0,44,5613,1042,701,43,13,7404,361,40,23,10,0,439,1695,179,176,108,3,2162,32098,2062,1377,397,36,35965,8252,793,14,193,17,9271,21278,1748,56,35,32,23146,3150,1218,245,0,11,4629,569,537,96,0,0,1202,50,37,12,3,4,107,1976,409,21,10,12,2432,223,39,4,38,0,298,33,18,7,0,0,55,5999,2259,383,49,34,8716,402,81,6,6,6,506,2341,503,104,112,18,3086,38267,5393,563,395,105,44727,10124,795,65,183,8,11180,26369,1120,116,10,21,27636,4595,1214,539,3,11,6371,595,540,97,0,4,1234,118,91,22,4,0,231,2429,406,62,7,13,2908,321,48,3,55,4,434,48,11,0,5,0,67,8109,2313,722,69,30,11242,394,86
50501,16627,765,467,149,4,18003,23631,695,231,9,3,24558,3917,484,569,6,3,4980,190,77,98,0,0,366,19,32,16,0,0,67,2880,356,213,9,0,3456,181,18,20,19,0,237,30,8,0,0,0,42,7213,978,915,29,3,9136,406,125,66,5,0,599,1598,168,228,30,0,2014,49468,2726,1899,208,12,54312,16848,1467,278,134,8,18733,23469,1298,166,19,16,24974,3981,796,486,0,7,5277,160,160,30,0,0,351,29,24,0,0,0,50,2353,482,170,13,8,3021,122,21,11,7,5,164,22,5,0,4,0,28,6658,1489,697,21,24,8889,386,107,42,0,3,547,1876,340,133,27,10,2383,49237,4700,1325,195,66,55525,19077,1644,252,94,6,21075,24773,1352,272,6,3,26413,4295,857,632,6,10,5805,146,188,24,0,0,357,35,56,14,0,0,103,2251,449,196,9,6,2909,138,22,20,10,3,191,33,14,3,0,0,49,6899,1596,886,23,17,9409,332,255
