SA3_CODE_2021,C11_70_74_Married_P,C11_70_74_Sep_M,C11_70_74_Sep_F,C11_70_74_Sep_P,C11_70_74_Div_M,C11_70_74_Div_F,C11_70_74_Div_P,C11_70_74_Wid_M,C11_70_74_Wid_F,C11_70_74_Wid_P,C11_70_74_Nvr_marrd_M,C11_70_74_Nvr_marrd_F,C11_70_74_Nvr_marrd_P,C11_70_74_Tot_M,C11_70_74_Tot_F,C11_70_74_Tot_P,C11_75_79_Married_M,C11_75_79_Married_F,C11_75_79_Married_P,C11_75_79_Sep_M,C11_75_79_Sep_F,C11_75_79_Sep_P,C11_75_79_Div_M,C11_75_79_Div_F,C11_75_79_Div_P,C11_75_79_Wid_M,C11_75_79_Wid_F,C11_75_79_Wid_P,C11_75_79_Nvr_marrd_M,C11_75_79_Nvr_marrd_F,C11_75_79_Nvr_marrd_P,C11_75_79_Tot_M,C11_75_79_Tot_F,C11_75_79_Tot_P,C11_80_84_Married_M,C11_80_84_Married_F,C11_80_84_Married_P,C11_80_84_Sep_M,C11_80_84_Sep_F,C11_80_84_Sep_P,C11_80_84_Div_M,C11_80_84_Div_F,C11_80_84_Div_P,C11_80_84_Wid_M,C11_80_84_Wid_F,C11_80_84_Wid_P,C11_80_84_Nvr_marrd_M,C11_80_84_Nvr_marrd_F,C11_80_84_Nvr_marrd_P,C11_80_84_Tot_M,C11_80_84_Tot_F,C11_80_84_Tot_P,C11_85_over_Married_M,C11_85_over_Married_F,C11_85_over_Married_P,C11_85_over_Seprtd_M,C11_85_over_Seprtd_F,C11_85_over_Seprtd_P,C11_85_over_Divorce_M,C11_85_over_Divorce_F,C11_85_over_Divorce_P,C11_85_over_Wid_M,C11_85_over_Wid_F,C11_85_over_Wid_P,C11_85_over_Nvr_mard_M,C11_85_over_Nvr_mard_F,C11_85_over_Nvr_mard_P,C11_85_over_Tot_M,C11_85_over_Tot_F,C11_85_over_Tot_P,C11_Tot_Married_M,C11_Tot_Married_F,C11_Tot_Married_P,C11_Tot_Sep_M,C11_Tot_Sep_F,C11_Tot_Sep_P,C11_Tot_Div_M,C11_Tot_Div_F,C11_Tot_Div_P,C11_Tot_Wid_M,C11_Tot_Wid_F,C11_Tot_Wid_P,C11_Tot_nver_marrie_M,C11_Tot_nver_marrie_F,C11_Tot_nver_marrie_P,C11_Tot_Tot_M,C11_Tot_Tot_F,C11_Tot_Tot_P,C16_15_19_Married_M,C16_15_19_Married_F,C16_15_19_Married_P,C16_15_19_Sep_M,C16_15_19_Sep_F,C16_15_19_Sep_P,C16_15_19_Div_M,C16_15_19_Div_F,C16_15_19_Div_P,C16_15_19_Wid_M,C16_15_19_Wid_F,C16_15_19_Wid_P,C16_15_19_Nvr_marrd_M,C16_15_19_Nvr_marrd_F,C16_15_19_Nvr_marrd_P,C16_15_19_Tot_M,C16_15_19_Tot_F,C16_15_19_Tot_P,C16_20_24_Married_M,C16_20_24_Married_F,C16_20_24_Married_P,C16_20_24_Sep_M,C16_20_24_Sep_F,C16_20_24_Sep_P,C16_20_24_Div_M,C16_20_24_Div_F,C16_20_24_Div_P,C16_20_24_Wid_M,C16_20_24_Wid_F,C16_20_24_Wid_P,C16_20_24_Nvr_marrd_M,C16_20_24_Nvr_marrd_F,C16_20_24_Nvr_marrd_P,C16_20_24_Tot_M,C16_20_24_Tot_F,C16_20_24_Tot_P,C16_25_29_Married_M,C16_25_29_Married_F,C16_25_29_Married_P,C16_25_29_Sep_M,C16_25_29_Sep_F,C16_25_29_Sep_P,C16_25_29_Div_M,C16_25_29_Div_F,C16_25_29_Div_P,C16_25_29_Wid_M,C16_25_29_Wid_F,C16_25_29_Wid_P,C16_25_29_Nvr_marrd_M,C16_25_29_Nvr_marrd_F,C16_25_29_Nvr_marrd_P,C16_25_29_Tot_M,C16_25_29_Tot_F,C16_25_29_Tot_P,C16_30_34_Married_M,C16_30_34_Married_F,C16_30_34_Married_P,C16_30_34_Sep_M,C16_30_34_Sep_F,C16_30_34_Sep_P,C16_30_34_Div_M,C16_30_34_Div_F,C16_30_34_Div_P,C16_30_34_Wid_M,C16_30_34_Wid_F,C16_30_34_Wid_P,C16_30_34_Nvr_marrd_M,C16_30_34_Nvr_marrd_F,C16_30_34_Nvr_marrd_P,C16_30_34_Tot_M,C16_30_34_Tot_F,C16_30_34_Tot_P,C16_35_39_Married_M,C16_35_39_Married_F,C16_35_39_Married_P,C16_35_39_Sep_M,C16_35_39_Sep_F,C16_35_39_Sep_P,C16_35_39_Div_M,C16_35_39_Div_F,C16_35_39_Div_P,C16_35_39_Wid_M,C16_35_39_Wid_F,C16_35_39_Wid_P,C16_35_39_Nvr_marrd_M,C16_35_39_Nvr_marrd_F,C16_35_39_Nvr_marrd_P,C16_35_39_Tot_M,C16_35_39_Tot_F,C16_35_39_Tot_P,C16_40_44_Married_M,C16_40_44_Married_F,C16_40_44_Married_P,C16_40_44_Sep_M,C16_40_44_Sep_F,C16_40_44_Sep_P,C16_40_44_Div_M,C16_40_44_Div_F,C16_40_44_Div_P,C16_40_44_Wid_M,C16_40_44_Wid_F,C16_40_44_Wid_P,C16_40_44_Nvr_marrd_M,C16_40_44_Nvr_marrd_F,C16_40_44_Nvr_marrd_P,C16_40_44_Tot_M,C16_40_44_Tot_F,C16_40_44_Tot_P,C16_45_49_Married_M,C16_45_49_Married_F,C16_45_49_Married_P,C16_45_49_Sep_M
50502,4038,94,77,172,333,526,859,155,790,946,126,125,254,2891,3374,6271,1658,1305,2969,68,48,109,197,330,526,244,1123,1365,81,102,185,2248,2903,5148,1266,795,2064,31,32,69,115,197,308,291,1331,1621,46,62,112,1753,2418,4170,810,378,1193,20,13,26,45,129,178,429,1940,2372,34,85,117,1345,2546,3887,33919,34044,67966,1767,2265,4032,5339,7892,13228,1520,6823,8341,29451,24801,54259,71996,75822,147827,12,23,30,0,0,3,4,0,4,3,4,3,4889,4871,9759,4905,4901,9808,224,577,806,8,33,44,4,6,9,0,3,7,5749,5330,11083,5986,5948,11942,1733,2690,4420,70,129,197,34,98,141,9,8,10,6679,5910,12587,8522,8836,17359,4239,4650,8884,151,248,401,203,281,480,4,22,29,4726,3700,8427,9321,8901,18225,4190,4393,8585,185,239,432,299,415,721,7,39,51,2406,2094,4502,7097,7183,14275,4126,4171,8300,251,301,558,477,679,1158,16,56,72,1766,1523,3285,6642,6729,13367,3826,3766,7589,307
50503,2452,46,41,86,144,229,374,106,436,544,47,22,68,1678,1843,3519,892,654,1544,29,24,58,87,102,189,117,496,614,20,14,32,1146,1289,2432,536,325,859,10,4,19,27,49,79,140,551,691,15,10,27,734,945,1677,304,158,457,9,6,16,28,34,59,174,697,878,11,25,32,532,911,1442,29904,30399,60309,1405,1957,3367,3409,5155,8565,837,3339,4173,20662,17908,38565,56221,58764,114982,14,14,28,0,3,3,0,3,7,0,0,0,6854,6519,13374,6881,6534,13414,232,566,790,12,30,38,6,16,23,8,3,4,6234,5689,11922,6484,6298,12783,1771,2806,4574,87,203,291,61,109,174,4,3,9,4914,4205,9115,6835,7329,14168,4006,4802,8803,178,280,457,138,283,425,6,21,30,3032,2508,5541,7369,7890,15253,4555,4761,9315,244,404,645,258,409,670,15,37,48,1826,1512,3340,6899,7122,14027,4797,4877,9671,284,388,671,450,710,1158,11,43,53,1470,1223,2696,7011,7237,14245,4765,4699,9469,335
50601,1127,19,14,39,100,116,213,63,228,290,41,21,64,871,856,1730,408,307,721,16,16,29,55,70,122,65,276,339,22,15,33,566,684,1242,248,164,415,10,4,13,37,32,69,74,284,356,14,5,19,383,492,872,132,52,187,3,6,10,11,23,30,90,327,414,5,12,14,244,419,660,11524,11640,23166,780,953,1730,1854,2554,4408,462,1630,2094,9563,7960,17527,24187,24742,48926,9,15,17,0,0,0,0,0,0,0,0,0,2355,2319,4671,2366,2329,4697,113,270,384,10,22,31,3,3,6,0,0,0,2501,2314,4820,2634,2606,5237,923,1401,2322,36,58,97,27,32,58,0,5,5,2183,1833,4015,3171,3328,6502,2011,2336,4345,89,125,217,74,108,177,4,12,16,1361,1119,2480,3534,3698,7232,2006,1883,3888,124,159,279,147,207,353,7,16,20,842,742,1582,3119,3005,6128,1590,1546,3133,118,135,252,207,281,489,8,25,38,723,564,1292,2649,2549,5200,1464,1484,2948,141
50602,983,31,27,59,136,164,303,45,264,308,80,50,124,838,946,1783,400,314,713,25,15,44,76,109,181,72,357,426,48,41,88,622,836,1456,312,204,512,15,8,22,58,49,108,101,416,517,35,20,57,519,693,1214,190,95,288,11,6,20,33,42,74,118,576,692,26,19,44,375,741,1118,11123,10830,21949,809,841,1650,2426,2838,5263,494,2196,2691,12766,9747,22512,27617,26451,54070,9,9,20,0,0,0,0,0,0,6,0,7,1601,1479,3074,1606,1495,3098,127,320,440,4,9,12,4,6,8,0,0,0,3102,2565,5664,3239,2899,6136,892,1283,2176,33,73,101,39,46,87,0,4,7,3221,2664,5885,4183,4068,8249,1924,2003,3923,57,101,157,89,133,224,0,4,8,2117,1558,3673,4187,3798,7987,1730,1691,3416,102,106,210,126,168,293,9,12,15,1130,823,1949,3088,2802,5892,1449,1309,2758,121,124,245,183,222,405,5,26,32,735,604,1336,2495,2280,4776,1206,1027,2235,117
50603,1587,29,30,57,119,202,324,64,341,409,59,45,103,1127,1352,2477,654,471,1125,19,14,36,69,122,191,101,432,534,35,49,81,876,1095,1968,492,337,824,11,13,21,46,80,128,123,632,755,28,32,65,694,1094,1792,327,196,521,9,4,21,23,46,71,211,1024,1236,23,71,100,599,1350,1950,17584,17665,35250,765,929,1700,2039,3133,5167,659,3210,3867,15402,12432,27827,36447,37363,73809,8,26,35,0,3,3,4,0,5,6,0,6,3360,3034,6389,3374,3059,6438,161,341,501,5,11,17,0,8,11,4,6,4,4528,3638,8167,4697,4009,8708,1017,1416,2431,24,43,70,35,41,73,7,3,8,3153,2300,5457,4240,3800,8042,1997,2314,4311,60,83,138,64,94,154,9,10,15,1620,1114,2738,3744,3615,7357,2236,2257,4488,82,131,215,116,136,250,4,14,13,827,616,1445,3263,3150,6415,2177,2233,4407,85,121,203,155,261,417,9,25,32,549,448,994,2970,3083,6051,2156,2153,4307,108
50604,1886,39,28,65,127,181,309,98,424,520,42,27,71,1366,1479,2853,651,479,1125,19,16,41,70,93,157,83,437,521,21,9,35,848,1036,1880,430,245,676,18,15,31,45,51,97,106,434,539,25,11,36,623,760,1381,214,93,311,0,0,0,18,22,41,132,548,683,6,10,21,374,675,1053,20890,20754,41641,1144,1391,2532,2867,3900,6769,694,2832,3528,16396,13125,29517,41995,41994,83991,22,27,48,0,0,4,6,0,3,4,0,3,4011,3642,7649,4040,3671,7709,266,487,750,3,27,36,4,10,13,4,0,6,4109,3305,7410,4386,3830,8216,1234,1879,3110,49,74,124,39,67,99,0,8,8,3273,2367,5637,4594,4388,8984,2947,3216,6165,112,175,292,106,135,238,0,21,27,2053,1426,3477,5230,4974,10206,3134,3036,6174,152,197,344,146,217,357,12,30,38,1283,1002,2282,4722,4475,9200,2895,2665,5558,177,214,388,254,361,613,11,44,54,980,799,1782,4307,4077,8384,2617,2488,5105,177
50605,1368,25,22,45,73,120,186,39,215,253,22,13,39,885,1006,1892,553,406,965,14,8,20,36,76,117,58,272,330,13,17,26,673,774,1448,313,187,508,3,5,9,17,20,38,61,242,300,3,8,10,400,464,863,172,80,254,4,0,4,5,33,39,97,359,456,7,0,12,287,483,770,11314,11485,22797,549,637,1187,1423,2074,3494,422,1540,1960,7400,6135,13538,21103,21874,42980,3,12,13,0,0,0,4,0,7,0,0,0,2004,1883,3884,2014,1895,3905,60,102,163,4,8,8,0,0,0,0,0,0,1682,1465,3140,1739,1575,3314,379,592,966,18,32,50,11,26,33,0,0,3,1261,1029,2292,1672,1675,3349,839,1121,1958,40,63,103,59,57,115,3,4,8,900,646,1549,1837,1898,3733,1165,1232,2399,63,77,140,68,111,177,5,9,10,567,466,1031,1866,1899,3762,1267,1296,2560,73,125,199,133,182,315,6,19,24,454,365,814,1928,1985,3920,1316,1309,2628,94
50606,329,6,4,14,17,25,48,14,33,41,3,7,9,224,211,434,90,69,157,5,0,5,10,7,14,16,41,61,6,5,3,117,123,236,66,32,98,0,0,3,6,4,7,14,46,63,3,0,3,93,85,177,28,10,36,0,0,0,3,5,4,15,55,75,3,0,10,55,76,126,3737,3727,7467,205,203,415,467,533,1002,103,287,387,2357,1989,4346,6873,6745,13618,0,0,0,0,0,0,0,0,0,0,0,0,852,848,1698,852,849,1701,63,124,189,0,5,10,0,0,0,0,0,0,787,801,1594,852,935,1789,347,512,857,19,32,51,8,23,27,0,0,3,704,545,1247,1079,1113,2188,646,674,1318,30,51,83,25,40,67,0,6,7,451,346,800,1155,1117,2269,611,601,1210,28,39,62,39,63,107,5,5,8,301,222,525,980,933,1907,552,609,1156,32,51,84,59,89,150,4,9,6,240,186,421,887,933,1821,638,600,1241,50
50607,636,22,12,37,55,109,169,29,138,167,48,39,88,515,582,1097,255,205,459,7,15,25,31,77,103,27,205,230,21,31,50,351,530,876,202,153,355,3,10,10,19,46,67,56,302,365,20,27,50,300,545,847,174,100,275,7,0,6,9,34,44,128,610,734,8,47,56,320,781,1109,7475,7514,14990,422,464,888,1184,1866,3055,321,1557,1879,7560,6579,14137,16958,17988,34945,5,0,3,0,0,0,0,0,0,5,0,5,1451,1234,2683,1451,1241,2692,29,75,101,0,0,3,0,4,3,0,0,0,1803,1751,3553,1829,1833,3669,278,451,723,10,15,23,8,20,28,0,7,7,1606,1299,2906,1903,1785,3690,780,887,1669,32,36,75,34,59,97,3,9,8,874,709,1588,1728,1704,3427,872,887,1760,46,39,84,48,84,136,0,5,5,469,400,871,1428,1418,2849,826,853,1680,38,65,104,71,111,188,4,14,13,318,268,588,1260,1306,2569,844,911,1750,59
50701,1438,25,23,50,112,170,275,59,306,363,34,25,58,1060,1132,2190,628,418,1046,19,15,28,71,88,158,89,399,486,23,15,39,823,935,1753,318,200,521,13,8,13,40,42,80,113,423,532,17,14,32,496,684,1179,152,78,230,7,5,7,11,18,27,126,493,618,9,21,39,304,617,925,17396,17418,34810,871,1075,1941,2401,3213,5620,590,2309,2894,12860,10917,23776,34113,34937,69047,5,8,15,0,0,0,0,3,3,0,0,0,3148,3044,6194,3158,3053,6213,87,191,276,7,9,15,6,6,11,0,0,6,3158,3052,6206,3253,3262,6514,771,1345,2121,31,55,87,32,53,79,4,4,6,2898,2551,5449,3737,4002,7736,2191,2734,4930,88,138,225,62,114,177,0,9,8,1913,1477,3389,4265,4469,8731,2685,2749,5437,128,183,312,172,206,380,3,21,24,1196,989,2184,4185,4154,8342,2585,2527,5111,136,211,348,260,330,587,10,26,34,917,783,1697,3900,3867,7769,2447,2436,4884,157
50702,761,28,21,44,78,123,207,22,149,174,39,30,76,574,675,1249,317,239,560,25,9,36,64,64,128,44,214,262,34,22,58,479,559,1040,241,147,388,5,6,6,33,34,71,65,285,344,29,8,31,367,482,850,151,65,218,6,7,12,17,27,37,89,363,454,15,20,38,278,484,761,5798,5808,11604,428,467,895,1440,1878,3321,329,1300,1621,5761,5163,10919,13759,14611,28371,0,7,7,0,0,0,0,0,0,0,0,0,856,912,1767,854,916,1772,16,21,38,0,4,4,0,5,5,0,0,0,916,1032,1951,939,1060,1998,126,197,327,14,25,34,8,16,28,0,4,6,1094,1103,2193,1243,1341,2588,411,560,977,24,25,55,21,37,63,3,5,5,895,798,1696,1365,1433,2797,578,693,1268,26,42,72,55,62,116,4,4,9,560,463,1027,1225,1267,2490,680,668,1344,41,56,96,95,136,238,4,5,10,459,411,869,1273,1278,2554,677,713,1390,60
50703,454,13,12,28,54,43,96,41,95,132,15,3,22,366,357,729,176,114,290,12,7,16,20,32,47,38,117,158,6,0,13,259,264,520,109,67,173,6,4,10,6,10,14,28,94,118,3,0,8,149,172,325,49,33,77,0,0,0,4,6,14,29,130,158,5,0,6,86,173,253,5052,4824,9873,453,474,930,913,1138,2051,214,668,882,4844,3947,8790,11475,11056,22529,5,0,5,0,0,0,0,0,0,0,0,0,1194,1101,2286,1199,1103,2300,98,139,232,6,10,15,0,3,0,0,3,0,1376,1240,2620,1484,1398,2876,532,737,1271,24,47,73,9,22,29,0,0,0,1198,975,2176,1765,1781,3547,1118,1181,2295,48,66,113,44,67,110,0,7,7,839,669,1506,2041,1984,4030,1022,888,1916,66,69,138,86,117,202,0,7,7,553,358,912,1724,1445,3167,845,789,1628,73,95,172,96,139,232,3,17,26,434,303,738,1453,1344,2789,770,682,1454,85
50704,2254,28,43,70,119,215,339,89,387,477,41,82,120,1487,1771,3257,1038,862,1898,13,22,36,64,144,206,129,581,709,44,38,77,1291,1645,2936,783,551,1337,17,9,30,35,95,134,190,868,1053,24,32,52,1048,1555,2608,530,315,844,12,11,29,25,62,89,258,1281,1542,14,46,62,843,1720,2564,21170,21698,42859,749,991,1746,2177,3716,5894,877,3879,4757,13784,12676,26455,38760,42948,81712,3,9,14,0,0,0,0,0,3,3,0,3,3399,3307,6703,3403,3312,6722,35,90,131,0,6,5,3,3,4,3,3,8,3521,3204,6726,3562,3307,6869,452,696,1145,8,33,38,10,19,26,0,0,6,2570,2073,4643,3040,2825,5868,1358,1710,3065,34,82,114,36,95,128,3,3,6,1368,1049,2418,2790,2937,5727,1929,2223,4148,54,96,152,84,165,255,3,15,14,714,678,1389,2783,3177,5956,2307,2474,4778,97,154,253,169,292,457,5,21,19,597,537,1132,3165,3475,6638,2442,2633,5081,128
50705,2040,37,28,63,158,198,354,111,369,481,31,23,52,1445,1550,2999,760,603,1367,21,25,48,102,90,196,118,475,599,23,11,39,1037,1205,2245,542,382,924,16,6,23,55,67,123,141,497,642,10,15,25,768,970,1735,275,127,399,12,0,13,19,33,49,172,564,737,16,12,25,490,734,1226,19944,20313,40256,1255,1507,2759,3057,3881,6935,833,2719,3554,14678,12237,26916,39759,40653,80421,12,4,16,0,0,0,0,0,4,0,6,6,4180,4010,8185,4195,4023,8213,158,306,463,21,24,53,3,10,8,0,9,11,4175,3807,7982,4362,4152,8510,1119,1682,2793,58,128,189,41,58,99,14,10,17,3202,2693,5896,4425,4569,8999,2171,2533,4702,147,243,387,133,192,324,9,17,23,2064,1729,3795,4518,4712,9226,2461,2649,5109,175,228,403,212,285,498,3,25,20,1276,1053,2333,4127,4241,8366,2698,2833,5528,206,322,526,353,493,848,9,27,42,1015,867,1882,4289,4544,8831,2861,2781,5646,229
50901,1573,33,15,46,117,119,230,68,277,348,56,25,86,1140,1135,2278,618,421,1039,21,11,36,72,86,159,99,346,444,29,20,47,839,889,1724,419,257,676,20,3,20,34,35,66,99,409,515,28,15,42,599,721,1318,220,118,345,3,0,7,18,19,44,131,541,673,18,9,29,395,698,1092,11547,11426,22974,662,717,1376,1787,2234,4027,581,2083,2669,7093,5744,12839,21673,22207,43880,5,3,10,0,0,0,0,0,0,0,0,0,1879,1668,3546,1884,1672,3562,85,108,196,4,3,5,3,0,3,0,0,0,1359,1076,2431,1447,1188,2637,385,509,896,20,27,53,4,21,23,5,5,4,1110,890,2001,1522,1459,2976,662,823,1486,53,64,113,23,57,81,3,13,11,781,647,1425,1522,1596,3122,930,991,1926,57,100,157,50,82,126,0,14,13,539,487,1020,1583,1666,3245,1055,1145,2201,108,106,216,100,169,269,7,16,23,457,430,889,1730,1863,3593,1161,1224,2381,121
50902,1532,47,19,62,150,107,260,93,221,309,76,8,84,1205,1047,2255,602,418,1016,16,4,22,86,45,132,67,231,303,51,9,63,831,711,1536,328,193,518,13,0,13,33,29,64,106,291,395,24,18,44,511,518,1033,170,71,239,7,0,9,11,17,25,100,376,478,23,6,28,304,474,775,11621,11525,23143,721,627,1348,1994,1845,3839,595,1623,2217,6837,4974,11815,21765,20595,42358,3,3,11,0,0,0,0,0,0,0,0,0,1539,1239,2778,1545,1242,2792,42,81,116,5,5,7,0,0,4,0,0,0,1366,998,2367,1411,1086,2497,284,416,702,17,34,50,11,13,21,3,9,6,1117,876,1994,1433,1340,2776,690,819,1514,39,57,97,37,52,83,3,8,15,742,611,1347,1505,1544,3051,843,874,1712,72,59,134,79,84,159,6,12,12,577,423,1002,1572,1448,3021,1002,1065,2066,106,95,203,110,133,240,9,18,20,535,377,916,1756,1689,3450,1171,1208,2379,118
50903,533,23,13,32,38,34,76,40,96,130,22,0,27,405,396,796,185,147,331,7,6,12,26,26,50,43,97,142,10,0,10,276,277,553,126,81,204,5,6,4,12,4,17,35,111,147,9,10,20,185,205,390,65,33,94,6,0,10,4,9,14,63,177,237,6,7,16,144,220,366,4629,4332,8968,310,241,552,702,593,1300,238,662,906,2793,1869,4661,8688,7702,16388,0,0,3,0,0,0,0,0,0,0,0,0,486,452,932,490,455,938,10,26,38,0,0,3,0,0,0,0,0,4,426,348,774,439,379,815,100,179,278,8,9,17,0,10,8,0,0,0,390,298,692,499,499,997,295,336,631,9,25,32,12,12,23,0,3,3,282,219,493,590,594,1186,321,375,700,17,27,43,15,30,49,0,4,4,195,138,332,552,575,1122,388,386,766,19,26,45,42,36,77,0,10,10,199,145,342,643,606,1246,415,445,862,42
51001,160,15,12,25,44,11,59,24,51,74,48,23,68,230,161,391,64,38,102,8,0,10,16,11,23,20,35,57,28,20,46,136,101,238,27,14,45,0,0,0,8,4,9,29,44,71,24,18,41,90,82,173,16,8,28,5,0,9,3,6,8,22,32,57,4,11,14,57,52,107,4866,4209,9071,463,403,866,1010,848,1856,236,451,691,7581,6189,13760,14147,12100,26251,23,42,62,3,4,7,0,0,0,0,0,0,1061,902,1964,1086,947,2038,85,101,189,13,7,28,7,3,4,0,0,0,1028,1026,2055,1125,1145,2268,278,339,614,20,21,39,5,17,23,0,6,7,1130,1199,2331,1434,1587,3022,496,576,1074,31,41,69,30,29,61,0,3,4,879,978,1857,1435,1636,3068,523,582,1108,47,55,101,42,70,110,0,11,11,610,701,1305,1222,1417,2638,595,542,1138,67,57,124,64,78,143,0,21,26,506,546,1051,1236,1247,2485,554,497,1050,52
51002,53,7,0,11,20,11,24,7,29,34,19,13,35,90,67,158,12,3,17,0,0,7,6,0,10,3,19,24,3,0,6,30,32,62,9,5,9,3,0,3,0,0,0,12,22,34,0,0,0,21,29,44,7,0,7,0,0,0,0,0,0,9,15,21,3,3,7,18,16,36,5808,3392,9199,576,239,819,1071,512,1581,104,228,328,6456,3570,10032,14021,7937,21958,0,0,0,0,0,0,0,0,0,0,0,0,492,510,1004,492,518,1005,43,60,103,7,7,18,0,0,0,0,0,3,775,673,1450,833,743,1568,393,389,783,26,24,50,11,12,20,0,0,0,1322,822,2148,1755,1252,3006,872,639,1516,70,32,104,52,38,88,0,0,0,963,539,1502,1956,1246,3208,863,562,1430,72,37,111,82,37,121,3,3,4,540,298,831,1559,934,2495,769,419,1183,83,27,103,124,53,182,4,6,10,444,193,636,1417,692,2114,698,373,1069,61
51003,76,4,5,12,13,7,22,14,14,30,8,0,9,94,50,142,22,12,28,0,0,0,3,3,9,3,6,12,3,7,12,32,30,64,8,4,10,0,0,0,6,0,6,3,7,9,0,0,0,11,11,26,5,5,6,0,0,0,0,3,3,8,10,12,0,0,0,10,10,20,7567,4605,12173,656,296,950,1307,657,1961,106,124,230,7208,3887,11099,16842,9576,26413,3,4,6,0,0,0,0,0,0,0,0,0,742,586,1328,751,588,1338,54,68,117,0,4,4,3,0,4,3,0,3,993,758,1748,1054,828,1883,521,496,1018,27,24,51,24,12,37,0,4,9,1731,836,2566,2308,1371,3676,1284,880,2168,67,43,107,59,40,103,0,6,8,1334,649,1987,2749,1623,4362,1396,777,2172,86,40,122,106,54,170,8,3,9,823,374,1201,2427,1249,3672,1405,710,2119,95,31,121,154,86,242,4,3,9,598,287,877,2252,1117,3366,1181,548,1725,113
51101,344,16,9,21,44,31,68,24,74,92,17,4,23,302,257,558,134,117,252,6,6,11,16,17,29,14,77,88,8,9,11,173,224,396,93,50,144,0,0,3,10,6,19,29,81,103,6,4,12,140,145,279,42,17,60,0,3,4,3,3,3,26,103,131,0,0,3,73,128,203,3134,3140,6274,192,188,384,526,499,1021,129,478,608,2169,1684,3855,6147,5985,12136,0,0,0,0,0,0,0,0,0,0,0,0,556,496,1051,556,496,1051,18,36,51,3,7,3,0,0,0,0,0,0,405,317,724,428,355,782,105,156,260,3,9,15,0,0,4,0,0,0,353,292,640,465,459,922,191,250,432,12,17,30,6,26,32,0,0,0,240,188,428,446,483,926,241,280,522,13,33,46,9,30,41,0,0,0,174,124,296,448,460,912,296,324,626,32,32,58,24,45,67,0,5,3,185,124,309,535,536,1070,340,327,672,24
51102,167,20,3,27,48,21,65,12,24,37,10,3,8,193,122,312,61,38,93,3,4,10,14,10,19,8,27,35,7,3,10,93,76,169,41,14,55,4,0,4,10,0,9,18,31,46,8,3,9,80,48,120,12,0,11,0,0,0,4,0,4,10,29,39,3,4,6,32,34,66,1648,1621,3271,170,103,275,433,299,733,82,228,313,1489,1213,2700,3824,3470,7292,0,0,0,0,0,0,0,0,0,0,0,0,224,212,429,224,208,432,5,12,17,0,0,0,0,0,0,0,0,0,232,241,473,241,251,493,54,79,136,6,7,9,0,4,5,0,0,0,235,263,502,301,353,659,126,157,283,6,11,26,7,8,17,4,0,4,208,162,371,357,341,699,161,198,363,9,15,27,22,16,33,0,5,5,128,130,258,324,358,682,181,179,366,10,8,24,14,17,29,0,3,3,126,101,228,332,314,642,183,142,324,17
51103,272,22,8,34,65,38,102,28,96,126,34,12,52,317,266,583,77,59,140,10,7,14,20,9,32,30,103,138,27,5,31,171,181,348,43,28,68,3,8,7,4,7,15,22,85,101,14,0,18,90,120,211,29,14,42,0,0,0,5,4,4,24,113,135,5,4,10,64,127,195,7302,6519,13816,628,494,1123,1373,1089,2461,234,727,966,8176,5714,13887,17706,14549,32257,20,20,40,0,0,0,5,0,5,0,0,0,1140,1106,2252,1167,1133,2299,89,128,213,0,9,16,0,3,9,0,3,4,1307,1061,2375,1404,1208,2609,396,552,951,34,32,66,12,15,30,3,7,9,1395,1028,2424,1833,1642,3478,861,938,1802,45,50,99,37,38,77,0,0,4,943,679,1620,1893,1708,3600,841,799,1643,64,52,117,56,74,125,7,7,15,572,430,1004,1538,1366,2907,846,748,1596,104,60,161,89,102,195,10,21,31,518,405,923,1569,1339,2908,838,742,1583,81
51104,1188,37,22,52,112,85,199,63,181,241,57,22,77,929,831,1763,432,332,767,30,8,36,59,31,91,78,269,347,38,12,51,642,649,1288,294,147,443,7,3,15,33,24,62,89,250,341,22,5,30,455,436,893,125,61,187,5,3,9,4,11,24,92,307,393,14,19,25,241,393,641,10346,9792,20145,840,745,1589,1836,1803,3637,514,1580,2095,8295,6453,14747,21830,20378,42204,8,12,18,0,0,0,0,0,0,0,0,0,1756,1628,3379,1758,1638,3397,73,90,164,6,14,20,9,0,9,5,0,7,1381,1232,2613,1467,1337,2807,313,441,752,33,44,76,10,12,20,0,3,0,1235,1016,2252,1597,1513,3107,697,793,1490,37,69,108,46,52,100,0,5,3,932,729,1657,1719,1644,3358,820,905,1722,54,94,149,65,86,147,0,13,15,635,526,1160,1573,1614,3193,983,1047,2034,69,98,169,147,163,308,6,22,23,605,462,1062,1812,1783,3595,1181,1168,2351,98
