SA3_CODE_2021,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS,C11_Aus_Mo_O_B_OS,C11_Aus_BP_B_Aus,C11_Aus_Bplace_NS,C11_Aus_Tot_resp,C11_Aus_Ab_BP_B_OS,C11_Aus_Ab_Fa_O_B_OS,C11_Aus_Ab_Mo_O_B_OS,C11_Aus_Ab_BP_B_Aus,C11_Aus_Abor_Bplace_NS,C11_Aus_Abor_Tot_respons,C11_Chi_BP_B_OS,C11_Chi_Fa_O_B_OS,C11_Chi_Mo_O_B_OS,C11_Chi_BP_B_Aus,C11_Chi_Bplace_NS,C11_Chi_Tot_resp,C11_Cro_BP_B_OS,C11_Cro_Fa_O_B_OS,C11_Cro_Mo_O_B_OS,C11_Cro_BP_B_Aus,C11_Cro_Bplace_NS,C11_Cro_Tot_resp,C11_Dut_BP_B_OS,C11_Dut_Fa_O_B_OS,C11_Dut_Mo_O_B_OS,C11_Dut_BP_B_Aus,C11_Dut_Bplace_NS,C11_Dut_Tot_resp,C11_Eng_BP_B_OS,C11_Eng_Fa_O_B_OS,C11_Eng_Mo_O_B_OS,C11_Eng_BP_B_Aus,C11_Eng_Bplace_NS,C11_Eng_Tot_resp,C11_Fil_BP_B_OS,C11_Fil_Fa_O_B_OS,C11_Fil_Mo_O_B_OS,C11_Fil_BP_B_Aus,C11_Fil_Bplace_NS,C11_Fil_Tot_resp,C11_Fre_BP_B_OS,C11_Fre_Fa_O_B_OS,C11_Fre_Mo_O_B_OS,C11_Fre_BP_B_Aus,C11_Fre_Bplace_NS,C11_Fre_Tot_resp,C11_Ger_BP_B_OS,C11_Ger_Fa_O_B_OS,C11_Ger_Mo_O_B_OS,C11_Ger_BP_B_Aus,C11_Ger_Bplace_NS,C11_Ger_Tot_resp,C11_Gre_BP_B_OS,C11_Gre_Fa_O_B_OS,C11_Gre_Mo_O_B_OS,C11_Gre_BP_B_Aus,C11_Gre_Bplace_NS,C11_Gre_Tot_resp,C11_Hun_BP_B_OS,C11_Hun_Fa_O_B_OS,C11_Hun_Mo_O_B_OS,C11_Hun_BP_B_Aus,C11_Hun_Bplace_NS,C11_Hun_Tot_resp,C11_Ind_BP_B_OS,C11_Ind_Fa_O_B_OS,C11_Ind_Mo_O_B_OS,C11_Ind_BP_B_Aus,C11_Ind_Bplace_NS,C11_Ind_Tot_resp,C11_Iri_BP_B_OS,C11_Iri_Fa_O_B_OS,C11_Iri_Mo_O_B_OS,C11_Iri_BP_B_Aus,C11_Iri_Bplace_NS,C11_Iri_Tot_resp,C11_Ita_BP_B_OS,C11_Ita_Fa_O_B_OS,C11_Ita_Mo_O_B_OS,C11_Ita_BP_B_Aus,C11_Ita_Bplace_NS,C11_Ita_Tot_resp,C11_Kor_BP_B_OS,C11_Kor_Fa_O_B_OS,C11_Kor_Mo_O_B_OS,C11_Kor_BP_B_Aus,C11_Kor_Bplace_NS,C11_Kor_Tot_resp,C11_Leb_BP_B_OS,C11_Leb_Fa_O_B_OS,C11_Leb_Mo_O_B_OS,C11_Leb_BP_B_Aus,C11_Leb_Bplace_NS,C11_Leb_Tot_resp,C11_Mac_BP_B_OS,C11_Mac_Fa_O_B_OS,C11_Mac_Mo_O_B_OS,C11_Mac_BP_B_Aus,C11_Mac_Bplace_NS,C11_Mac_Tot_resp,C11_Mal_BP_B_OS,C11_Mal_Fa_O_B_OS,C11_Mal_Mo_O_B_OS,C11_Mal_BP_B_Aus,C11_Mal_Bplace_NS,C11_Mal_Tot_resp,C11_Mao_BP_B_OS,C11_Mao_Fa_O_B_OS,C11_Mao_Mo_O_B_OS,C11_Mao_BP_B_Aus,C11_Mao_Bplace_NS,C11_Mao_Tot_resp,C11_NZ_BP_B_OS,C11_NZ_Fa_O_B_OS,C11_NZ_Mo_O_B_OS,C11_NZ_BP_B_Aus,C11_NZ_Bplace_NS,C11_NZ_Tot_resp,C11_Pol_BP_B_OS,C11_Pol_Fa_O_B_OS,C11_Pol_Mo_O_B_OS,C11_Pol_BP_B_Aus,C11_Pol_Bplace_NS,C11_Pol_Tot_resp,C11_Rus_BP_B_OS,C11_Rus_Fa_O_B_OS,C11_Rus_Mo_O_B_OS,C11_Rus_BP_B_Aus,C11_Rus_Birthplac_ns,C11_Rus_Tot_resp,C11_Sam_BP_B_OS,C11_Sam_Fa_O_B_OS,C11_Sam_Mo_O_B_OS,C11_Sam_BP_B_Aus,C11_Sam_Birthplac_ns,C11_Sam_Tot_resp,C11_Sco_BP_B_OS,C11_Sco_Fa_O_B_OS,C11_Sco_Mo_O_B_OS,C11_Sco_BP_B_Aus,C11_Sco_Birthplac_ns,C11_Sco_Tot_resp,C11_Ser_BP_B_OS,C11_Ser_Fa_O_B_OS,C11_Ser_Mo_O_B_OS,C11_Ser_BP_B_Aus,C11_Ser_Bplace_NS,C11_Ser_Tot_resp,C11_SAf_BP_B_OS,C11_SAf_Fa_O_B_OS,C11_SAf_Mo_O_B_OS,C11_SAf_BP_B_Aus,C11_SAf_Bplace_NS,C11_SAf_Tot_resp,C11_Span_BP_B_OS,C11_Span_Fa_O_B_OS,C11_Span_Mo_O_B_OS,C11_Span_BP_B_Aus,C11_Span_Bplace_NS,C11_Span_Tot_resp,C11_SriL_BP_B_OS,C11_SriL_Fa_O_B_OS,C11_SriL_Mo_O_B_OS,C11_SriL_BP_B_Aus,C11_SriL_Bplace_NS,C11_SriL_Tot_resp,C11_Viet_BP_B_OS,C11_Viet_Fa_O_B_OS,C11_Viet_Mo_O_B_OS,C11_Viet_BP_B_Aus,C11_Viet_Bplace_NS,C11_Viet_Tot_resp,C11_Wel_BP_B_OS,C11_Wel_Fa_O_B_OS,C11_Wel_Mo_O_B_OS,C11_Wel_BP_B_Aus,C11_Wel_Bplace_NS,C11_Wel_Tot_resp,C11_Oth_BP_B_OS,C11_Oth_Fa_O_B_OS,C11_Oth_Mo_O_B_OS,C11_Oth_BP_B_Aus,C11_Oth_Bplace_NS,C11_Oth_Tot_resp,C11_Anc_ns_BP_B_OS,C11_Anc_ns_Fa_O_B_OS,C11_Anc_ns_Mo_O_B_OS,C11_Anc_ns_BP_B_Aus,C11_Anc_ns_Bplace_NS,C11_Anc_NS_Tot_resp,C11_Tot_P_BP_B_OS,C11_Tot_P_Fa_O_B_OS,C11_Tot_P_Mo_O_B_OS,C11_Tot_P_BP_B_Aus,C11_Tot_P_Bplace_NS,C11_Tot_P_Tot_resp,C16_Aus_BP_B_OS,C16_Aus_Fa_O_B_OS
50101,265,2081,1661,12939,390,17323,0,6,3,61,3,75,152,16,20,39,13,235,46,20,3,75,0,135,382,114,91,244,10,843,5500,2100,1602,9992,426,19622,163,3,16,3,6,189,137,18,22,96,4,275,438,160,105,728,20,1448,40,28,13,67,5,153,27,11,3,14,0,51,72,12,15,23,4,117,854,349,243,2683,78,4209,345,195,62,718,26,1340,28,0,3,0,0,36,5,3,0,3,0,13,7,0,5,15,0,31,18,11,7,13,0,56,156,44,28,4,9,229,292,149,75,30,10,554,93,34,21,78,0,226,50,5,9,13,0,81,0,5,0,0,0,4,1005,423,297,2286,53,4067,14,0,3,3,0,22,254,29,17,14,8,326,34,18,10,73,0,128,12,7,3,8,0,30,25,0,8,4,0,37,146,46,24,99,7,318,1099,271,212,289,29,1901,114,52,37,438,2062,2711,9651,3806,2775,22886,2924,42045,328,2541
50102,596,4069,3035,29439,957,38098,0,10,0,166,13,192,433,26,36,62,19,579,99,29,18,68,0,220,923,244,194,427,32,1826,10367,3909,3069,21936,981,40265,676,8,61,10,14,772,141,30,17,114,0,303,772,273,200,1555,55,2865,108,54,18,214,5,408,56,12,7,14,0,91,340,32,21,30,6,446,1600,585,468,5249,193,8096,1911,725,276,3087,125,6121,115,0,3,5,6,137,71,3,5,12,0,93,17,16,3,18,0,56,44,21,9,21,0,94,1068,110,67,26,35,1306,681,235,160,50,19,1137,475,84,62,205,15,832,93,13,16,28,0,146,30,3,8,0,0,44,2078,773,655,4658,154,8313,35,0,4,4,0,48,860,34,37,9,8,955,107,18,15,84,13,232,50,5,14,0,0,67,56,9,0,3,3,65,351,82,54,242,16,737,2414,411,345,651,80,3896,381,117,104,1183,5079,6856,22366,7448,5445,51913,7212,94384,667,4537
50103,132,1037,785,6645,184,8786,0,4,0,43,0,41,57,8,9,22,0,97,55,12,4,29,0,103,212,82,31,83,0,411,2897,1016,772,5231,210,10133,65,0,13,0,0,80,49,7,4,44,0,105,211,83,51,417,12,778,32,4,3,26,0,66,16,4,0,9,0,32,43,7,11,6,0,66,372,140,110,1308,59,1996,425,180,49,608,34,1291,26,0,3,0,0,30,9,0,0,0,0,16,137,20,18,58,3,230,10,0,0,4,0,12,51,17,10,0,4,80,135,38,34,11,10,226,80,12,13,17,0,122,16,3,3,6,0,26,0,0,0,0,0,0,597,214,169,1268,30,2271,0,4,5,4,0,14,59,5,14,0,0,77,12,4,0,19,0,37,0,0,0,0,0,0,5,0,0,0,4,7,97,32,10,52,3,192,476,128,58,181,16,858,76,31,22,257,727,1109,5272,1902,1356,11968,1173,21674,159,1073
50201,534,3728,2928,23578,837,31598,0,3,9,142,8,164,412,24,25,75,17,559,146,45,22,95,5,312,949,233,164,335,34,1717,13797,3713,2893,17194,906,38499,479,8,57,17,19,578,184,28,19,138,7,376,752,200,186,1270,60,2473,63,42,8,94,0,206,75,17,3,29,3,123,311,29,16,24,7,385,1900,538,389,4070,168,7075,722,308,137,1098,53,2317,48,6,4,0,0,61,11,4,0,7,0,23,16,7,0,17,0,40,74,33,18,39,8,161,816,89,77,44,23,1037,624,185,121,28,24,981,236,39,32,118,0,426,88,15,21,31,4,159,100,5,5,0,3,116,2701,785,606,3648,175,7909,28,3,0,10,0,36,690,46,27,0,8,772,99,11,14,97,4,223,32,3,4,7,0,52,38,3,4,0,0,48,518,90,60,137,13,820,2328,418,274,473,76,3575,403,125,113,971,4736,6353,24277,6675,5057,40631,6653,83294,726,4532
50301,409,3165,2547,14207,303,20626,0,0,0,13,0,17,3363,113,152,85,55,3772,197,48,32,183,4,463,724,191,105,183,9,1213,8343,2787,2072,11779,350,25330,168,5,34,6,0,217,417,38,34,100,10,592,832,180,141,812,27,1995,322,133,54,364,12,877,90,17,17,19,0,147,886,65,43,47,17,1058,1820,581,438,4240,107,7186,928,379,153,934,21,2421,87,6,4,8,0,102,49,8,9,39,3,99,69,20,5,33,0,127,43,17,4,26,0,84,64,6,12,7,6,105,367,129,95,18,15,609,323,52,32,83,6,499,140,20,22,20,0,201,13,0,0,0,0,16,2095,714,507,3468,82,6862,55,3,8,6,0,77,762,68,49,4,3,886,150,14,21,45,0,224,167,18,11,3,6,205,127,0,12,0,0,140,293,63,44,146,8,558,4212,530,450,470,119,5782,272,48,58,333,3173,3888,23079,5665,4297,27039,4067,64138,537,3351
50302,685,3886,2727,14999,408,22701,0,3,6,91,0,111,4641,122,146,98,81,5086,386,112,50,254,3,806,898,256,163,326,15,1656,11136,3410,2393,11956,468,29361,582,6,57,0,13,664,564,64,44,129,7,821,1230,273,191,1094,23,2806,771,192,100,426,8,1497,183,27,28,41,4,279,2435,102,73,49,40,2699,3961,806,549,4849,165,10320,3405,773,286,1747,117,6324,652,0,14,8,11,679,69,7,16,19,0,115,411,36,22,84,10,572,87,26,9,46,4,181,254,17,7,5,3,281,734,159,98,20,5,1024,802,102,61,180,23,1167,237,16,19,47,7,326,23,0,0,0,0,28,2991,713,509,3573,93,7887,338,20,6,34,11,413,550,42,63,15,7,678,338,27,29,62,10,469,254,24,19,16,3,313,981,4,17,3,23,1029,432,85,39,162,12,729,8508,717,571,690,174,10663,547,71,52,383,7725,8783,41786,7237,4940,29121,9131,92215,801,4140
50401,699,3154,2274,13574,540,20239,0,17,3,165,8,191,3373,92,95,93,78,3726,448,93,39,189,4,771,824,232,121,258,25,1468,8935,2760,1944,9565,534,23738,800,9,45,13,24,893,320,35,24,84,5,468,825,212,141,838,49,2061,484,113,34,233,15,886,153,23,9,18,4,213,2370,91,59,40,49,2609,2037,583,383,3128,124,6250,3484,840,337,1763,130,6550,178,0,6,5,0,191,71,16,3,0,3,100,319,38,15,71,17,454,208,37,20,57,9,325,572,27,29,8,30,664,574,161,85,25,22,871,814,73,40,154,20,1095,154,21,8,32,5,217,36,9,0,0,0,45,2093,599,425,2380,103,5605,488,21,17,28,11,566,507,44,35,4,3,593,170,21,6,45,6,254,232,10,19,7,4,275,1971,19,47,11,60,2100,301,47,47,125,13,537,7575,641,457,537,235,9454,704,92,65,492,3571,4919,36132,6206,4140,24571,5302,76338,865,3342
50402,292,2159,1739,10448,300,14934,0,5,3,77,9,95,148,28,23,38,4,240,156,47,22,88,8,325,583,134,70,190,15,992,6869,2047,1502,7103,348,17871,186,10,11,3,5,224,142,19,23,55,0,240,548,141,98,614,27,1424,62,27,15,70,0,173,62,12,4,13,0,91,198,24,25,19,4,270,980,324,229,1866,74,3470,757,246,111,724,47,1882,6,0,4,0,0,10,6,4,0,8,0,20,12,6,6,8,0,30,30,10,4,32,0,82,228,22,21,4,7,277,346,92,68,16,8,526,282,57,12,68,4,419,42,7,6,10,4,71,13,0,0,0,0,13,1305,401,280,1673,57,3706,26,7,0,0,0,34,180,27,19,4,0,229,40,8,3,17,0,69,18,0,0,10,0,37,22,0,0,0,0,30,229,56,45,103,3,437,1321,256,166,265,40,2042,174,66,56,417,3191,3897,12416,3746,2713,17615,3933,40415,306,2310
50403,1075,4769,3710,23783,801,34140,5,26,10,369,43,457,2279,47,97,93,41,2566,752,150,73,327,26,1323,1036,327,171,425,40,2003,13967,4112,3373,15244,900,37591,1210,20,110,10,65,1413,306,28,35,103,15,488,948,246,200,1128,55,2570,215,103,48,214,7,591,157,29,22,34,0,243,1899,113,82,89,35,2212,2118,640,453,3652,144,7000,2191,807,408,1999,114,5531,58,0,6,3,0,72,107,20,10,9,5,157,300,45,19,67,12,444,183,60,30,70,6,353,1151,100,49,38,73,1415,908,285,157,50,21,1416,763,100,73,185,22,1152,113,7,11,19,12,169,74,4,8,0,0,94,2991,815,668,3174,167,7808,384,29,10,12,16,453,929,63,50,20,18,1080,212,32,24,72,24,364,228,33,11,8,0,283,1969,34,27,15,56,2097,377,81,73,153,12,696,8371,835,547,685,304,10743,945,141,128,897,5407,7515,41026,8580,6513,39234,7787,103138,1643,5673
50501,1431,7174,5694,32237,750,47283,0,10,4,67,5,89,2676,104,131,136,43,3084,499,160,72,252,17,1002,1891,466,280,519,38,3186,34799,6199,4964,20516,1162,67645,624,16,85,12,14,750,555,63,44,215,18,891,2094,364,267,1570,86,4377,530,185,62,323,21,1124,277,41,15,27,5,363,1915,115,72,74,24,2206,6729,1099,851,6278,259,15216,2635,888,440,2232,97,6301,105,5,13,6,0,127,125,17,7,25,10,183,413,100,43,186,7,744,174,46,27,67,5,319,889,79,83,18,28,1092,1508,394,218,60,46,2219,1188,144,93,194,25,1647,256,20,29,42,0,345,90,0,3,0,0,94,7354,1223,1004,4908,183,14676,251,26,8,10,7,306,3438,119,90,21,50,3717,420,51,29,106,25,636,158,26,14,15,0,216,364,14,22,8,4,411,1387,142,96,278,31,1935,8470,967,828,841,184,11293,786,148,154,791,4785,6668,70067,12247,9390,53473,7245,152421,1414,7378
