SA3_CODE_2021,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS,C11_Aus_Mo_O_B_OS,C11_Aus_BP_B_Aus,C11_Aus_Bplace_NS,C11_Aus_Tot_resp,C11_Aus_Ab_BP_B_OS,C11_Aus_Ab_Fa_O_B_OS,C11_Aus_Ab_Mo_O_B_OS,C11_Aus_Ab_BP_B_Aus,C11_Aus_Abor_Bplace_NS,C11_Aus_Abor_Tot_respons,C11_Chi_BP_B_OS,C11_Chi_Fa_O_B_OS,C11_Chi_Mo_O_B_OS,C11_Chi_BP_B_Aus,C11_Chi_Bplace_NS,C11_Chi_Tot_resp,C11_Cro_BP_B_OS,C11_Cro_Fa_O_B_OS,C11_Cro_Mo_O_B_OS,C11_Cro_BP_B_Aus,C11_Cro_Bplace_NS,C11_Cro_Tot_resp,C11_Dut_BP_B_OS,C11_Dut_Fa_O_B_OS,C11_Dut_Mo_O_B_OS,C11_Dut_BP_B_Aus,C11_Dut_Bplace_NS,C11_Dut_Tot_resp,C11_Eng_BP_B_OS,C11_Eng_Fa_O_B_OS,C11_Eng_Mo_O_B_OS,C11_Eng_BP_B_Aus,C11_Eng_Bplace_NS,C11_Eng_Tot_resp,C11_Fil_BP_B_OS,C11_Fil_Fa_O_B_OS,C11_Fil_Mo_O_B_OS,C11_Fil_BP_B_Aus,C11_Fil_Bplace_NS,C11_Fil_Tot_resp,C11_Fre_BP_B_OS,C11_Fre_Fa_O_B_OS,C11_Fre_Mo_O_B_OS,C11_Fre_BP_B_Aus,C11_Fre_Bplace_NS,C11_Fre_Tot_resp,C11_Ger_BP_B_OS,C11_Ger_Fa_O_B_OS,C11_Ger_Mo_O_B_OS,C11_Ger_BP_B_Aus,C11_Ger_Bplace_NS,C11_Ger_Tot_resp,C11_Gre_BP_B_OS,C11_Gre_Fa_O_B_OS,C11_Gre_Mo_O_B_OS,C11_Gre_BP_B_Aus,C11_Gre_Bplace_NS,C11_Gre_Tot_resp,C11_Hun_BP_B_OS,C11_Hun_Fa_O_B_OS,C11_Hun_Mo_O_B_OS,C11_Hun_BP_B_Aus,C11_Hun_Bplace_NS,C11_Hun_Tot_resp,C11_Ind_BP_B_OS,C11_Ind_Fa_O_B_OS,C11_Ind_Mo_O_B_OS,C11_Ind_BP_B_Aus,C11_Ind_Bplace_NS,C11_Ind_Tot_resp,C11_Iri_BP_B_OS,C11_Iri_Fa_O_B_OS,C11_Iri_Mo_O_B_OS,C11_Iri_BP_B_Aus,C11_Iri_Bplace_NS,C11_Iri_Tot_resp,C11_Ita_BP_B_OS,C11_Ita_Fa_O_B_OS,C11_Ita_Mo_O_B_OS,C11_Ita_BP_B_Aus,C11_Ita_Bplace_NS,C11_Ita_Tot_resp,C11_Kor_BP_B_OS,C11_Kor_Fa_O_B_OS,C11_Kor_Mo_O_B_OS,C11_Kor_BP_B_Aus,C11_Kor_Bplace_NS,C11_Kor_Tot_resp,C11_Leb_BP_B_OS,C11_Leb_Fa_O_B_OS,C11_Leb_Mo_O_B_OS,C11_Leb_BP_B_Aus,C11_Leb_Bplace_NS,C11_Leb_Tot_resp,C11_Mac_BP_B_OS,C11_Mac_Fa_O_B_OS,C11_Mac_Mo_O_B_OS,C11_Mac_BP_B_Aus,C11_Mac_Bplace_NS,C11_Mac_Tot_resp,C11_Mal_BP_B_OS,C11_Mal_Fa_O_B_OS,C11_Mal_Mo_O_B_OS,C11_Mal_BP_B_Aus,C11_Mal_Bplace_NS,C11_Mal_Tot_resp,C11_Mao_BP_B_OS,C11_Mao_Fa_O_B_OS,C11_Mao_Mo_O_B_OS,C11_Mao_BP_B_Aus,C11_Mao_Bplace_NS,C11_Mao_Tot_resp,C11_NZ_BP_B_OS,C11_NZ_Fa_O_B_OS,C11_NZ_Mo_O_B_OS,C11_NZ_BP_B_Aus,C11_NZ_Bplace_NS,C11_NZ_Tot_resp,C11_Pol_BP_B_OS,C11_Pol_Fa_O_B_OS,C11_Pol_Mo_O_B_OS,C11_Pol_BP_B_Aus,C11_Pol_Bplace_NS,C11_Pol_Tot_resp,C11_Rus_BP_B_OS,C11_Rus_Fa_O_B_OS,C11_Rus_Mo_O_B_OS,C11_Rus_BP_B_Aus,C11_Rus_Birthplac_ns,C11_Rus_Tot_resp,C11_Sam_BP_B_OS,C11_Sam_Fa_O_B_OS,C11_Sam_Mo_O_B_OS,C11_Sam_BP_B_Aus,C11_Sam_Birthplac_ns,C11_Sam_Tot_resp,C11_Sco_BP_B_OS,C11_Sco_Fa_O_B_OS,C11_Sco_Mo_O_B_OS,C11_Sco_BP_B_Aus,C11_Sco_Birthplac_ns,C11_Sco_Tot_resp,C11_Ser_BP_B_OS,C11_Ser_Fa_O_B_OS,C11_Ser_Mo_O_B_OS,C11_Ser_BP_B_Aus,C11_Ser_Bplace_NS,C11_Ser_Tot_resp,C11_SAf_BP_B_OS,C11_SAf_Fa_O_B_OS,C11_SAf_Mo_O_B_OS,C11_SAf_BP_B_Aus,C11_SAf_Bplace_NS,C11_SAf_Tot_resp,C11_Span_BP_B_OS,C11_Span_Fa_O_B_OS,C11_Span_Mo_O_B_OS,C11_Span_BP_B_Aus,C11_Span_Bplace_NS,C11_Span_Tot_resp,C11_SriL_BP_B_OS,C11_SriL_Fa_O_B_OS,C11_SriL_Mo_O_B_OS,C11_SriL_BP_B_Aus,C11_SriL_Bplace_NS,C11_SriL_Tot_resp,C11_Viet_BP_B_OS,C11_Viet_Fa_O_B_OS,C11_Viet_Mo_O_B_OS,C11_Viet_BP_B_Aus,C11_Viet_Bplace_NS,C11_Viet_Tot_resp,C11_Wel_BP_B_OS,C11_Wel_Fa_O_B_OS,C11_Wel_Mo_O_B_OS,C11_Wel_BP_B_Aus,C11_Wel_Bplace_NS,C11_Wel_Tot_resp,C11_Oth_BP_B_OS,C11_Oth_Fa_O_B_OS,C11_Oth_Mo_O_B_OS,C11_Oth_BP_B_Aus,C11_Oth_Bplace_NS,C11_Oth_Tot_resp,C11_Anc_ns_BP_B_OS,C11_Anc_ns_Fa_O_B_OS,C11_Anc_ns_Mo_O_B_OS,C11_Anc_ns_BP_B_Aus,C11_Anc_ns_Bplace_NS,C11_Anc_NS_Tot_resp,C11_Tot_P_BP_B_OS,C11_Tot_P_Fa_O_B_OS,C11_Tot_P_Mo_O_B_OS,C11_Tot_P_BP_B_Aus,C11_Tot_P_Bplace_NS,C11_Tot_P_Tot_resp,C16_Aus_BP_B_OS,C16_Aus_Fa_O_B_OS
50502,1698,7332,5254,31742,1021,47054,0,21,9,315,37,383,6738,117,235,175,101,7368,1329,260,81,589,32,2288,1619,457,249,552,39,2918,19729,6116,4346,22938,996,54125,1324,22,122,12,34,1509,657,74,72,201,12,1016,1936,392,293,1807,61,4491,1574,352,162,741,55,2886,338,56,20,52,8,478,4426,124,96,70,80,4800,4813,1192,828,7763,250,14852,8458,2063,854,4414,308,16101,260,5,13,9,6,295,174,38,11,27,11,265,2574,256,152,500,76,3553,168,44,28,61,10,314,911,96,63,12,28,1106,1272,352,213,39,29,1898,1396,150,109,230,25,1915,456,29,43,66,4,593,86,13,4,0,0,107,4512,1206,905,5545,199,12367,826,51,14,27,7,929,2152,110,103,8,23,2397,517,38,37,126,8,727,446,40,33,15,9,544,3146,36,27,25,97,3334,644,150,95,335,15,1239,18823,1384,1199,1219,597,23225,1696,148,164,1131,9923,13062,82441,14097,9634,58895,13354,178430,2226,7552
50503,1731,6595,5114,27614,967,42022,0,15,11,263,15,302,2456,55,95,103,50,2755,615,108,63,273,13,1073,1545,363,256,515,43,2717,32084,5444,4636,16960,1365,60488,1248,33,105,13,35,1432,450,49,40,112,15,671,1506,368,243,1345,65,3518,480,151,69,299,27,1022,277,40,14,31,14,370,2763,107,81,91,64,3101,4980,869,601,4395,223,11069,2785,1093,478,2547,146,7049,108,3,9,0,0,126,149,39,18,9,9,230,1402,166,80,227,53,1932,179,57,27,74,7,349,1915,175,115,27,87,2317,1393,368,223,42,45,2075,879,92,64,165,30,1229,200,12,18,40,4,272,94,14,4,5,3,122,6154,1028,805,3818,246,12050,593,31,19,25,23,694,2965,94,71,23,34,3187,483,38,47,124,11,703,154,29,13,11,3,206,3505,39,39,45,114,3748,1099,134,88,178,24,1519,13135,1002,772,828,382,16109,1667,166,166,915,7193,10102,75985,11429,8722,45460,10501,152102,2628,8146
50601,597,3231,2660,14151,556,21199,0,7,4,223,9,245,875,25,54,52,19,1023,95,49,16,56,8,219,1393,392,247,579,31,2644,11777,2923,2562,9334,646,27229,499,12,58,3,13,585,191,25,21,81,15,328,674,175,117,692,40,1699,63,29,8,64,9,166,84,15,9,13,0,120,913,58,30,27,10,1042,1613,429,297,2256,121,4729,848,374,177,810,50,2256,28,3,8,0,0,37,58,3,8,11,0,74,7,5,3,14,0,38,63,25,10,22,0,130,632,59,58,16,43,810,580,136,111,30,27,875,277,36,18,80,13,422,62,16,7,25,4,115,73,4,0,0,0,84,2066,583,406,2021,101,5176,60,6,0,4,0,77,536,46,31,12,14,639,119,15,13,47,0,196,89,5,4,0,0,101,95,0,0,0,0,91,379,65,58,85,13,597,3370,423,300,429,117,4649,429,103,86,594,3342,4552,23980,5591,4403,23501,4824,62293,1035,3855
50602,545,2545,1821,11680,432,17025,0,8,3,175,14,206,3802,66,91,92,57,4111,174,41,27,87,8,338,569,189,115,199,8,1075,7106,2174,1598,8035,433,19342,915,10,63,0,13,1013,253,25,21,98,0,394,675,136,98,682,36,1626,164,36,21,97,0,309,102,28,11,16,3,169,2290,40,37,44,34,2439,1742,445,343,2630,92,5247,1504,362,165,960,56,3053,450,0,7,10,3,469,148,21,17,16,10,206,52,4,13,30,0,96,56,27,10,26,0,122,547,22,27,17,0,615,573,137,90,22,16,830,484,55,48,113,0,697,127,10,13,29,0,180,78,4,0,3,0,86,1712,509,367,1859,89,4531,95,0,6,7,0,119,307,32,28,6,5,382,174,10,13,47,0,241,310,18,14,8,6,355,449,6,9,0,3,470,217,49,39,103,0,413,7906,461,373,422,208,9374,630,63,44,409,4560,5707,29747,4551,3287,20397,5826,63804,706,2606
50603,763,3176,2459,14217,447,21064,0,11,5,138,4,164,11961,127,188,95,196,12571,199,43,25,105,3,380,942,236,152,336,30,1700,10659,2864,2069,10040,441,26069,1078,8,53,3,27,1172,279,26,30,94,9,433,776,171,132,791,28,1895,143,40,21,92,8,310,116,10,9,13,3,153,4296,75,47,41,71,4530,1893,489,324,2764,69,5533,1587,419,181,1020,58,3259,669,0,15,8,16,706,147,23,17,18,10,220,25,4,5,26,0,62,79,14,6,24,0,127,438,38,24,4,20,520,560,160,76,30,11,843,429,58,36,102,9,639,146,15,13,18,3,195,77,3,0,0,0,80,2319,573,450,2314,88,5734,82,0,9,11,4,107,728,43,36,5,5,824,194,10,10,37,3,254,747,15,14,9,5,794,445,13,10,0,14,480,374,77,40,121,11,621,11670,534,502,414,255,13378,921,65,79,409,4284,5752,48532,5624,4236,24525,5851,88769,962,2953
50604,1119,4491,3459,20323,796,30192,0,22,10,320,30,388,6876,97,155,94,134,7354,225,41,33,100,5,402,1272,320,219,502,46,2353,15324,4000,3188,13230,878,36624,1348,12,81,11,36,1480,274,22,28,81,6,413,886,228,188,946,46,2292,138,48,32,82,10,304,135,29,3,25,3,190,3576,103,74,69,55,3879,2379,598,406,3142,130,6652,1575,544,252,1475,91,3933,201,3,3,3,3,208,262,42,23,12,5,343,48,6,6,32,0,90,98,31,10,35,0,174,1220,90,58,24,49,1444,827,238,130,31,37,1263,408,78,51,141,18,690,108,5,9,22,3,146,105,5,0,0,19,137,3002,821,580,2785,112,7299,157,12,7,14,5,187,1182,49,25,15,17,1295,240,29,19,57,10,349,354,19,5,12,8,391,381,20,13,0,12,430,468,74,63,140,8,758,12539,777,572,694,381,14965,1070,153,93,832,6439,8588,50328,7867,5902,33696,8798,106587,1727,4307
50605,419,2799,2051,13510,356,19128,0,3,3,89,8,111,490,35,41,42,9,621,137,55,22,79,8,301,736,186,137,260,17,1335,9447,2501,1873,8872,463,23148,377,4,37,5,10,445,173,31,11,64,3,286,602,203,106,708,38,1661,69,25,6,66,5,174,107,13,12,20,0,155,496,56,27,33,11,621,1594,411,292,2355,85,4731,1279,438,200,1171,53,3148,14,0,3,0,0,23,43,12,3,9,0,68,17,6,4,11,0,33,58,19,7,23,0,108,407,37,30,4,14,493,519,153,79,26,13,790,294,39,20,124,11,488,58,12,4,21,0,95,33,0,0,0,0,35,1901,487,407,2168,67,5029,66,7,6,7,0,88,392,28,21,14,8,467,69,15,3,30,3,129,47,8,4,5,0,55,49,0,0,3,0,57,303,59,21,98,9,493,2749,361,289,436,107,3947,263,65,46,448,2410,3229,19219,4861,3451,22623,3406,53563,546,2940
50606,160,956,800,4990,120,7031,0,5,0,30,0,30,77,0,9,6,0,91,29,6,3,17,0,58,470,110,90,255,15,943,3156,935,830,3231,188,8333,31,0,12,0,0,41,39,5,8,22,4,71,151,52,42,221,9,468,14,4,0,20,0,43,6,3,0,6,0,18,49,15,4,14,4,89,407,117,77,693,29,1325,230,80,56,293,15,682,4,0,0,0,0,4,6,0,0,3,0,6,0,0,0,8,0,9,18,4,0,3,0,30,111,14,8,0,3,133,150,37,26,9,9,223,44,10,14,30,7,102,16,0,0,3,0,16,6,0,0,0,0,7,533,170,102,610,26,1439,6,0,0,0,0,6,96,9,7,0,4,123,14,6,4,10,0,39,10,8,0,0,0,21,9,0,0,0,0,12,87,22,18,35,3,171,517,122,88,130,16,867,89,30,25,188,898,1221,5454,1647,1369,8102,1236,17799,303,1428
50607,252,1621,1376,8009,202,11471,0,7,3,82,0,87,3156,64,74,38,54,3390,137,39,19,131,4,325,395,109,74,152,8,734,4780,1530,1198,6227,208,13933,246,3,25,10,3,289,231,23,22,53,3,337,404,94,73,503,11,1088,168,46,30,91,0,331,70,8,4,15,0,108,992,32,23,8,15,1073,1111,293,211,2240,46,3893,798,241,105,690,31,1865,260,0,3,0,4,274,38,10,9,14,6,80,32,13,3,25,0,70,30,14,5,8,0,63,83,12,21,0,0,115,255,87,57,16,5,419,293,39,24,63,0,414,90,11,9,21,3,131,6,0,0,4,0,10,1238,328,277,1635,53,3537,51,3,5,7,0,64,336,23,16,7,4,378,106,16,3,32,0,158,121,9,4,3,0,133,178,0,4,4,0,187,193,30,36,97,0,355,4049,291,267,278,95,4973,231,35,28,217,2487,3002,17456,3015,2402,14823,3110,40815,282,1710
50701,762,3982,2926,18616,639,26926,0,10,5,154,10,180,2972,66,68,82,52,3239,1881,363,119,534,65,2961,796,254,163,352,17,1583,10895,3232,2519,12400,632,29680,1297,17,58,10,61,1442,317,39,39,105,8,514,896,234,114,897,35,2177,141,44,16,116,9,321,100,13,16,14,0,148,1257,54,35,33,23,1401,2008,561,401,3344,125,6442,3653,1086,483,2739,176,8136,225,3,4,0,0,235,111,15,5,24,0,148,59,9,8,21,0,105,134,24,24,49,6,236,728,82,46,15,22,886,633,189,126,31,14,990,488,69,41,102,5,707,133,13,11,36,0,198,71,3,0,0,6,77,2655,697,555,2856,106,6872,728,30,17,24,10,808,1083,71,48,21,21,1245,369,35,26,63,10,502,170,6,7,6,0,187,197,3,9,0,0,214,341,74,43,149,14,615,7163,820,626,774,204,9586,651,124,81,704,3452,5013,36863,7594,5251,32458,5245,87411,1046,4533
50702,265,1632,1198,6819,261,10173,0,3,4,51,0,55,289,35,24,50,0,395,372,79,19,161,11,642,352,109,78,123,14,666,4649,1438,1058,5359,280,12790,155,0,17,0,0,167,218,34,32,65,4,346,476,97,80,516,25,1191,78,32,13,79,4,206,70,6,8,14,0,104,198,23,19,13,6,255,1098,388,271,2291,84,4127,1938,370,144,846,78,3375,35,0,0,0,0,40,20,5,0,3,0,32,26,3,5,5,0,38,42,7,5,9,7,65,126,19,14,6,0,168,263,62,50,8,0,387,220,25,26,27,5,307,46,9,3,7,0,72,5,0,0,0,0,6,1164,369,248,1618,62,3459,104,11,3,3,0,123,153,28,17,3,0,204,125,11,17,29,0,181,27,8,0,11,0,46,38,0,0,4,5,41,179,55,24,93,5,354,2214,335,240,303,50,3138,197,36,51,206,1842,2323,12531,3142,2149,13250,2557,33629,315,1817
50703,320,1483,1094,6880,262,10043,0,5,10,94,4,115,307,9,8,29,10,360,79,28,15,32,5,158,320,90,69,125,10,612,4787,1315,1057,4574,297,12026,448,4,39,4,10,505,60,5,14,34,0,116,294,81,55,334,20,788,34,16,10,34,0,97,29,9,0,8,0,45,257,13,19,21,8,315,667,181,108,1031,38,2019,285,149,79,378,27,928,30,0,0,0,0,31,8,3,0,13,0,14,7,0,3,4,0,21,17,9,4,13,0,41,564,41,37,13,16,669,272,89,53,17,9,439,96,17,19,28,3,163,30,4,0,11,0,40,39,0,5,0,3,46,1014,255,177,891,61,2396,106,9,3,5,0,124,236,6,17,9,6,281,67,9,5,27,4,112,38,9,4,0,0,48,51,0,0,0,0,58,149,26,16,38,0,239,1689,249,174,216,56,2382,220,44,36,367,2618,3299,10309,2468,1880,11278,3294,29227,506,1751
50704,726,4499,3448,20548,536,29759,0,5,0,69,0,72,8689,134,231,110,151,9318,552,148,77,323,11,1121,958,279,137,376,20,1776,12858,3937,3029,15074,666,35568,453,5,47,5,7,517,452,44,35,135,8,682,1052,222,189,1130,36,2619,272,71,34,204,4,579,118,24,13,45,6,195,2102,89,55,25,32,2309,2507,788,540,4814,152,8810,2604,794,353,2193,83,6026,515,0,8,3,19,551,148,18,25,19,0,211,84,7,9,31,0,135,103,33,10,31,0,179,213,23,13,3,4,262,668,172,121,22,14,994,468,80,55,111,5,716,175,11,19,23,0,233,38,11,3,0,3,56,3299,962,662,3868,114,8901,152,9,5,14,0,184,1125,83,57,16,10,1296,245,16,16,83,4,365,385,34,10,3,13,436,194,13,4,0,4,218,500,106,75,226,11,921,6917,723,621,622,153,9034,477,108,92,553,3538,4764,42141,8134,5956,36961,5172,98365,773,4379
50705,953,5282,4150,24673,915,35972,0,11,4,128,7,147,468,30,33,82,14,631,282,75,51,140,0,548,1303,353,240,583,36,2505,23709,4845,4117,16509,1034,50212,585,20,95,4,14,716,228,33,35,112,6,414,1030,313,241,1476,63,3120,108,37,16,97,4,268,95,16,17,19,4,147,448,59,27,26,11,573,3004,636,503,4022,168,8327,895,414,206,1159,56,2726,28,0,4,3,0,35,34,5,5,15,0,58,44,8,4,14,0,71,92,36,20,61,6,217,1968,178,120,46,61,2371,1041,239,191,53,37,1571,317,56,46,138,6,562,99,11,10,30,10,156,125,14,0,0,3,151,4584,951,739,3385,218,9869,364,20,3,17,3,411,1122,67,55,12,15,1271,227,26,10,85,15,355,41,15,3,9,0,60,95,10,7,0,0,109,808,121,67,175,20,1198,3946,623,520,656,137,5881,556,102,91,835,5147,6732,40550,8806,6938,40420,7392,104105,1261,6149
50901,392,2511,2126,17832,455,23325,0,0,0,189,27,220,268,5,25,75,5,383,47,23,10,70,3,146,843,243,144,451,16,1694,6668,2596,2109,13284,520,25178,505,3,38,7,17,573,106,24,21,57,3,211,564,146,156,1204,36,2104,36,19,16,74,0,140,37,3,0,7,4,50,125,10,3,22,4,164,849,356,274,2942,76,4507,531,246,84,840,30,1728,13,0,0,7,0,22,3,3,0,3,0,9,9,4,0,10,0,25,22,4,0,12,0,43,297,58,39,12,25,437,320,133,65,10,13,536,263,66,26,110,0,464,51,5,5,14,0,79,6,5,0,0,0,13,1291,483,396,2829,89,5086,18,0,0,5,0,21,311,18,21,5,0,359,48,9,5,42,0,101,16,3,0,4,0,32,30,0,0,0,0,31,229,54,50,135,0,467,1524,275,234,434,56,2531,220,89,64,665,2331,3365,13062,4576,3572,30744,3405,55357,443,2601
50902,303,2216,1861,18296,541,23215,0,5,5,231,3,247,203,3,16,25,20,268,69,20,7,69,3,162,573,142,91,215,18,1029,5645,2218,1723,12969,558,23121,354,0,19,3,9,391,95,17,12,85,0,201,451,136,119,1011,27,1752,46,15,9,38,4,106,46,19,10,14,3,79,110,18,7,11,0,151,819,330,214,2990,86,4440,402,195,82,751,30,1457,26,0,0,0,0,32,3,0,5,8,0,24,23,3,5,16,0,44,32,10,3,8,0,54,275,31,32,12,12,365,327,108,82,28,8,554,233,36,19,78,12,379,35,5,5,30,0,72,9,5,0,3,0,13,1220,417,336,2835,71,4878,38,6,5,0,0,43,230,32,13,6,0,280,42,10,11,50,0,109,7,0,3,0,0,15,51,0,0,0,0,52,160,31,27,125,3,338,1078,228,158,407,43,1920,192,74,52,715,3062,4094,10917,3930,3015,31295,4210,53369,371,2255
50903,95,781,738,7834,255,9708,0,0,0,73,4,76,46,3,7,10,8,73,17,7,0,20,0,45,173,52,37,108,6,376,1702,786,635,5551,190,8869,106,0,14,5,0,122,24,6,3,22,0,53,145,48,48,432,16,685,11,5,0,6,0,17,12,0,0,0,0,13,35,0,9,0,0,46,272,119,84,1134,34,1644,154,53,35,286,4,539,5,0,0,0,0,6,0,0,0,0,0,0,4,0,0,8,0,12,3,0,0,0,0,7,138,24,10,8,6,192,117,51,47,3,0,219,84,8,14,43,3,156,16,0,0,3,0,22,0,0,0,0,0,0,389,203,158,1168,29,1943,8,0,0,0,0,7,91,5,12,3,0,113,21,0,10,13,0,47,3,0,0,0,0,3,11,0,0,0,4,12,46,18,9,61,5,139,383,74,80,130,15,679,73,25,19,297,995,1409,3429,1409,1204,13212,1457,20714,89,722
51001,114,849,701,8781,349,10792,18,123,19,8822,67,9046,123,43,25,169,18,384,27,9,4,27,0,66,177,73,32,54,3,339,1694,703,533,4647,188,7766,176,7,25,20,0,223,85,4,3,33,6,139,253,58,41,522,23,905,23,5,7,32,0,65,15,5,4,5,0,28,102,14,4,7,4,138,364,141,109,1526,46,2180,151,67,41,280,14,555,91,3,0,0,5,97,5,0,4,0,0,10,11,3,0,0,0,10,11,16,0,17,0,48,144,18,17,11,0,191,206,39,45,12,4,307,40,20,15,19,0,90,11,8,4,12,0,30,0,0,0,0,0,3,419,171,109,1214,41,1960,12,0,0,0,0,10,119,11,11,0,0,147,33,5,3,14,0,58,15,4,0,0,0,20,25,8,0,0,0,31,49,8,11,55,0,127,754,201,132,520,31,1647,80,23,20,585,4517,5226,4381,1622,1148,22477,5167,34791,147,882
51002,133,808,684,6881,235,8736,0,15,3,1684,14,1721,179,7,14,47,5,247,65,22,11,21,3,126,184,84,39,99,10,413,2185,659,579,3943,154,7524,273,8,23,4,6,319,53,8,0,23,0,87,171,64,46,453,16,740,27,7,6,28,4,71,24,6,0,9,0,40,197,4,3,4,0,215,543,119,114,1109,36,1918,133,82,26,260,7,515,21,0,3,0,0,25,29,6,0,17,0,46,28,12,0,3,0,44,15,5,3,19,0,45,448,22,47,4,18,535,380,74,47,7,9,514,53,16,15,42,0,124,7,0,0,11,0,29,24,5,0,3,4,38,674,145,110,877,28,1841,22,0,0,9,0,33,173,8,15,7,0,198,41,4,6,10,3,68,22,0,0,0,0,31,21,0,0,0,0,21,89,11,3,47,0,147,1339,145,114,284,28,1910,92,17,16,277,5228,5633,6203,1435,1169,12482,5696,26990,177,762
51003,185,1118,954,9188,231,11676,0,15,0,625,10,643,468,10,24,54,3,562,57,14,19,24,5,118,249,83,62,149,3,549,2833,883,767,5305,196,9986,462,5,34,12,16,523,59,5,11,27,5,105,229,98,80,562,29,993,34,10,10,47,4,104,11,11,9,11,0,38,289,10,18,23,0,337,723,152,129,1548,24,2580,174,103,37,342,6,657,25,0,0,0,8,32,10,0,0,11,0,24,41,5,3,5,4,60,31,18,4,20,0,80,565,31,28,18,13,658,438,72,71,16,8,604,91,25,20,35,0,178,16,9,5,15,0,43,42,3,0,3,0,50,861,186,162,1269,38,2515,18,0,0,0,3,29,209,10,10,5,0,232,48,9,0,22,0,72,27,6,0,0,4,33,25,0,0,0,0,31,95,29,10,56,4,191,1158,145,128,309,31,1771,97,18,27,307,6028,6467,7727,1894,1588,15151,6543,32902,244,1105
51101,69,676,514,5703,149,7111,0,0,0,66,4,73,32,3,5,12,3,54,8,9,0,21,3,38,112,44,40,65,12,268,1260,605,422,3847,152,6283,41,0,9,0,0,50,15,3,4,14,0,39,145,47,35,454,13,697,5,5,3,3,0,23,10,6,0,8,0,22,25,6,0,11,0,40,198,95,63,965,37,1357,72,55,23,257,23,430,4,0,3,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,13,89,6,16,9,7,125,124,40,37,9,3,210,23,15,9,19,0,66,5,0,6,3,0,20,3,0,0,0,0,3,343,143,85,873,34,1475,4,0,0,5,0,3,136,4,3,0,0,147,13,0,0,11,3,29,4,0,0,0,0,6,18,0,0,0,0,18,36,7,12,29,0,89,334,88,54,119,14,608,55,29,8,263,902,1263,2618,1160,826,9744,1254,15607,75,680
51102,73,285,263,2982,120,3728,0,0,0,387,0,390,38,0,7,19,0,60,80,8,9,27,5,132,84,25,26,31,0,162,776,261,226,1744,61,3068,48,0,5,0,0,56,39,0,0,12,0,52,77,33,7,154,6,280,8,6,0,12,0,29,3,0,0,4,0,8,29,3,0,5,0,36,121,59,35,492,11,712,96,32,14,179,3,327,6,0,0,0,0,6,0,3,0,0,0,8,8,0,0,0,0,8,0,0,4,4,0,6,26,12,4,0,4,49,39,9,15,3,5,67,26,5,0,11,0,37,3,6,0,0,0,8,9,0,7,0,0,15,139,57,49,350,8,600,4,0,0,0,0,12,23,5,3,0,0,31,4,0,3,10,0,17,4,0,0,0,0,4,177,4,8,0,6,194,29,9,0,13,0,53,317,54,36,66,7,483,50,14,9,141,865,1087,1989,555,460,5215,1059,9286,80,277
51103,235,1357,1078,11746,416,14822,0,22,16,2214,31,2277,258,16,10,48,9,339,111,32,7,73,0,231,258,85,50,133,8,537,3575,1069,928,7267,317,13160,463,3,42,0,35,552,82,6,0,38,0,121,370,105,97,789,24,1387,37,16,12,51,0,117,29,8,3,13,0,58,365,15,7,4,0,396,779,214,177,2155,75,3397,252,152,64,687,25,1183,26,0,0,0,0,26,10,4,0,3,0,17,21,7,4,5,0,36,12,14,6,9,0,47,1378,75,63,13,67,1593,546,99,72,19,13,758,116,18,13,78,3,225,31,5,0,16,0,55,115,9,3,0,4,124,1019,277,193,1640,43,3167,35,3,0,4,0,42,495,10,10,0,3,526,51,14,5,25,0,89,25,0,0,0,0,29,29,3,0,0,0,29,100,33,16,86,5,241,1719,160,162,353,51,2437,208,56,35,631,4914,5841,10198,2361,1840,21609,5809,41808,274,1301
51104,274,2008,1589,19713,710,24297,0,11,0,674,34,725,147,18,19,82,10,276,36,16,10,57,6,122,436,154,83,230,12,907,4239,1827,1516,12805,523,20906,343,3,61,17,10,437,85,10,12,87,6,201,366,122,121,1092,32,1736,30,30,7,57,0,133,47,9,11,11,0,75,166,14,20,24,5,232,710,325,236,3556,100,4921,484,200,81,952,35,1749,8,0,0,0,0,8,3,4,0,3,0,8,45,14,9,24,0,88,19,22,0,12,4,61,332,33,41,26,14,444,340,101,66,18,14,533,110,34,20,78,7,247,21,10,0,29,0,66,10,0,0,0,0,11,1073,419,309,2657,73,4534,6,5,3,0,0,11,272,23,12,10,3,313,63,11,4,82,6,169,24,3,0,0,0,34,89,0,5,0,4,97,125,51,16,126,9,330,1339,238,208,590,76,2450,165,64,62,905,3205,4408,9415,3570,2743,33381,4544,53655,312,1962
