SA3_CODE_2021,C11_1_74_1PF_CU15DS,C11_1_74_1PF_CU15NDS,C11_1_74_1PFnCU15DS,C11_1_74_1PF_NDCO,C11_1_74_Tot,C11_75_99_1PF_CU15DS,C11_75_99_1PF_CU15NDS,C11_75_99_1PFnCU15DS,C11_75_99_1PF_NDCO,C11_75_99_Tot,C11_100_149_1PF_CU15DS,C11_100_149_1PF_CU15NDS,C11_100_149_1PFnCU15DS,C11_100_149_1PF_NDCO,C11_100_149_Tot,C11_150_199_1PF_CU15DS,C11_150_199_1PF_CU15NDS,C11_150_199_1PFnCU15DS,C11_150_199_1PF_NDCO,C11_150_199_Tot,C11_200_224_1PF_CU15DS,C11_200_224_1PF_CU15NDS,C11_200_224_1PFnCU15DS,C11_200_224_1PF_NDCO,C11_200_224_Tot,C11_225_274_1PF_CU15DS,C11_225_274_1PF_CU15NDS,C11_225_274_1PFnCU15DS,C11_225_274_1PF_NDCO,C11_225_274_Tot,C11_275_349_1PF_CU15DS,C11_275_349_1PF_CU15NDS,C11_275_349_1PFnCU15DS,C11_275_349_1PF_NDCO,C11_275_349_Tot,C11_350_449_1PF_CU15DS,C11_350_449_1PF_CU15NDS,C11_350_449_1PFnCU15DS,C11_350_449_1PF_NDCO,C11_350_449_Tot,C11_450_549_1PF_CU15DS,C11_450_549_1PF_CU15NDS,C11_450_549_1PFnCU15DS,C11_450_549_1PF_NDCO,C11_450_549_Tot,C11_550_649_1PF_CU15DS,C11_550_649_1PF_CU15NDS,C11_550_649_1PFnCU15DS,C11_550_649_1PF_NDCO,C11_550_649_Tot,C11_650_749_1PF_CU15DS,C11_650_749_1PF_CU15NDS,C11_650_749_1PFnCU15DS,C11_650_749_1PF_NDCO,C11_650_749_Tot,C11_750_849_1PF_CU15DS,C11_750_849_1PF_CU15NDS,C11_750_849_1PFnCU15DS,C11_750_849_1PF_NDCO,C11_750_849_Tot,C11_850_949_1PF_CU15DS,C11_850_949_1PF_CU15NDS,C11_850_949_1PFnCU15DS,C11_850_949_1PF_NDCO,C11_850_949_Tot,C11_950over_1PF_CU15DS,C11_950over_1PF_CU15NDS,C11_950over_1PFnCU15DS,C11_950over_1PF_NDCO,C11_950over_Tot,C11_Rns_1PF_CU15DS,C11_Rns_1PF_CU15NDS,C11_Rns_1PFnCU15DS,C11_Rns_1PF_NDCO,C11_Rns_Tot,C11_Tot_1PF_CU15DS,C11_Tot_1PF_CU15NDS,C11_Tot_1PFnCU15DS,C11_Tot_1PF_NDCO,C11_Tot_Tot,C16_1_74_1PF_CU15DS,C16_1_74_1PF_CU15NDS,C16_1_74_1PFnCU15DS,C16_1_74_1PF_NDCO,C16_1_74_Tot,C16_75_99_1PF_CU15DS,C16_75_99_1PF_CU15NDS,C16_75_99_1PFnCU15DS,C16_75_99_1PF_NDCO,C16_75_99_Tot,C16_100_149_1PF_CU15DS,C16_100_149_1PF_CU15NDS,C16_100_149_1PFnCU15DS,C16_100_149_1PF_NDCO,C16_100_149_Tot,C16_150_199_1PF_CU15DS,C16_150_199_1PF_CU15NDS,C16_150_199_1PFnCU15DS,C16_150_199_1PF_NDCO,C16_150_199_Tot,C16_200_224_1PF_CU15DS,C16_200_224_1PF_CU15NDS,C16_200_224_1PFnCU15DS,C16_200_224_1PF_NDCO,C16_200_224_Tot,C16_225_274_1PF_CU15DS,C16_225_274_1PF_CU15NDS,C16_225_274_1PFnCU15DS,C16_225_274_1PF_NDCO,C16_225_274_Tot,C16_275_349_1PF_CU15DS,C16_275_349_1PF_CU15NDS,C16_275_349_1PFnCU15DS,C16_275_349_1PF_NDCO,C16_275_349_Tot,C16_350_449_1PF_CU15DS,C16_350_449_1PF_CU15NDS,C16_350_449_1PFnCU15DS,C16_350_449_1PF_NDCO,C16_350_449_Tot,C16_450_549_1PF_CU15DS,C16_450_549_1PF_CU15NDS,C16_450_549_1PFnCU15DS,C16_450_549_1PF_NDCO,C16_450_549_Tot,C16_550_649_1PF_CU15DS,C16_550_649_1PF_CU15NDS,C16_550_649_1PFnCU15DS,C16_550_649_1PF_NDCO,C16_550_649_Tot,C16_650_749_1PF_CU15DS,C16_650_749_1PF_CU15NDS,C16_650_749_1PFnCU15DS,C16_650_749_1PF_NDCO,C16_650_749_Tot,C16_750_849_1PF_CU15DS,C16_750_849_1PF_CU15NDS,C16_750_849_1PFnCU15DS,C16_750_849_1PF_NDCO,C16_750_849_Tot,C16_850_949_1PF_CU15DS,C16_850_949_1PF_CU15NDS,C16_850_949_1PFnCU15DS,C16_850_949_1PF_NDCO,C16_850_949_Tot,C16_950over_1PF_CU15_DS,C16_950over_1PF_CU15_NDS,C16_950over_1PFnoCU15_DS,C16_950over_1PF_NDCO,C16_950over_Tot,C16_Rns_1PF_CU15DS,C16_Rns_1PF_CU15NDS,C16_Rns_1PFnCU15DS,C16_Rns_1PF_NDCO,C16_Rns_Tot,C16_Tot_1PF_CU15DS,C16_Tot_1PF_CU15NDS,C16_Tot_1PFnCU15DS,C16_Tot_1PF_NDCO,C16_Tot_Tot,C21_1_74_1PF_CU15DS,C21_1_74_1PF_CU15NDS,C21_1_74_1PFnCU15DS,C21_1_74_1PF_NDCO,C21_1_74_Tot,C21_75_99_1PF_CU15DS,C21_75_99_1PF_CU15NDS,C21_75_99_1PFnCU15DS,C21_75_99_1PF_NDCO,C21_75_99_Tot,C21_100_149_1PF_CU15DS,C21_100_149_1PF_CU15NDS,C21_100_149_1PFnCU15DS,C21_100_149_1PF_NDCO,C21_100_149_Tot,C21_150_199_1PF_CU15DS,C21_150_199_1PF_CU15NDS,C21_150_199_1PFnCU15DS,C21_150_199_1PF_NDCO,C21_150_199_Tot,C21_200_224_1PF_CU15DS,C21_200_224_1PF_CU15NDS,C21_200_224_1PFnCU15DS,C21_200_224_1PF_NDCO,C21_200_224_Tot,C21_225_274_1PF_CU15DS,C21_225_274_1PF_CU15NDS,C21_225_274_1PFnCU15DS,C21_225_274_1PF_NDCO,C21_225_274_Tot,C21_275_349_1PF_CU15DS,C21_275_349_1PF_CU15NDS,C21_275_349_1PFnCU15DS,C21_275_349_1PF_NDCO,C21_275_349_Tot,C21_350_449_1PF_CU15DS,C21_350_449_1PF_CU15NDS,C21_350_449_1PFnCU15DS,C21_350_449_1PF_NDCO,C21_350_449_Tot
50502,0,20,4,14,45,5,93,18,39,155,25,128,33,60,245,18,77,22,81,198,8,63,23,39,137,20,164,33,99,321,82,478,102,208,866,81,438,130,184,833,22,86,22,42,176,6,27,15,7,54,0,3,3,3,20,0,3,4,4,16,0,0,0,0,0,0,6,0,5,13,7,38,6,37,92,280,1646,433,827,3179,0,5,0,6,15,4,9,5,15,32,10,90,25,64,185,20,104,22,57,200,3,43,23,43,115,13,71,21,63,163,32,339,70,164,607,94,607,162,259,1123,42,180,83,90,393,17,51,22,24,121,7,19,13,10,51,6,13,3,5,19,0,7,9,3,17,6,5,0,0,10,6,34,18,34,90,256,1571,467,838,3125,0,5,0,6,13,0,10,3,11,23,7,50,18,41,117,19,89,35,71,212,10,57,22,36,125,21,147,27,103,304,60,470,104,252,883,88,625,164,290,1169
50503,0,8,3,9,20,3,68,10,13,97,34,100,20,27,182,18,91,8,37,151,8,52,16,27,94,16,98,20,55,185,48,518,64,126,755,104,572,82,128,886,22,78,11,24,136,0,11,3,4,13,0,5,4,0,9,0,0,4,0,7,0,0,0,0,6,0,4,0,3,7,13,45,8,17,78,265,1657,248,461,2626,0,8,0,9,19,0,3,0,5,6,11,76,12,30,124,15,86,16,28,138,7,49,9,30,93,28,79,18,33,157,51,435,81,108,676,185,858,233,295,1574,58,211,80,80,430,12,38,13,10,76,0,10,0,4,21,0,5,0,3,4,0,3,0,0,9,0,4,0,0,3,6,32,3,24,70,367,1891,478,667,3397,0,12,0,0,12,0,3,0,7,12,0,44,6,29,75,6,59,15,34,116,16,49,16,29,110,28,170,36,71,315,103,683,99,215,1104,201,920,193,366,1678
50601,4,10,5,0,18,0,31,0,8,44,3,45,5,20,82,10,43,9,30,95,3,35,14,26,74,11,138,24,45,212,47,372,52,96,567,22,109,13,29,171,3,19,4,5,29,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,28,6,13,50,108,833,124,267,1343,0,3,0,4,6,0,0,0,0,5,5,45,7,15,78,10,40,4,24,78,4,27,11,9,50,9,91,9,33,141,38,369,62,97,572,47,284,40,79,450,17,55,12,14,94,0,9,0,0,16,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,5,18,4,15,29,139,945,152,288,1529,0,6,0,3,6,0,0,0,0,6,4,9,5,18,40,3,59,5,18,93,10,45,10,35,90,20,174,25,63,285,48,363,47,139,598,66,304,42,83,489
50602,0,14,8,11,31,0,68,13,15,98,13,64,13,39,128,12,61,20,51,138,0,34,10,28,77,11,53,12,31,104,18,172,38,68,297,26,157,57,69,305,11,28,11,22,78,0,3,3,0,15,0,5,6,4,10,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,0,21,5,19,48,97,681,176,374,1331,0,7,0,5,10,0,4,3,7,15,9,55,8,31,102,10,53,12,24,101,10,22,10,32,72,9,34,8,29,81,7,97,21,57,189,29,189,63,125,412,13,86,23,47,169,9,17,6,10,38,0,3,0,6,13,0,6,0,3,4,0,0,0,0,0,0,0,0,3,3,0,18,5,16,47,95,592,170,385,1245,0,5,0,9,11,0,6,0,5,10,0,26,7,33,67,3,48,21,26,94,4,40,9,16,63,9,60,14,54,133,24,159,40,87,300,48,204,57,147,461
50603,0,9,0,9,15,0,31,5,14,53,12,40,10,28,93,4,40,12,32,94,11,23,13,30,68,8,42,8,29,84,24,160,45,71,295,41,197,69,61,373,6,29,14,14,60,0,6,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,24,3,9,40,114,595,180,304,1193,0,6,0,4,7,0,4,0,4,12,3,37,7,23,70,9,28,10,17,69,7,22,7,15,46,6,32,11,22,59,11,93,38,44,183,47,234,83,97,464,37,88,44,48,215,13,17,9,12,46,0,4,4,4,11,0,0,0,3,7,0,0,0,0,0,0,4,0,0,4,0,8,3,8,27,141,569,214,290,1215,0,6,0,0,4,0,0,0,5,8,3,16,4,21,42,8,29,9,12,59,5,20,5,18,47,11,52,11,28,105,35,144,35,83,307,71,244,101,126,539
50604,0,13,0,7,18,5,52,10,19,80,15,88,6,25,137,16,62,9,46,133,12,59,6,28,107,11,111,16,42,180,58,383,59,117,616,61,267,44,75,440,8,35,8,11,64,0,6,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,14,5,34,9,26,67,188,1121,177,393,1873,4,0,0,4,6,0,8,0,8,11,20,59,10,23,110,12,74,10,24,126,11,31,6,31,82,11,67,19,33,121,46,277,49,90,460,75,393,94,141,699,41,115,28,42,223,3,15,6,6,28,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,34,6,18,66,228,1072,227,417,1943,0,3,0,11,14,0,4,0,4,11,5,30,4,17,56,9,60,17,20,103,13,50,8,26,88,32,140,29,67,260,59,404,59,180,706,80,375,92,167,718
50605,0,3,0,3,6,3,18,3,5,26,5,39,3,7,53,6,11,0,12,36,5,14,4,5,26,11,38,9,12,64,13,102,26,30,173,33,129,40,35,231,3,31,0,8,46,0,6,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,20,77,409,88,123,700,0,0,0,0,0,0,0,0,0,5,3,20,6,11,37,9,13,3,3,27,6,4,4,7,18,3,21,6,7,40,7,57,7,21,92,30,184,44,71,322,34,66,21,44,163,0,12,0,0,19,0,3,0,0,3,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,9,3,0,15,94,392,90,163,744,0,0,0,0,0,0,0,0,0,0,0,9,3,4,20,5,15,4,6,30,0,12,3,6,25,3,22,3,7,40,13,95,16,46,162,43,228,27,90,387
50606,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,0,4,0,4,10,0,10,0,0,9,0,20,4,4,26,6,28,5,6,42,6,52,3,15,70,0,3,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,12,14,127,15,32,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,5,0,0,13,0,24,7,7,45,14,102,14,17,146,8,18,0,11,33,0,0,0,3,9,0,0,0,3,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,6,8,23,165,25,44,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,3,7,0,4,0,4,12,5,50,0,11,70,22,152,15,27,216
50607,0,3,0,0,9,0,20,0,12,39,5,46,6,20,80,6,22,4,13,45,4,3,3,9,25,0,14,10,14,31,8,46,15,29,102,3,57,27,32,122,3,22,21,11,56,0,13,11,6,27,0,6,3,4,12,0,0,7,0,4,0,5,0,0,3,0,4,0,0,4,0,18,6,3,22,34,279,105,161,581,0,0,0,4,3,0,0,0,3,7,3,28,8,16,51,0,29,3,17,50,0,13,5,15,34,3,9,12,11,30,7,41,18,16,82,11,72,25,34,140,10,42,27,14,88,4,18,12,12,43,0,7,9,5,18,0,3,0,0,3,0,4,0,0,6,0,0,0,5,8,0,9,5,4,19,48,265,126,155,596,0,0,0,0,0,0,0,0,0,5,0,17,0,14,28,5,31,8,7,51,6,11,0,8,24,3,16,10,17,47,10,57,15,41,118,15,76,25,54,162
50701,0,10,0,5,17,4,47,3,20,70,17,65,8,21,114,11,48,17,36,112,8,29,9,30,77,6,57,16,28,118,26,190,32,77,323,38,295,45,89,471,14,45,10,18,89,4,7,3,3,17,0,4,0,0,3,0,5,0,0,6,0,0,0,0,0,0,6,0,0,8,0,33,5,16,57,129,840,154,354,1481,6,0,5,0,11,0,8,0,3,10,4,52,9,26,88,7,51,11,29,97,7,17,11,27,63,9,45,3,21,73,11,138,25,47,226,68,352,84,151,652,42,146,40,67,291,0,18,6,12,33,0,0,0,4,3,0,0,3,0,0,0,0,0,3,3,0,8,0,0,9,4,16,9,18,48,157,856,206,390,1617,0,3,0,5,6,0,4,3,9,13,0,23,4,28,57,10,59,10,27,112,6,33,11,20,67,16,75,15,39,143,26,207,42,82,358,80,472,107,173,831
50702,0,6,0,9,12,0,34,4,17,61,0,41,7,14,61,0,32,6,24,66,5,13,5,11,31,0,27,9,27,58,6,50,15,22,91,10,75,13,11,105,5,22,4,4,36,3,10,5,7,20,0,0,0,0,9,0,3,0,0,8,0,0,0,0,0,0,3,0,0,8,4,15,3,10,29,44,325,71,154,594,0,0,0,3,9,0,6,3,4,15,0,40,7,18,64,9,40,6,15,68,7,19,7,18,44,4,14,6,8,29,0,32,22,10,64,6,47,11,30,96,7,38,16,15,80,10,24,12,7,49,4,12,4,5,18,0,3,4,3,11,0,0,0,0,5,0,0,3,0,10,3,13,4,5,26,40,299,96,150,586,0,0,0,4,3,0,0,0,0,0,0,14,0,25,39,6,19,12,17,52,7,18,6,10,38,5,11,9,17,46,8,38,8,16,77,13,83,20,36,148
50703,0,3,0,0,9,0,20,0,5,23,5,44,0,11,59,4,25,3,15,50,0,31,7,23,63,3,124,4,20,159,11,142,13,37,207,5,66,6,21,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,18,0,12,29,36,479,41,145,702,0,0,0,0,0,0,5,0,0,6,0,22,9,8,34,3,22,8,8,40,5,8,0,15,25,6,54,5,14,76,19,186,17,51,275,37,203,24,60,331,5,15,5,4,29,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,6,22,78,532,69,169,854,0,0,4,3,0,0,0,0,3,3,0,12,0,3,20,3,34,3,12,56,4,33,5,19,63,7,97,10,38,160,33,196,21,87,336,38,209,41,73,350
50704,0,8,0,8,17,0,30,8,8,47,6,49,10,22,81,8,24,12,32,75,3,8,10,4,23,7,17,15,25,66,6,121,34,51,219,38,187,71,93,390,13,45,37,29,120,3,17,4,9,34,0,7,3,3,14,0,6,0,0,4,0,0,0,0,0,0,6,0,7,11,5,13,0,4,23,98,531,217,280,1125,0,3,0,0,8,0,3,0,7,6,5,48,6,14,76,5,35,10,17,67,3,10,3,20,35,0,23,7,9,37,4,66,20,39,136,36,196,75,74,378,35,133,50,52,265,20,39,19,24,111,0,10,7,3,25,0,7,9,0,23,0,0,3,0,6,4,0,5,4,17,0,19,5,6,37,120,606,218,261,1207,0,3,0,8,9,0,0,0,0,5,0,26,5,8,39,7,47,8,13,73,3,18,6,8,33,3,30,8,26,66,14,88,21,51,168,48,210,81,121,461
50705,0,5,5,3,8,5,25,3,9,44,22,54,6,24,107,6,67,11,40,127,4,76,13,22,122,18,251,30,66,361,74,564,72,131,843,46,261,33,64,406,6,21,5,6,37,0,4,0,3,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,32,12,13,57,183,1369,191,383,2131,0,0,0,0,0,0,0,0,0,4,0,32,8,15,58,14,42,12,21,81,8,34,0,13,60,3,99,17,39,155,40,477,46,124,690,181,738,121,204,1244,17,96,10,26,154,0,7,0,4,11,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,25,4,14,42,270,1553,228,464,2507,0,0,3,3,15,0,0,0,0,4,0,21,6,8,38,4,52,9,30,89,8,65,8,25,105,22,143,20,60,246,87,615,98,210,1012,170,680,126,194,1171
50901,0,15,4,4,16,3,53,8,20,82,17,101,24,38,176,22,123,14,34,187,6,89,13,13,120,14,139,11,36,201,20,128,19,29,196,5,34,6,8,51,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,26,0,3,39,88,714,94,186,1087,0,4,0,3,12,0,7,0,10,18,3,64,5,21,93,14,85,16,26,142,13,60,14,17,108,19,72,15,39,152,28,185,34,49,301,13,101,19,29,167,0,7,0,6,12,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,22,3,5,36,97,618,108,208,1037,0,3,0,0,6,0,6,3,8,13,7,35,5,10,57,9,60,14,31,120,0,44,6,23,77,19,87,10,30,143,33,187,35,74,329,36,141,25,50,251
50902,0,9,3,9,24,0,47,3,3,56,10,100,9,26,146,9,106,12,19,153,11,53,3,9,78,7,79,6,13,107,9,69,4,7,87,0,23,0,6,29,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,23,48,517,36,105,703,5,3,0,4,11,0,11,0,5,10,3,53,6,15,74,19,84,6,29,136,6,50,0,15,74,11,79,4,23,120,21,104,13,21,161,6,51,10,17,82,0,7,0,3,9,0,3,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,22,0,12,34,75,461,41,155,728,0,5,0,5,16,0,7,0,4,10,0,32,4,4,37,9,50,3,22,85,12,50,0,10,74,16,86,8,38,147,17,88,17,36,154,18,53,9,22,103
50903,3,5,0,3,14,0,11,0,4,26,0,43,5,9,60,3,50,11,11,66,4,26,3,4,40,0,23,0,3,24,0,22,0,4,26,0,8,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,9,18,196,20,42,274,0,4,0,0,10,0,7,0,0,6,0,26,0,6,36,0,34,3,14,52,0,32,4,11,51,10,48,6,7,66,0,29,4,10,43,6,9,3,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,7,20,195,22,61,299,0,4,0,0,6,0,0,0,0,0,0,9,3,4,20,4,14,4,5,29,3,18,0,3,29,12,38,5,11,55,4,35,4,12,55,3,11,0,0,17
51001,15,379,6,94,498,10,78,5,37,131,8,113,6,27,156,9,84,3,26,119,6,33,6,13,56,4,36,4,11,47,0,30,3,13,49,0,33,0,8,48,3,23,3,8,31,0,16,0,3,21,0,3,0,4,14,0,6,0,0,9,0,0,0,0,0,0,3,0,0,10,8,69,0,23,98,71,909,41,257,1282,13,162,13,59,243,13,87,3,32,133,15,153,0,50,223,15,106,3,20,154,12,41,9,17,75,10,73,3,19,111,7,46,11,18,82,13,71,3,17,106,3,27,4,6,36,7,10,0,9,22,0,9,0,6,16,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,5,67,0,26,99,115,863,50,271,1306,6,127,9,57,202,14,129,9,74,224,18,154,7,75,254,5,94,10,26,139,5,46,6,18,73,20,76,7,22,119,14,90,9,24,132,9,70,11,23,114
51002,0,51,3,17,74,3,23,5,6,41,12,61,7,16,88,0,27,3,17,45,4,9,0,6,16,0,11,0,3,15,0,6,3,4,12,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,6,28,0,24,3,13,36,19,231,25,89,367,4,47,9,14,71,0,13,0,6,21,5,41,5,21,69,4,41,4,3,53,0,24,3,8,40,4,20,4,6,34,12,25,0,7,37,3,21,7,9,40,3,7,5,9,20,0,3,0,0,10,0,6,0,0,7,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,23,0,10,33,30,274,33,94,436,3,63,8,27,97,3,15,6,4,22,10,58,6,26,99,4,20,4,12,38,6,23,3,5,35,0,26,8,5,39,9,29,3,7,52,7,25,3,11,50
51003,8,72,8,40,125,3,26,0,9,39,0,42,3,10,63,7,18,0,3,36,0,15,3,0,18,0,4,0,0,14,0,10,0,0,17,3,5,0,3,13,0,3,0,0,7,0,4,0,0,6,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,4,17,0,8,25,0,22,0,15,31,19,245,23,109,399,7,68,8,28,109,6,7,0,6,21,7,45,7,11,72,3,33,0,7,45,5,16,0,5,27,0,14,5,16,37,6,33,7,17,64,6,43,3,8,63,3,13,0,9,32,0,12,4,3,15,0,3,0,3,6,0,5,0,4,6,0,3,0,0,4,0,4,0,0,4,0,18,3,11,39,39,324,41,131,537,11,49,7,15,80,0,5,0,5,15,3,21,4,13,46,0,22,4,12,34,0,7,0,5,14,8,18,3,7,38,4,30,0,11,54,0,21,6,10,39
51101,0,9,0,0,6,0,9,0,3,16,4,32,3,4,45,0,27,9,11,53,0,16,8,7,34,7,32,7,8,52,3,28,0,6,43,0,7,0,5,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,26,169,36,46,283,0,0,0,3,3,0,4,0,0,3,0,17,4,9,26,8,16,0,3,29,3,19,0,9,29,5,26,3,5,45,0,52,3,13,76,3,19,0,9,31,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,18,158,20,58,251,0,4,0,0,7,0,0,0,4,0,0,11,5,3,19,3,15,0,7,22,6,18,0,4,25,4,31,3,11,53,9,37,8,17,69,10,26,5,11,51
51102,0,26,0,0,26,0,23,0,8,29,4,22,0,0,28,0,20,3,12,31,0,4,3,0,11,6,7,0,0,11,0,17,0,0,14,0,15,0,4,15,0,9,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,18,8,134,10,40,187,5,22,0,3,30,0,5,0,0,9,8,16,0,4,24,0,25,0,6,35,0,9,4,6,19,4,10,6,6,24,4,16,3,4,28,0,6,0,4,14,0,3,0,0,14,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,10,20,128,17,35,192,0,4,0,4,16,0,3,0,6,14,0,7,0,3,12,0,15,0,9,30,3,13,0,5,27,0,14,3,9,21,0,9,4,0,18,0,12,7,6,19
51103,0,85,3,26,115,5,59,5,10,79,3,90,8,30,124,5,60,6,23,97,4,41,3,3,57,4,52,4,11,74,6,42,9,23,85,8,47,11,17,74,0,8,4,10,22,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,6,25,46,509,50,160,764,0,56,3,25,91,0,9,0,8,15,7,59,0,14,87,7,76,4,26,111,8,35,0,13,50,9,83,5,16,116,7,101,11,22,151,9,47,7,20,78,5,12,0,8,27,0,3,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,37,0,22,65,53,526,45,178,807,9,46,4,19,77,9,29,0,10,43,7,36,4,17,58,0,45,0,18,66,4,41,0,11,54,5,47,12,18,81,18,93,9,34,150,13,80,12,22,123
51104,0,27,0,15,45,4,60,5,9,75,18,108,12,36,177,21,113,15,36,181,18,70,7,25,121,16,130,10,38,189,19,122,11,32,185,12,69,18,21,119,0,8,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,32,4,14,52,113,741,76,225,1162,0,8,0,3,17,0,14,0,10,28,12,88,7,23,128,9,83,10,24,123,5,66,13,17,106,22,140,12,38,213,44,221,35,51,351,23,68,18,25,139,0,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,26,0,14,48,125,724,95,217,1157,0,9,0,0,10,0,12,0,0,15,3,40,10,20,81,9,93,8,35,142,10,79,24,24,141,25,154,31,50,255,50,184,29,51,304,18,83,11,22,140
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
