SA3_CODE_2021,C16_P_AdD_DL_15_19,C16_P_AdD_DL_20_24,C16_P_AdD_DL_25_34,C16_P_AdD_DL_35_44,C16_P_AdD_DL_45_54,C16_P_AdD_DL_55_64,C16_P_AdD_DL_65_74,C16_P_AdD_DL_75_84,C16_P_AdD_DL_85over,C16_P_AdD_DL_Tot,C16_P_CL_C_III_IV_15_19,C16_P_CL_C_III_IV_20_24,C16_P_CL_C_III_IV_25_34,C16_P_CL_C_III_IV_35_44,C16_P_CL_C_III_IV_45_54,C16_P_CL_C_III_IV_55_64,C16_P_CL_C_III_IV_65_74,C16_P_CL_C_III_IV_75_84,C16_P_CL_C_III_IV_85over,C16_P_CL_C_III_IV_Tot,C16_P_CL_C_I_II_15_19,C16_P_CL_C_I_II_20_24,C16_P_CL_C_I_II_25_34,C16_P_CL_C_I_II_35_44,C16_P_CL_C_I_II_45_54,C16_P_CL_C_I_II_55_64,C16_P_CL_C_I_II_65_74,C16_P_CL_C_I_II_75_84,C16_P_CL_C_I_II_85over,C16_P_CL_C_I_II_Tot,C16_P_CL_CL_nfd_15_19,C16_P_CL_CL_nfd_20_24,C16_P_CL_CL_nfd_25_34,C16_P_CL_CL_nfd_35_44,C16_P_CL_CL_nfd_45_54,C16_P_CL_CL_nfd_55_64,C16_P_CL_CL_nfd_65_74,C16_P_CL_CL_nfd_75_84,C16_P_CL_CL_nfd_85over,C16_P_CL_CL_nfd_Tot,C16_P_CL_Tot_15_19,C16_P_CL_Tot_20_24,C16_P_CL_Tot_25_34,C16_P_CL_Tot_35_44,C16_P_CL_Tot_45_54,C16_P_CL_Tot_55_64,C16_P_CL_Tot_65_74,C16_P_CL_Tot_75_84,C16_P_CL_Tot_85over,C16_P_CL_Tot_Tot,C16_P_LE_ID_15_19,C16_P_LE_ID_20_24,C16_P_LE_ID_25_34,C16_P_LE_ID_35_44,C16_P_LE_ID_45_54,C16_P_LE_ID_55_64,C16_P_LE_ID_65_74,C16_P_LE_ID_75_84,C16_P_LE_ID_85over,C16_P_LE_ID_Tot,C16_P_LE_NS_15_19,C16_P_LE_NS_20_24,C16_P_LE_NS_25_34,C16_P_LE_NS_35_44,C16_P_LE_NS_45_54,C16_P_LE_NS_55_64,C16_P_LE_NS_65_74,C16_P_LE_NS_75_84,C16_P_LE_NS_85over,C16_P_LE_NS_Tot,C16_P_Tot_15_19_yrs,C16_P_Tot_20_24_yrs,C16_P_Tot_25_34_yrs,C16_P_Tot_35_44_yrs,C16_P_Tot_45_54_yrs,C16_P_Tot_55_64_yrs,C16_P_Tot_65_74_yrs,C16_P_Tot_75_84_yrs,C16_P_Tot_85over,C16_P_Tot_Tot,C21_P_Post_Deg_15_19_yrs,C21_P_Post_Deg_20_24_yrs,C21_P_Post_Deg_25_34_yrs,C21_P_Post_Deg_35_44_yrs,C21_P_Post_Deg_45_54_yrs,C21_P_Post_Deg_55_64_yrs,C21_P_Post_Deg_65_74_yrs,C21_P_Post_Deg_75_84_yrs,C21_P_Post_Deg_85over,C21_P_Post_Deg_Tot,C21_P_GrDip_GrCe_15_19,C21_P_GrDip_GrCe_20_24,C21_P_GrDip_GrCe_25_34,C21_P_GrDip_GrCe_35_44,C21_P_GrDip_GrCe_45_54,C21_P_GrDip_GrCe_55_64,C21_P_GrDip_GrCe_65_74,C21_P_GrDip_GrCe_75_84,C21_P_GrDip_GrCe_85over,C21_P_GrDip_GrCe_Tot,C21_P_BD_15_19,C21_P_BD_20_24,C21_P_BD_25_34,C21_P_BD_35_44,C21_P_BD_45_54,C21_P_BD_55_64,C21_P_BD_65_74,C21_P_BD_75_84,C21_P_BD_85over,C21_P_BD_Tot,C21_P_AdD_DL_15_19,C21_P_AdD_DL_20_24,C21_P_AdD_DL_25_34,C21_P_AdD_DL_35_44,C21_P_AdD_DL_45_54,C21_P_AdD_DL_55_64,C21_P_AdD_DL_65_74,C21_P_AdD_DL_75_84,C21_P_AdD_DL_85over,C21_P_AdD_DL_Tot,C21_P_CL_C_III_IV_15_19,C21_P_CL_C_III_IV_20_24,C21_P_CL_C_III_IV_25_34,C21_P_CL_C_III_IV_35_44,C21_P_CL_C_III_IV_45_54,C21_P_CL_C_III_IV_55_64,C21_P_CL_C_III_IV_65_74,C21_P_CL_C_III_IV_75_84,C21_P_CL_C_III_IV_85over,C21_P_CL_C_III_IV_Tot,C21_P_CL_C_I_II_15_19,C21_P_CL_C_I_II_20_24,C21_P_CL_C_I_II_25_34,C21_P_CL_C_I_II_35_44,C21_P_CL_C_I_II_45_54,C21_P_CL_C_I_II_55_64,C21_P_CL_C_I_II_65_74,C21_P_CL_C_I_II_75_84,C21_P_CL_C_I_II_85over,C21_P_CL_C_I_II_Tot,C21_P_CL_CL_nfd_15_19,C21_P_CL_CL_nfd_20_24,C21_P_CL_CL_nfd_25_34,C21_P_CL_CL_nfd_35_44,C21_P_CL_CL_nfd_45_54,C21_P_CL_CL_nfd_55_64,C21_P_CL_CL_nfd_65_74,C21_P_CL_CL_nfd_75_84,C21_P_CL_CL_nfd_85over,C21_P_CL_CL_nfd_Tot,C21_P_CL_Tot_15_19,C21_P_CL_Tot_20_24,C21_P_CL_Tot_25_34,C21_P_CL_Tot_35_44,C21_P_CL_Tot_45_54,C21_P_CL_Tot_55_64,C21_P_CL_Tot_65_74,C21_P_CL_Tot_75_84,C21_P_CL_Tot_85over,C21_P_CL_Tot_Tot,C21_P_LE_ID_15_19,C21_P_LE_ID_20_24,C21_P_LE_ID_25_34,C21_P_LE_ID_35_44,C21_P_LE_ID_45_54,C21_P_LE_ID_55_64,C21_P_LE_ID_65_74,C21_P_LE_ID_75_84,C21_P_LE_ID_85over,C21_P_LE_ID_Tot,C21_P_LE_NS_15_19,C21_P_LE_NS_20_24,C21_P_LE_NS_25_34,C21_P_LE_NS_35_44,C21_P_LE_NS_45_54,C21_P_LE_NS_55_64,C21_P_LE_NS_65_74,C21_P_LE_NS_75_84,C21_P_LE_NS_85over,C21_P_LE_NS_Tot,C21_P_Tot_15_19_yrs,C21_P_Tot_20_24_yrs,C21_P_Tot_25_34_yrs,C21_P_Tot_35_44_yrs,C21_P_Tot_45_54_yrs,C21_P_Tot_55_64_yrs,C21_P_Tot_65_74_yrs,C21_P_Tot_75_84_yrs,C21_P_Tot_85over,C21_P_Tot_Tot
50101,15,89,508,744,746,731,559,233,59,3697,149,519,1527,1909,1686,1305,812,330,93,8330,86,72,106,120,95,82,40,9,4,618,10,43,118,189,190,182,154,54,18,958,244,635,1751,2217,1972,1569,1002,395,112,9902,6,9,37,40,49,54,65,41,10,312,328,168,505,631,653,715,657,493,307,4469,595,1026,3993,5370,4671,4143,3033,1432,546,24809,0,7,166,277,265,210,224,92,12,1256,0,3,108,262,266,206,163,48,8,1061,0,106,1066,1675,1389,1047,877,361,89,6609,12,74,525,865,975,940,832,376,85,4690,179,518,1583,2088,1918,1677,1206,452,103,9724,149,134,114,114,118,86,73,25,5,821,16,31,79,143,200,205,188,79,18,964,351,680,1775,2347,2239,1967,1467,557,125,11512,4,8,38,54,56,65,78,51,17,365,242,133,550,668,695,582,618,449,251,4196,614,1021,4223,6142,5883,5021,4259,1939,582,29681
50102,38,235,997,1170,1426,1295,701,238,63,6169,475,1565,3781,3614,3537,2692,1506,513,137,17822,281,257,310,218,186,125,64,11,6,1460,47,110,228,339,392,366,241,81,17,1829,808,1938,4324,4168,4115,3186,1809,601,154,21114,8,17,96,95,82,88,95,46,20,550,718,470,1217,1244,1352,1340,1329,961,466,9093,1573,2952,8583,9122,8970,7514,4699,2121,758,46287,0,22,250,390,350,297,197,61,14,1569,6,23,202,302,337,312,182,54,9,1413,0,269,1655,2024,1809,1327,928,340,82,8438,31,178,912,1305,1397,1447,1009,392,105,6782,652,1626,4132,4196,3921,3429,2125,768,155,21007,369,420,415,260,204,170,102,27,11,1971,43,73,148,250,350,367,284,113,24,1645,1063,2115,4693,4696,4474,3966,2504,919,186,24621,10,20,61,92,80,100,133,64,23,576,402,379,953,1014,1098,1111,1086,827,479,7354,1503,3004,8722,9832,9551,8556,6044,2652,893,50756
50103,4,37,114,209,314,370,279,70,20,1426,68,228,530,616,753,704,413,155,26,3496,49,48,42,48,35,39,19,3,0,288,11,16,39,67,72,105,92,20,3,428,125,302,611,734,868,848,523,178,31,4217,4,3,14,19,23,30,34,20,0,135,169,91,198,254,372,458,426,310,125,2392,309,464,1221,1642,1963,2193,1609,671,191,10261,0,0,41,79,75,66,75,36,0,371,0,3,29,51,76,88,75,15,0,335,0,48,271,393,379,372,357,119,25,1967,11,26,146,257,282,385,366,126,17,1609,111,247,599,687,763,848,591,204,53,4087,81,68,81,47,38,48,35,12,0,419,16,7,30,48,69,93,86,42,7,403,205,324,708,779,873,985,711,254,55,4902,0,0,8,7,19,28,32,20,0,118,132,73,178,262,348,389,401,298,90,2176,351,480,1385,1832,2047,2309,2014,872,193,11480
50201,68,278,862,1101,1403,1234,1008,470,98,6526,373,1328,3089,2915,3148,2650,2002,1103,260,16864,194,188,233,172,144,121,78,31,6,1160,38,96,234,318,309,361,347,140,42,1884,609,1605,3563,3403,3597,3138,2420,1264,307,19903,13,23,46,85,107,95,153,94,20,623,467,390,883,953,1115,1234,1477,1257,608,8379,1157,2617,6883,7411,7811,6965,5956,3473,1139,43409,0,19,187,341,334,304,224,80,15,1505,6,20,154,228,297,273,219,72,19,1276,0,346,1336,1567,1432,1158,1063,459,94,7454,42,271,932,1318,1505,1654,1358,649,153,7875,499,1307,3442,3383,3504,3477,2686,1343,316,19957,310,340,290,209,153,169,149,52,10,1677,54,69,170,245,299,345,341,218,61,1794,856,1714,3898,3841,3961,3995,3170,1616,383,23430,17,16,56,88,80,123,165,133,36,716,373,423,913,1054,1105,1078,1266,1235,757,8204,1297,2812,7478,8445,8709,8575,7455,4238,1441,50461
50301,29,236,382,540,979,952,853,499,196,4668,86,209,480,369,522,446,322,211,83,2736,49,28,22,34,32,39,37,23,10,278,12,23,41,100,134,131,158,78,43,718,153,255,545,504,697,615,513,313,132,3731,8,20,46,59,83,95,116,57,41,522,260,298,616,467,663,636,602,512,355,4420,466,2721,6064,6639,8496,6877,4890,2587,1152,39903,0,154,1387,1836,2130,1656,1100,519,168,8955,0,28,285,428,661,572,376,178,41,2563,3,1735,3121,3367,4220,3174,2454,1243,405,19723,28,203,364,541,863,1019,915,661,244,4844,219,277,452,425,470,485,379,234,92,3032,109,62,41,31,34,44,24,29,10,377,18,19,31,55,135,139,161,144,56,758,345,360,516,508,634,674,564,398,161,4157,18,24,51,71,85,71,109,103,58,591,197,218,434,394,400,420,465,483,358,3368,596,2723,6158,7155,8984,7574,5990,3589,1428,44200
50302,56,607,2166,1462,1337,1217,744,320,108,8020,110,765,2229,1227,1186,977,577,289,103,7470,66,113,119,87,70,60,41,12,9,578,14,89,234,212,222,227,155,71,25,1251,188,964,2585,1523,1485,1261,779,375,143,9297,19,60,216,126,106,99,85,39,30,783,382,966,3150,1600,1163,1114,950,773,572,10666,663,4863,21572,13484,9825,7728,4602,2114,1007,65861,0,239,4056,3555,2111,1384,910,303,57,12615,0,70,938,919,805,608,410,108,20,3880,0,2221,9785,7128,4339,3138,1990,695,214,29510,49,704,1932,1786,1445,1417,1022,468,157,8978,244,864,2075,1520,1231,1196,732,321,145,8328,179,168,157,105,65,74,52,26,10,836,24,60,160,170,234,261,209,80,47,1233,447,1088,2391,1803,1526,1525,995,427,195,10399,7,50,187,152,117,100,116,80,24,842,153,639,2004,1260,899,823,796,581,397,7550,660,5015,21296,16601,11240,9004,6237,2653,1072,73773
50401,54,404,1510,1386,1200,971,570,203,69,6369,183,812,2405,1871,1761,1591,1016,500,130,10264,105,111,143,116,89,74,38,15,4,703,20,53,185,230,257,250,168,70,28,1254,304,973,2733,2221,2107,1915,1219,589,161,12216,5,13,144,89,104,95,75,40,21,579,263,363,1057,822,801,800,764,708,575,6157,640,2705,11101,9050,6847,5541,3477,1803,885,42049,0,89,1253,1461,774,471,264,84,14,4414,0,26,449,532,453,339,191,63,13,2066,3,854,4386,3818,2306,1418,955,317,71,14134,34,425,1383,1426,1324,1109,828,357,78,6960,213,778,2351,2048,1785,1687,1244,573,162,10839,142,216,183,123,115,94,74,14,4,979,25,48,127,192,226,250,216,102,34,1218,379,1042,2663,2370,2130,2028,1530,689,196,13035,5,29,77,112,74,79,86,64,21,554,173,298,892,789,639,590,537,519,292,4724,593,2768,11104,10513,7698,6044,4391,2098,691,45890
50402,22,115,363,552,759,688,465,183,30,3186,141,544,1162,1128,1308,1194,782,269,66,6587,62,49,61,58,67,54,31,6,0,388,9,35,80,110,161,166,122,53,13,753,210,629,1307,1290,1540,1410,933,325,75,7721,7,13,27,37,42,53,52,25,10,261,231,402,972,879,741,543,523,327,172,4803,476,1383,3466,3986,4447,3735,2670,1066,333,21561,0,9,141,266,283,255,174,71,11,1210,0,11,105,173,214,203,97,40,3,853,0,205,760,1036,1038,728,608,249,43,4662,13,117,372,570,730,723,599,253,57,3439,179,509,1392,1293,1389,1337,932,368,81,7479,124,103,102,76,73,45,44,19,4,595,13,34,49,97,127,176,137,65,13,713,318,649,1544,1460,1588,1562,1112,451,102,8783,3,7,33,37,33,51,55,39,6,271,129,115,326,373,394,436,343,323,212,2646,468,1115,3274,3919,4283,3951,2991,1435,431,21862
50403,80,562,2168,2271,1850,1274,590,200,47,9036,445,1930,4831,3953,3901,2685,1270,493,92,19593,252,251,368,247,204,116,49,13,0,1495,45,137,371,451,455,308,208,78,10,2055,745,2311,5570,4645,4555,3109,1532,578,104,23147,20,53,164,163,146,133,88,38,13,827,690,770,1703,1622,1545,1212,990,721,411,9663,1546,4618,14025,12519,10592,7241,3893,1736,616,56790,0,59,971,1289,622,401,230,73,7,3651,0,51,430,536,420,280,131,42,11,1908,9,942,4083,4042,2522,1498,856,281,60,14285,44,586,2366,2821,2272,1722,866,325,57,11062,678,2017,5929,5069,4316,3511,1825,668,129,24148,403,440,459,341,246,161,84,27,3,2159,74,128,301,411,488,440,245,105,22,2221,1164,2581,6688,5826,5043,4104,2153,806,157,28523,19,58,129,208,157,157,113,67,24,926,461,563,1566,1429,1296,1040,777,612,378,8112,1693,4831,16234,16153,12341,9198,5124,2206,691,68477
50501,133,592,1790,2664,3416,2870,1662,479,123,13734,513,1687,3970,4095,4815,4140,2403,813,202,22635,258,178,215,227,188,198,110,22,9,1400,45,117,258,495,604,642,428,154,60,2809,808,1983,4447,4814,5613,4982,2946,992,266,26844,21,54,154,181,246,211,220,77,34,1192,542,458,989,1117,1184,1275,1107,760,498,7925,1520,5015,13173,16432,17100,13930,8063,2836,1065,79139,0,88,1040,1784,1697,1189,645,164,29,6627,3,55,537,957,1002,802,461,102,13,3937,3,1629,4721,6190,5321,3639,2371,720,124,24720,80,596,1584,2672,3277,3182,2335,773,166,14662,735,1542,3873,4501,4449,4534,3168,1158,246,24204,376,292,193,210,165,202,175,57,7,1670,46,104,191,369,599,612,541,241,48,2745,1155,1929,4250,5080,5212,5345,3883,1458,302,28620,21,40,99,159,205,190,255,134,34,1139,281,356,855,1037,1109,1027,1001,736,534,6933,1536,4699,13089,17868,17823,15375,10947,4088,1207,86636
