SA3_CODE_2021,C11_SH_0b_s_a_b_NPGH_2,C11_SH_0b_s_a_b_NPGH_3,C11_SH_0b_s_a_b_NPGH_4,C11_SH_0b_s_a_b_NPGH_5,C11_SH_0b_s_a_b_NPGH_6_mor,C11_SH_0b_s_a_b_Tot,C11_SH_1b_NPGH_2,C11_SH_1b_NPGH_3,C11_SH_1b_NPGH_4,C11_SH_1b_NPGH_5,C11_SH_1b_NPGH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPGH_2,C11_SH_2b_NPGH_3,C11_SH_2b_NPGH_4,C11_SH_2b_NPGH_5,C11_SH_2b_NPGH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPGH_2,C11_SH_3b_NPGH_3,C11_SH_3b_NPGH_4,C11_SH_3b_NPGH_5,C11_SH_3b_NPGH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPGH_2,C11_SH_4mb_NPGH_3,C11_SH_4mb_NPGH_4,C11_SH_4mb_NPGH_5,C11_SH_4mb_NPGH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPGH_2,C11_SH_NB_NS_NPGH_3,C11_SH_NB_NS_NPGH_4,C11_SH_NB_NS_NPGH_5,C11_SH_NB_NS_NPGH_6_mor,C11_SH_NB_NS_Tot,C11_SH_Tot_NPGH_2,C11_SH_Tot_NPGH_3,C11_SH_Tot_NPGH_4,C11_SH_Tot_NPGH_5,C11_SH_Tot_NPGH_6_mor,C11_SH_Tot_Tot,C11_SDRTHT_0b_s_a_b_NPGH_2,C11_SDRTHT_0b_s_a_b_NPGH_3,C11_SDRTHT_0b_s_a_b_NPGH_4,C11_SDRTHT_0b_s_a_b_NPGH_5,C11_SDRTHT_0b_s_a_b_NPGH_6mor,C11_SDRTHT_0b_s_a_b_Tot,C11_SDRTHT_1b_NPGH_2,C11_SDRTHT_1b_NPGH_3,C11_SDRTHT_1b_NPGH_4,C11_SDRTHT_1b_NPGH_5,C11_SDRTHT_1b_NPGH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPGH_2,C11_SDRTHT_2b_NPGH_3,C11_SDRTHT_2b_NPGH_4,C11_SDRTHT_2b_NPGH_5,C11_SDRTHT_2b_NPGH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPGH_2,C11_SDRTHT_3b_NPGH_3,C11_SDRTHT_3b_NPGH_4,C11_SDRTHT_3b_NPGH_5,C11_SDRTHT_3b_NPGH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPGH_2,C11_SDRTHT_4mb_NPGH_3,C11_SDRTHT_4mb_NPGH_4,C11_SDRTHT_4mb_NPGH_5,C11_SDRTHT_4mb_NPGH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPGH_2,C11_SDRTHT_NB_NS_NPGH_3,C11_SDRTHT_NB_NS_NPGH_4,C11_SDRTHT_NB_NS_NPGH_5,C11_SDRTHT_NB_NS_NPGH_6_mor,C11_SDRTHT_NB_NS_Tot,C11_SDRTHT_Tot_NPGH_2,C11_SDRTHT_Tot_NPGH_3,C11_SDRTHT_Tot_NPGH_4,C11_SDRTHT_Tot_NPGH_5,C11_SDRTHT_Tot_NPGH_6_mor,C11_SDRTHT_Tot_Tot,C11_F_a_0b_s_a_b_NPGH_2,C11_F_a_0b_s_a_b_NPGH_3,C11_F_a_0b_s_a_b_NPGH_4,C11_F_a_0b_s_a_b_NPGH_5,C11_F_a_0b_s_a_b_NPGH_6_mor,C11_F_a_0b_s_a_b_Tot,C11_F_a_1b_NPGH_2,C11_F_a_1b_NPGH_3,C11_F_a_1b_NPGH_4,C11_F_a_1b_NPGH_5,C11_F_a_1b_NPGH_6_mor,C11_F_a_1b_Tot,C11_F_a_2b_NPGH_2,C11_F_a_2b_NPGH_3,C11_F_a_2b_NPGH_4,C11_F_a_2b_NPGH_5,C11_F_a_2b_NPGH_6_mor,C11_F_a_2b_Tot,C11_F_a_3b_NPGH_2,C11_F_a_3b_NPGH_3,C11_F_a_3b_NPGH_4,C11_F_a_3b_NPGH_5,C11_F_a_3b_NPGH_6_mor,C11_F_a_3b_Tot,C11_F_a_4mb_NPGH_2,C11_F_a_4mb_NPGH_3,C11_F_a_4mb_NPGH_4,C11_F_a_4mb_NPGH_5,C11_F_a_4mb_NPGH_6_mor,C11_F_a_4mb_Tot,C11_F_a_NB_NS_NPGH_2,C11_F_a_NB_NS_NPGH_3,C11_F_a_NB_NS_NPGH_4,C11_F_a_NB_NS_NPGH_5,C11_F_a_NB_NS_NPGH_6_mor,C11_F_a_NB_NS_Tot,C11_F_a_Tot_NPGH_2,C11_F_a_Tot_NPGH_3,C11_F_a_Tot_NPGH_4,C11_F_a_Tot_NPGH_5,C11_F_a_Tot_NPGH_6_mor,C11_F_a_Tot_Tot,C11_OD_0b_s_a_b_NPGH_2,C11_OD_0b_s_a_b_NPGH_3,C11_OD_0b_s_a_b_NPGH_4,C11_OD_0b_s_a_b_NPGH_5,C11_OD_0b_s_a_b_NPGH_6_mor,C11_OD_0b_s_a_b_Tot,C11_OD_1b_NPGH_2,C11_OD_1b_NPGH_3,C11_OD_1b_NPGH_4,C11_OD_1b_NPGH_5,C11_OD_1b_NPGH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPGH_2,C11_OD_2b_NPGH_3,C11_OD_2b_NPGH_4,C11_OD_2b_NPGH_5,C11_OD_2b_NPGH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPGH_2,C11_OD_3b_NPGH_3,C11_OD_3b_NPGH_4,C11_OD_3b_NPGH_5,C11_OD_3b_NPGH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPGH_2,C11_OD_4mb_NPGH_3,C11_OD_4mb_NPGH_4,C11_OD_4mb_NPGH_5,C11_OD_4mb_NPGH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPGH_2,C11_OD_NB_NS_NPGH_3,C11_OD_NB_NS_NPGH_4,C11_OD_NB_NS_NPGH_5,C11_OD_NB_NS_NPGH_6_mor,C11_OD_NB_NS_Tot,C11_OD_Tot_NPGH_2,C11_OD_Tot_NPGH_3,C11_OD_Tot_NPGH_4,C11_OD_Tot_NPGH_5,C11_OD_Tot_NPGH_6_mor,C11_OD_Tot_Tot,C11_DS_NS_NPGH_2,C11_DS_NS_NPGH_3,C11_DS_NS_NPGH_4,C11_DS_NS_NPGH_5,C11_DS_NS_NPGH_6_mor,C11_DS_NS_Tot,C11_Tot_NPGH_2,C11_Tot_NPGH_3,C11_Tot_NPGH_4,C11_Tot_NPGH_5,C11_Tot_NPGH_6_mor,C11_Tot_Tot,C16_SH_0b_s_a_b_NPGH_2,C16_SH_0b_s_a_b_NPGH_3,C16_SH_0b_s_a_b_NPGH_4,C16_SH_0b_s_a_b_NPGH_5,C16_SH_0b_s_a_b_NPGH_6_mor,C16_SH_0b_s_a_b_Tot,C16_SH_1b_NPGH_2,C16_SH_1b_NPGH_3,C16_SH_1b_NPGH_4,C16_SH_1b_NPGH_5,C16_SH_1b_NPGH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPGH_2,C16_SH_2b_NPGH_3,C16_SH_2b_NPGH_4,C16_SH_2b_NPGH_5,C16_SH_2b_NPGH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPGH_2,C16_SH_3b_NPGH_3
50101,0,0,0,0,0,0,3,0,0,0,0,4,40,4,0,0,0,43,140,35,5,0,0,178,120,40,19,4,0,180,9,0,0,0,0,11,304,79,23,7,3,413,0,0,0,0,0,0,4,0,0,0,0,4,12,0,0,0,0,12,22,5,0,0,0,28,0,0,0,0,0,3,0,0,0,0,0,3,38,10,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,358,88,24,7,3,477,3,0,0,0,0,3,5,0,0,0,0,5,41,3,5,0,0,47,157,28
50102,0,0,0,0,0,3,3,0,0,0,0,3,80,3,0,0,0,84,309,64,12,0,4,390,206,56,21,6,5,291,27,3,0,0,0,28,625,119,36,9,6,797,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,30,47,10,0,0,0,62,6,5,0,0,0,8,0,0,0,0,0,0,87,16,3,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0,0,0,35,13,7,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,3,46,14,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,16,19,4,0,0,0,21,0,0,0,0,0,0,774,152,42,8,6,984,4,0,0,0,0,4,3,0,0,0,0,3,66,0,0,0,0,66,328,48
50103,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,27,66,10,0,0,0,72,28,5,0,4,0,40,0,0,0,0,0,0,126,12,5,4,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,133,17,0,4,0,154,0,0,0,0,0,0,3,0,0,0,0,3,28,0,0,0,0,25,77,5
50201,0,0,0,0,0,0,6,0,0,0,0,6,70,4,0,0,0,70,238,23,5,0,0,265,241,41,9,3,0,296,19,0,0,0,0,23,565,71,12,3,0,655,0,0,0,0,0,0,5,0,0,0,0,5,24,0,0,0,0,26,58,10,0,0,0,69,5,0,0,0,0,11,13,0,0,0,0,15,108,9,0,5,0,124,0,0,0,0,0,0,3,0,0,0,0,3,14,0,0,0,0,19,33,3,0,0,0,38,4,0,0,0,0,3,0,0,0,0,0,0,57,5,0,0,0,67,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,742,87,16,7,0,854,0,0,0,0,0,0,6,0,0,0,0,6,65,7,0,0,0,68,285,31
50301,0,0,0,0,0,0,0,0,0,0,0,0,75,5,3,0,0,80,142,99,17,4,0,265,66,46,77,27,8,220,9,0,0,0,0,8,286,151,104,28,12,580,0,0,0,0,0,0,5,0,0,0,0,5,51,8,0,0,0,58,44,58,9,0,0,109,4,4,0,0,0,7,3,3,0,0,0,3,107,73,9,0,0,181,0,0,0,0,0,3,40,3,0,0,0,42,217,20,3,0,0,235,30,45,12,0,0,82,0,0,0,0,0,0,5,0,3,0,0,4,285,67,22,0,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683,290,123,31,12,1143,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,0,43,95,67
50302,0,0,0,0,0,4,3,0,0,0,0,3,229,18,4,0,5,254,301,272,51,5,3,635,78,72,109,21,17,295,11,14,4,0,0,31,629,374,166,31,26,1224,0,0,0,0,0,0,13,4,0,0,0,13,210,17,3,0,0,231,175,154,27,11,5,369,16,18,17,8,0,56,0,3,0,0,0,7,416,191,46,20,8,675,14,0,0,0,0,11,116,5,3,0,0,118,871,96,24,5,0,993,142,131,30,14,0,312,3,0,5,0,3,12,13,3,3,0,0,18,1148,240,69,18,3,1470,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,13,4,0,0,0,0,5,2206,806,280,63,34,3395,0,0,0,0,0,0,8,0,0,0,0,6,142,12,0,0,0,154,245,223
50401,0,0,0,0,0,0,3,0,0,0,0,6,148,8,0,0,0,157,421,133,16,0,0,570,110,45,53,16,8,231,14,4,6,0,0,24,701,184,77,20,8,988,0,0,0,0,0,0,0,0,0,0,0,0,85,5,0,0,0,94,138,55,10,0,0,204,14,7,5,3,0,26,7,3,0,0,0,12,250,68,15,0,0,338,0,0,0,0,0,0,30,0,0,0,0,26,154,20,0,0,0,181,38,20,3,0,0,64,3,0,0,0,0,3,6,4,0,0,0,5,227,41,14,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,1187,295,101,25,9,1617,0,0,0,0,0,4,6,0,0,0,0,6,122,0,0,0,0,124,398,117
50402,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,0,33,97,22,3,0,0,118,80,14,14,0,0,110,4,0,0,0,0,4,212,38,21,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,5,0,0,4,0,0,3,0,0,0,0,0,0,8,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,44,20,0,0,284,0,0,0,0,0,0,3,0,0,0,0,3,30,0,0,0,0,30,113,18
50403,3,0,0,0,0,3,5,0,0,0,0,5,51,0,0,0,0,55,281,44,11,0,0,338,265,59,23,13,3,366,10,3,0,0,0,14,618,105,35,13,3,784,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,46,9,0,0,0,50,3,0,0,0,0,6,0,0,0,0,0,0,70,9,0,0,0,85,0,0,0,0,0,0,3,0,0,0,0,3,16,0,0,0,0,16,27,9,0,0,0,36,0,0,0,0,0,4,0,0,0,0,0,0,41,9,4,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,6,7,3,0,0,0,18,0,0,0,0,0,0,741,132,38,13,6,930,0,0,0,0,0,0,4,0,0,0,0,4,40,4,0,0,0,42,324,56
50501,4,0,0,0,0,4,0,0,0,0,0,0,27,0,0,0,0,35,442,99,11,0,0,558,341,118,65,17,5,551,6,8,0,0,0,19,827,233,85,21,5,1167,0,0,0,0,0,0,5,0,0,0,0,5,8,0,0,0,0,15,60,17,0,0,0,81,14,11,14,6,3,49,0,0,0,0,0,9,91,32,16,13,3,151,0,0,0,0,0,0,0,0,0,0,0,0,46,8,0,0,0,56,20,22,5,0,0,46,0,4,0,0,0,9,0,0,0,0,0,0,73,32,6,5,0,111,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,993,297,102,37,10,1439,0,0,0,0,0,0,5,0,0,0,0,5,24,3,0,0,0,33,353,67
