SA3_CODE_2021,C21_CF_1P1NW_Tot,C21_CF_1A1NW_Neg_ni_inc,C21_CF_1A1NW_1_149,C21_CF_1A1NW_150_399,C21_CF_1A1NW_400_649,C21_CF_1A1NW_650_799,C21_CF_1A1NW_800_1249,C21_CF_1A1NW_1250_1999,C21_CF_1A1NW_2000_2499,C21_CF_1A1NW_2500_2999,C21_CF_1A1NW_3000_3999,C21_CF_1A1NW_4000more,C21_CF_1A1NW_Ns,C21_CF_1A1NW_Tot,C21_CF_BA_Neg_ni_inc,C21_CF_BA_1_149,C21_CF_BA_150_399,C21_CF_BA_400_649,C21_CF_BA_650_799,C21_CF_BA_800_1249,C21_CF_BA_1250_1999,C21_CF_BA_2000_2499,C21_CF_BA_2500_2999,C21_CF_BA_3000_3999,C21_CF_BA_4000more,C21_CF_BA_Ns,C21_CF_BA_Tot,C21_CF_BNW_Neg_ni_inc,C21_CF_BNW_1_149,C21_CF_BNW_150_399,C21_CF_BNW_400_649,C21_CF_BNW_650_799,C21_CF_BNW_800_1249,C21_CF_BNW_1250_1999,C21_CF_BNW_2000_2499,C21_CF_BNW_2500_2999,C21_CF_BNW_3000_3999,C21_CF_BNW_4000more,C21_CF_BNW_Ns,C21_CF_BNW_Tot,C21_CF_LFns_Neg_ni_inc,C21_CF_LFns_1_149,C21_CF_LFns_150_399,C21_CF_LFns_400_649,C21_CF_LFns_650_799,C21_CF_LFns_800_1249,C21_CF_LFns_1250_1999,C21_CF_LFns_2000_2499,C21_CF_LFns_2500_2999,C21_CF_LFns_3000_3999,C21_CF_LFns_4000more,C21_CF_LFns_Ns,C21_CF_LFns_Tot,C21_C_f_c_Tot_Fi_Neg_ni_inc,C21_C_f_c_Tot_Fi_1_149,C21_C_f_c_Tot_Fi_150_399,C21_C_f_c_Tot_Fi_400_649,C21_CF_c_Tot_Fi_650_799,C21_CF_c_Tot_Fi_800_1249,C21_CF_c_Tot_Fi_1250_1999,C21_CF_c_Tot_Fi_2000_2499,C21_CF_c_Tot_Fi_2500_2999,C21_CF_c_Tot_Fi_3000_3999,C21_CF_c_Tot_Fi_4000more,C21_C_f_with_c_TotFI_Ns,C21_C_f_with_c_Tot_Tot,C21_1PF_F_Neg_ni_inc,C21_1PF_F_1_149,C21_1PF_F_150_399,C21_1PF_F_400_649,C21_1PF_F_650_799,C21_1PF_F_800_1249,C21_1PF_F_1250_1999,C21_1PF_F_2000_2499,C21_1PF_F_2500_2999,C21_1PF_F_3000_3999,C21_1PF_F_4000more,C21_1PF_F_Ns,C21_1PF_F_Tot,C21_1PF_P_Neg_ni_inc,C21_1PF_P_1_149,C21_1PF_P_150_399,C21_1PF_P_400_649,C21_1PF_P_650_799,C21_1PF_P_800_1249,C21_1PF_P_1250_1999,C21_1PF_P_2000_2499,C21_1PF_P_2500_2999,C21_1PF_P_3000_3999,C21_1PF_P_4000more,C21_1PF_P_Ns,C21_1PF_P_Tot,C21_1PF_A_Neg_ni_inc,C21_1PF_A_1_149,C21_1PF_A_150_399,C21_1PF_A_400_649,C21_1PF_A_650_799,C21_1PF_A_800_1249,C21_1PF_A_1250_1999,C21_1PF_A_2000_2499,C21_1PF_A_2500_2999,C21_1PF_A_3000_3999,C21_1PF_A_4000_more,C21_1PF_A_Ns,C21_1PF_A_Tot,C21_1PF_U_Neg_ni_inc,C21_1PF_U_1_149,C21_1PF_U_150_399,C21_1PF_U_400_649,C21_1PF_U_650_799,C21_1PF_U_800_1249,C21_1PF_U_1250_1999,C21_1PF_U_2000_2499,C21_1PF_U_2500_2999,C21_1PF_U_3000_3999,C21_1PF_U_4000_more,C21_1PF_U_Ns,C21_1PF_U_Tot,C21_1PF_N_lf_Fi_Neg_ni_inc,C21_1PF_N_lf_Fi_1_149,C21_1PF_N_lf_Fi_150_399,C21_1PF_N_lf_Fi_400_649,C21_1PF_N_lf_Fi_650_799,C21_1PF_N_lf_Fi_800_1249,C21_1PF_N_lf_Fi_1250_1999,C21_1PF_N_lf_Fi_2000_2499,C21_1PF_N_lf_Fi_2500_2999,C21_1PF_N_lf_Fi_3000_3999,C21_1PF_N_lf_Fi_4000_more,C21_1PF_N_lf_Fi_Ns,C21_1PF_N_the_lf_Tot,C21_1PF_LFns_Neg_ni_inc,C21_1PF_LFns_1_149,C21_1PF_LFns_150_399,C21_1PF_LFns_400_649,C21_1PF_LFns_Fi_650_799,C21_1PF_LFns_Fi_800_1249,C21_1PF_LFns_Fi_1250_1999,C21_1PF_LFns_Fi_2000_2499,C21_1PF_LFns_Fi_2500_2999,C21_1PF_LFns_Fi_3000_3999,C21_1PF_LFns_4000more,C21_1PF_LFns_Ns,C21_1PF_LFns_Tot,C21_1PF_TotFI_Neg_ni_inc,C21_1PF_TotFI_1_149,C21_1PF_TotFI_150_399,C21_1PF_TotFI_400_649,C21_1PF_TotFI_650_799,C21_1PF_TotFI_800_1249,C21_1PF_TotFI_1250_1999,C21_1PF_TotFI_2000_2499,C21_1PF_TotFI_2500_2999,C21_1PF_TotFI_3000_3999,C21_1PF_TotFI_4000more,C21_One_par_f_TotFI_Ns,C21_One_parent_f_Tot_Tot,C21_TotFI_Neg_ni_inc,C21_TotFI_1_149,C21_TotFI_150_399,C21_TotFI_400_649,C21_TotFI_650_799,C21_TotFI_800_1249,C21_TotFI_1250_1999,C21_TotFI_2000_2499,C21_TotFI_2500_2999,C21_TotFI_3000_3999,C21_TotFI_4000_more,C21_TotFI_Ns,C21_Tot_Tot
50101,278,0,0,0,0,0,0,16,14,10,14,12,6,88,3,0,0,0,0,4,11,15,8,15,12,11,77,7,4,7,7,16,46,69,17,13,11,11,45,253,0,0,0,0,0,0,0,0,0,0,0,783,787,26,0,13,40,69,282,1073,858,772,1003,835,1170,6135,0,0,0,9,25,137,200,95,25,24,17,88,624,0,3,25,98,121,246,139,30,20,9,4,56,750,0,0,0,10,14,13,14,7,10,6,3,16,79,0,0,11,12,7,17,4,0,0,0,0,7,55,22,0,30,118,70,147,71,23,9,0,10,49,553,0,0,0,0,0,0,0,0,0,0,0,16,18,24,4,68,251,230,556,431,161,69,39,34,217,2085,143,71,163,614,1018,2026,3014,1834,1365,1589,1348,2044,15230
50102,457,0,0,0,5,3,14,43,36,17,22,28,22,193,0,0,0,0,0,0,17,15,14,24,23,14,120,11,0,15,48,64,150,170,59,26,31,16,90,680,0,0,0,0,0,5,5,0,3,6,3,1268,1293,21,7,19,83,121,530,1808,1698,1498,2126,1775,2004,11703,4,0,4,23,41,273,421,253,85,92,47,166,1405,0,3,37,163,185,377,252,53,25,20,11,97,1224,0,0,4,14,14,38,35,21,9,7,3,20,172,9,3,35,76,27,29,21,10,3,3,0,23,236,41,20,109,392,182,388,251,66,39,19,16,149,1680,0,0,0,0,0,5,0,0,0,0,0,28,38,59,25,199,674,448,1106,980,398,167,142,78,482,4762,297,134,363,1346,2097,3490,5067,3516,2681,3481,2752,3539,28759
50103,95,0,0,0,0,0,11,13,3,4,3,3,0,43,0,0,0,0,3,0,9,4,3,5,7,9,39,0,6,4,6,10,32,30,11,7,0,3,12,117,0,0,0,0,0,0,0,0,0,0,0,220,219,9,3,14,21,31,181,414,330,278,315,215,390,2199,0,0,4,5,10,41,61,23,8,9,4,25,184,0,0,4,34,33,52,41,3,4,0,3,22,197,0,0,0,5,6,3,0,7,3,0,0,0,29,0,0,4,15,0,0,0,4,0,0,0,4,26,3,8,20,58,39,78,39,15,3,3,0,38,298,0,0,0,0,0,0,0,0,0,0,0,3,7,6,8,36,114,88,177,147,44,13,17,10,90,744,83,55,87,357,563,939,1216,736,513,593,396,795,6345
50201,515,4,0,0,0,11,17,50,54,18,27,35,23,250,0,0,0,0,0,5,9,18,18,24,30,26,117,23,6,17,63,76,188,206,53,33,36,29,88,817,0,0,0,0,0,3,6,7,4,0,6,1605,1626,32,5,22,99,135,562,1517,1337,1143,1783,1790,2213,10656,0,5,3,22,44,209,411,214,98,105,67,128,1298,0,6,43,203,196,374,223,59,34,20,19,96,1261,0,0,6,18,16,19,29,33,3,8,8,24,169,13,4,44,115,40,48,22,6,8,3,4,22,334,66,18,108,432,218,476,309,73,44,23,21,164,1948,0,0,0,3,0,6,4,0,0,0,0,47,57,84,35,204,778,511,1136,997,378,184,155,116,477,5062,412,165,405,1614,2730,4317,4937,2973,2170,2955,2808,4095,29584
50301,435,0,0,0,0,0,5,7,7,3,0,33,5,68,0,0,0,0,0,0,0,0,3,6,30,9,51,18,8,10,19,18,37,57,50,39,45,118,35,460,0,0,0,0,0,0,0,0,0,8,3,458,475,35,15,22,38,46,126,390,420,411,970,5764,936,9167,0,4,0,3,6,48,132,109,51,78,205,75,712,4,3,3,52,25,108,122,64,27,27,65,43,534,0,0,0,0,0,13,7,4,0,3,0,10,43,9,4,4,5,15,11,11,4,0,3,4,3,73,49,15,40,48,19,91,111,46,36,17,39,48,555,0,0,0,0,0,0,0,0,0,0,5,7,16,58,24,53,118,59,267,381,228,111,130,322,190,1938,212,97,123,344,359,1052,1857,1294,1064,1913,8319,1615,18255
50302,371,0,0,0,0,5,4,12,10,0,12,21,0,69,0,0,0,0,0,0,6,7,10,15,30,3,61,16,0,17,35,17,60,78,58,25,31,38,30,412,0,0,0,0,0,0,0,3,3,3,4,512,534,24,4,30,68,62,280,822,847,746,1651,4765,825,10123,6,0,0,8,15,108,319,239,72,122,248,101,1236,0,0,18,67,61,171,190,74,18,32,33,43,704,0,0,0,4,9,16,18,9,3,0,9,9,79,8,0,17,24,3,12,13,4,0,0,9,8,105,62,11,54,98,78,173,146,45,35,33,26,72,829,0,0,0,0,0,0,0,0,0,0,0,10,17,76,19,93,202,174,473,684,372,128,189,313,233,2967,290,74,205,547,691,1817,3595,2799,2229,3817,8302,2034,26405
50401,489,0,0,0,0,0,10,29,14,11,10,17,10,97,0,0,0,0,0,0,13,8,8,11,19,12,75,24,3,11,42,51,133,164,86,50,33,29,62,690,0,0,0,0,0,5,3,0,0,0,4,579,603,35,8,28,80,117,496,1390,1204,1079,1906,2167,949,9460,0,0,0,8,33,145,361,241,101,114,80,93,1166,5,0,28,85,98,222,195,58,23,27,5,61,807,0,0,4,3,7,23,22,13,6,5,6,20,107,10,0,24,48,19,23,19,4,6,3,0,15,179,51,16,76,206,128,287,218,53,46,21,16,82,1220,0,0,0,0,0,4,0,0,0,0,0,23,35,72,20,138,358,282,712,820,368,181,177,104,289,3519,274,100,223,834,1294,2333,3784,2671,2143,3336,3377,1963,22336
50402,215,0,0,0,4,0,0,19,9,3,6,15,8,80,0,0,0,0,0,0,8,0,11,12,12,17,59,8,0,3,17,18,59,61,46,24,12,13,39,293,0,0,0,0,0,0,3,0,0,3,0,571,585,14,0,7,32,36,168,627,625,587,977,1166,890,5118,0,0,3,10,7,72,168,121,50,56,42,74,605,0,0,20,50,45,93,83,33,20,12,3,28,382,0,0,0,0,4,8,14,8,10,0,0,13,62,5,0,15,19,11,12,7,4,0,0,0,0,71,23,0,30,93,47,138,101,34,13,17,9,55,565,0,0,0,0,0,3,0,0,0,0,0,13,16,29,8,71,177,109,322,371,199,89,95,59,184,1709,110,36,145,411,646,1258,1910,1378,1089,1614,1709,1521,11833
50403,898,4,0,3,4,7,21,66,49,32,39,43,33,297,0,0,0,0,0,6,18,17,24,36,28,36,162,38,4,32,97,95,208,269,111,59,62,33,112,1127,3,0,3,8,4,9,12,7,4,3,7,1842,1896,54,9,61,181,229,1079,3516,3115,2585,3225,2883,2719,19656,8,0,3,34,61,410,815,444,207,180,93,185,2434,5,7,38,183,201,481,358,139,67,33,22,98,1635,4,0,7,28,23,38,57,29,7,8,4,44,251,13,7,38,89,47,50,31,11,6,5,0,13,324,96,36,143,405,246,496,383,117,55,34,20,168,2202,3,0,4,0,0,7,3,0,0,0,0,41,64,125,48,248,743,575,1484,1648,734,348,262,142,559,6910,468,149,409,1391,1980,4177,7539,5682,4243,5037,4003,4498,39568
50501,816,0,0,0,3,8,9,36,38,20,29,54,37,237,0,0,0,0,0,3,11,12,18,44,51,34,182,27,7,21,38,51,162,269,154,93,89,67,99,1083,0,0,0,0,0,5,13,4,5,3,9,1718,1746,44,12,40,82,125,539,1999,2327,2538,4833,7013,2880,22425,0,0,7,22,26,265,653,447,173,274,203,244,2319,0,13,49,152,160,399,373,158,45,41,39,118,1543,0,0,3,22,10,26,35,25,14,10,9,23,182,5,8,24,58,22,28,37,6,8,4,7,12,214,54,19,81,230,115,366,309,121,67,33,34,135,1568,0,0,0,3,0,3,4,0,0,0,0,25,41,69,39,159,491,332,1079,1408,754,303,368,298,556,5869,432,209,405,1290,1958,4297,6769,5010,4441,7293,9394,4712,46208
