SA3_CODE_2021,C21_CF_1P1NW_Tot,C21_CF_1A1NW_Neg_ni_inc,C21_CF_1A1NW_1_149,C21_CF_1A1NW_150_399,C21_CF_1A1NW_400_649,C21_CF_1A1NW_650_799,C21_CF_1A1NW_800_1249,C21_CF_1A1NW_1250_1999,C21_CF_1A1NW_2000_2499,C21_CF_1A1NW_2500_2999,C21_CF_1A1NW_3000_3999,C21_CF_1A1NW_4000more,C21_CF_1A1NW_Ns,C21_CF_1A1NW_Tot,C21_CF_BA_Neg_ni_inc,C21_CF_BA_1_149,C21_CF_BA_150_399,C21_CF_BA_400_649,C21_CF_BA_650_799,C21_CF_BA_800_1249,C21_CF_BA_1250_1999,C21_CF_BA_2000_2499,C21_CF_BA_2500_2999,C21_CF_BA_3000_3999,C21_CF_BA_4000more,C21_CF_BA_Ns,C21_CF_BA_Tot,C21_CF_BNW_Neg_ni_inc,C21_CF_BNW_1_149,C21_CF_BNW_150_399,C21_CF_BNW_400_649,C21_CF_BNW_650_799,C21_CF_BNW_800_1249,C21_CF_BNW_1250_1999,C21_CF_BNW_2000_2499,C21_CF_BNW_2500_2999,C21_CF_BNW_3000_3999,C21_CF_BNW_4000more,C21_CF_BNW_Ns,C21_CF_BNW_Tot,C21_CF_LFns_Neg_ni_inc,C21_CF_LFns_1_149,C21_CF_LFns_150_399,C21_CF_LFns_400_649,C21_CF_LFns_650_799,C21_CF_LFns_800_1249,C21_CF_LFns_1250_1999,C21_CF_LFns_2000_2499,C21_CF_LFns_2500_2999,C21_CF_LFns_3000_3999,C21_CF_LFns_4000more,C21_CF_LFns_Ns,C21_CF_LFns_Tot,C21_C_f_c_Tot_Fi_Neg_ni_inc,C21_C_f_c_Tot_Fi_1_149,C21_C_f_c_Tot_Fi_150_399,C21_C_f_c_Tot_Fi_400_649,C21_CF_c_Tot_Fi_650_799,C21_CF_c_Tot_Fi_800_1249,C21_CF_c_Tot_Fi_1250_1999,C21_CF_c_Tot_Fi_2000_2499,C21_CF_c_Tot_Fi_2500_2999,C21_CF_c_Tot_Fi_3000_3999,C21_CF_c_Tot_Fi_4000more,C21_C_f_with_c_TotFI_Ns,C21_C_f_with_c_Tot_Tot,C21_1PF_F_Neg_ni_inc,C21_1PF_F_1_149,C21_1PF_F_150_399,C21_1PF_F_400_649,C21_1PF_F_650_799,C21_1PF_F_800_1249,C21_1PF_F_1250_1999,C21_1PF_F_2000_2499,C21_1PF_F_2500_2999,C21_1PF_F_3000_3999,C21_1PF_F_4000more,C21_1PF_F_Ns,C21_1PF_F_Tot,C21_1PF_P_Neg_ni_inc,C21_1PF_P_1_149,C21_1PF_P_150_399,C21_1PF_P_400_649,C21_1PF_P_650_799,C21_1PF_P_800_1249,C21_1PF_P_1250_1999,C21_1PF_P_2000_2499,C21_1PF_P_2500_2999,C21_1PF_P_3000_3999,C21_1PF_P_4000more,C21_1PF_P_Ns,C21_1PF_P_Tot,C21_1PF_A_Neg_ni_inc,C21_1PF_A_1_149,C21_1PF_A_150_399,C21_1PF_A_400_649,C21_1PF_A_650_799,C21_1PF_A_800_1249,C21_1PF_A_1250_1999,C21_1PF_A_2000_2499,C21_1PF_A_2500_2999,C21_1PF_A_3000_3999,C21_1PF_A_4000_more,C21_1PF_A_Ns,C21_1PF_A_Tot,C21_1PF_U_Neg_ni_inc,C21_1PF_U_1_149,C21_1PF_U_150_399,C21_1PF_U_400_649,C21_1PF_U_650_799,C21_1PF_U_800_1249,C21_1PF_U_1250_1999,C21_1PF_U_2000_2499,C21_1PF_U_2500_2999,C21_1PF_U_3000_3999,C21_1PF_U_4000_more,C21_1PF_U_Ns,C21_1PF_U_Tot,C21_1PF_N_lf_Fi_Neg_ni_inc,C21_1PF_N_lf_Fi_1_149,C21_1PF_N_lf_Fi_150_399,C21_1PF_N_lf_Fi_400_649,C21_1PF_N_lf_Fi_650_799,C21_1PF_N_lf_Fi_800_1249,C21_1PF_N_lf_Fi_1250_1999,C21_1PF_N_lf_Fi_2000_2499,C21_1PF_N_lf_Fi_2500_2999,C21_1PF_N_lf_Fi_3000_3999,C21_1PF_N_lf_Fi_4000_more,C21_1PF_N_lf_Fi_Ns,C21_1PF_N_the_lf_Tot,C21_1PF_LFns_Neg_ni_inc,C21_1PF_LFns_1_149,C21_1PF_LFns_150_399,C21_1PF_LFns_400_649,C21_1PF_LFns_Fi_650_799,C21_1PF_LFns_Fi_800_1249,C21_1PF_LFns_Fi_1250_1999,C21_1PF_LFns_Fi_2000_2499,C21_1PF_LFns_Fi_2500_2999,C21_1PF_LFns_Fi_3000_3999,C21_1PF_LFns_4000more,C21_1PF_LFns_Ns,C21_1PF_LFns_Tot,C21_1PF_TotFI_Neg_ni_inc,C21_1PF_TotFI_1_149,C21_1PF_TotFI_150_399,C21_1PF_TotFI_400_649,C21_1PF_TotFI_650_799,C21_1PF_TotFI_800_1249,C21_1PF_TotFI_1250_1999,C21_1PF_TotFI_2000_2499,C21_1PF_TotFI_2500_2999,C21_1PF_TotFI_3000_3999,C21_1PF_TotFI_4000more,C21_One_par_f_TotFI_Ns,C21_One_parent_f_Tot_Tot,C21_TotFI_Neg_ni_inc,C21_TotFI_1_149,C21_TotFI_150_399,C21_TotFI_400_649,C21_TotFI_650_799,C21_TotFI_800_1249,C21_TotFI_1250_1999,C21_TotFI_2000_2499,C21_TotFI_2500_2999,C21_TotFI_3000_3999,C21_TotFI_4000_more,C21_TotFI_Ns,C21_Tot_Tot
50502,1171,0,0,0,6,10,20,68,27,20,30,39,29,249,0,0,0,0,3,0,21,23,26,22,62,31,191,81,12,57,128,112,291,365,185,104,125,98,124,1682,0,0,0,6,0,7,6,9,0,3,6,1401,1450,103,20,92,260,302,1200,3216,2709,2277,4248,7213,2321,23971,5,0,3,30,56,355,850,537,215,230,256,243,2788,3,10,62,222,230,531,480,183,67,66,53,141,2048,7,0,4,14,21,34,47,26,13,13,9,35,207,20,6,51,99,42,61,33,9,6,0,3,31,367,99,22,172,513,242,694,540,174,86,54,55,195,2856,3,0,0,0,0,3,5,4,0,0,0,66,88,131,43,292,884,587,1682,1965,924,397,363,371,706,8347,646,219,582,1975,2615,5575,8972,6235,4666,7370,10549,4696,54094
50503,1318,0,0,3,7,13,54,113,79,38,41,39,45,428,0,0,5,0,0,4,36,30,57,63,57,88,331,80,15,45,109,137,288,408,177,84,96,41,143,1630,0,0,0,5,0,10,21,8,5,6,15,2767,2837,101,22,79,232,323,1347,4729,4206,3813,5200,4701,4165,28906,3,3,8,27,69,551,1102,594,257,253,143,308,3318,4,11,84,310,321,680,586,187,74,66,25,183,2530,6,0,8,28,21,59,69,36,21,20,9,58,334,25,4,56,156,47,85,56,29,16,9,11,36,517,140,27,189,599,370,722,508,163,81,57,28,235,3134,3,0,3,4,4,3,0,7,0,0,0,57,80,179,48,348,1129,837,2096,2319,1018,448,400,212,871,9903,692,183,628,2115,2870,5899,10322,7622,6013,7617,6184,6705,56852
50601,548,3,0,0,4,0,27,55,36,12,20,13,17,186,0,0,0,0,0,0,10,10,20,24,17,25,108,35,6,16,57,70,149,182,64,29,22,24,51,695,0,0,0,0,0,5,5,5,0,3,5,1087,1113,49,9,18,108,152,696,2389,2004,1584,2163,1782,1539,12495,0,0,3,10,36,278,460,220,90,91,54,99,1336,0,7,36,107,117,265,224,59,22,30,9,48,928,0,0,3,14,11,26,30,12,3,3,5,19,133,8,7,31,87,34,37,51,8,6,3,0,23,291,61,9,90,339,175,374,243,85,45,18,16,121,1573,0,0,0,0,0,3,4,3,0,0,0,39,52,75,20,157,559,367,982,1008,389,167,143,89,354,4319,315,89,268,1003,1326,2811,4980,3495,2553,3270,2430,2595,25130
50602,376,0,0,0,3,4,13,18,10,9,6,14,9,87,0,0,0,0,0,6,8,13,10,16,18,9,63,31,6,21,43,41,95,117,37,24,18,25,34,494,0,0,0,0,0,0,3,6,4,0,7,490,507,38,4,32,90,112,444,1088,947,779,1324,1644,733,7229,0,0,10,9,20,114,256,185,66,87,81,70,894,0,3,15,72,68,145,143,36,24,22,9,32,568,0,0,0,0,8,13,19,3,3,3,3,15,66,8,0,30,43,21,26,21,4,0,0,5,3,161,55,8,62,167,107,234,189,67,32,20,13,80,1025,0,0,0,0,0,3,0,0,0,0,0,22,23,59,17,121,290,223,526,632,295,128,137,108,222,2748,243,55,217,602,829,1781,3247,2396,1801,2599,2879,1687,18345
50603,784,0,0,0,5,0,20,34,18,11,12,15,16,140,0,0,0,0,0,5,10,4,11,22,10,14,86,45,20,38,62,48,144,229,84,60,83,47,74,939,0,0,0,0,0,8,13,5,0,3,0,812,849,55,19,71,160,165,762,2119,1740,1424,2284,2622,1318,12738,0,0,0,16,18,160,331,212,90,111,89,83,1114,3,4,24,88,77,199,192,69,33,28,16,74,797,0,0,3,11,4,19,16,8,4,4,0,16,87,10,3,15,31,20,33,22,3,3,0,0,14,149,69,17,66,186,103,269,172,72,49,27,27,113,1167,0,0,0,0,0,3,4,4,0,0,0,41,49,80,23,116,318,224,683,738,370,170,169,131,336,3365,406,141,313,899,1274,2787,4670,3197,2335,3271,3459,2264,25010
50604,1072,6,5,5,10,9,34,65,34,14,24,27,34,255,0,0,0,0,0,8,19,21,13,23,24,29,135,61,13,26,104,119,236,351,143,83,96,50,113,1398,0,0,0,6,5,12,14,4,9,4,5,1246,1299,65,20,61,235,308,1332,3279,2572,2010,2613,2296,1953,16749,0,0,3,23,44,306,511,290,131,151,62,134,1653,3,0,39,171,137,283,282,101,37,30,16,75,1171,6,0,3,20,15,26,34,16,6,3,0,38,165,16,3,48,73,42,49,36,9,4,7,3,23,320,98,21,139,393,215,443,370,105,55,38,27,150,2046,0,0,0,0,0,0,6,0,0,4,0,55,73,117,28,241,681,454,1102,1237,530,239,237,108,466,5425,537,134,422,1366,2030,4055,6599,4396,3098,3769,2870,3229,32518
50605,267,0,0,0,0,0,9,14,21,7,13,12,13,92,3,0,0,0,0,0,0,0,6,14,20,9,57,12,0,12,20,23,78,95,56,38,27,27,39,426,0,0,0,0,0,0,0,0,0,0,0,639,646,14,7,19,34,46,284,1013,1021,957,1479,1558,978,7406,0,0,3,8,13,123,265,177,73,81,56,80,881,0,5,16,59,67,177,140,41,23,20,5,39,605,0,0,6,9,3,5,14,12,3,8,7,25,83,0,4,7,38,13,17,13,3,4,0,0,11,111,23,10,42,118,70,153,145,44,20,11,8,79,724,0,0,5,3,0,0,0,0,0,0,0,10,17,28,16,81,233,165,476,574,281,123,121,80,238,2415,173,88,166,541,849,1738,2814,2035,1609,2307,2239,1756,16337
50606,148,3,0,0,4,0,0,17,20,6,15,8,5,88,0,0,0,0,0,0,5,8,3,15,10,7,58,13,4,6,14,11,31,35,32,10,6,3,10,168,0,0,0,0,0,0,5,0,0,0,0,546,547,11,6,6,33,33,147,790,717,595,753,708,758,4567,0,0,5,3,6,77,136,61,26,34,12,44,402,3,0,9,39,41,99,47,23,19,3,0,17,306,0,0,0,4,7,11,9,0,6,0,0,3,46,0,0,7,16,5,7,12,0,0,0,0,0,52,12,0,27,72,53,73,49,20,6,9,11,38,369,0,0,0,0,0,0,0,0,0,0,0,3,3,21,0,48,133,110,266,249,110,58,47,26,108,1179,89,33,81,271,382,756,1546,1261,982,1161,1004,1166,8738
50607,197,0,0,0,3,0,5,6,5,0,3,14,3,37,0,0,0,0,3,0,3,0,4,8,11,5,37,7,0,6,20,7,37,50,24,12,23,36,15,247,0,0,0,0,0,0,0,0,0,0,0,291,295,12,0,16,35,29,122,342,379,334,741,2035,437,4491,0,0,0,5,3,51,125,81,33,54,79,39,473,0,0,9,26,41,67,92,29,10,9,15,25,325,3,0,0,6,0,5,0,5,4,0,3,5,31,4,0,9,14,11,0,8,3,0,0,0,5,54,27,3,34,71,30,83,74,32,14,13,8,38,432,0,0,0,0,0,0,0,0,0,0,0,18,18,41,5,53,118,80,209,303,155,58,72,111,128,1329,132,43,119,316,363,810,1525,1092,882,1468,3214,888,10847
50701,570,0,0,0,0,3,15,36,23,15,29,23,21,171,0,0,0,0,0,3,13,15,17,31,35,31,145,30,8,15,39,58,124,180,83,37,58,39,66,732,0,0,0,0,0,3,5,7,0,3,0,1150,1179,41,15,31,79,131,561,1949,2150,1991,3109,3277,1774,15118,0,0,4,11,30,238,553,334,140,169,100,153,1732,3,8,33,157,150,368,303,101,46,47,20,89,1321,0,0,7,13,12,25,25,22,5,9,10,28,155,4,8,29,47,25,23,36,8,3,4,0,17,211,45,24,96,276,126,361,261,90,46,29,20,133,1502,0,0,0,0,0,0,0,0,0,0,0,31,48,58,37,171,499,351,1024,1186,553,246,253,148,442,4971,332,135,333,1010,1480,2933,5098,4167,3448,5000,4592,3129,31662
50702,168,0,0,0,0,0,0,0,7,5,7,14,0,34,0,0,0,0,0,0,0,0,5,7,11,5,34,7,0,10,15,14,36,51,24,16,16,17,22,223,0,0,0,0,0,0,0,0,0,0,0,279,285,7,0,10,31,34,106,317,370,380,746,1611,459,4068,0,0,0,3,8,42,132,100,37,68,75,51,513,3,0,9,32,35,96,130,18,14,15,21,37,406,0,0,0,0,0,4,11,3,6,0,6,3,37,4,0,8,16,0,7,7,5,0,0,0,4,57,18,0,35,99,49,121,80,29,17,4,10,44,509,0,0,3,6,0,0,0,0,0,0,4,11,17,25,6,61,158,94,270,365,157,69,87,100,147,1538,89,28,104,304,420,862,1387,1019,795,1476,2650,958,10100
50703,277,0,0,6,0,0,17,28,24,6,10,12,13,111,0,0,0,0,3,5,6,10,8,8,3,4,54,14,4,9,22,32,80,81,30,28,9,3,20,327,0,0,0,0,0,6,0,4,0,4,0,607,627,15,3,13,44,79,330,1165,938,757,962,626,851,5783,0,0,0,5,20,135,250,102,45,39,22,52,682,0,0,18,58,69,151,94,30,17,10,8,41,497,0,0,0,10,3,10,22,7,0,8,0,19,82,7,0,26,49,16,14,20,0,0,4,0,4,142,25,6,62,197,102,203,144,32,12,18,11,67,873,0,0,0,0,0,0,0,0,0,0,0,20,16,32,12,101,325,213,508,522,178,77,66,36,205,2287,122,38,150,518,647,1288,2367,1620,1235,1443,863,1426,11707
50704,644,0,0,0,0,3,3,24,14,17,18,33,11,130,0,0,0,0,0,0,0,0,9,12,31,18,78,33,7,18,38,50,111,181,126,71,80,95,73,890,0,0,0,0,0,0,3,3,5,0,4,852,872,41,11,32,85,102,361,1168,1233,1330,2648,5505,1413,13938,0,0,10,13,15,141,314,284,117,147,195,141,1364,5,5,25,92,86,215,240,96,34,36,32,68,927,0,0,0,6,3,14,24,13,6,8,4,20,104,11,4,16,38,18,12,14,7,3,4,3,5,138,58,18,73,175,85,235,231,105,41,44,34,79,1178,0,0,7,4,0,3,3,0,0,0,0,17,33,73,23,125,321,212,616,820,494,203,244,265,329,3737,367,194,289,871,1162,2590,4066,2908,2414,4179,7573,2446,29048
