SA3_CODE_2021,C21_Aus_Bplace_NS,C21_Aus_Tot_resp,C21_Aus_Ab_BP_B_OS,C21_Aus_Ab_Fa_O_B_OS,C21_Aus_Ab_Mo_O_B_OS,C21_Aus_Ab_BP_B_Aus,C21_Aus_Abor_Bplace_NS,C21_Aus_Abor_Tot_respons,C21_Chi_BP_B_OS,C21_Chi_Fa_O_B_OS,C21_Chi_Mo_O_B_OS,C21_Chi_BP_B_Aus,C21_Chi_Bplace_NS,C21_Chi_Tot_resp,C21_Cro_BP_B_OS,C21_Cro_Fa_O_B_OS,C21_Cro_Mo_O_B_OS,C21_Cro_BP_B_Aus,C21_Cro_Bplace_NS,C21_Cro_Tot_resp,C21_Dut_BP_B_OS,C21_Dut_Fa_O_B_OS,C21_Dut_Mo_O_B_OS,C21_Dut_BP_B_Aus,C21_Dut_Bplace_NS,C21_Dut_Tot_resp,C21_Eng_BP_B_OS,C21_Eng_Fa_O_B_OS,C21_Eng_Mo_O_B_OS,C21_Eng_BP_B_Aus,C21_Eng_Bplace_NS,C21_Eng_Tot_resp,C21_Fil_BP_B_OS,C21_Fil_Fa_O_B_OS,C21_Fil_Mo_O_B_OS,C21_Fil_BP_B_Aus,C21_Fil_Bplace_NS,C21_Fil_Tot_resp,C21_Fre_BP_B_OS,C21_Fre_Fa_O_B_OS,C21_Fre_Mo_O_B_OS,C21_Fre_BP_B_Aus,C21_Fre_Bplace_NS,C21_Fre_Tot_resp,C21_Ger_BP_B_OS,C21_Ger_Fa_O_B_OS,C21_Ger_Mo_O_B_OS,C21_Ger_BP_B_Aus,C21_Ger_Bplace_NS,C21_Ger_Tot_resp,C21_Gre_BP_B_OS,C21_Gre_Fa_O_B_OS,C21_Gre_Mo_O_B_OS,C21_Gre_BP_B_Aus,C21_Gre_Bplace_NS,C21_Gre_Tot_resp,C21_Hun_BP_B_OS,C21_Hun_Fa_O_B_OS,C21_Hun_Mo_O_B_OS,C21_Hun_BP_B_Aus,C21_Hun_Bplace_NS,C21_Hun_Tot_resp,C21_Ind_BP_B_OS,C21_Ind_Fa_O_B_OS,C21_Ind_Mo_O_B_OS,C21_Ind_BP_B_Aus,C21_Ind_Bplace_NS,C21_Ind_Tot_resp,C21_Iri_BP_B_OS,C21_Iri_Fa_O_B_OS,C21_Iri_Mo_O_B_OS,C21_Iri_BP_B_Aus,C21_Iri_Bplace_NS,C21_Iri_Tot_resp,C21_Ita_BP_B_OS,C21_Ita_Fa_O_B_OS,C21_Ita_Mo_O_B_OS,C21_Ita_BP_B_Aus,C21_Ita_Bplace_NS,C21_Ita_Tot_resp,C21_Kor_BP_B_OS,C21_Kor_Fa_O_B_OS,C21_Kor_Mo_O_B_OS,C21_Kor_BP_B_Aus,C21_Kor_Bplace_NS,C21_Kor_Tot_resp,C21_Leb_BP_B_OS,C21_Leb_Fa_O_B_OS,C21_Leb_Mo_O_B_OS,C21_Leb_BP_B_Aus,C21_Leb_Bplace_NS,C21_Leb_Tot_resp,C21_Mac_BP_B_OS,C21_Mac_Fa_O_B_OS,C21_Mac_Mo_O_B_OS,C21_Mac_BP_B_Aus,C21_Mac_Bplace_NS,C21_Mac_Tot_resp,C21_Mal_BP_B_OS,C21_Mal_Fa_O_B_OS,C21_Mal_Mo_O_B_OS,C21_Mal_BP_B_Aus,C21_Mal_Bplace_NS,C21_Mal_Tot_resp,C21_Mao_BP_B_OS,C21_Mao_Fa_O_B_OS,C21_Mao_Mo_O_B_OS,C21_Mao_BP_B_Aus,C21_Mao_Bplace_NS,C21_Mao_Tot_resp,C21_NZ_BP_B_OS,C21_NZ_Fa_O_B_OS,C21_NZ_Mo_O_B_OS,C21_NZ_BP_B_Aus,C21_NZ_Bplace_NS,C21_NZ_Tot_resp,C21_Pol_BP_B_OS,C21_Pol_Fa_O_B_OS,C21_Pol_Mo_O_B_OS,C21_Pol_BP_B_Aus,C21_Pol_Bplace_NS,C21_Pol_Tot_resp,C21_Rus_BP_B_OS,C21_Rus_Fa_O_B_OS,C21_Rus_Mo_O_B_OS,C21_Rus_BP_B_Aus,C21_Rus_Birthplac_ns,C21_Rus_Tot_resp,C21_Sam_BP_B_OS,C21_Sam_Fa_O_B_OS,C21_Sam_Mo_O_B_OS,C21_Sam_BP_B_Aus,C21_Sam_Birthplac_ns,C21_Sam_Tot_resp,C21_Sco_BP_B_OS,C21_Sco_Fa_O_B_OS,C21_Sco_Mo_O_B_OS,C21_Sco_BP_B_Aus,C21_Sco_Birthplac_ns,C21_Sco_Tot_resp,C21_Ser_BP_B_OS,C21_Ser_Fa_O_B_OS,C21_Ser_Mo_O_B_OS,C21_Ser_BP_B_Aus,C21_Ser_Bplace_NS,C21_Ser_Tot_resp,C21_SAf_BP_B_OS,C21_SAf_Fa_O_B_OS,C21_SAf_Mo_O_B_OS,C21_SAf_BP_B_Aus,C21_SAf_Bplace_NS,C21_SAf_Tot_resp,C21_Span_BP_B_OS,C21_Span_Fa_O_B_OS,C21_Span_Mo_O_B_OS,C21_Span_BP_B_Aus,C21_Span_Bplace_NS,C21_Span_Tot_resp,C21_SriL_BP_B_OS,C21_SriL_Fa_O_B_OS,C21_SriL_Mo_O_B_OS,C21_SriL_BP_B_Aus,C21_SriL_Bplace_NS,C21_SriL_Tot_resp,C21_Viet_BP_B_OS,C21_Viet_Fa_O_B_OS,C21_Viet_Mo_O_B_OS,C21_Viet_BP_B_Aus,C21_Viet_Bplace_NS,C21_Viet_Tot_resp,C21_Wel_BP_B_OS,C21_Wel_Fa_O_B_OS,C21_Wel_Mo_O_B_OS,C21_Wel_BP_B_Aus,C21_Wel_Bplace_NS,C21_Wel_Tot_resp,C21_Oth_BP_B_OS,C21_Oth_Fa_O_B_OS,C21_Oth_Mo_O_B_OS,C21_Oth_BP_B_Aus,C21_Oth_Bplace_NS,C21_Oth_Tot_resp,C21_Anc_ns_BP_B_OS,C21_Anc_ns_Fa_O_B_OS,C21_Anc_ns_Mo_O_B_OS,C21_Anc_ns_BP_B_Aus,C21_Anc_ns_Bplace_NS,C21_Anc_NS_Tot_resp,C21_Tot_P_BP_B_OS,C21_Tot_P_Fa_O_B_OS,C21_Tot_P_Mo_O_B_OS,C21_Tot_P_BP_B_Aus,C21_Tot_P_Bplace_NS,C21_Tot_P_Tot_resp
50101,230,22040,5,71,37,885,11,1009,297,28,33,59,6,417,70,33,21,145,4,281,601,170,118,396,14,1302,7750,2837,2344,14355,275,27560,269,14,59,23,0,361,336,30,55,102,0,526,775,178,173,1043,16,2189,66,38,15,112,5,235,49,18,5,34,0,115,174,24,24,45,0,270,1489,534,367,3726,47,6166,656,252,120,1164,21,2217,87,0,11,0,0,101,10,8,3,5,0,26,13,9,8,32,0,63,37,15,11,33,0,103,188,74,42,26,0,325,376,206,116,52,9,761,180,54,43,100,5,383,67,7,11,41,0,137,9,0,0,0,0,8,1635,586,440,3421,35,6125,27,4,5,10,0,49,347,76,56,20,3,498,143,15,17,95,5,272,40,10,8,10,0,68,83,8,3,8,3,99,290,59,40,155,5,548,2150,431,472,549,33,3630,111,43,38,303,3461,3955,14418,5012,4135,29748,4019,57332
50102,346,41737,24,216,110,3132,65,3543,842,28,58,79,4,1018,105,54,44,174,6,376,1083,331,227,619,12,2269,11365,4814,3786,27951,434,48343,1619,12,132,27,10,1803,246,45,32,185,3,509,1013,294,208,1985,26,3526,101,55,18,233,6,410,56,23,9,35,0,128,760,43,26,76,0,898,2233,712,593,6161,57,9759,1811,806,309,3985,43,6949,148,0,23,3,0,173,70,13,9,9,0,101,26,8,8,49,0,86,40,26,17,44,0,121,1089,192,129,53,19,1482,574,323,167,124,12,1203,478,111,99,333,6,1029,151,14,17,41,0,230,54,6,6,0,0,67,2597,926,781,6036,72,10410,51,11,8,19,0,85,1032,72,80,40,0,1218,172,29,23,136,0,362,38,8,8,8,0,67,132,5,20,3,3,160,386,120,71,324,6,899,4004,583,539,1012,50,6187,251,52,51,495,6173,7024,26266,8588,6526,59090,7080,107549
50103,119,9043,5,53,16,494,4,573,96,4,6,14,0,117,39,17,8,40,0,107,246,88,47,114,3,501,2965,1108,827,6326,176,11399,112,0,19,5,0,134,70,9,8,31,0,119,269,77,72,415,7,843,31,4,3,24,0,57,27,3,0,7,0,41,80,13,9,9,0,110,499,201,131,1444,35,2314,397,163,72,739,10,1383,11,0,4,0,0,17,7,0,0,0,0,16,122,13,8,57,0,205,14,10,0,5,0,37,60,15,26,3,3,108,124,57,42,23,6,253,87,13,9,48,3,159,18,4,3,3,0,33,0,0,0,0,0,0,597,222,177,1525,34,2554,15,0,0,5,0,23,76,17,12,4,0,100,27,3,3,33,0,68,5,4,0,0,0,10,31,0,8,0,0,33,91,38,9,54,0,188,696,139,122,277,20,1250,60,33,10,141,1668,1917,5617,1984,1450,12832,1975,23863
50201,420,38970,28,196,123,2597,60,2996,749,34,45,94,3,923,181,88,37,205,3,521,1275,290,222,536,14,2334,18138,4918,4048,24129,520,51762,1310,23,180,35,10,1567,332,37,30,133,5,537,1119,259,226,1814,20,3437,108,51,16,143,0,315,107,18,9,41,3,179,743,45,45,57,0,898,3346,742,523,5548,84,10242,968,446,212,1774,34,3424,95,8,14,0,0,118,19,3,0,16,0,45,23,3,4,29,3,64,99,30,13,67,0,211,1231,217,118,83,9,1654,780,278,197,136,3,1399,362,54,42,202,0,671,140,21,15,46,4,224,120,22,0,0,0,152,3894,901,803,5349,74,11017,60,21,12,31,0,120,940,88,74,28,13,1141,228,25,17,118,4,392,77,10,8,6,0,103,160,0,25,6,0,190,732,116,85,242,4,1180,4489,663,624,950,56,6784,360,59,45,504,5934,6907,33858,8598,6877,51313,6996,107641
50301,104,22095,13,45,24,391,0,473,4832,182,342,192,24,5570,230,105,56,377,10,775,822,215,136,324,3,1496,8937,3398,2626,14094,140,29189,182,7,65,4,4,269,495,53,59,135,0,749,1049,243,197,1089,10,2593,314,169,65,481,4,1033,126,27,22,37,0,210,1374,96,110,66,4,1654,2455,748,531,4855,29,8615,1209,481,235,1402,13,3348,118,12,24,4,4,162,68,7,8,38,0,112,82,19,19,87,0,213,30,18,0,42,0,97,65,9,18,6,0,98,276,103,88,52,0,524,470,86,72,166,0,798,205,28,24,26,0,287,16,0,0,0,0,20,2406,863,619,4418,31,8333,99,14,20,16,0,149,825,107,104,14,0,1056,241,21,26,65,0,344,255,43,22,15,0,340,312,11,36,9,0,365,405,70,65,208,3,751,5732,723,855,812,39,8155,151,29,18,135,2531,2861,27071,6592,5494,29711,2861,71735
50302,212,26517,32,73,56,724,8,902,7752,226,336,255,41,8605,484,143,114,523,5,1271,939,316,215,551,13,2030,12876,4452,3350,15787,227,36691,1021,25,141,18,3,1213,868,94,86,201,3,1250,1492,344,232,1477,24,3566,702,244,135,608,4,1696,210,32,44,69,0,360,3218,151,106,101,18,3594,4413,1095,797,6016,61,12384,3626,1016,467,2739,41,7882,804,15,25,15,0,865,107,14,26,30,0,177,373,69,55,142,0,637,92,48,13,70,6,229,351,66,33,23,0,472,540,217,124,36,5,927,848,145,119,336,6,1451,417,37,52,54,3,556,45,16,3,5,0,69,3584,1026,768,4786,53,10223,426,31,30,50,8,546,756,89,95,25,3,970,681,29,40,91,10,849,270,36,26,28,3,364,1352,54,69,43,4,1521,554,130,73,276,4,1033,14764,1227,1224,1246,99,18559,486,26,16,168,6176,6866,52750,9253,7071,34594,6865,110530
50401,176,21794,30,117,52,1204,36,1435,4934,150,233,130,22,5471,462,133,81,353,7,1034,770,221,160,391,7,1548,9336,3337,2479,11801,193,27148,1256,25,109,33,6,1429,500,52,30,124,3,709,938,215,178,934,21,2279,450,134,53,302,8,941,121,29,20,33,6,220,2735,147,112,95,9,3101,2829,775,499,3801,44,7945,3412,975,457,2541,39,7425,318,0,37,7,0,366,97,16,8,24,0,139,295,50,27,113,3,493,162,31,23,73,0,288,501,86,50,22,8,668,448,185,98,43,12,779,826,84,105,259,15,1278,249,20,22,35,0,330,48,7,0,0,0,68,2366,743,572,3076,38,6796,614,49,37,52,0,759,525,80,73,18,5,696,307,31,18,66,0,421,283,26,37,30,0,373,2478,45,82,47,9,2664,374,70,55,184,0,680,10339,928,922,976,91,13257,554,44,30,159,3461,4245,40693,7177,5442,27087,4068,84462
50402,147,15686,12,65,54,990,27,1146,295,31,44,74,5,446,162,50,19,144,4,377,593,168,104,275,7,1147,6767,2217,1765,8692,162,19602,607,18,34,9,0,671,173,31,22,80,0,305,570,145,101,661,14,1494,65,30,12,72,3,183,72,14,9,45,0,141,361,45,14,35,0,459,1271,356,243,2046,26,3935,719,291,123,888,9,2023,17,0,6,0,0,23,7,4,0,5,0,15,22,7,4,24,0,56,35,13,7,32,7,92,214,41,44,9,0,305,289,137,67,45,10,553,277,50,36,104,0,469,59,10,10,30,5,108,12,0,0,0,0,13,1496,497,359,2219,20,4594,45,7,0,8,0,57,283,35,18,9,3,351,78,16,4,33,0,127,32,13,6,7,0,59,51,0,0,0,0,57,289,56,56,116,4,519,1917,411,338,511,27,3199,100,26,23,151,3741,4035,13342,4064,3108,19175,4102,43792
50403,364,42919,51,311,207,3978,72,4626,3592,77,182,132,18,4010,774,188,115,618,12,1712,1209,360,215,707,10,2492,18198,5705,4571,22167,466,51112,4200,56,272,38,26,4592,553,65,64,132,5,825,1387,362,310,1725,26,3810,283,137,72,326,5,824,229,34,29,72,0,374,6412,209,125,152,19,6914,3760,971,656,5108,71,10560,2565,1027,566,3449,50,7658,171,4,17,4,6,195,100,36,7,33,0,177,414,92,53,160,8,726,192,76,43,113,3,426,2115,244,171,87,15,2639,1088,406,259,137,12,1899,814,159,125,411,9,1517,217,21,31,35,0,301,202,34,11,3,0,258,4176,1088,908,4911,68,11144,529,51,23,49,4,659,1326,128,116,43,6,1619,590,39,32,138,6,804,331,41,9,20,5,413,2847,50,87,64,7,3055,581,121,90,259,3,1067,21608,1442,1271,1553,191,26064,1196,80,87,436,6604,8396,68819,11517,9106,51097,7778,148324
50501,244,48719,28,128,85,1094,12,1346,3294,131,208,229,14,3878,550,202,95,555,0,1408,2172,470,300,806,8,3758,36126,7178,5875,24608,352,74137,774,48,150,40,6,1021,868,114,74,225,7,1283,2732,467,396,1918,22,5523,554,191,103,414,3,1268,294,59,32,52,4,443,2361,163,122,132,10,2782,9651,1443,1045,7254,75,19460,2998,1039,521,3045,35,7630,191,9,24,0,0,224,108,25,9,50,0,190,401,96,55,230,0,789,171,59,41,109,0,387,757,155,94,38,10,1054,1170,497,285,99,0,2046,1338,165,161,299,10,1969,376,21,49,52,4,505,69,7,8,0,0,83,8634,1515,1086,6349,61,17649,289,40,17,45,0,383,3444,243,185,30,3,3913,531,48,56,120,5,768,196,36,32,30,0,298,502,17,57,12,3,595,1668,181,131,362,6,2351,11162,1379,1530,1480,101,15646,613,81,69,391,4430,5587,74697,13847,11188,55680,5225,160641
