SA3_CODE_2021,C21_Aus_Bplace_NS,C21_Aus_Tot_resp,C21_Aus_Ab_BP_B_OS,C21_Aus_Ab_Fa_O_B_OS,C21_Aus_Ab_Mo_O_B_OS,C21_Aus_Ab_BP_B_Aus,C21_Aus_Abor_Bplace_NS,C21_Aus_Abor_Tot_respons,C21_Chi_BP_B_OS,C21_Chi_Fa_O_B_OS,C21_Chi_Mo_O_B_OS,C21_Chi_BP_B_Aus,C21_Chi_Bplace_NS,C21_Chi_Tot_resp,C21_Cro_BP_B_OS,C21_Cro_Fa_O_B_OS,C21_Cro_Mo_O_B_OS,C21_Cro_BP_B_Aus,C21_Cro_Bplace_NS,C21_Cro_Tot_resp,C21_Dut_BP_B_OS,C21_Dut_Fa_O_B_OS,C21_Dut_Mo_O_B_OS,C21_Dut_BP_B_Aus,C21_Dut_Bplace_NS,C21_Dut_Tot_resp,C21_Eng_BP_B_OS,C21_Eng_Fa_O_B_OS,C21_Eng_Mo_O_B_OS,C21_Eng_BP_B_Aus,C21_Eng_Bplace_NS,C21_Eng_Tot_resp,C21_Fil_BP_B_OS,C21_Fil_Fa_O_B_OS,C21_Fil_Mo_O_B_OS,C21_Fil_BP_B_Aus,C21_Fil_Bplace_NS,C21_Fil_Tot_resp,C21_Fre_BP_B_OS,C21_Fre_Fa_O_B_OS,C21_Fre_Mo_O_B_OS,C21_Fre_BP_B_Aus,C21_Fre_Bplace_NS,C21_Fre_Tot_resp,C21_Ger_BP_B_OS,C21_Ger_Fa_O_B_OS,C21_Ger_Mo_O_B_OS,C21_Ger_BP_B_Aus,C21_Ger_Bplace_NS,C21_Ger_Tot_resp,C21_Gre_BP_B_OS,C21_Gre_Fa_O_B_OS,C21_Gre_Mo_O_B_OS,C21_Gre_BP_B_Aus,C21_Gre_Bplace_NS,C21_Gre_Tot_resp,C21_Hun_BP_B_OS,C21_Hun_Fa_O_B_OS,C21_Hun_Mo_O_B_OS,C21_Hun_BP_B_Aus,C21_Hun_Bplace_NS,C21_Hun_Tot_resp,C21_Ind_BP_B_OS,C21_Ind_Fa_O_B_OS,C21_Ind_Mo_O_B_OS,C21_Ind_BP_B_Aus,C21_Ind_Bplace_NS,C21_Ind_Tot_resp,C21_Iri_BP_B_OS,C21_Iri_Fa_O_B_OS,C21_Iri_Mo_O_B_OS,C21_Iri_BP_B_Aus,C21_Iri_Bplace_NS,C21_Iri_Tot_resp,C21_Ita_BP_B_OS,C21_Ita_Fa_O_B_OS,C21_Ita_Mo_O_B_OS,C21_Ita_BP_B_Aus,C21_Ita_Bplace_NS,C21_Ita_Tot_resp,C21_Kor_BP_B_OS,C21_Kor_Fa_O_B_OS,C21_Kor_Mo_O_B_OS,C21_Kor_BP_B_Aus,C21_Kor_Bplace_NS,C21_Kor_Tot_resp,C21_Leb_BP_B_OS,C21_Leb_Fa_O_B_OS,C21_Leb_Mo_O_B_OS,C21_Leb_BP_B_Aus,C21_Leb_Bplace_NS,C21_Leb_Tot_resp,C21_Mac_BP_B_OS,C21_Mac_Fa_O_B_OS,C21_Mac_Mo_O_B_OS,C21_Mac_BP_B_Aus,C21_Mac_Bplace_NS,C21_Mac_Tot_resp,C21_Mal_BP_B_OS,C21_Mal_Fa_O_B_OS,C21_Mal_Mo_O_B_OS,C21_Mal_BP_B_Aus,C21_Mal_Bplace_NS,C21_Mal_Tot_resp,C21_Mao_BP_B_OS,C21_Mao_Fa_O_B_OS,C21_Mao_Mo_O_B_OS,C21_Mao_BP_B_Aus,C21_Mao_Bplace_NS,C21_Mao_Tot_resp,C21_NZ_BP_B_OS,C21_NZ_Fa_O_B_OS,C21_NZ_Mo_O_B_OS,C21_NZ_BP_B_Aus,C21_NZ_Bplace_NS,C21_NZ_Tot_resp,C21_Pol_BP_B_OS,C21_Pol_Fa_O_B_OS,C21_Pol_Mo_O_B_OS,C21_Pol_BP_B_Aus,C21_Pol_Bplace_NS,C21_Pol_Tot_resp,C21_Rus_BP_B_OS,C21_Rus_Fa_O_B_OS,C21_Rus_Mo_O_B_OS,C21_Rus_BP_B_Aus,C21_Rus_Birthplac_ns,C21_Rus_Tot_resp,C21_Sam_BP_B_OS,C21_Sam_Fa_O_B_OS,C21_Sam_Mo_O_B_OS,C21_Sam_BP_B_Aus,C21_Sam_Birthplac_ns,C21_Sam_Tot_resp,C21_Sco_BP_B_OS,C21_Sco_Fa_O_B_OS,C21_Sco_Mo_O_B_OS,C21_Sco_BP_B_Aus,C21_Sco_Birthplac_ns,C21_Sco_Tot_resp,C21_Ser_BP_B_OS,C21_Ser_Fa_O_B_OS,C21_Ser_Mo_O_B_OS,C21_Ser_BP_B_Aus,C21_Ser_Bplace_NS,C21_Ser_Tot_resp,C21_SAf_BP_B_OS,C21_SAf_Fa_O_B_OS,C21_SAf_Mo_O_B_OS,C21_SAf_BP_B_Aus,C21_SAf_Bplace_NS,C21_SAf_Tot_resp,C21_Span_BP_B_OS,C21_Span_Fa_O_B_OS,C21_Span_Mo_O_B_OS,C21_Span_BP_B_Aus,C21_Span_Bplace_NS,C21_Span_Tot_resp,C21_SriL_BP_B_OS,C21_SriL_Fa_O_B_OS,C21_SriL_Mo_O_B_OS,C21_SriL_BP_B_Aus,C21_SriL_Bplace_NS,C21_SriL_Tot_resp,C21_Viet_BP_B_OS,C21_Viet_Fa_O_B_OS,C21_Viet_Mo_O_B_OS,C21_Viet_BP_B_Aus,C21_Viet_Bplace_NS,C21_Viet_Tot_resp,C21_Wel_BP_B_OS,C21_Wel_Fa_O_B_OS,C21_Wel_Mo_O_B_OS,C21_Wel_BP_B_Aus,C21_Wel_Bplace_NS,C21_Wel_Tot_resp,C21_Oth_BP_B_OS,C21_Oth_Fa_O_B_OS,C21_Oth_Mo_O_B_OS,C21_Oth_BP_B_Aus,C21_Oth_Bplace_NS,C21_Oth_Tot_resp,C21_Anc_ns_BP_B_OS,C21_Anc_ns_Fa_O_B_OS,C21_Anc_ns_Mo_O_B_OS,C21_Anc_ns_BP_B_Aus,C21_Anc_ns_Bplace_NS,C21_Anc_NS_Tot_resp,C21_Tot_P_BP_B_OS,C21_Tot_P_Fa_O_B_OS,C21_Tot_P_Mo_O_B_OS,C21_Tot_P_BP_B_Aus,C21_Tot_P_Bplace_NS,C21_Tot_P_Tot_resp
50502,371,51061,76,203,80,1975,35,2378,10413,226,436,271,47,11401,1503,370,180,1016,12,3084,1754,523,293,803,14,3388,22343,7436,5397,27928,486,63590,2003,27,199,44,6,2287,1095,124,97,243,12,1564,2443,454,433,2285,37,5656,1609,390,194,1071,19,3279,419,76,34,82,0,617,6787,231,173,165,20,7383,6891,1631,1099,9027,108,18765,9351,2411,1089,6643,95,19575,557,4,44,18,7,624,197,38,22,48,0,302,2659,346,246,744,22,4012,180,64,56,132,0,428,983,150,90,35,9,1266,1038,399,238,120,8,1806,1673,230,211,426,16,2559,662,37,92,98,5,901,98,32,8,3,0,141,5394,1605,1189,7302,73,15566,1146,85,56,80,9,1375,2228,203,208,58,3,2697,908,63,63,190,3,1225,478,44,33,45,0,594,4222,87,139,73,20,4538,822,197,99,468,0,1591,30974,1998,2219,2015,240,37441,1606,104,56,438,9199,11409,104321,16443,12273,64555,10557,208149
50503,365,54762,76,301,182,3220,65,3845,4396,103,218,234,24,4972,736,206,103,514,16,1570,2140,436,281,773,24,3648,42614,7981,6861,24770,590,82824,3228,57,255,91,11,3647,929,77,62,198,4,1270,2557,479,385,1920,39,5374,537,197,104,435,7,1276,358,35,31,57,4,486,6515,175,116,162,18,6992,9397,1265,1011,5920,122,17723,3468,1338,688,4042,53,9590,264,8,25,3,0,301,163,51,24,49,0,289,1679,320,150,412,15,2574,233,76,39,126,0,478,2905,389,227,111,21,3655,1769,628,372,177,16,2955,1189,154,114,342,10,1809,368,29,66,66,6,535,312,42,22,10,6,385,9534,1397,1235,5502,109,17781,761,60,23,67,6,913,4527,242,215,50,12,5046,716,82,61,176,9,1039,225,40,22,39,0,328,4749,85,147,94,16,5088,1733,195,159,268,8,2370,25514,1867,1677,1748,215,31027,1819,125,96,557,8159,10760,111568,15940,12983,58408,9607,208506
50601,249,26795,32,168,146,2344,82,2769,3405,77,161,87,8,3749,150,52,32,159,7,395,1461,450,267,823,17,3019,13240,4028,3241,13527,339,34367,2399,26,129,39,12,2604,285,35,29,95,4,445,892,223,170,1063,17,2362,61,37,27,89,0,212,142,13,11,32,0,196,6105,116,56,69,9,6354,2236,562,415,2905,33,6148,923,448,247,1460,12,3095,350,3,10,0,0,367,98,28,12,25,0,161,24,10,3,24,0,64,65,27,15,54,5,161,1073,120,104,51,27,1372,620,269,136,75,18,1116,334,55,38,132,0,562,122,19,14,52,0,213,175,11,3,10,0,197,2687,783,566,3042,52,7125,77,13,6,24,0,120,1044,142,60,37,0,1289,297,23,21,80,4,426,443,11,6,16,0,472,195,9,10,5,0,225,430,91,63,159,3,750,13527,877,733,906,73,16117,581,62,39,280,4402,5369,45422,7614,5784,30213,5152,94184
50602,193,18449,20,122,63,1367,41,1613,5454,95,211,123,27,5911,246,57,42,192,6,540,551,183,101,358,5,1196,7700,2690,2137,10175,194,22898,1688,34,141,16,4,1887,382,54,28,81,3,543,793,173,159,950,5,2082,175,63,33,140,0,411,112,23,9,25,4,182,2865,81,74,67,8,3091,2257,578,420,3107,56,6414,1653,454,217,1477,28,3829,609,6,21,3,0,643,116,40,18,29,0,204,62,12,11,47,0,137,67,22,16,58,0,167,654,58,52,31,14,811,464,151,95,26,3,746,470,82,65,190,5,809,191,9,10,29,3,240,108,6,9,9,0,127,2026,588,491,2600,24,5722,120,8,10,23,0,152,411,51,36,22,0,520,324,13,25,50,3,419,300,31,19,21,0,367,765,10,53,18,4,845,271,59,46,162,0,528,12904,689,758,758,95,15211,516,20,33,161,4554,5281,37537,5377,4380,22883,5141,75312
50603,249,18701,32,92,65,1044,22,1258,16986,203,430,189,100,17905,187,52,33,180,3,450,771,213,159,408,7,1557,9402,2760,2066,10196,221,24647,1783,34,103,29,12,1960,301,21,28,88,0,444,755,139,122,782,21,1824,135,42,22,117,0,323,103,9,8,17,3,141,7686,116,68,65,22,7953,1958,526,355,2678,36,5548,1472,377,197,1209,28,3284,1444,12,32,5,0,1495,133,29,13,31,0,205,33,5,5,33,0,72,67,17,3,29,0,115,439,39,39,20,4,543,381,154,91,24,0,656,411,66,45,122,8,645,212,14,23,22,3,275,124,14,0,0,0,143,2024,599,444,2484,40,5586,79,9,12,10,0,110,633,63,63,15,3,772,293,16,22,33,3,373,778,7,8,12,3,818,791,35,40,4,3,872,307,85,49,154,0,599,20268,786,854,727,134,22772,759,38,29,140,3968,4930,62331,5505,4522,22032,4752,99139
50604,260,28271,46,198,119,2534,68,2967,11033,140,299,166,57,11694,191,56,45,164,0,459,1061,289,215,547,12,2125,13871,3919,3153,14052,312,35311,4214,22,177,22,8,4453,381,26,29,109,4,545,973,241,208,996,21,2443,109,41,31,109,3,295,116,22,12,41,0,192,7968,138,125,139,26,8395,2572,555,439,3060,35,6664,1465,500,261,1591,21,3842,680,6,19,6,0,716,247,35,28,36,0,343,43,3,7,33,0,83,97,37,14,48,0,199,1250,165,104,37,17,1569,605,227,114,66,3,1019,440,94,44,202,7,781,149,3,19,30,0,207,186,26,0,0,0,214,2794,767,561,3104,49,7283,188,15,12,15,0,230,1004,86,105,39,4,1239,426,30,17,59,0,534,673,19,7,4,6,718,678,25,41,11,0,750,414,73,61,151,0,703,27853,1199,1053,1115,172,31390,1179,48,78,276,6705,8280,72787,7749,6317,31906,7616,126376
50605,118,19799,18,110,54,1132,19,1319,1174,36,71,69,7,1350,135,70,33,203,0,441,746,205,155,358,10,1472,8997,2848,2179,10967,209,25196,893,13,55,23,0,990,241,30,24,78,9,371,738,205,147,899,25,2012,81,25,17,79,4,206,98,25,15,36,4,173,1357,60,58,49,5,1529,2020,519,352,2723,32,5640,1277,477,238,1549,16,3556,58,0,17,5,0,81,47,17,7,14,0,88,16,11,4,21,0,51,34,21,19,38,0,114,495,47,46,21,4,608,420,201,92,55,4,772,307,70,30,152,3,560,102,21,19,31,0,173,60,3,0,3,0,71,1996,551,439,2697,43,5732,76,19,8,20,0,122,422,62,57,23,4,567,124,16,10,54,0,208,95,17,8,17,0,128,95,8,9,10,0,120,306,72,34,119,0,524,4812,519,524,676,50,6581,199,28,25,211,2287,2746,22271,5326,4003,24435,2724,58762
50606,72,12230,7,72,51,700,7,842,235,7,23,30,5,299,45,21,5,87,0,160,649,214,173,426,0,1464,4864,1577,1451,6072,96,14062,346,9,25,8,5,388,90,23,15,36,0,160,262,84,84,428,12,865,31,11,8,29,0,77,22,4,7,9,0,43,738,31,8,23,0,803,794,188,162,1152,14,2318,326,137,90,652,8,1216,15,0,4,0,0,23,11,5,3,10,0,29,5,0,0,8,0,16,19,11,4,25,0,54,366,66,46,18,3,502,282,123,62,33,6,502,64,22,23,61,0,167,11,9,0,13,0,36,32,9,4,0,3,44,972,284,254,1127,19,2661,36,0,0,9,0,42,377,57,45,13,3,498,63,13,8,19,0,96,26,5,0,8,0,47,44,0,0,0,4,46,140,33,33,49,5,258,2642,304,243,333,7,3531,128,20,15,122,1649,1934,11230,2961,2508,13692,1862,32242
50607,81,12040,13,37,23,503,19,594,3829,95,172,99,20,4224,157,53,46,200,9,455,391,135,91,257,3,875,5008,1762,1373,7300,106,15550,326,8,60,12,0,409,264,30,29,72,0,391,455,103,93,639,9,1301,172,38,26,125,5,375,80,12,5,16,0,113,1259,57,54,30,8,1404,1298,343,268,2407,26,4349,903,306,165,1039,5,2416,246,0,12,9,0,262,54,17,0,9,0,77,47,4,8,22,0,87,35,18,14,26,0,90,112,16,22,3,0,158,192,88,46,24,0,351,296,51,45,105,3,504,118,5,25,17,0,167,13,0,0,0,0,15,1323,400,311,1952,15,3997,71,11,6,5,0,96,372,41,44,14,0,466,176,12,15,35,0,237,144,19,7,10,0,177,277,8,13,5,4,310,212,41,23,108,0,381,4987,421,458,524,44,6431,181,10,11,86,2000,2290,19039,3431,2872,15808,2302,43448
50701,236,33241,21,138,105,1877,35,2174,5490,112,220,135,29,5987,1931,427,183,951,31,3515,991,274,228,601,14,2094,14253,4565,3827,17180,298,40115,3055,20,174,37,6,3288,596,68,65,117,8,853,1318,300,238,1298,23,3176,142,72,39,174,3,427,140,25,23,42,0,228,3046,124,77,92,6,3339,3392,782,666,4394,35,9271,4102,1342,678,4102,66,10281,503,4,19,4,0,530,123,19,13,28,0,187,78,21,8,65,4,174,140,32,23,100,0,291,1035,178,68,49,8,1336,756,306,184,97,3,1351,621,108,98,218,3,1046,298,16,29,33,0,377,136,13,13,0,0,160,3808,1050,777,4288,44,9966,930,47,38,56,5,1073,1387,160,142,58,4,1751,598,51,37,128,0,821,242,26,11,18,0,296,356,18,42,8,4,428,540,110,85,215,3,954,12393,1269,1324,1514,114,16616,587,64,33,277,4498,5455,52514,9787,7847,40395,5277,115824
50702,67,11553,7,46,33,484,12,579,414,45,59,70,0,588,363,110,46,278,5,808,412,139,95,208,3,852,5641,2023,1635,7705,98,17102,167,4,24,9,0,202,355,67,54,71,4,551,744,162,159,679,7,1741,78,36,26,103,3,252,63,15,11,27,8,128,272,47,27,23,0,380,1666,531,415,3024,28,5670,1769,430,225,1164,27,3613,33,7,10,0,0,47,30,0,4,16,0,54,18,5,4,14,0,46,43,20,6,22,5,94,105,28,10,9,0,155,188,72,39,37,3,334,229,48,40,86,4,406,85,11,21,25,0,148,13,3,0,0,0,20,1575,496,392,2384,17,4867,116,12,14,5,0,146,204,34,32,26,0,292,219,14,24,60,0,329,24,14,7,3,0,56,45,5,12,0,0,63,308,74,39,141,0,561,2643,505,460,539,35,4178,114,20,15,107,2267,2508,14126,4061,3118,16086,2524,39910
50703,112,13366,10,93,73,1259,27,1455,945,24,44,36,11,1061,105,38,12,131,0,283,385,118,75,249,0,829,5885,1864,1570,6695,123,16132,3008,26,91,31,0,3164,160,8,23,36,0,227,435,123,89,561,10,1210,37,15,17,62,0,128,32,6,5,19,0,62,1844,47,26,29,3,1948,1055,258,186,1357,17,2878,398,248,100,850,12,1610,195,4,17,11,0,223,16,11,0,14,3,47,26,0,7,12,0,50,26,11,10,30,0,78,1006,113,90,49,13,1270,392,129,78,28,0,625,132,23,20,55,0,233,94,6,8,18,0,130,130,19,8,4,0,161,1382,348,259,1441,11,3440,150,23,3,19,0,197,521,53,41,14,9,637,239,16,8,28,0,292,102,6,0,8,0,116,100,0,18,4,0,129,240,28,27,89,0,394,5470,436,382,455,41,6777,323,19,32,164,3304,3842,20668,3492,2829,15247,3621,45867
50704,183,30180,13,69,42,725,18,867,11998,226,497,237,62,13012,611,213,88,636,7,1554,974,293,188,500,14,1970,12881,4615,3445,17579,248,38766,632,18,114,12,4,782,556,72,70,162,3,859,1219,287,241,1389,13,3152,254,98,44,260,0,653,161,25,23,48,0,264,2604,160,108,110,10,2998,3073,897,669,5559,54,10257,2766,933,439,2923,36,7101,745,5,42,12,0,812,119,35,32,20,0,207,76,9,14,63,0,171,108,35,12,88,0,245,238,39,39,19,0,338,455,191,134,61,6,841,505,104,90,182,7,880,267,22,31,26,6,351,63,15,0,0,0,80,3553,1087,795,4731,49,10216,229,15,34,33,0,312,1070,109,136,32,8,1355,371,35,35,114,8,559,459,39,15,22,3,545,412,35,34,8,0,489,598,111,80,268,7,1058,9979,949,1021,1178,75,13214,338,30,32,172,3361,3927,47631,8911,7099,38480,4011,106127
50705,335,46103,39,273,170,2949,38,3468,933,56,86,154,4,1228,380,106,72,333,11,907,1483,450,314,874,20,3146,27740,6582,5620,24341,454,64742,1540,42,222,38,6,1852,398,58,53,135,3,650,1516,395,325,1946,24,4210,149,45,41,162,5,410,129,33,17,52,0,226,1196,104,44,90,4,1427,4827,891,759,5431,90,12001,1143,586,265,2103,32,4133,118,0,6,0,0,136,53,17,23,14,3,110,68,16,5,33,0,126,117,53,17,102,3,298,3019,367,249,79,22,3746,1282,431,293,125,8,2141,438,93,74,216,3,828,173,19,36,37,0,271,334,31,13,8,7,394,6294,1352,1059,5328,76,14110,433,42,8,45,0,526,1694,181,122,41,6,2040,388,59,25,140,3,619,62,7,6,8,0,97,255,8,31,10,0,300,1042,172,110,292,9,1628,8177,1077,1075,1269,101,11702,577,90,86,506,7223,8486,52515,11908,9814,53232,8207,135678
50901,298,24248,3,118,52,1931,67,2169,300,13,38,74,3,430,64,33,16,113,5,227,877,260,151,575,17,1879,7146,2737,2306,15695,354,28234,892,16,66,18,3,997,164,29,24,74,0,291,703,161,209,1273,21,2369,42,17,15,69,0,146,52,7,13,19,0,93,215,18,11,36,4,289,1121,429,323,3343,56,5270,556,257,101,1080,15,2010,19,4,8,4,0,32,6,3,0,9,0,20,11,7,0,19,0,45,29,6,6,11,0,55,294,64,49,24,9,438,256,148,70,62,0,538,270,64,39,186,3,561,46,0,8,19,0,71,5,0,0,0,0,11,1578,527,467,3499,56,6126,37,4,0,17,0,59,422,42,33,16,0,511,81,8,5,37,0,132,29,7,4,4,0,41,67,0,3,3,0,71,303,58,63,177,3,607,2448,354,390,715,60,3963,154,40,34,315,4238,4782,14848,4787,3934,33301,5009,61880
50902,326,22094,0,124,58,2154,51,2387,203,7,13,57,9,290,73,34,19,130,8,261,536,151,96,255,9,1046,5918,2071,1837,13813,346,23990,613,0,43,9,3,674,145,12,21,87,0,267,534,151,126,1052,21,1886,44,13,7,50,0,120,47,15,10,18,0,89,248,19,10,20,0,301,1018,306,272,3132,71,4801,394,190,109,850,17,1561,14,0,0,0,0,12,0,3,0,4,0,15,19,5,0,19,0,45,41,12,5,26,0,88,287,35,50,10,10,384,304,129,97,36,5,570,226,34,38,115,4,418,40,6,12,22,0,84,31,0,0,0,0,37,1397,439,380,3164,56,5433,47,6,3,0,0,61,252,28,24,8,0,321,71,7,7,39,0,117,14,0,4,8,0,28,62,6,0,3,4,75,203,35,25,150,0,418,1567,265,243,479,37,2590,108,25,27,290,5760,6217,11789,3676,3175,30749,6542,55937
50903,120,8016,0,35,13,694,14,753,57,7,8,9,0,78,8,7,6,34,0,49,150,36,35,99,3,321,1526,652,653,5462,124,8414,202,0,19,9,3,237,28,5,0,26,0,62,154,36,58,404,14,674,4,3,0,7,0,21,13,4,0,0,0,24,70,3,0,3,0,82,293,111,91,1131,21,1652,128,50,26,318,9,522,5,0,0,0,0,9,7,0,0,0,0,7,6,0,0,5,0,7,4,0,0,4,0,10,147,19,22,10,4,196,104,48,39,19,0,213,55,10,14,46,0,123,13,0,6,4,0,25,0,0,0,0,0,0,380,147,143,1139,18,1831,4,0,0,0,0,7,120,5,14,9,0,141,12,5,7,9,0,30,0,0,0,0,0,0,17,0,0,0,0,19,30,11,6,56,0,112,472,79,78,135,21,787,35,5,13,103,1886,2035,3295,1134,1121,11650,2157,19357
51001,113,7888,12,305,78,12742,307,13450,245,38,19,125,11,435,36,16,8,31,0,94,155,61,48,131,5,400,1698,642,567,4613,114,7626,358,17,19,23,0,422,133,9,14,30,3,186,263,50,37,399,14,761,10,8,9,33,0,57,24,7,4,8,0,35,177,12,5,22,0,210,412,158,97,1501,12,2187,235,79,44,357,8,718,24,0,0,0,0,28,9,0,0,0,0,13,7,0,0,7,0,16,13,14,4,21,0,52,139,24,17,10,0,192,134,38,24,17,4,223,32,10,13,37,0,99,21,4,3,11,0,41,12,0,3,0,0,21,478,160,143,1209,8,1993,15,5,6,3,0,21,91,16,11,5,0,125,86,3,10,16,5,114,30,4,5,9,0,45,40,0,0,3,3,53,77,18,12,40,0,148,1143,223,152,726,49,2301,92,9,6,233,5018,5367,4995,1534,1167,21841,5546,35092
51002,48,6485,10,136,88,4011,84,4340,262,8,27,53,3,351,45,16,9,25,3,109,134,52,26,132,8,347,1878,654,545,3608,92,6771,677,16,66,19,0,780,87,3,3,20,0,117,171,55,40,404,3,677,34,9,4,35,0,86,16,7,0,4,0,26,303,13,4,14,3,337,501,121,111,1012,15,1762,132,59,31,305,4,540,24,0,4,0,0,28,15,0,0,4,0,16,23,7,0,4,0,40,11,6,0,10,0,30,611,78,49,41,11,783,232,70,44,26,0,372,38,8,14,20,0,78,10,0,3,11,0,30,66,3,4,4,0,80,520,130,124,879,9,1661,26,3,0,3,0,32,144,16,20,0,0,180,91,0,0,19,0,111,21,0,6,0,0,27,44,0,0,0,0,50,58,8,8,29,0,105,1783,192,251,715,18,2962,96,8,10,117,4501,4734,6441,1379,1256,11626,4742,25443
51003,59,9687,14,130,94,2700,49,2986,311,3,20,49,0,379,38,22,14,80,5,157,186,87,46,151,3,472,2197,860,904,5003,80,9047,632,6,69,20,3,733,94,6,11,35,0,144,215,80,78,550,3,931,20,16,4,51,0,91,16,6,7,10,0,38,363,16,7,14,0,409,654,141,153,1278,22,2245,138,99,44,481,6,770,16,0,3,0,0,22,13,0,0,9,0,25,27,11,6,5,0,52,14,11,4,16,0,47,541,48,50,38,9,692,229,100,89,37,3,449,51,28,19,66,0,161,35,10,4,15,0,57,59,3,0,0,0,64,634,193,175,1112,15,2129,27,10,3,3,0,41,173,25,38,15,3,247,66,0,4,15,0,88,32,0,6,0,0,40,45,0,5,0,0,51,55,16,13,45,0,137,1704,184,249,549,29,2720,104,17,11,138,4980,5252,6935,1770,1866,13812,5212,29594
51101,103,6872,5,22,6,585,19,642,57,4,0,13,0,74,10,9,0,45,0,58,99,35,29,71,0,244,1264,587,452,4013,103,6428,100,0,19,6,0,125,40,5,8,29,0,78,200,49,45,438,6,733,7,6,5,10,0,20,8,3,0,0,0,10,48,6,3,3,0,61,237,93,65,979,16,1393,80,58,22,326,0,492,5,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,9,0,10,100,20,19,15,8,162,103,47,24,13,4,191,26,9,0,17,0,59,14,0,9,6,0,21,0,0,0,0,0,6,342,148,110,979,18,1597,0,0,0,6,0,7,127,12,15,0,0,149,15,6,3,3,0,26,12,0,0,0,0,12,16,0,0,0,0,19,44,5,10,42,0,97,415,104,91,156,9,777,26,12,6,99,1525,1674,2718,1135,881,9488,1749,15970
51102,66,3341,4,23,13,999,17,1063,82,7,10,18,3,116,80,18,6,45,0,146,72,27,11,36,3,155,763,259,260,1648,63,2990,93,0,14,0,0,106,45,4,4,7,0,58,113,20,25,133,9,296,14,8,5,19,0,43,7,3,0,8,0,21,28,0,0,3,0,39,153,51,33,436,6,677,144,32,30,178,6,382,11,0,0,0,0,18,3,0,0,0,0,0,3,3,0,0,0,7,6,0,0,5,0,12,33,7,0,3,0,50,45,13,10,5,0,79,33,4,5,16,0,58,5,0,0,5,0,15,5,0,0,0,0,5,161,64,48,433,0,707,8,0,0,0,0,5,30,10,6,0,0,47,32,3,0,9,0,48,0,0,0,0,0,3,128,3,12,0,0,143,29,9,4,13,0,60,517,49,83,98,15,755,45,5,14,49,1297,1409,2245,552,528,4762,1454,9537
51103,153,11919,16,105,72,3680,115,3983,318,6,22,44,0,394,97,36,13,126,4,273,229,87,40,109,0,467,3034,1022,948,6759,143,11909,889,9,94,17,10,1007,87,6,7,36,4,140,364,82,85,684,11,1225,34,14,10,48,0,107,23,3,0,13,0,43,487,16,17,24,0,540,728,209,140,1849,21,2948,221,124,68,704,18,1126,38,0,0,0,0,46,11,0,5,7,0,19,11,3,4,13,0,36,10,6,6,17,0,45,1224,113,100,35,26,1502,470,132,75,31,4,709,75,18,12,77,0,186,39,5,6,5,0,55,156,21,0,0,3,186,912,261,189,1589,22,2971,30,4,3,4,0,42,336,33,21,4,0,396,104,9,3,29,0,143,38,0,3,3,0,39,61,0,3,0,0,66,97,33,20,83,0,229,2531,205,221,387,33,3384,166,27,27,231,5027,5475,10191,2206,1923,18446,5497,38267
51104,220,20851,9,192,78,4403,79,4763,264,19,26,86,5,392,44,37,11,126,3,219,408,117,91,270,5,889,4054,1858,1512,13517,237,21173,565,13,80,21,3,687,116,23,19,64,0,217,450,110,134,1169,12,1879,51,23,17,54,0,145,36,14,5,7,6,67,321,21,20,42,0,403,696,362,247,3502,30,4842,441,215,102,1084,22,1853,10,0,0,4,0,17,9,0,0,10,0,17,41,13,10,35,0,96,29,23,3,23,0,80,311,47,48,36,3,453,206,95,87,48,3,444,123,35,22,112,0,297,41,11,10,26,0,93,20,0,6,9,0,39,970,409,315,2981,40,4713,14,0,0,7,0,19,327,35,22,28,0,416,88,14,4,69,0,177,18,0,8,3,0,25,161,3,8,0,0,173,138,47,32,141,0,357,1735,299,317,805,26,3182,106,18,13,272,6290,6695,9604,3520,2775,32255,6826,54981
59797,3,76,0,0,0,7,0,7,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,8,49,11,4,50,0,116,16,0,0,0,0,13,4,0,0,0,0,4,8,0,0,10,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,19,0,36,7,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,17,7,0,0,0,0,4,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,11,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,3,4,0,44,12,0,0,0,218,228,169,17,10,115,221,514
