SA3_CODE_2021,C11_CF_1F1NW_800_1249,C11_CF_1F1NW_1250_1999,C11_CF_1F1NW_2000_2499,C11_CF_1F1NW_2500_2999,C11_CF_1F1NW_3000_3999,C11_CF_1F1NW_4000more,C11_CF_1F1NW_Ns,C11_CF_1F1NW_Tot,C11_CF_1P1NW_Neg_ni_inc,C11_CF_1P1NW_1_149,C11_CF_1P1NW_150_399,C11_CF_1P1NW_400_649,C11_CF_1P1NW_650_799,C11_CF_1P1NW_800_1249,C11_CF_1P1NW_1250_1999,C11_CF_1P1NW_2000_2499,C11_CF_1P1NW_2500_2999,C11_CF_1P1NW_3000_3999,C11_CF_1P1NW_4000more,C11_CF_1P1NW_Ns,C11_CF_1P1NW_Tot,C11_CF_1A1NW_Neg_ni_inc,C11_CF_1A1NW_1_149,C11_CF_1A1NW_150_399,C11_CF_1A1NW_400_649,C11_CF_1A1NW_650_799,C11_CF_1A1NW_800_1249,C11_CF_1A1NW_1250_1999,C11_CF_1A1NW_2000_2499,C11_CF_1A1NW_2500_2999,C11_CF_1A1NW_3000_3999,C11_CF_1A1NW_4000more,C11_CF_1A1NW_Ns,C11_CF_1A1NW_Tot,C11_CF_BA_Neg_ni_inc,C11_CF_BA_1_149,C11_CF_BA_150_399,C11_CF_BA_400_649,C11_CF_BA_650_799,C11_CF_BA_800_1249,C11_CF_BA_1250_1999,C11_CF_BA_2000_2499,C11_CF_BA_2500_2999,C11_CF_BA_3000_3999,C11_CF_BA_4000more,C11_CF_BA_Ns,C11_fc_BA_Tot,C11_CF_BNW_Neg_ni_inc,C11_CF_BNW_1_149,C11_CF_BNW_150_399,C11_CF_BNW_400_649,C11_CF_BNW_650_799,C11_CF_BNW_800_1249,C11_CF_BNW_1250_1999,C11_CF_BNW_2000_2499,C11_CF_BNW_2500_2999,C11_CF_BNW_3000_3999,C11_CF_BNW_4000more,C11_CF_BNW_Ns,C11_CF_BNW_Tot,C11_CF_LFns_Neg_ni_inc,C11_CF_LFns_1_149,C11_CF_LFns_150_399,C11_CF_LFns_400_649,C11_CF_LFns_650_799,C11_CF_LFns_800_1249,C11_CF_LFns_1250_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_3999,C11_CF_LFns_4000more,C11_CF_LFns_Ns,C11_CF_LFns_Tot,C11_CF_Tot_Neg_ni_inc,C11_CF_Tot_1_149,C11_CF_Tot_150_399,C11_CF_Tot_400_649,C11_CF_Tot_650_799,C11_CF_Tot_800_1249,C11_CF_Tot_1250_1999,C11_CF_Tot_2000_2499,C11_CF_Tot_2500_2999,C11_CF_Tot_3000_3999,C11_CF_Tot_4000more,C11_CF_TotFI_Ns,C11_CF_Tot_Tot,C11_1PF_F_Neg_ni_inc,C11_1PF_F_1_149,C11_1PF_F_150_399,C11_1PF_F_400_649,C11_1PF_F_650_799,C11_1PF_F_800_1249,C11_1PF_F_1250_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_3999,C11_1PF_F_4000more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_Neg_ni_inc,C11_1PF_P_1_149,C11_1PF_P_150_399,C11_1PF_P_400_649,C11_1PF_P_650_799,C11_1PF_P_800_1249,C11_1PF_P_1250_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_3999,C11_1PF_P_4000more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_Neg_ni_inc,C11_1PF_A_1_149,C11_1PF_A_150_399,C11_1PF_A_400_649,C11_1PF_A_650_799,C11_1PF_A_800_1249,C11_1PF_A_1250_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_3999,C11_1PF_A_4000more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_Neg_ni_inc,C11_1PF_U_1_149,C11_1PF_U_150_399,C11_1PF_U_400_649,C11_1PF_U_650_799,C11_1PF_U_800_1249,C11_1PF_U_1250_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_3999,C11_1PF_U_4000more,C11_1PF_U_Ns,C11_1PF_U_Tot,C11_1PF_N_lf_Fi_Neg_ni_inc,C11_1PF_N_lf_Fi_1_149,C11_1PF_N_lf_Fi_150_399,C11_1PF_N_lf_Fi_400_649,C11_1PF_N_lf_Fi_650_799,C11_1PF_N_lf_Fi_800_1249,C11_1PF_N_lf_Fi_1250_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_3999,C11_1PF_N_lf_Fi_4000more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_lf_Tot,C11_1PF_LFns_Neg_ni_inc,C11_1PF_LFns_1_149,C11_1PF_LFns_150_399,C11_1PF_LFns_400_649,C11_1PF_LFns_650_799,C11_1PF_LFns_800_1249,C11_1PF_LFns_1250_1999,C11_1PF_LFns_2000_2499,C11_1PF_LFns_2500_2999,C11_1PF_LFns_3000_3999,C11_1PF_LFns_4000more,C11_1PF_LFns_Ns,C11_1PF_LF_NS_Tot,C11_1PF_TotFI_Neg_ni_inc,C11_1PF_TotFI_1_149,C11_1PF_TotFI_150_399,C11_1PF_TotFI_400_649,C11_1PF_TotFI_650_799,C11_1PF_TotFI_800_1249,C11_1PF_TotFI_1250_1999,C11_1PF_TotFI_2000_2499,C11_1PF_TotFI_2500_2999,C11_1PF_TotFI_3000_3999,C11_1PF_TotFI_4000more,C11_1PF_TotFI_Ns,C11_1PF_TotFI_Tot,C11_TotFI_Neg_ni_inc,C11_TotFI_1_149,C11_TotFI_150_399,C11_TotFI_400_649,C11_TotFI_650_799,C11_TotFI_800_1249,C11_TotFI_1250_1999,C11_TotFI_2000_2499,C11_TotFI_2500_2999,C11_TotFI_3000_3999,C11_TotFI_4000more,C11_TotFI_Ns,C11_Tot_Tot,C16_CFNC_BF_Neg_ni_inc,C16_CFNC_BF_1_149,C16_CFNC_BF_150_399,C16_CFNC_BF_400_649,C16_CFNC_BF_650_799,C16_CFNC_BF_800_1249,C16_CFNC_BF_1250_1999,C16_CFNC_BF_2000_2499,C16_CFNC_BF_2500_2999,C16_CFNC_BF_3000_3999
50101,198,323,40,133,27,13,54,868,0,0,7,24,27,61,51,12,22,7,0,26,231,0,0,0,7,7,19,41,7,28,4,0,13,125,0,0,0,0,0,4,13,14,3,3,7,14,71,0,0,3,37,24,45,44,12,9,3,5,25,208,0,0,0,0,0,0,0,0,0,0,0,596,604,19,8,35,128,157,632,1272,567,475,367,143,976,4784,4,0,7,24,43,124,98,14,13,14,0,61,404,0,8,64,131,125,108,29,4,0,0,0,49,527,0,0,3,12,10,17,3,0,0,0,0,13,59,0,5,17,24,14,3,0,0,0,0,0,15,81,12,9,98,146,71,71,23,5,0,0,0,44,483,0,0,0,0,0,0,0,0,0,0,0,16,26,21,25,189,337,255,319,157,29,22,18,0,197,1572,103,43,362,1166,852,1899,2447,1057,714,637,238,1717,11234,11,3,0,3,9,39,182,237,133,155
50102,370,957,162,735,130,56,190,2710,5,0,4,29,32,90,95,24,35,14,4,31,369,4,0,0,5,3,30,79,16,59,15,3,33,249,0,0,0,0,5,8,27,25,17,15,5,27,142,3,4,23,80,62,144,88,26,12,10,3,69,519,0,0,0,0,0,14,5,5,4,0,0,1069,1101,51,15,61,161,197,989,2675,1372,1753,1391,439,1961,11058,3,3,14,38,114,277,319,55,94,28,3,136,1087,0,7,100,253,215,191,102,22,9,3,0,94,1001,0,3,6,20,18,29,14,4,7,0,0,22,123,3,9,56,88,23,26,5,0,0,0,0,15,220,26,27,248,346,169,207,98,23,13,7,0,154,1323,0,0,4,0,0,4,0,0,0,0,0,48,58,36,54,430,748,533,728,543,104,122,42,8,466,3822,174,78,771,2443,1510,3240,5094,2602,2675,2352,707,3550,25183,3,0,0,4,4,49,334,416,345,448
50103,110,157,13,51,8,4,27,396,0,0,11,16,16,44,12,3,8,4,0,11,127,0,0,0,6,3,9,18,6,5,0,0,8,54,0,0,0,0,0,0,6,5,4,0,0,10,31,3,0,3,35,16,33,19,3,0,0,0,18,140,0,0,0,0,0,3,7,0,0,0,0,250,257,15,3,31,104,94,381,622,238,203,141,39,445,2312,0,0,4,10,23,68,33,10,15,7,0,15,174,3,0,21,73,38,29,14,4,0,0,0,15,209,0,5,3,5,3,0,0,0,0,0,0,3,24,5,0,20,13,4,3,0,0,0,0,0,0,46,0,4,58,90,34,58,18,9,0,0,0,35,297,0,0,0,0,0,0,0,0,0,0,0,5,9,10,12,110,185,105,153,65,22,18,4,0,79,754,55,21,255,865,484,1082,1224,474,338,270,69,879,6016,8,6,0,15,8,41,131,90,68,67
50201,289,694,125,514,107,45,137,1976,3,3,16,49,30,110,95,20,26,6,4,31,386,0,0,0,0,13,33,72,19,64,19,4,33,249,0,0,0,0,0,13,16,16,17,16,10,26,112,7,3,28,100,77,129,90,22,18,16,4,80,557,0,0,0,0,5,9,9,3,6,0,0,1169,1200,20,20,57,197,197,823,1882,967,1202,936,326,1829,8450,3,0,14,39,75,229,245,58,61,32,4,114,879,0,5,83,226,187,197,69,18,6,6,0,84,887,0,0,5,13,7,24,24,8,8,6,0,20,109,0,7,67,73,21,27,11,3,3,0,0,29,251,42,41,263,402,218,196,94,26,11,8,0,123,1425,3,0,6,0,0,0,0,0,0,0,0,54,67,57,60,446,752,513,675,442,112,82,41,4,426,3617,208,88,816,3142,1869,3474,3904,1825,1941,1573,566,3483,22896,5,3,0,4,5,32,228,282,242,336
50301,53,197,52,941,289,244,158,1969,0,0,6,17,13,22,57,20,71,57,47,40,338,0,0,7,7,0,3,14,0,37,8,5,11,90,0,0,0,0,0,5,3,4,3,29,15,10,81,18,5,7,16,19,45,58,44,40,41,37,57,390,0,0,0,0,0,0,0,0,5,0,0,731,737,42,10,24,57,55,204,610,415,1620,1797,1858,1395,8083,3,0,12,0,28,69,135,31,162,44,15,86,585,4,3,26,62,43,83,80,15,46,22,9,50,438,0,0,0,4,4,7,11,5,5,4,0,5,52,0,4,10,7,6,3,9,0,0,0,0,3,44,49,12,64,47,41,93,97,37,40,25,15,71,579,0,0,0,0,0,3,0,0,0,0,0,12,15,56,22,103,125,114,259,334,87,262,96,31,227,1714,176,45,230,502,417,1193,1837,1069,2527,2787,2710,2272,15776,0,0,0,5,4,6,61,98,117,223
50302,175,348,68,843,198,138,88,1906,5,0,5,32,20,59,55,17,45,18,21,12,292,0,0,0,4,4,17,26,4,29,9,4,16,106,0,0,0,0,0,0,6,10,10,18,12,8,62,24,5,20,45,22,63,68,22,26,29,9,46,380,0,0,0,0,4,4,0,0,4,0,0,627,643,41,18,42,122,115,480,986,620,1576,1635,1261,1072,7958,0,3,0,12,26,128,223,65,179,54,9,105,809,5,3,37,60,74,137,104,19,36,9,0,48,532,0,0,0,3,4,9,20,7,12,5,0,6,65,6,0,16,11,11,14,8,0,4,0,0,5,70,51,12,89,127,86,134,102,39,26,12,3,77,758,0,0,0,0,0,3,0,0,0,0,0,19,20,72,19,155,213,198,415,452,123,252,83,14,259,2254,224,51,357,954,729,2000,3030,1932,2992,3431,2585,2417,20699,7,0,0,6,9,26,319,620,585,958
50401,319,526,116,390,101,46,117,1743,0,3,12,35,46,94,98,38,32,18,8,32,419,5,0,3,7,11,23,44,3,26,11,3,26,162,6,0,0,0,0,6,22,23,15,15,11,19,113,15,8,38,90,57,133,129,33,21,24,6,82,625,0,0,0,5,0,6,9,0,10,0,0,581,612,33,15,79,196,235,879,1854,1055,1094,1113,508,1230,8290,7,3,7,22,73,256,300,98,121,50,5,135,1079,0,4,64,153,119,182,104,29,20,4,0,72,756,4,0,6,5,8,23,19,9,4,3,3,13,102,7,0,38,40,15,18,11,0,0,0,0,10,135,26,20,169,221,142,217,143,34,25,5,7,122,1132,5,0,5,0,0,3,5,0,0,0,0,49,58,52,36,287,442,356,706,583,168,166,62,13,402,3265,165,57,560,1793,1204,2871,3875,2120,1900,2040,898,2442,19925,0,0,0,0,9,32,240,447,447,593
50402,126,350,68,282,64,37,67,1029,0,0,3,10,12,31,54,11,22,8,0,18,172,0,0,0,6,0,15,20,16,21,5,0,10,97,0,0,0,0,0,8,10,10,9,11,0,19,59,4,0,10,27,26,52,52,21,7,7,9,31,242,0,0,0,0,0,3,6,0,0,0,0,511,516,7,6,26,75,84,390,1057,625,758,700,317,930,4965,4,0,3,13,37,114,155,46,56,17,7,82,540,0,0,25,79,66,94,54,8,8,6,4,43,391,0,0,0,15,8,7,12,7,4,5,0,15,80,0,0,16,17,12,12,4,0,0,0,0,9,76,12,11,75,104,55,93,52,10,7,4,3,66,494,0,0,0,0,0,0,0,0,0,0,0,23,27,15,14,127,232,174,324,277,78,82,35,16,231,1598,60,23,265,905,584,1408,2154,1198,1204,1101,446,1612,10961,0,0,0,0,3,19,91,192,167,191
50403,616,1076,207,595,136,56,221,3077,9,0,22,65,71,141,115,37,44,20,7,48,577,0,0,9,3,7,59,76,10,45,14,6,34,267,0,0,0,6,0,7,38,23,15,25,18,48,180,19,7,53,120,61,181,137,34,31,19,6,98,776,3,0,3,6,3,6,13,0,4,0,0,1262,1301,61,27,120,259,313,1504,3486,1826,1770,1511,614,2329,13820,5,10,6,36,125,370,474,120,96,60,13,172,1484,0,16,87,214,197,252,149,36,20,6,0,102,1077,0,4,11,17,18,37,32,7,0,3,0,26,151,7,6,68,70,24,33,11,5,6,4,0,23,260,52,47,274,345,184,239,143,38,27,4,3,167,1526,0,0,7,9,0,4,3,0,0,0,0,72,96,69,74,445,700,550,934,810,207,156,74,12,574,4601,232,117,761,2091,1419,3757,6090,3301,2646,2314,857,3891,27461,8,4,0,0,5,55,503,849,637,666
50501,434,1211,273,1573,392,167,330,4500,0,0,16,47,50,140,189,64,84,48,19,83,736,0,0,6,5,7,25,70,23,74,27,19,48,304,3,0,0,0,3,13,40,32,36,51,31,43,241,16,3,35,61,55,150,189,70,41,32,21,111,790,0,0,0,0,0,8,10,4,3,0,5,2010,2048,69,26,87,167,222,1215,3991,2845,3862,3959,1941,3831,22214,10,9,12,32,74,390,647,224,254,86,26,300,2059,8,22,94,234,259,383,235,62,38,25,6,157,1521,0,0,17,16,21,33,38,25,14,6,3,28,201,8,4,43,54,20,32,15,0,5,3,0,14,195,54,25,199,264,148,266,177,41,22,13,4,153,1367,0,0,0,0,4,6,0,0,0,0,0,32,37,70,61,359,608,520,1116,1107,357,331,135,45,685,5386,290,107,753,2309,1791,4701,7988,5080,5606,5687,2563,6007,42889,0,0,4,0,3,44,309,636,661,860
