SOS_CODE_2021,M_Y12e_15_19,M_Y12e_20_24,M_Y12e_25_34,M_Y12e_35_44,M_Y12e_45_54,M_Y12e_55_64,M_Y12e_65_74,M_Y12e_75_84,M_Y12e_85ov,M_Y12e_Tot,M_Y11e_15_19,M_Y11e_20_24,M_Y11e_25_34,M_Y11e_35_44,M_Y11e_45_54,M_Y11e_55_64,M_Y11e_65_74,M_Y11e_75_84,M_Y11e_85ov,M_Y11e_Tot,M_Y10e_15_19,M_Y10e_20_24,M_Y10e_25_34,M_Y10e_35_44,M_Y10e_45_54,M_Y10e_55_64,M_Y10e_65_74,M_Y10e_75_84,M_Y10e_85ov,M_Y10e_Tot,M_Y9e_15_19,M_Y9e_20_24,M_Y9e_25_34,M_Y9e_35_44,M_Y9e_45_54,M_Y9e_55_64,M_Y9e_65_74,M_Y9e_75_84,M_Y9e_85ov,M_Y9e_Tot,M_Y8b_15_19,M_Y8b_20_24,M_Y8b_25_34,M_Y8b_35_44,M_Y8b_45_54,M_Y8b_55_64,M_Y8b_65_74,M_Y8b_75_84,M_Y8b_85ov,M_Y8b_Tot,M_DNGTS_15_19,M_DNGTS_20_24,M_DNGTS_25_34,M_DNGTS_35_44,M_DNGTS_45_54,M_DNGTS_55_64,M_DNGTS_65_74,M_DNGTS_75_84,M_DNGTS_85_ov,M_DNGTS_Tot,M_Hghst_yr_schl_ns_15_19,M_Hghst_yr_schl_ns_20_24,M_Hghst_yr_schl_ns_25_34,M_Hghst_yr_schl_ns_35_44,M_Hghst_yr_schl_ns_45_54,M_Hghst_yr_schl_ns_55_64,M_Hghst_yr_schl_ns_65_74,M_Hghst_yr_schl_ns_75_84,M_Hghst_yr_schl_ns_85_ovr,M_Hghst_yr_schl_ns_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Y12e_15_19,F_Y12e_20_24,F_Y12e_25_34,F_Y12e_35_44,F_Y12e_45_54,F_Y12e_55_64,F_Y12e_65_74,F_Y12e_75_84,F_Y12e_85ov,F_Y12e_Tot,F_Y11e_15_19,F_Y11e_20_24,F_Y11e_25_34,F_Y11e_35_44,F_Y11e_45_54,F_Y11e_55_64,F_Y11e_65_74,F_Y11e_75_84,F_Y11e_85ov,F_Y11e_Tot,F_Y10e_15_19,F_Y10e_20_24,F_Y10e_25_34,F_Y10e_35_44,F_Y10e_45_54,F_Y10e_55_64,F_Y10e_65_74,F_Y10e_75_84,F_Y10e_85ov,F_Y10e_Tot,F_Y9e_15_19,F_Y9e_20_24,F_Y9e_25_34,F_Y9e_35_44,F_Y9e_45_54,F_Y9e_55_64,F_Y9e_65_74,F_Y9e_75_84,F_Y9e_85ov,F_Y9e_Tot,F_Y8b_15_19,F_Y8b_20_24,F_Y8b_25_34,F_Y8b_35_44,F_Y8b_45_54,F_Y8b_55_64,F_Y8b_65_74,F_Y8b_75_84,F_Y8b_85ov,F_Y8b_Tot,F_DNGTS_15_19,F_DNGTS_20_24,F_DNGTS_25_34,F_DNGTS_35_44,F_DNGTS_45_54,F_DNGTS_55_64,F_DNGTS_65_74,F_DNGTS_75_84,F_DNGTS_85_ov,F_DNGTS_Tot,F_Hghst_yr_schl_ns_15_19,F_Hghst_yr_schl_ns_20_24,F_Hghst_yr_schl_ns_25_34,F_Hghst_yr_schl_ns_35_44,F_Hghst_yr_schl_ns_45_54,F_Hghst_yr_schl_ns_55_64,F_Hghst_yr_schl_ns_65_74,F_Hghst_yr_schl_ns_75_84,F_Hghst_yr_schl_ns_85_ovr,F_Hghst_yr_schl_ns_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Y12e_15_19,P_Y12e_20_24,P_Y12e_25_34,P_Y12e_35_44,P_Y12e_45_54,P_Y12e_55_64,P_Y12e_65_74,P_Y12e_75_84,P_Y12e_85ov,P_Y12e_Tot,P_Y11e_15_19,P_Y11e_20_24,P_Y11e_25_34,P_Y11e_35_44,P_Y11e_45_54,P_Y11e_55_64,P_Y11e_65_74,P_Y11e_75_84,P_Y11e_85ov,P_Y11e_Tot,P_Y10e_15_19,P_Y10e_20_24,P_Y10e_25_34,P_Y10e_35_44,P_Y10e_45_54,P_Y10e_55_64,P_Y10e_65_74,P_Y10e_75_84,P_Y10e_85ov,P_Y10e_Tot,P_Y9e_15_19,P_Y9e_20_24,P_Y9e_25_34,P_Y9e_35_44,P_Y9e_45_54,P_Y9e_55_64,P_Y9e_65_74,P_Y9e_75_84,P_Y9e_85ov,P_Y9e_Tot
SOS50,17597,50564,102386,102342,78221,56410,41889,18584,4731,472717,2680,4442,12331,12661,12838,10758,5904,2632,583,64827,3344,5118,16564,18147,25522,30740,24303,11288,2983,138017,958,706,1995,2504,3050,4072,4929,3934,1530,23681,241,268,862,1262,1517,2256,3978,4997,2659,18034,49,146,701,875,991,922,786,618,352,5424,2137,3450,9999,9352,8053,6392,4856,4106,2532,50871,27009,64684,144835,147143,130190,111552,86638,46156,15371,773574,18410,52579,118404,116193,87137,62291,39934,17303,5575,517827,1722,3254,9526,9903,12902,13882,7997,3348,958,63500,2489,3908,12535,14047,22797,29589,30962,15610,5676,137615,703,505,1366,1900,2388,3631,5455,4743,2551,23248,201,179,770,1319,1793,2579,4858,5971,4293,21978,44,88,616,987,1103,1239,1089,928,791,6880,2007,2900,7612,6248,5186,4735,5238,5396,4697,44024,25574,63425,150840,150593,133310,117957,95534,53298,24536,815069,36004,103147,220792,218537,165355,118698,81822,35887,10302,990545,4406,7699,21853,22561,25740,24635,13899,5983,1543,128318,5834,9026,29097,32192,48322,60333,55266,26893,8666,275632,1657,1210,3359,4408,5440,7710,10388,8675,4080,46927
SOS51,2171,5610,12464,12421,10007,7303,5721,2409,590,58697,990,1319,3215,3374,3353,2613,1412,540,120,16932,1219,1575,5079,5745,7345,8928,6593,2693,553,39724,318,226,627,750,919,1391,1574,1155,350,7325,83,79,217,245,367,610,1139,1385,703,4831,18,25,117,125,136,130,109,91,63,805,999,1054,2960,2882,2785,2409,1654,1116,534,16387,5794,9879,24683,25544,24917,23373,18201,9387,2907,144693,2379,6136,16511,16330,12524,8861,5661,2485,773,71664,584,830,2651,2867,3366,3570,2067,695,166,16791,818,1206,3528,4257,6194,7663,7136,3235,1041,35068,249,177,413,506,641,945,1336,1108,534,5916,63,51,129,220,286,463,884,1317,879,4300,3,22,75,75,106,97,109,92,83,676,844,925,2545,2317,2082,1810,1576,1342,957,14397,4942,9345,25859,26570,25195,23410,18779,10274,4438,148811,4543,11745,28978,28751,22533,16166,11386,4896,1362,130360,1571,2146,5872,6239,6722,6178,3479,1233,289,33721,2032,2779,8610,10003,13539,16595,13731,5928,1588,74794,565,407,1040,1254,1565,2338,2917,2266,886,13244
SOS52,300,726,1480,1344,1174,1084,1048,406,93,7659,142,189,457,420,507,409,256,108,18,2501,248,282,766,882,1253,1792,1382,512,108,7207,80,47,121,148,214,315,362,199,58,1540,45,29,62,83,118,182,316,327,138,1294,4,7,17,13,21,24,26,26,11,138,149,173,441,461,577,599,461,289,85,3225,965,1446,3335,3341,3857,4401,3852,1864,498,23566,329,809,1957,1802,1467,1353,919,429,118,9175,112,169,440,469,513,591,297,114,22,2716,186,227,606,725,1117,1414,1318,512,144,6243,53,50,96,120,153,226,277,201,66,1234,35,29,61,41,65,127,225,228,136,950,5,4,8,10,13,25,32,31,13,149,138,173,393,386,411,477,401,291,147,2820,849,1460,3558,3546,3733,4218,3466,1813,636,23288,631,1541,3431,3140,2637,2441,1970,834,208,16836,258,354,895,883,1015,998,556,223,39,5214,429,505,1369,1599,2366,3203,2698,1024,247,13451,130,94,215,272,363,543,644,401,119,2776
SOS53,1083,2594,4460,5061,5368,4994,3817,1333,189,28893,326,437,995,1253,1573,1437,819,288,37,7167,477,703,2178,2622,3887,5082,3694,1243,188,20069,99,69,204,317,495,741,895,470,104,3379,34,23,102,114,199,317,629,584,197,2205,8,9,29,64,105,91,40,53,25,432,429,803,2094,2050,2099,1807,1151,534,109,11078,2456,4640,10054,11487,13721,14460,11046,4511,841,73217,1074,2181,4806,5991,6289,5659,3378,1052,199,30631,168,219,625,909,1438,1780,831,245,39,6257,243,246,872,1261,2539,3525,3003,1043,208,12939,81,34,94,124,222,435,511,355,105,1957,17,10,45,54,107,162,329,383,154,1266,3,5,12,24,27,22,33,37,16,179,353,374,853,945,1061,1075,836,442,91,6035,1944,3079,7305,9308,11681,12660,8922,3562,805,59260,2158,4771,9261,11052,11656,10648,7193,2390,389,59521,489,655,1622,2160,3008,3214,1650,535,74,13421,721,949,3051,3877,6425,8610,6697,2284,389,33008,183,102,291,441,719,1175,1400,825,202,5333
SOS57,0,9,34,47,28,19,6,0,0,139,0,0,8,16,12,3,0,0,0,38,0,0,8,27,15,10,0,0,0,59,0,0,6,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13,44,72,45,20,4,0,0,197,7,25,99,157,99,55,14,0,0,453,0,9,8,9,6,0,5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,8,0,0,0,0,20,3,11,14,11,9,3,4,0,0,61,3,13,49,54,34,18,4,0,0,173,0,0,8,16,12,3,0,0,0,38,0,0,11,27,15,13,0,0,0,61,0,0,6,0,0,0,0,0,0,16
SOS59,16,105,277,218,148,112,99,22,3,994,9,21,41,47,42,40,29,8,0,231,23,36,81,108,110,140,96,24,0,617,3,5,16,17,19,26,40,0,0,137,5,4,8,5,8,11,25,15,0,78,0,0,3,6,0,0,4,0,0,10,40,133,398,529,508,336,154,48,10,2158,94,298,821,926,842,667,444,118,14,4222,28,113,339,226,118,135,70,4,0,1030,6,17,32,34,42,56,19,0,0,205,15,16,46,49,61,117,98,9,0,410,4,10,8,14,13,12,25,0,0,90,3,0,0,5,3,0,14,4,7,36,0,3,3,3,0,3,0,0,0,14,65,106,263,281,227,158,94,21,12,1212,121,256,692,613,468,477,316,39,16,3007,42,213,616,443,261,244,168,28,3,2024,12,34,72,79,89,94,47,4,0,438,37,49,128,158,176,254,195,27,0,1024,11,11,21,29,36,39,65,0,0,225
