SOS_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SOS50,109,793,1078,4122,553,282,193,60,14,7203,0,64,205,379,478,218,75,15,3,1429,131,2889,5463,11770,5906,2728,1275,293,40,30488,6,80,104,1390,687,914,1268,361,315,5122,0,13,44,158,105,86,53,20,3,483,46,746,1486,4560,3794,4702,3920,2452,823,22530,74,906,1699,4700,2400,2426,2080,750,203,15238,154,2038,5147,12220,8177,5375,2956,1263,369,37701,43,493,914,3544,1407,898,782,394,111,8590,43,130,110,2479,268,150,146,30,6,3362,88,898,1361,3365,1424,682,341,61,13,8226,13,73,71,587,289,195,88,46,17,1375,208,932,1040,2818,1133,1125,894,354,90,8594,82,599,1200,5799,3656,3019,1845,507,235,16942,19,171,400,1316,1003,1096,905,564,191,5661,30,306,1273,3708,2224,1749,835,257,68,10442,479,4725,7455,31028,11544,9641,7092,4126,1435,77528,3963,8771,9564,30132,12035,9877,7732,6153,4261,92480,125841,262039,246891,593820,263686,229678,182320,99540,39936,2043762
SOS51,7,54,27,198,23,20,7,0,4,354,5,31,50,114,100,42,21,0,0,365,48,574,774,2369,1051,519,211,36,3,5582,0,0,8,85,56,43,59,36,42,322,0,0,3,34,14,17,5,0,0,74,0,48,86,388,307,537,480,309,87,2250,7,26,41,154,89,87,66,22,3,495,34,360,598,1596,1145,668,362,158,48,4963,5,45,26,223,76,35,21,10,0,449,8,8,12,417,4,6,3,0,0,467,15,190,184,533,270,144,41,0,4,1381,0,0,0,31,11,8,0,3,0,56,9,66,60,331,160,179,169,67,11,1057,4,42,43,338,106,68,36,12,0,643,0,10,27,123,99,155,109,82,26,629,6,65,160,556,361,296,153,34,7,1624,55,303,346,2189,868,812,619,387,139,5719,1767,4406,3558,10157,4663,4049,2770,1738,837,33947,24762,54476,41628,102707,50132,46811,36993,19669,7350,384526
SOS52,0,0,0,0,0,0,0,0,0,3,0,0,0,7,11,8,0,0,0,25,4,82,72,272,113,56,22,6,0,624,0,0,0,7,4,6,7,0,3,22,0,0,0,0,0,3,3,0,0,9,0,0,3,44,37,79,74,46,11,298,0,0,0,8,14,4,3,0,0,32,3,30,34,127,87,68,34,16,8,414,0,0,0,15,4,3,0,5,0,26,0,0,0,64,0,0,0,0,0,62,4,14,7,49,25,13,3,3,0,119,0,0,0,0,0,0,0,0,0,0,0,3,4,29,26,27,26,5,4,124,0,0,6,31,12,8,3,0,0,61,0,0,0,17,21,23,22,7,5,93,0,0,3,31,32,27,16,6,0,111,6,14,37,250,84,101,108,67,15,682,326,757,615,1621,957,1066,777,480,170,6767,3630,7669,6047,13801,7596,8621,7322,3685,1134,59508
SOS53,0,3,5,36,8,3,5,0,0,58,0,0,4,19,49,25,13,0,0,110,4,62,74,352,148,97,25,8,0,767,0,0,0,24,22,11,42,10,3,124,0,0,0,15,5,0,0,0,0,20,0,10,31,159,190,313,219,100,14,1028,0,5,13,45,53,56,36,14,0,223,14,85,165,497,439,301,168,56,14,1752,0,0,4,35,11,11,7,7,0,76,0,0,6,84,5,7,0,0,0,97,7,31,20,92,67,29,13,0,0,264,0,0,0,10,7,4,0,0,0,14,3,27,32,116,71,127,111,36,8,541,3,7,23,160,108,70,43,3,0,418,0,4,5,41,40,84,70,25,5,277,0,4,32,150,114,138,84,15,3,544,4,31,116,881,383,588,413,182,38,2643,462,1529,1841,5475,3100,2888,1990,867,164,18313,7220,19368,16650,38177,25420,27127,19970,8074,1649,163652
SOS57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,9,0,0,0,0,21,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,5,0,0,0,16,0,0,21,119,47,23,3,0,0,215,0,0,42,284,109,62,18,0,0,514
SOS59,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,18,6,0,0,0,0,35,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,13,10,0,0,34,0,0,0,3,0,0,0,0,0,11,0,3,5,25,8,5,4,0,0,55,0,0,0,0,0,0,0,0,0,5,0,0,0,13,0,0,0,0,0,13,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,25,10,5,7,0,0,43,0,0,0,13,5,0,0,0,0,11,0,0,0,4,4,0,5,3,0,12,0,0,0,0,4,0,0,0,0,15,3,0,22,105,15,20,9,3,0,182,52,62,173,707,358,278,168,42,17,1851,300,473,820,3053,1313,1144,758,155,30,8055
