SOS_CODE_2021,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
SOS50,2607,7905,1585,782,678,461,596,666,161,15438,3000,8936,2615,698,1062,755,1203,1021,197,19493,16598,26068,52176,2858,4793,2746,10531,7204,1523,124499,4669,2747,17893,845,1278,699,2973,3517,471,35097,1171,1291,1890,310,341,297,788,1135,100,7332,1993,13834,1035,3070,600,401,764,710,195,22606,1720,7554,575,1018,371,232,630,396,99,12591,18435,19162,4074,3556,7730,5094,4546,3496,911,66997,3801,9408,1675,6509,2212,1203,1808,1917,390,28933,1201,3886,1747,1054,788,1021,842,978,115,11621,1820,387,6554,1273,677,742,2136,1578,151,15322,25,26,85,34,23,38,71,112,24,445,762,936,1281,628,416,253,956,591,224,6040,1034,831,2735,651,470,432,1489,1290,1918,10852,58836,102988,95918,23275,21433,14389,29345,24618,6479,377274,1548,6526,1927,1446,1801,778,147,477,142,14810,608,1940,443,637,867,383,115,425,70,5486,1175,4045,1571,820,1133,534,546,765,96,10691,491,1857,694,354,666,413,60,154,32,4730,546,1259,702,407,609,297,109,387,37,4362
SOS51,229,580,215,74,45,31,64,108,9,1354,166,263,282,77,76,112,109,159,21,1267,2224,2227,14007,506,637,434,2909,1843,412,25192,831,241,3875,215,154,140,1034,862,107,7458,486,401,515,113,80,106,395,441,51,2587,254,1664,181,361,66,25,178,101,30,2857,373,1469,171,187,53,48,202,85,33,2627,1505,1040,666,372,567,501,545,425,109,5734,328,760,229,1007,139,125,255,265,21,3129,114,233,181,95,47,84,81,140,10,981,333,65,1195,163,83,149,480,358,28,2850,4,10,9,7,3,12,21,24,3,89,120,126,286,114,51,23,212,122,47,1100,201,124,686,139,52,118,430,358,344,2461,7158,9201,22486,3431,2058,1907,6913,5304,1224,59685,140,536,256,146,187,59,27,81,9,1452,39,54,39,55,94,37,14,53,5,388,124,255,370,117,157,81,161,152,16,1427,52,119,80,39,81,42,17,33,9,474,154,268,187,135,204,119,57,191,19,1332
SOS52,41,62,19,11,4,0,10,18,3,169,26,26,20,9,3,4,10,12,0,98,309,196,1489,66,60,48,420,256,53,2895,95,24,305,17,16,18,117,97,24,710,117,71,119,16,20,12,66,100,10,530,26,147,10,56,11,0,21,17,4,297,61,168,22,25,8,3,26,10,0,326,183,77,53,41,47,59,50,45,12,561,34,72,22,148,16,13,25,34,7,357,6,19,20,10,7,11,15,7,0,92,39,4,123,18,5,10,49,33,6,291,0,0,0,0,0,0,0,0,0,6,20,11,26,13,3,0,26,19,4,129,54,14,80,24,3,16,97,68,73,431,1026,890,2311,451,205,188,930,709,183,6887,10,44,19,27,23,9,3,15,0,154,4,10,5,0,3,0,0,6,0,33,18,22,27,10,12,8,28,14,0,146,9,8,8,0,10,0,0,0,0,41,51,30,44,23,46,21,14,42,5,273
SOS53,222,329,71,9,11,17,42,44,9,753,82,112,63,20,13,16,42,33,8,388,2140,979,5437,167,205,145,1355,845,172,11452,551,71,1293,52,41,34,360,344,55,2799,1507,219,277,54,35,69,277,403,30,2868,145,453,59,117,21,12,63,47,6,928,197,388,70,51,21,19,76,45,10,866,966,427,254,99,174,156,208,197,36,2515,215,231,91,224,59,51,82,127,14,1083,56,95,76,42,14,29,50,57,3,407,140,15,306,51,16,32,187,114,15,872,0,6,8,0,0,6,5,10,0,31,82,43,86,34,13,6,90,44,20,422,269,58,287,33,14,27,203,179,136,1209,6565,3425,8383,964,639,609,3036,2478,494,26595,168,284,97,61,106,22,12,46,8,799,24,27,9,14,32,3,4,12,3,125,90,102,114,45,77,30,60,44,14,564,36,47,27,22,39,17,11,20,0,219,348,209,130,89,175,68,52,199,20,1298
SOS57,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,25,43,0,6,0,10,23,6,113,0,0,5,0,0,0,5,10,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,0,0,0,0,5,0,10,4,34,59,0,3,0,20,49,12,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS59,0,6,5,0,0,0,0,0,0,15,5,3,3,0,0,0,0,0,0,14,14,43,100,6,3,3,37,25,0,230,5,0,34,0,0,3,9,11,4,70,0,3,0,0,0,0,0,8,0,14,3,9,0,3,0,0,0,4,0,23,0,5,5,0,0,0,0,3,0,14,11,13,6,5,8,6,6,11,0,60,4,12,4,10,4,0,4,5,0,49,0,9,4,4,3,0,0,0,0,21,0,0,14,0,0,3,5,7,0,38,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,0,0,0,0,17,3,0,3,0,0,0,8,3,10,25,40,106,188,38,25,15,72,95,13,595,0,7,0,7,0,0,0,8,0,21,0,0,0,0,0,0,0,0,0,6,0,3,0,0,5,0,3,0,0,16,0,0,0,0,0,0,0,0,0,5,0,5,0,4,0,0,0,4,0,14
