SOS_CODE_2021,F_300_399_15_19_yrs,F_300_399_20_24_yrs,F_300_399_25_34_yrs,F_300_399_35_44_yrs,F_300_399_45_54_yrs,F_300_399_55_64_yrs,F_300_399_65_74_yrs,F_300_399_75_84_yrs,F_300_399_85ov,F_300_399_Tot,F_400_499_15_19_yrs,F_400_499_20_24_yrs,F_400_499_25_34_yrs,F_400_499_35_44_yrs,F_400_499_45_54_yrs,F_400_499_55_64_yrs,F_400_499_65_74_yrs,F_400_499_75_84_yrs,F_400_499_85ov,F_400_499_Tot,F_500_649_15_19_yrs,F_500_649_20_24_yrs,F_500_649_25_34_yrs,F_500_649_35_44_yrs,F_500_649_45_54_yrs,F_500_649_55_64_yrs,F_500_649_65_74_yrs,F_500_649_75_84_yrs,F_500_649_85ov,F_500_649_Tot,F_650_799_15_19_yrs,F_650_799_20_24_yrs,F_650_799_25_34_yrs,F_650_799_35_44_yrs,F_650_799_45_54_yrs,F_650_799_55_64_yrs,F_650_799_65_74_yrs,F_650_799_75_84_yrs,F_650_799_85ov,F_650_799_Tot,F_800_999_15_19_yrs,F_800_999_20_24_yrs,F_800_999_25_34_yrs,F_800_999_35_44_yrs,F_800_999_45_54_yrs,F_800_999_55_64_yrs,F_800_999_65_74_yrs,F_800_999_75_84_yrs,F_800_999_85ov,F_800_999_Tot,F_1000_1249_15_19_yrs,F_1000_1249_20_24_yrs,F_1000_1249_25_34_yrs,F_1000_1249_35_44_yrs,F_1000_1249_45_54_yrs,F_1000_1249_55_64_yrs,F_1000_1249_65_74_yrs,F_1000_1249_75_84_yrs,F_1000_1249_85ov,F_1000_1249_Tot,F_1250_1499_15_19_yrs,F_1250_1499_20_24_yrs,F_1250_1499_25_34_yrs,F_1250_1499_35_44_yrs,F_1250_1499_45_54_yrs,F_1250_1499_55_64_yrs,F_1250_1499_65_74_yrs,F_1250_1499_75_84_yrs,F_1250_1499_85ov,F_1250_1499_Tot,F_1500_1749_15_19_yrs,F_1500_1749_20_24_yrs,F_1500_1749_25_34_yrs,F_1500_1749_35_44_yrs,F_1500_1749_45_54_yrs,F_1500_1749_55_64_yrs,F_1500_1749_65_74_yrs,F_1500_1749_75_84_yrs,F_1500_1749_85ov,F_1500_1749_Tot,F_1750_1999_15_19_yrs,F_1750_1999_20_24_yrs,F_1750_1999_25_34_yrs,F_1750_1999_35_44_yrs,F_1750_1999_45_54_yrs,F_1750_1999_55_64_yrs,F_1750_1999_65_74_yrs,F_1750_1999_75_84_yrs,F_1750_1999_85ov,F_1750_1999_Tot,F_2000_2999_15_19_yrs,F_2000_2999_20_24_yrs,F_2000_2999_25_34_yrs,F_2000_2999_35_44_yrs,F_2000_2999_45_54_yrs,F_2000_2999_55_64_yrs,F_2000_2999_65_74_yrs,F_2000_2999_75_84_yrs,F_2000_2999_85ov,F_2000_2999_Tot,F_3000_3499_15_19_yrs,F_3000_3499_20_24_yrs,F_3000_3499_25_34_yrs,F_3000_3499_35_44_yrs,F_3000_3499_45_54_yrs,F_3000_3499_55_64_yrs,F_3000_3499_65_74_yrs,F_3000_3499_75_84_yrs,F_3000_3499_85ov,F_3000_3499_Tot,F_3500_more_15_19_yrs,F_3500_more_20_24_yrs,F_3500_more_25_34_yrs,F_3500_more_35_44_yrs,F_3500_more_45_54_yrs,F_3500_more_55_64_yrs,F_3500_more_65_74_yrs,F_3500_more_75_84_yrs,F_3500_more_85ov,F_3500_more_Tot,F_PI_NS_15_19_yrs,F_PI_NS_ns_20_24_yrs,F_PI_NS_ns_25_34_yrs,F_PI_NS_ns_35_44_yrs,F_PI_NS_ns_45_54_yrs,F_PI_NS_ns_55_64_yrs,F_PI_NS_ns_65_74_yrs,F_PI_NS_ns_75_84_yrs,F_PI_NS_ns_85_yrs_ovr,F_PI_NS_ns_Tot,F_Tot_15_19_yrs,F_Tot_20_24_yrs,F_Tot_25_34_yrs,F_Tot_35_44_yrs,F_Tot_45_54_yrs,F_Tot_55_64_yrs,F_Tot_65_74_yrs,F_Tot_75_84_yrs,F_Tot_85ov,F_Tot_Tot,P_Neg_Nil_income_15_19_yrs,P_Neg_Nil_income_20_24_yrs,P_Neg_Nil_income_25_34_yrs,P_Neg_Nil_income_35_44_yrs,P_Neg_Nil_income_45_54_yrs,P_Neg_Nil_income_55_64_yrs,P_Neg_Nil_income_65_74_yrs,P_Neg_Nil_income_75_84_yrs,P_Negtve_Nil_incme_85_yrs_ovr,P_Neg_Nil_income_Tot,P_1_149_15_19_yrs,P_1_149_20_24_yrs,P_1_149_25_34_yrs,P_1_149_35_44_yrs,P_1_149_45_54_yrs,P_1_149_55_64_yrs,P_1_149_65_74_yrs,P_1_149_75_84_yrs,P_1_149_85ov,P_1_149_Tot,P_150_299_15_19_yrs,P_150_299_20_24_yrs,P_150_299_25_34_yrs,P_150_299_35_44_yrs,P_150_299_45_54_yrs,P_150_299_55_64_yrs,P_150_299_65_74_yrs,P_150_299_75_84_yrs,P_150_299_85ov,P_150_299_Tot,P_300_399_15_19_yrs,P_300_399_20_24_yrs,P_300_399_25_34_yrs,P_300_399_35_44_yrs,P_300_399_45_54_yrs,P_300_399_55_64_yrs,P_300_399_65_74_yrs,P_300_399_75_84_yrs,P_300_399_85ov,P_300_399_Tot,P_400_499_15_19_yrs,P_400_499_20_24_yrs,P_400_499_25_34_yrs,P_400_499_35_44_yrs,P_400_499_45_54_yrs,P_400_499_55_64_yrs,P_400_499_65_74_yrs,P_400_499_75_84_yrs,P_400_499_85ov,P_400_499_Tot,P_500_649_15_19_yrs,P_500_649_20_24_yrs,P_500_649_25_34_yrs,P_500_649_35_44_yrs,P_500_649_45_54_yrs,P_500_649_55_64_yrs,P_500_649_65_74_yrs,P_500_649_75_84_yrs,P_500_649_85ov,P_500_649_Tot
SOS50,3479,6107,6682,6743,6349,8395,15639,10252,2782,66424,2345,5580,7242,7154,6627,7982,16122,13186,6966,73209,2069,7286,11581,10927,9427,9143,11421,7000,3138,71979,1231,6757,12750,12169,10298,8787,7396,3739,1432,64557,791,7134,15486,13817,12665,9764,5578,2259,929,68419,349,6012,17964,15534,14325,11416,4547,1307,477,71936,159,3676,15018,12419,11305,8500,2745,677,236,54734,75,1803,12954,11221,10233,7317,2140,605,267,46612,24,622,8217,8250,7571,5027,1335,313,101,31455,31,638,9796,14044,13069,7893,1837,416,171,47897,11,86,1457,2680,2488,1553,443,176,65,8957,30,94,1233,4067,4450,2394,894,434,144,13737,2715,3541,8536,6915,5807,4920,4922,5004,4964,47317,57892,63540,150941,150691,133403,118041,95610,53346,24562,848032,49076,10253,17726,18081,14504,20349,15856,5582,1962,153387,25670,5651,4159,4631,3765,5558,6247,2361,793,58826,15018,12088,8831,8077,7160,9450,11826,6265,1963,80678,6174,11087,11159,9935,9856,13348,27525,20193,5892,115178,4803,9949,11029,9743,9646,12232,26152,20644,9825,114013,4891,13179,16889,14281,12810,13381,20104,12585,4714,112843
SOS51,542,556,1206,1321,1302,1896,3669,2182,525,13195,480,586,1383,1473,1383,1828,3411,2550,1211,14308,577,950,2127,2290,1998,1964,2290,1343,559,14104,445,1158,2278,2466,2381,1853,1381,717,227,12907,293,1308,2630,2715,2585,2055,961,377,162,13094,158,1059,2771,2726,2869,2211,794,217,61,12869,56,692,2060,2062,2020,1519,416,93,30,8957,40,386,1833,1726,1834,1232,294,114,59,7527,16,148,1217,1289,1300,867,224,38,17,5119,16,160,1371,1883,1992,1229,287,53,23,7013,0,25,212,290,281,192,45,25,13,1084,7,21,200,396,391,260,128,53,22,1475,1020,995,2632,2369,2098,1805,1512,1236,1032,14704,10821,9350,25862,26589,25204,23429,18788,10277,4441,154756,7362,1084,2737,2271,1970,3433,2457,788,287,22386,4704,361,723,753,578,987,1031,394,169,9702,2319,1001,1648,1585,1376,2009,2332,1149,382,13800,975,980,1877,1905,2024,3073,6687,4512,1177,23211,987,992,1877,1974,2016,2866,5745,4190,1741,22394,1308,1622,2792,2852,2642,2886,4142,2441,837,21535
SOS52,85,137,308,275,301,411,744,375,74,2704,60,97,218,221,236,366,655,470,173,2482,86,144,343,334,296,316,350,187,74,2126,52,145,328,328,278,279,246,114,39,1801,36,115,301,297,364,340,131,61,26,1680,25,94,296,303,361,331,99,43,13,1558,7,85,213,206,211,228,65,27,12,1040,0,45,166,206,186,185,43,29,5,862,0,24,105,121,141,109,25,4,0,526,0,19,127,172,225,213,53,9,3,827,0,0,20,35,39,25,11,8,0,138,0,4,17,43,46,38,21,3,3,175,217,206,419,426,419,461,392,276,138,2947,1531,1461,3567,3557,3733,4222,3469,1818,636,23984,1177,191,370,272,335,623,479,137,40,3621,386,77,132,125,116,198,191,73,17,1317,374,408,645,573,558,573,490,222,71,3909,136,262,512,449,544,747,1424,838,176,5102,116,138,306,330,410,614,1261,851,268,4306,168,194,439,436,435,507,686,362,127,3358
SOS53,198,203,424,502,564,917,1508,686,127,5133,177,180,432,521,602,832,1138,684,215,4786,200,296,552,735,886,938,883,410,77,4979,141,332,552,749,932,958,657,218,56,4587,82,357,638,823,1019,1002,542,167,37,4673,55,327,740,843,1143,1135,406,118,16,4777,24,204,539,664,822,786,251,64,11,3359,11,113,452,590,799,711,224,50,12,2958,10,57,309,392,640,468,151,43,8,2066,3,66,366,631,924,759,208,48,9,3014,0,8,60,139,183,146,63,13,5,615,0,8,50,181,304,243,107,36,10,940,473,415,932,1014,1170,1181,897,458,84,6624,4187,3081,7309,9310,11683,12660,8919,3563,805,61530,3172,362,768,930,1287,2113,1538,424,96,10688,1612,192,284,371,376,611,658,239,50,4392,799,505,692,794,811,1204,1314,528,129,6777,368,362,641,757,914,1505,2957,1559,294,9361,411,350,651,712,918,1411,2361,1328,372,8518,550,582,818,987,1271,1606,1862,867,159,8700
SOS57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,8,0,0,7,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,8,0,0,0,0,23,3,11,14,11,9,3,4,0,0,61,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,3,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,3
SOS59,17,22,63,94,68,47,65,10,0,387,6,23,37,31,47,41,53,10,3,240,5,14,49,37,29,36,24,8,0,194,4,24,59,23,15,18,13,0,0,164,0,19,57,24,16,23,12,0,0,155,3,20,58,26,22,29,7,0,0,154,0,4,29,28,15,13,3,0,0,82,0,5,17,15,15,13,0,0,0,70,0,0,18,12,4,10,3,0,0,43,0,0,21,21,9,3,0,0,0,58,0,0,0,3,0,4,0,0,0,11,0,3,6,13,0,0,0,0,0,27,25,66,158,132,119,125,81,11,10,736,147,256,692,613,468,477,316,38,16,3030,63,29,83,78,78,91,43,6,3,472,21,22,26,39,23,46,13,0,0,193,67,93,167,241,210,119,47,10,4,958,21,48,136,212,184,151,146,37,0,923,8,44,66,77,79,79,130,20,3,496,9,28,83,65,50,60,63,20,0,384
