SOS_CODE_2021,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
SOS50,1624,4022,4152,3888,3245,2489,1118,218,20751,2265,5484,7796,4259,2137,826,159,7,22946,8873,32173,33843,29566,26942,20641,9550,2498,164076,3266,10336,9275,7838,6817,5214,2681,817,46246,622,1722,2119,1924,1558,1031,542,154,9678,1721,6433,6019,5101,3884,2452,1218,338,27170,665,2727,2866,2956,3360,3059,1495,378,17513,6360,15649,20123,16737,12194,8289,3503,757,83602,4053,8056,7648,6734,5189,4076,1682,352,37791,2919,4186,3358,1960,1261,968,326,81,15057,1949,4738,4818,3284,2333,1276,597,117,19117,314,151,78,66,67,56,36,12,790,558,1552,1846,1673,1223,764,446,137,8197,7218,12565,11950,10078,7703,5463,4345,2634,61948,42403,109800,115899,96065,77910,56591,27710,8501,534878,2252,5159,5115,3573,2255,1185,385,105,20038,416,2116,2532,1349,883,314,63,7,7678,1101,4244,4018,2315,1461,872,448,279,14737,495,2012,1620,1026,642,287,74,22,6172,584,1570,1652,1052,628,272,64,23,5854,7010,22580,19031,14947,12966,8580,4047,1325,90482,3447,11523,13354,13549,11730,8667,3644,974,66897,8311,26199
SOS51,122,309,393,336,270,253,106,19,1809,268,427,410,222,139,82,17,0,1568,2086,6469,6661,6042,5248,3657,1525,369,32056,708,2193,1893,1527,1545,1121,513,141,9633,267,536,713,674,603,398,221,61,3475,143,593,726,768,680,393,149,43,3490,95,425,626,743,720,637,236,53,3527,551,1111,1597,1501,1237,885,363,63,7311,410,764,796,745,671,500,190,46,4115,208,287,290,188,163,126,57,10,1329,304,724,840,741,526,267,125,17,3546,56,47,7,5,18,9,9,4,166,101,231,312,330,238,154,72,11,1439,2468,3451,3390,3215,2703,1871,1232,581,18911,7787,17557,18650,17040,14763,10352,4813,1416,92374,116,472,543,367,216,111,32,5,1864,31,112,176,112,78,53,22,0,593,218,569,463,283,174,104,62,39,1914,33,157,173,137,68,30,7,0,609,212,392,477,374,217,79,18,3,1778,1088,3025,2848,2407,2429,1716,817,255,14579,632,2178,2790,2754,2167,1450,583,145,12701,1478,3798
SOS52,12,49,42,47,31,31,18,3,234,22,22,42,25,22,9,0,0,140,230,700,697,722,804,636,241,51,4089,54,185,181,187,206,166,67,17,1067,57,99,129,137,140,101,36,3,706,13,60,67,75,102,65,12,3,396,17,63,53,86,102,96,31,0,442,49,128,102,159,150,113,38,9,752,31,82,100,73,79,88,28,6,485,21,27,29,24,16,22,14,0,153,33,72,63,76,78,51,18,0,392,5,0,6,0,0,0,0,0,12,8,28,40,32,38,32,10,4,197,422,516,540,665,683,557,320,101,3805,969,2020,2094,2303,2453,1967,858,204,12871,15,50,47,46,32,13,7,0,209,3,13,13,14,12,6,0,0,69,19,57,48,34,34,19,15,7,224,9,11,18,11,9,3,0,0,72,39,105,107,60,58,25,6,0,388,92,273,294,275,374,276,133,39,1752,81,314,321,336,336,228,95,21,1728,148,378
SOS53,46,123,168,197,205,193,59,9,1000,77,95,108,104,91,34,6,0,508,890,2314,2590,2946,3149,2134,708,81,14814,236,605,646,702,783,580,201,28,3786,274,401,631,751,641,507,169,32,3402,48,129,178,260,298,216,111,19,1257,33,74,153,230,322,341,94,11,1264,241,351,513,723,687,499,164,31,3209,151,206,222,250,312,263,95,9,1506,85,124,86,97,77,94,32,6,602,99,178,218,245,202,106,48,0,1102,27,5,3,5,13,8,6,0,57,43,65,89,116,130,93,25,7,578,1454,2222,2233,2321,1981,1281,600,130,12229,3698,6901,7839,8957,8901,6340,2313,367,45319,59,157,266,266,178,97,15,0,1041,11,22,26,57,49,27,3,0,201,67,172,153,166,108,62,29,6,761,13,65,61,76,44,19,4,0,285,187,298,418,349,279,97,28,4,1653,322,824,947,1159,1420,904,320,71,5974,210,582,1000,1275,1281,949,264,43,5607,419,913
SOS57,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,18,46,27,15,5,0,0,116,0,7,7,0,0,0,0,0,18,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,8,0,3,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,4,0,7,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,12,14,45,75,46,20,3,0,0,207,24,82,135,83,47,7,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0
SOS59,0,8,3,8,3,9,0,0,34,3,10,6,3,0,0,0,0,29,21,112,82,81,85,71,19,0,470,3,40,37,28,16,23,0,0,154,4,9,10,4,6,8,0,0,45,0,14,10,8,4,7,0,0,48,0,9,8,4,6,3,5,0,36,16,32,32,25,25,23,0,0,145,14,26,22,9,11,7,0,0,91,8,10,8,9,0,4,0,0,31,7,12,22,10,20,9,0,0,72,0,0,0,0,0,0,0,0,0,7,5,9,6,8,0,0,0,30,175,401,534,526,341,157,50,9,2194,258,676,786,712,533,320,81,13,3376,4,17,11,0,7,3,0,0,49,0,0,3,0,0,3,0,0,6,3,14,13,3,4,3,0,0,36,0,0,5,0,3,0,0,0,13,0,7,10,0,0,3,0,0,25,15,59,48,17,32,26,0,0,195,5,22,21,21,20,9,0,0,106,21,84
