SOS_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
SOS50,64,14,14,17,60538,60648,1271,75,43,34,63395,64814,41731,1940,2076,122,99090,144955,89219,5396,7760,210,44654,147237,83098,6453,13671,726,26329,130284,73533,5000,16257,1662,15180,111637,61154,3264,12711,3373,6205,86701,33266,1293,5037,4652,1950,46197,9016,265,939,4683,474,15377,392350,23695,58511,15481,317815,807849,67,21,14,17,57784,57892,2865,206,79,34,60354,63540,58155,3642,3515,194,85428,150941,94402,7238,11077,817,37152,150691,82272,7750,19460,2182,21745,133403,71518,5801,23390,5668,11667,118041,55769,3313,18693,12949,4894,95610,24535,1018,7742,18357,1691,53346,4718,170,1757,17294,624,24562,394307,29148,85730,57510,281336,848032,127,27,28,35,118323,118535,4136,280,123,62,123750,128352,99889,5578,5591,315,184521,295897,183626,12632,18836,1030,81804,297929,165369,14204,33131,2909,48075,263686,145055,10797,39651,7332,26847,229678,116925,6574,31400,16319,11103,182320,57797,2306,12780,23014,3638,99540,13732,437,2695,21975,1098,39936,786658,52845,144237,72993,599151,1655875
SOS51,20,3,3,3,11535,11569,293,23,3,10,9562,9891,6918,403,349,25,17000,24698,13684,1106,1407,65,9300,25562,13911,1491,2846,157,6521,24926,13895,1216,3863,444,3964,23384,12002,862,3010,875,1458,18206,6489,292,1106,1100,412,9393,1656,48,196,921,97,2912,68851,5445,12780,3597,59863,150537,27,0,0,9,10781,10821,483,47,7,9,8795,9350,9091,711,600,73,15398,25862,14615,1513,2020,202,8233,26589,13779,1675,3732,500,5526,25204,13387,1290,4743,1206,2801,23429,10932,731,3487,2679,952,18788,4785,196,1275,3756,268,10277,872,40,287,3149,90,4441,67974,6205,16153,11577,52840,154756,42,6,11,10,22321,22391,772,75,12,19,18363,19240,16011,1118,943,92,32396,50560,28293,2623,3431,270,17534,52149,27689,3164,6576,652,12045,50132,27277,2508,8610,1650,6771,46811,22937,1590,6504,3554,2408,36993,11269,491,2375,4856,685,19669,2523,80,481,4073,183,7350,136820,11654,28938,15177,112701,305293
SOS52,27,0,0,4,1576,1607,114,4,3,0,1331,1449,899,59,36,4,2334,3338,1622,146,162,10,1397,3343,1832,239,414,32,1346,3862,2267,301,782,103,959,4401,2270,181,763,203,436,3853,1155,83,290,209,133,1868,290,7,33,144,24,498,10475,1025,2486,709,9532,24224,32,0,0,0,1498,1531,134,15,9,4,1300,1461,1177,89,62,11,2229,3567,1734,204,219,46,1354,3557,1850,269,495,91,1040,3733,2270,254,777,268,648,4222,2014,138,565,524,229,3469,850,39,218,645,57,1818,129,5,40,452,12,636,10192,1007,2380,2035,8378,23984,56,0,0,4,3078,3135,244,20,10,5,2626,2915,2077,152,98,19,4566,6906,3362,348,381,59,2753,6899,3680,508,908,120,2388,7596,4537,552,1552,369,1612,8621,4283,324,1331,724,667,7322,2004,124,513,859,193,3685,424,17,68,592,36,1134,20662,2033,4862,2739,17908,48211
SOS53,17,4,8,3,4710,4741,166,10,3,9,4456,4644,2758,166,144,12,6981,10059,6256,468,642,19,4109,11495,8383,710,1383,70,3185,13733,9350,732,2077,242,2064,14468,7679,481,1692,438,764,11045,3232,156,499,449,173,4509,508,16,54,220,40,841,38339,2742,6506,1463,26487,75535,21,0,0,0,4166,4187,148,11,0,4,2916,3081,2712,136,138,16,4311,7309,6052,337,524,51,2349,9310,7875,471,1205,174,1958,11683,9003,433,1656,447,1118,12660,6452,208,1087,872,302,8919,2144,51,332,967,67,3563,213,7,51,521,22,805,34622,1662,4992,3050,17204,61530,35,7,8,6,8875,8927,312,28,7,7,7370,7726,5466,301,283,23,11291,17368,12303,803,1159,72,6464,20805,16252,1188,2589,247,5137,25420,18351,1171,3735,692,3179,27127,14129,687,2779,1312,1062,19970,5380,204,838,1414,246,8074,718,24,104,743,57,1649,72960,4405,11498,4516,43690,137066
SOS57,0,0,0,0,7,7,0,0,0,0,25,25,25,0,0,0,69,99,75,13,9,0,64,157,61,3,11,0,24,103,35,5,9,0,3,55,9,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,205,30,37,3,189,455,0,0,0,0,3,3,0,0,0,0,11,11,4,0,0,0,7,14,0,0,5,0,7,11,3,0,0,0,0,9,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10,0,33,61,0,0,0,0,6,6,0,0,0,0,31,31,32,0,0,0,83,116,75,13,11,0,72,170,66,8,17,0,27,109,33,5,16,0,7,62,14,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,217,25,44,3,227,516
SOS59,0,0,0,0,114,118,4,3,0,0,294,295,71,28,30,4,686,822,190,91,66,0,579,926,131,128,117,12,460,842,212,88,155,12,204,667,198,30,119,35,61,444,49,7,32,17,16,118,0,4,9,0,7,14,861,371,524,83,2408,4247,0,0,0,0,145,147,13,0,0,0,248,256,104,24,25,0,531,692,143,55,56,8,347,613,113,34,97,15,216,468,231,34,118,18,74,477,164,17,81,23,22,316,19,0,3,16,0,38,0,0,3,9,4,16,791,175,385,93,1589,3030,0,0,0,0,259,261,10,3,0,0,539,562,180,60,56,4,1220,1512,336,141,119,16,924,1543,241,166,211,24,673,1313,442,126,271,30,277,1144,371,48,199,57,83,758,65,8,33,33,15,155,0,4,5,14,3,30,1648,548,909,175,3998,7285
