SOS_CODE_2021,M_Neg_Nil_income_15_19_yrs,M_Neg_Nil_income_20_24_yrs,M_Neg_Nil_income_25_34_yrs,M_Neg_Nil_income_35_44_yrs,M_Neg_Nil_income_45_54_yrs,M_Neg_Nil_income_55_64_yrs,M_Neg_Nil_income_65_74_yrs,M_Neg_Nil_income_75_84_yrs,M_Negtve_Nil_incme_85_yrs_ovr,M_Neg_Nil_income_Tot,M_1_149_15_19_yrs,M_1_149_20_24_yrs,M_1_149_25_34_yrs,M_1_149_35_44_yrs,M_1_149_45_54_yrs,M_1_149_55_64_yrs,M_1_149_65_74_yrs,M_1_149_75_84_yrs,M_1_149_85ov,M_1_149_Tot,M_150_299_15_19_yrs,M_150_299_20_24_yrs,M_150_299_25_34_yrs,M_150_299_35_44_yrs,M_150_299_45_54_yrs,M_150_299_55_64_yrs,M_150_299_65_74_yrs,M_150_299_75_84_yrs,M_150_299_85ov,M_150_299_Tot,M_300_399_15_19_yrs,M_300_399_20_24_yrs,M_300_399_25_34_yrs,M_300_399_35_44_yrs,M_300_399_45_54_yrs,M_300_399_55_64_yrs,M_300_399_65_74_yrs,M_300_399_75_84_yrs,M_300_399_85ov,M_300_399_Tot,M_400_499_15_19_yrs,M_400_499_20_24_yrs,M_400_499_25_34_yrs,M_400_499_35_44_yrs,M_400_499_45_54_yrs,M_400_499_55_64_yrs,M_400_499_65_74_yrs,M_400_499_75_84_yrs,M_400_499_85ov,M_400_499_Tot,M_500_649_15_19_yrs,M_500_649_20_24_yrs,M_500_649_25_34_yrs,M_500_649_35_44_yrs,M_500_649_45_54_yrs,M_500_649_55_64_yrs,M_500_649_65_74_yrs,M_500_649_75_84_yrs,M_500_649_85ov,M_500_649_Tot,M_650_799_15_19_yrs,M_650_799_20_24_yrs,M_650_799_25_34_yrs,M_650_799_35_44_yrs,M_650_799_45_54_yrs,M_650_799_55_64_yrs,M_650_799_65_74_yrs,M_650_799_75_84_yrs,M_650_799_85ov,M_650_799_Tot,M_800_999_15_19_yrs,M_800_999_20_24_yrs,M_800_999_25_34_yrs,M_800_999_35_44_yrs,M_800_999_45_54_yrs,M_800_999_55_64_yrs,M_800_999_65_74_yrs,M_800_999_75_84_yrs,M_800_999_85ov,M_800_999_Tot,M_1000_1249_15_19_yrs,M_1000_1249_20_24_yrs,M_1000_1249_25_34_yrs,M_1000_1249_35_44_yrs,M_1000_1249_45_54_yrs,M_1000_1249_55_64_yrs,M_1000_1249_65_74_yrs,M_1000_1249_75_84_yrs,M_1000_1249_85ov,M_1000_1249_Tot,M_1250_1499_15_19_yrs,M_1250_1499_20_24_yrs,M_1250_1499_25_34_yrs,M_1250_1499_35_44_yrs,M_1250_1499_45_54_yrs,M_1250_1499_55_64_yrs,M_1250_1499_65_74_yrs,M_1250_1499_75_84_yrs,M_1250_1499_85ov,M_1250_1499_Tot,M_1500_1749_15_19_yrs,M_1500_1749_20_24_yrs,M_1500_1749_25_34_yrs,M_1500_1749_35_44_yrs,M_1500_1749_45_54_yrs,M_1500_1749_55_64_yrs,M_1500_1749_65_74_yrs,M_1500_1749_75_84_yrs,M_1500_1749_85ov,M_1500_1749_Tot,M_1750_1999_15_19_yrs,M_1750_1999_20_24_yrs,M_1750_1999_25_34_yrs,M_1750_1999_35_44_yrs,M_1750_1999_45_54_yrs,M_1750_1999_55_64_yrs,M_1750_1999_65_74_yrs,M_1750_1999_75_84_yrs,M_1750_1999_85ov,M_1750_1999_Tot,M_2000_2999_15_19_yrs,M_2000_2999_20_24_yrs,M_2000_2999_25_34_yrs,M_2000_2999_35_44_yrs,M_2000_2999_45_54_yrs,M_2000_2999_55_64_yrs,M_2000_2999_65_74_yrs,M_2000_2999_75_84_yrs,M_2000_2999_85ov,M_2000_2999_Tot,M_3000_3499_15_19_yrs,M_3000_3499_20_24_yrs,M_3000_3499_25_34_yrs,M_3000_3499_35_44_yrs,M_3000_3499_45_54_yrs,M_3000_3499_55_64_yrs,M_3000_3499_65_74_yrs,M_3000_3499_75_84_yrs,M_3000_3499_85ov,M_3000_3499_Tot,M_3500_more_15_19_yrs,M_3500_more_20_24_yrs,M_3500_more_25_34_yrs,M_3500_more_35_44_yrs,M_3500_more_45_54_yrs,M_3500_more_55_64_yrs,M_3500_more_65_74_yrs,M_3500_more_75_84_yrs,M_3500_more_85ov,M_3500_more_Tot,M_PI_NS_15_19_yrs,M_PI_NS_ns_20_24_yrs,M_PI_NS_ns_25_34_yrs,M_PI_NS_ns_35_44_yrs,M_PI_NS_ns_45_54_yrs,M_PI_NS_ns_55_64_yrs,M_PI_NS_ns_65_74_yrs,M_PI_NS_ns_75_84_yrs,M_PI_NS_ns_85_yrs_ovr,M_PI_NS_ns_Tot,M_Tot_15_19_yrs,M_Tot_20_24_yrs,M_Tot_25_34_yrs,M_Tot_35_44_yrs,M_Tot_45_54_yrs,M_Tot_55_64_yrs,M_Tot_65_74_yrs,M_Tot_75_84_yrs,M_Tot_85ov,M_Tot_Tot,F_Neg_Nil_income_15_19_yrs,F_Neg_Nil_income_20_24_yrs,F_Neg_Nil_income_25_34_yrs,F_Neg_Nil_income_35_44_yrs,F_Neg_Nil_income_45_54_yrs,F_Neg_Nil_income_55_64_yrs,F_Neg_Nil_income_65_74_yrs,F_Neg_Nil_income_75_84_yrs,F_Neg_Nil_incme_85_yrs_ovr,F_Neg_Nil_income_Tot,F_1_149_15_19_yrs,F_1_149_20_24_yrs,F_1_149_25_34_yrs,F_1_149_35_44_yrs,F_1_149_45_54_yrs,F_1_149_55_64_yrs,F_1_149_65_74_yrs,F_1_149_75_84_yrs,F_1_149_85ov,F_1_149_Tot,F_150_299_15_19_yrs,F_150_299_20_24_yrs,F_150_299_25_34_yrs,F_150_299_35_44_yrs,F_150_299_45_54_yrs,F_150_299_55_64_yrs,F_150_299_65_74_yrs,F_150_299_75_84_yrs,F_150_299_85ov,F_150_299_Tot
SOS50,26732,5509,4510,3154,3424,5511,6042,2487,711,58087,11758,2672,994,689,800,1563,2437,988,312,22206,6677,5606,3176,2193,2407,3325,4850,2752,802,31792,2698,4982,4480,3188,3515,4959,11890,9949,3106,48754,2454,4364,3784,2592,3017,4253,10028,7456,2865,40803,2819,5893,5310,3357,3388,4242,8679,5583,1579,40865,1892,6582,6811,4361,3546,4363,6488,3965,1156,39161,1324,7588,12615,8129,6804,6738,6141,2685,736,52753,744,6956,18862,13961,11075,10493,6532,2213,500,71340,292,4123,16389,13481,10532,9039,4449,1243,248,59794,156,2495,14931,14406,11515,9560,3587,942,262,57846,80,1342,11226,12957,10785,7844,2450,492,131,47298,84,1756,20740,30182,25544,17379,4330,786,188,100983,18,268,4836,9165,8142,5046,1278,240,62,29044,37,209,4618,14843,16870,10536,2896,735,171,50908,2874,4464,11682,10586,8926,6791,4631,3675,2573,56200,60648,64814,144955,147237,130284,111637,86701,46197,15377,807849,22342,4742,13217,14929,11076,14838,9816,3096,1248,95298,13908,2979,3168,3937,2974,3991,3808,1374,480,36619,8338,6481,5655,5885,4750,6129,6975,3510,1164,48886
SOS51,4038,535,513,431,521,883,973,352,109,8350,2119,134,98,111,147,311,426,192,61,3601,1060,482,552,489,495,718,1038,521,174,5524,431,423,671,588,722,1181,3015,2333,655,10022,509,399,497,505,635,1030,2330,1641,531,8082,733,673,664,564,644,924,1850,1099,280,7429,539,1039,984,638,698,1009,1383,758,219,7264,406,1305,1836,1238,1243,1398,1154,463,124,9171,251,1188,2689,2146,1961,2133,1303,370,63,12109,116,752,2260,2021,1953,1725,759,188,32,9818,72,605,2325,2272,2179,1883,613,139,53,10151,26,385,2003,2178,2131,1766,493,89,17,9083,27,560,4071,5436,5130,3703,721,104,23,19769,3,104,1148,1654,1561,1021,202,21,8,5724,13,63,982,2016,1881,1219,334,82,23,6613,1219,1236,3402,3280,3013,2480,1610,1047,534,17827,11569,9891,24698,25562,24926,23384,18206,9393,2912,150537,3319,551,2221,1843,1450,2548,1482,437,175,14030,2581,227,617,639,436,679,604,203,110,6095,1259,522,1098,1097,880,1291,1291,630,209,8273
SOS52,616,89,85,79,93,186,195,69,19,1425,158,30,32,32,31,59,85,32,3,465,200,213,317,264,241,224,233,118,31,1840,51,127,208,183,239,334,678,465,104,2392,59,42,93,111,173,252,608,386,99,1824,89,54,103,105,136,186,336,173,53,1236,68,104,128,99,120,188,277,139,37,1147,67,169,233,176,212,278,224,78,20,1452,37,148,302,251,308,395,222,75,14,1758,19,92,271,223,288,342,130,24,8,1401,8,58,259,267,282,320,126,25,7,1355,3,51,202,220,270,255,74,4,0,1073,4,64,426,515,546,516,115,9,0,2189,0,13,123,160,149,129,32,4,3,608,4,9,78,174,182,137,56,13,6,659,241,186,482,486,592,596,444,259,88,3376,1607,1449,3338,3343,3862,4401,3853,1868,498,24224,567,100,287,190,235,435,281,75,24,2197,229,54,98,100,77,141,102,39,10,853,176,198,326,310,310,347,256,106,36,2066
SOS53,1711,188,196,228,399,662,653,222,30,4295,696,84,50,65,99,200,314,131,22,1666,361,243,250,274,285,490,647,264,68,2885,167,160,215,251,354,590,1449,876,170,4233,231,174,215,190,318,578,1222,642,161,3727,347,287,265,246,393,663,979,454,83,3716,229,395,334,309,416,639,718,339,51,3431,169,458,562,497,627,914,752,274,37,4289,98,468,861,771,1015,1313,850,212,39,5633,41,338,706,800,924,1034,542,135,12,4528,34,228,730,839,1085,1078,425,110,15,4534,26,178,603,830,1017,923,289,75,8,3946,23,260,1317,1845,2320,1865,510,98,13,8251,4,49,410,626,740,583,154,25,7,2612,13,37,368,842,1132,842,321,94,15,3662,585,1089,2973,2878,2606,2100,1231,547,110,14120,4741,4644,10059,11495,13733,14468,11045,4509,841,75535,1455,172,576,697,888,1453,881,199,65,6388,913,105,237,311,277,409,346,104,23,2729,436,260,446,520,524,713,669,269,57,3899
SOS57,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,3,0,3,0,0,0,17,0,3,3,4,0,0,0,0,0,14,0,0,8,5,7,0,0,0,0,24,0,3,3,5,9,3,0,0,0,21,0,0,17,31,12,14,0,0,0,77,0,3,3,14,0,0,0,0,0,26,0,0,9,17,16,4,0,0,0,50,3,13,44,71,42,20,7,0,0,197,7,25,99,157,103,55,14,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS59,35,18,36,36,41,29,22,3,3,233,13,10,10,22,13,25,8,0,0,98,20,61,106,143,136,77,27,7,0,574,3,21,71,116,110,100,80,28,0,534,4,18,27,45,31,36,74,19,0,257,5,21,33,25,28,30,39,17,0,191,0,19,30,16,15,18,16,4,0,124,4,19,41,23,23,25,16,11,5,158,0,12,64,35,29,29,14,0,0,192,0,10,33,28,20,18,14,0,0,125,0,3,34,36,25,20,5,0,0,126,0,0,26,20,18,17,5,0,0,82,0,3,47,51,45,20,8,0,0,174,0,0,16,13,7,11,0,0,0,48,0,6,12,21,18,7,4,0,0,71,27,74,233,287,287,198,120,30,11,1261,118,295,822,926,842,667,444,118,14,4247,33,13,41,36,37,53,23,0,0,238,13,9,14,20,10,22,8,0,0,93,46,31,62,102,72,41,22,3,4,382
