SOS_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
SOS50,36,275,683,3707,2028,1557,1012,271,136,9696,6,84,194,618,469,551,429,257,107,2724,18,146,656,2015,1110,867,429,125,30,5391,243,2311,3812,17026,6070,4975,3631,2062,845,40977,1914,4268,4510,12596,4650,4091,3851,3386,2639,41905,61163,127538,121434,301635,133403,118041,95610,53346,24562,1036733,29,295,777,2946,703,395,171,51,9,5375,118109,216790,170165,306754,133785,110705,89049,44967,17804,1208128,21,215,225,1528,389,135,114,19,4,2665,7,16,47,1035,458,695,402,165,45,2863,28,188,208,3157,385,164,68,35,7,4250,12,74,93,523,283,204,147,30,11,1379,69,326,435,1929,917,779,449,173,58,5138,15,57,96,643,335,305,226,105,26,1807,99,1202,2890,12535,4344,3282,1911,560,288,27105,0,26,31,671,405,761,1120,768,389,4177,15,245,291,639,231,266,334,243,97,2366,388,5352,11421,31127,27994,35128,26091,18443,6412,162346,3,29,82,377,200,199,109,42,9,1046,23,136,220,1842,495,362,246,120,47,3502
SOS51,5,19,26,220,55,33,20,8,0,389,0,3,11,64,53,74,42,43,14,313,0,31,86,309,158,136,63,14,3,806,29,157,161,1171,435,430,304,176,78,2940,814,2139,1671,4703,2003,1716,1296,911,487,15747,11963,26494,20172,52446,25204,23429,18788,10277,4441,193209,0,16,41,130,38,22,4,0,0,264,22545,46458,32988,68955,33507,30490,24737,12103,4548,276337,0,5,7,74,17,5,0,0,0,116,0,0,0,24,9,7,14,3,0,61,0,14,15,184,32,11,4,3,0,258,4,9,6,46,6,4,3,0,0,82,19,38,44,291,115,109,66,19,12,714,0,3,0,99,22,26,15,5,0,162,5,38,72,587,148,86,27,6,0,966,0,0,4,25,15,36,39,33,6,158,5,15,3,51,0,10,22,11,3,125,29,417,814,3238,3035,4735,3928,3005,1002,20207,0,14,26,145,53,31,15,7,4,292,0,11,47,300,48,58,28,16,12,527
SOS52,0,0,0,22,4,3,0,0,0,36,0,0,0,8,7,7,11,7,0,40,0,0,5,18,18,16,8,0,0,57,0,8,20,134,47,53,43,32,13,348,164,391,304,764,409,485,354,236,99,3207,1747,3736,2990,7123,3733,4222,3469,1818,636,29473,0,0,3,5,0,0,0,0,0,8,3264,6649,5031,9895,5259,5746,4918,2315,737,43823,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,6,0,0,4,13,6,0,0,0,0,20,0,0,0,9,0,0,0,0,0,14,0,4,3,26,14,16,14,8,0,76,0,0,0,10,0,0,4,0,0,14,0,3,4,21,18,0,0,0,0,56,0,0,0,4,0,4,12,7,0,23,0,0,0,3,0,0,0,0,0,4,4,30,78,380,440,805,744,500,119,3101,0,4,0,16,8,6,5,4,0,43,0,0,3,32,6,4,11,3,0,59
SOS53,0,3,6,79,49,30,18,0,0,188,0,4,0,22,23,36,35,11,0,132,0,0,13,74,47,64,36,9,0,244,0,14,49,365,180,286,178,73,17,1166,221,735,695,1799,1117,1122,846,379,68,6975,3484,9280,7272,16619,11683,12660,8919,3563,805,74281,0,0,0,42,6,9,0,0,0,56,6696,17244,13478,25729,16991,17100,12672,4712,971,115588,0,0,0,22,4,3,0,0,0,33,0,0,0,18,4,9,4,5,0,33,0,0,0,57,11,0,4,0,0,71,0,0,0,10,0,5,0,0,0,16,0,18,20,109,52,82,41,9,0,339,0,0,0,17,10,5,7,0,0,37,0,4,7,128,56,31,15,5,0,261,0,0,3,12,11,25,39,39,14,137,0,0,0,6,0,8,11,3,0,31,4,140,376,1317,1921,3259,2297,1274,258,10841,0,0,4,49,20,9,5,0,0,90,0,8,20,139,29,32,21,16,0,261
SOS57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,8,0,0,0,0,19,0,0,13,28,9,3,4,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,15,91,31,16,5,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SOS59,0,0,0,7,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,15,55,4,4,0,0,0,81,25,30,89,251,105,109,72,6,9,692,153,230,410,1309,468,477,316,38,16,3416,5,0,0,12,0,0,0,0,0,25,226,379,525,1747,782,622,413,62,12,4775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,0,3,8,3,0,0,0,0,24,0,0,4,9,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,18,103,47,91,75,19,5,366,0,0,0,0,0,0,0,0,0,0,0,0,6,28,0,0,0,0,0,40
