SOS_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Other_0_14,F_Other_15_24,F_Other_25_34,F_Other_35_44,F_Other_45_54,F_Other_55_64,F_Other_65_74,F_Other_75_84,F_Other_85_over,F_Other_Tot,F_None_0_14,F_None_15_24,F_None_25_34,F_None_35_44,F_None_45_54,F_None_55_64,F_None_65_74,F_None_75_84,F_None_85_over,F_None_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Other_0_14,P_Other_15_24,P_Other_25_34,P_Other_35_44,P_Other_45_54,P_Other_55_64,P_Other_65_74,P_Other_75_84,P_Other_85_over,P_Other_Tot,P_None_0_14,P_None_15_24,P_None_25_34,P_None_35_44,P_None_45_54,P_None_55_64,P_None_65_74,P_None_75_84,P_None_85_over,P_None_Tot
SOS50,138,165,274,459,670,1028,1546,1688,1194,7165,205,146,259,483,1336,3170,4937,4122,1779,16426,3590,18120,22169,18649,15979,13003,7749,3901,2452,105616,52,47,113,301,631,1080,1725,2035,1520,7505,6261,7273,10325,12172,13133,14560,12498,7441,4522,88174,158292,82594,101306,99937,79213,58335,35825,13057,3612,632172,12841,8811,10698,9610,8854,7374,5711,4057,2854,70807,188701,121434,150941,150691,133403,118041,95610,53346,24562,1036733,352,1274,3802,8155,17467,31680,42474,31525,14053,150792,21343,19036,23320,23415,20191,17302,14498,7806,2709,149625,370,486,1207,2926,6165,11223,16436,12011,4454,55273,15,39,37,69,152,545,1810,5039,6084,13782,593,1284,2588,6282,12284,19682,24769,15773,5302,88559,472,476,792,1813,5391,12853,21377,18919,9498,71588,340,323,526,948,1377,2251,3435,3753,2229,15191,467,305,514,952,2465,5806,9428,7999,3222,31153,7601,27282,34331,30412,26625,21504,13357,6506,3424,171025,90,109,215,602,1275,2479,4181,4662,2699,16314,15675,13174,16400,19762,22654,25406,22339,12790,6888,155098,319602,175883,205558,202562,160692,116058,68140,25129,6350,1279967
SOS51,28,23,52,116,195,266,369,354,226,1624,46,29,34,102,308,790,1093,770,311,3479,757,2951,3937,3703,3469,2828,1661,780,476,20565,6,9,32,61,144,233,398,424,314,1627,1211,1031,1642,2027,2398,2636,2120,1311,785,15164,30149,12808,15849,15904,13467,10599,6495,2474,647,108394,4570,2478,3053,2945,2648,2267,1650,990,566,21169,38455,20172,25862,26589,25204,23429,18788,10277,4441,193209,91,227,746,1751,4036,7300,9231,6330,2641,32364,4915,3411,4241,4448,3993,3756,3073,1587,524,29941,60,58,215,526,1169,2260,3284,2374,814,10762,4,0,11,18,38,138,406,1058,1195,2861,142,253,588,1176,2546,4432,5081,3084,974,18273,123,100,180,362,1120,2647,4211,3516,1777,14039,79,44,127,189,369,559,801,780,418,3373,116,71,88,173,555,1492,2189,1609,575,6864,1583,4519,5899,5736,5602,4888,3001,1360,687,33279,17,13,53,106,280,527,953,929,530,3397,3036,1998,2566,3197,3986,4629,3892,2346,1187,26826,60728,27485,32244,32207,27860,21548,12956,4784,1167,220983
SOS52,7,0,12,19,33,54,79,67,30,303,5,4,3,22,73,163,236,126,38,666,70,317,442,468,480,517,301,119,39,2759,0,0,3,12,35,49,83,69,31,284,148,124,188,281,375,463,310,194,92,2167,4164,2000,2271,2056,1858,1770,1114,435,104,15779,868,389,461,438,449,505,380,252,101,3855,5480,2990,3567,3557,3733,4222,3469,1818,636,29473,16,33,100,254,608,1390,1940,1110,368,5812,576,413,524,575,645,736,685,304,76,4527,10,9,29,65,156,443,587,425,124,1840,0,4,7,5,12,27,75,128,118,375,27,49,105,254,559,882,1109,580,148,3697,29,35,41,106,230,588,888,641,247,2798,11,7,20,32,71,116,172,140,62,625,14,4,8,40,123,325,549,321,87,1479,195,498,683,776,821,894,614,224,75,4774,3,0,12,21,60,124,208,172,61,657,376,246,288,452,645,864,686,353,143,4048,8443,4187,4521,4111,3963,3693,2341,877,207,32330
SOS53,6,5,12,32,64,93,123,102,38,470,22,8,8,35,89,258,376,215,45,1063,207,829,904,1096,1228,1187,593,176,52,6269,3,4,7,22,43,85,143,116,38,453,361,327,431,633,968,1235,858,347,112,5275,10243,4858,4590,5734,6672,6215,3470,1011,153,42952,1422,937,1002,1135,1351,1340,952,404,74,8615,12755,7272,7309,9310,11683,12660,8919,3563,805,74281,16,90,231,596,1686,3729,4364,2211,545,13471,1399,1100,1106,1492,1804,1838,1417,563,102,10828,26,23,46,172,547,1243,1661,947,173,4841,0,5,3,5,12,43,104,250,161,582,42,70,148,301,921,1633,2070,1036,212,6443,36,35,56,105,475,1329,2080,1408,377,5901,20,12,33,61,130,230,294,260,84,1122,34,26,22,49,187,587,908,560,109,2486,501,1307,1393,1733,2083,2106,1209,383,76,10806,9,5,11,35,106,212,381,319,88,1168,881,665,702,1092,1699,2282,1792,718,193,10018,20982,11212,10280,12298,14358,13415,7709,2329,349,92926
SOS57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,4,5,5,4,0,0,30,0,8,3,3,8,0,0,0,0,20,0,13,14,11,9,3,4,0,0,58,0,0,0,0,0,0,0,0,0,14,0,0,0,8,4,4,0,0,0,16,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,22,60,84,56,24,8,0,0,248
SOS59,0,0,0,0,0,3,7,0,3,11,0,0,4,3,10,7,12,3,0,46,4,62,79,88,61,35,20,0,0,348,0,0,0,0,3,0,8,0,0,18,9,25,32,40,33,40,27,3,0,210,269,136,307,193,131,168,91,13,0,1296,93,172,267,281,223,162,87,14,12,1315,380,410,692,613,468,477,316,38,16,3416,0,10,6,35,61,122,136,24,3,399,28,50,72,68,56,40,35,10,0,371,0,0,4,9,16,33,53,10,0,130,0,0,0,0,0,0,0,0,3,11,0,4,9,14,31,54,65,8,3,198,0,0,6,12,22,44,68,24,4,185,0,0,0,7,7,7,13,3,3,33,3,4,3,9,17,20,35,10,0,103,14,104,149,157,133,86,36,9,6,688,0,0,0,0,10,8,19,0,0,40,21,49,59,72,71,89,70,6,0,430,528,305,612,469,315,334,212,26,4,2794
