SOS_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
SOS50,6,1293,..,28212,2684,30898,317,31210,..,10591,1355,11947,97,12039,..,2880,446,3325,21,3341,..,603,262,867,6,871,..,2556,886,3440,23,3459,..,2469,420,2893,18,2914,..,4114,264,4371,44,4413,..,3082,549,3627,24,3656,..,2632,273,2906,19,2930,..,3650,429,4076,39,4116,..,1912,226,2141,11,2150,..,337,17,360,0,359,..,2345,406,2751,10,2760,..,5357,157,5515,41,5554,..,5940,616,6551,59,6616,..,7681,294,7975,41,8015,..,4055,304,4362,35,4395,..,23032,1371,24402,174,24573,..,5656,565,6218,64,6286,..,3822,319,4137,36,4174,..,3767,698,4464,21,4490,..,721,213,935,7,944,..,7795,3800,11596,78,11673,..,32257,5385,37649,662,38309,..,197322,30969,228297,2226,230519,..,5059,777,5843,40114,45954,760255,202383,31750,234135,42344,1036733,1504326,..,..,..,..,1504326,..,11170,164,11329,62,11398,..,13246,2047,15291,110,15400,..,1779,48,1828,26,1856,..,15231,3737,18964,151,19118,..,38350,10541,48891,479,49372
SOS51,0,55,..,1081,112,1193,12,1209,..,782,83,866,18,880,..,175,22,195,0,196,..,35,6,43,0,43,..,138,40,181,0,177,..,57,9,58,0,58,..,282,27,307,3,310,..,62,12,74,0,74,..,192,10,201,0,201,..,211,16,229,0,234,..,125,20,144,0,144,..,52,3,56,0,60,..,48,7,50,0,50,..,1052,37,1088,15,1093,..,388,26,416,7,428,..,1245,52,1294,11,1305,..,671,107,773,11,787,..,3361,217,3576,34,3614,..,418,18,435,9,440,..,123,3,133,0,133,..,714,131,841,5,851,..,21,3,22,0,22,..,311,134,449,3,448,..,3713,405,4118,80,4205,..,15599,1652,17254,219,17465,..,953,155,1110,15048,16156,159584,16560,1802,18358,15264,193209,315783,..,..,..,..,315783,..,2293,35,2324,12,2336,..,402,49,449,4,453,..,2337,87,2426,48,2473,..,354,95,449,4,456,..,1315,406,1720,16,1734
SOS52,0,0,..,48,4,52,0,52,..,59,4,65,0,66,..,7,0,10,0,10,..,6,0,11,0,11,..,15,0,16,0,16,..,0,0,0,0,0,..,33,0,39,0,39,..,4,0,4,0,4,..,8,5,12,0,12,..,18,0,18,0,18,..,16,0,17,0,17,..,4,0,4,0,4,..,4,0,4,0,3,..,111,3,117,6,118,..,27,0,25,0,25,..,114,4,121,5,122,..,40,0,40,0,40,..,285,5,295,4,299,..,42,0,46,0,46,..,4,0,3,0,3,..,57,8,69,0,74,..,0,0,0,0,0,..,31,10,38,0,38,..,2318,194,2508,65,2571,..,3343,288,3635,86,3718,..,125,18,142,2910,3050,22703,3464,310,3772,2995,29473,46044,..,..,..,..,46044,..,167,3,172,0,174,..,21,6,27,0,28,..,3967,350,4314,122,4439,..,15,3,20,0,22,..,103,43,147,5,149
SOS53,0,6,..,74,13,84,0,84,..,408,29,443,5,449,..,53,7,60,0,60,..,7,0,4,0,4,..,19,3,20,0,20,..,31,3,33,0,33,..,4,0,5,0,5,..,4,0,6,0,6,..,56,3,57,0,57,..,66,3,70,3,75,..,21,0,20,0,20,..,3,0,3,0,3,..,24,6,22,0,22,..,76,4,84,0,82,..,62,3,63,0,63,..,107,0,107,0,111,..,80,13,96,0,94,..,320,24,347,5,351,..,148,4,150,0,154,..,6,0,6,0,6,..,146,32,177,0,183,..,4,0,6,0,6,..,111,87,205,5,208,..,1833,119,1950,44,1996,..,4672,422,5094,77,5178,..,210,15,226,6410,6634,62474,4883,440,5316,6492,74281,132299,..,..,..,..,132299,..,783,15,799,3,799,..,83,10,96,0,97,..,2460,177,2642,56,2697,..,69,15,85,0,85,..,373,78,455,8,461
SOS57,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,19,25,29,7,0,7,19,58,232,..,..,..,..,232,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
SOS59,0,0,..,8,0,9,0,3,..,13,0,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,6,0,6,..,3,0,3,0,3,..,3,0,3,0,3,..,16,0,20,0,20,..,29,0,29,0,29,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,7,0,7,..,48,10,53,3,59,..,215,26,236,7,244,..,30,0,25,1247,1280,1896,241,28,263,1253,3416,4079,..,..,..,..,4079,..,23,0,23,0,23,..,15,4,21,0,21,..,21,3,23,0,24,..,8,0,8,0,8,..,19,8,29,0,29
