SOS_CODE_2021,M_Tot_0,M_Tot_1_19,M_Tot_20_29,M_Tot_30_34,M_Tot_35_39,M_Tot_40_44,M_Tot_45_49,M_Tot_50_over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_19,F_AgriForestFish_20_29,F_AgriForestFish_30_34,F_AgriForestFish_35_39,F_AgriForestFish_40_44,F_AgriForestFish_45_49,F_AgriForestFish_50_over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_19,F_Min_20_29,F_Min_30_34,F_Min_35_39,F_Min_40_44,F_Min_45_49,F_Min_50_over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_19,F_Mnfg_20_29,F_Mnfg_30_34,F_Mnfg_35_39,F_Mnfg_40_44,F_Mnfg_45_49,F_Mnfg_50_over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_19,F_EGW_WS_20_29,F_EGW_WS_30_34,F_EGW_WS_35_39,F_EGW_WS_40_44,F_EGW_WS_45_49,F_EGW_WS_50_over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_19,F_Cnstn_20_29,F_Cnstn_30_34,F_Cnstn_35_39,F_Cnstn_40_44,F_Cnstn_45_49,F_Cnstn_50_over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_19,F_WTrade_20_29,F_WTrade_30_34,F_WTrade_35_39,F_WTrade_40_44,F_WTrade_45_49,F_WTrade_50_over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_19,F_RTrade_20_29,F_RTrade_30_34,F_RTrade_35_39,F_RTrade_40_44,F_RTrade_45_49,F_RTrade_50_over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_19,F_AccomFoodS_20_29,F_AccomFoodS_30_34,F_AccomFoodS_35_39,F_AccomFoodS_40_44,F_AccomFoodS_45_49,F_AccomFoodS_50_over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_19,F_TransPostWhse_20_29,F_TransPostWhse_30_34,F_TransPostWhse_35_39,F_TransPostWhse_40_44,F_TransPostWhse_45_49,F_TransPostWhse_50_over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_19,F_InfoMedTelecom_20_29,F_InfoMedTelecom_30_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40_44,F_InfoMedTelecom_45_49,F_InfoMedTelecom_50_over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_19,F_FinInsurS_20_29,F_FinInsurS_30_34,F_FinInsurS_35_39,F_FinInsurS_40_44,F_FinInsurS_45_49,F_FinInsurS_50_over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_19,F_RentHirREserv_20_29,F_RentHirREserv_30_34,F_RentHirREserv_35_39,F_RentHirREserv_40_44,F_RentHirREserv_45_49,F_RentHirREserv_50_over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_19,F_ProScieTechServ_20_29,F_ProScieTechServ_30_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40_44,F_ProScieTechServ_45_49,F_ProScieTechServ_50_over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_19,F_AdminSupServ_20_29,F_AdminSupServ_30_34,F_AdminSupServ_35_39,F_AdminSupServ_40_44,F_AdminSupServ_45_49,F_AdminSupServ_50_over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_19,F_PubAdmiSafety_20_29,F_PubAdmiSafety_30_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40_44,F_PubAdmiSafety_45_49,F_PubAdmiSafety_50_over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_19,F_EducTrain_20_29,F_EducTrain_30_34,F_EducTrain_35_39,F_EducTrain_40_44,F_EducTrain_45_49,F_EducTrain_50_over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_19,F_HealthCareSocA_20_29,F_HealthCareSocA_30_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40_44,F_HealthCareSocA_45_49,F_HealthCareSocA_50_over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_19,F_ArtRecServ_20_29,F_ArtRecServ_30_34,F_ArtRecServ_35_39,F_ArtRecServ_40_44,F_ArtRecServ_45_49,F_ArtRecServ_50_over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_19,F_OthServ_20_29,F_OthServ_30_34,F_OthServ_35_39,F_OthServ_40_44,F_OthServ_45_49,F_OthServ_50_over,F_OthServ_hours_NS,F_OthServ_Tot
SOS50,18780,51852,37428,25848,96770,132591,45626,113730,9084,531710,81,505,364,307,420,417,98,172,38,2411,1224,657,1052,762,1859,3539,1412,4368,152,15024,502,2383,2125,1229,3466,2978,760,1038,89,14567,174,210,339,293,1143,793,197,214,16,3386,464,2262,2137,1193,2494,3629,706,1366,129,14374,269,1016,1126,730,2114,1853,419,523,34,8079,2197,17640,11447,5053,8518,4650,1298,1600,447,52846,1203,14520,7403,3172,3917,2829,850,2012,409,36314,653,1501,1649,904,2160,2355,532,762,101,10622,162,650,512,281,717,623,152,231,28,3351,831,1205,1906,1291,3645,3210,690,1011,65,13862,272,1130,1085,666,1910,1701,415,801,58,8037,1533,4935,5002,3289,7130,7657,1887,3091,157,34682,670,4625,3376,1459,2936,2110,502,1032,167,16887,1980,2612,3384,2445,9447,5792,1480,1696,160,28992,3041,12815,11410,7623,12106,9546,3785,6358,373,67056,6725,19147,23086,16556,25551,14420,3244,5896,862,115495,416,3188,1611,863,1323,1035,258,455,58,9205,716,5182,3950,2209,3739,2552,659,1002,209,20212
SOS51,4959,7377,5069,4003,12866,19576,8813,27461,1924,92053,80,319,185,98,192,231,56,127,24,1291,448,192,214,120,271,616,412,1502,47,3827,137,396,330,201,554,503,227,219,22,2589,37,60,52,42,150,105,44,68,11,556,101,454,344,212,342,488,130,302,19,2390,49,158,144,82,213,242,74,121,10,1090,536,3054,2135,1195,1852,1013,347,457,84,10676,322,2648,1481,785,1021,752,223,620,128,7969,103,304,335,183,369,455,117,301,24,2208,20,96,55,38,82,75,22,20,3,411,77,160,195,129,311,257,51,81,5,1269,56,160,166,99,406,280,71,161,10,1417,137,546,459,326,629,447,117,293,18,2960,125,888,605,305,486,359,105,252,40,3176,379,498,510,390,1430,1059,239,342,26,4884,641,1933,2001,1512,2128,1854,766,1308,92,12246,1305,2743,3394,2816,4152,2615,582,1201,179,18988,62,356,199,112,144,92,28,60,11,1085,148,821,585,363,657,428,131,236,31,3407
SOS52,736,953,719,522,1515,2474,1047,3654,413,12026,41,97,96,57,53,91,24,52,8,525,57,24,23,14,28,66,54,190,3,452,13,45,34,33,66,70,27,48,5,343,0,3,5,3,6,6,5,5,0,40,18,45,33,15,36,48,15,41,0,246,12,24,22,11,29,59,16,17,3,187,51,275,199,109,175,117,37,101,20,1078,44,289,172,108,118,100,54,143,16,1048,27,85,73,24,24,39,18,43,11,351,5,4,10,4,6,0,0,3,0,38,7,18,24,11,22,20,9,3,0,111,7,21,20,4,32,12,0,8,0,104,16,62,46,28,31,32,10,22,3,250,21,120,77,29,43,39,8,42,9,389,71,95,86,66,212,205,47,67,8,863,103,292,293,218,263,290,111,226,21,1815,143,311,317,254,370,262,57,142,31,1876,16,44,39,7,28,21,0,6,4,158,16,90,70,45,46,29,13,20,3,332
SOS53,2504,3473,2564,1894,4383,7982,3487,17293,1017,44592,243,1009,778,465,428,809,266,1230,112,5338,145,82,94,34,88,176,90,682,35,1425,53,268,176,130,206,196,66,139,10,1236,9,20,26,14,42,39,15,16,3,175,55,264,197,106,137,224,40,178,16,1221,34,103,104,57,85,166,46,77,4,681,151,903,641,306,381,278,89,195,42,2989,128,858,419,200,199,224,80,371,40,2529,47,200,195,78,99,131,42,119,11,929,8,27,17,9,13,13,4,12,3,108,26,70,79,47,101,98,21,47,3,481,19,82,52,39,91,88,19,74,3,468,67,274,254,192,195,229,66,146,11,1443,58,299,178,87,102,100,28,115,13,971,152,237,271,175,515,384,85,144,12,1973,305,899,899,554,663,626,267,510,42,4765,418,1051,1085,777,928,601,119,284,62,5322,32,181,112,50,61,64,23,72,9,596,60,318,202,146,167,152,49,82,23,1181
SOS57,9,11,5,0,4,4,9,198,5,246,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS59,95,88,71,48,92,146,51,283,18,899,0,5,5,6,10,5,0,5,0,38,3,0,0,3,4,0,3,26,0,38,0,4,6,7,3,3,4,0,0,21,0,0,0,0,0,6,0,0,0,5,10,4,0,0,3,6,3,3,0,25,0,0,0,0,3,0,0,0,0,5,10,4,3,0,10,9,0,6,0,47,4,30,18,14,21,24,10,16,0,142,7,4,4,0,3,5,0,4,0,29,0,3,0,0,0,0,0,0,0,7,3,3,0,4,0,0,0,0,0,13,0,4,0,0,0,0,0,0,0,3,9,15,8,7,0,7,0,0,0,44,5,6,0,5,4,3,0,3,0,29,3,0,0,0,9,5,0,5,0,32,10,15,13,3,3,3,6,0,0,50,19,21,21,10,18,14,0,9,0,124,0,6,0,0,0,3,0,5,0,17,3,6,5,6,6,3,0,0,0,24
