SOS_CODE_2021,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
SOS50,1807,469,547,20,557,205,465,1930,95,6094,8931,17728,16137,546,5544,209,13513,3449,957,67009,8492,5315,15741,789,5576,2657,7334,7204,614,53721,1821,2727,2034,56,1981,225,1451,813,238,11339,11210,6522,40981,378,9709,1318,6374,12332,1047,89882,5221,3532,3407,93,4042,3518,4226,1666,305,25998,13625,4436,4905,938,4883,48801,4411,9015,451,91461,9739,873,9410,19364,1879,8646,1718,14564,367,66560,4482,3692,2199,1645,9450,1345,20767,2172,508,46273,1355,3160,1582,78,1112,1026,118,314,85,8833,3624,9356,314,192,10424,886,57,96,512,25457,2257,1516,798,143,3040,6173,375,686,205,15190,10661,45310,9587,308,12094,797,825,862,649,81083,3076,4085,3307,2452,3788,498,1225,13346,330,32112,7698,14969,4337,14953,14521,233,783,2561,1099,61143,6983,50051,3035,19422,7342,237,148,3050,400,90677,7733,58570,5658,45691,20465,763,1111,4981,899,145863,2884,3465,1495,6101,1668,877,124,1203,197,18023,3537,3637,16164,7807,3948,615,599,3228,253,39786,5854,6697,7353,2399,5897,2551,4710,5033,7669,48169
SOS51,1377,287,502,27,317,113,458,1706,68,4858,1219,1748,7129,127,1048,43,7168,1040,383,19899,1156,623,3067,165,699,466,1566,2067,122,9929,277,184,925,3,371,30,532,340,80,2746,1490,379,7940,56,1665,145,1896,2538,178,16289,582,288,725,14,504,730,630,244,52,3769,2447,401,1081,143,858,9062,586,2194,67,16845,2050,82,1723,3142,658,1483,249,3411,75,12882,818,645,694,195,1528,250,3775,573,98,8578,130,274,176,13,90,149,9,35,13,882,227,521,21,11,982,82,8,18,20,1879,266,104,215,19,561,957,102,153,22,2393,430,2386,1206,50,1260,78,105,165,56,5733,379,445,719,353,466,53,303,2719,42,5480,1163,1772,777,3014,2225,50,295,800,164,10265,1150,7804,569,3960,1125,38,18,837,64,15581,1187,8073,858,8207,3296,169,142,994,140,23078,270,340,213,489,183,76,13,165,30,1782,509,470,3504,1053,795,119,113,615,49,7228,585,532,1335,408,776,366,718,939,1512,7170
SOS52,625,83,216,6,93,33,169,663,15,1905,165,186,726,33,143,6,981,117,31,2394,148,59,390,14,101,42,201,212,16,1176,24,5,98,3,19,0,62,55,12,279,156,21,688,6,159,19,356,291,14,1702,98,55,101,0,90,127,88,37,10,601,282,56,131,21,59,825,39,180,8,1620,360,15,227,363,91,85,18,424,7,1592,141,42,53,27,198,43,547,50,8,1105,4,25,21,0,10,8,0,0,3,78,23,28,0,0,83,3,0,0,4,154,15,3,13,4,40,67,16,6,3,174,45,188,66,0,136,4,6,17,4,470,58,54,102,65,72,17,37,303,11,710,243,198,171,462,393,9,226,252,34,1998,214,971,100,630,124,0,7,206,8,2257,113,698,90,951,266,9,15,123,15,2279,48,79,34,44,33,7,4,35,0,281,71,57,367,92,86,13,14,75,6,778,93,82,156,59,87,47,108,130,337,1102
SOS53,11156,257,604,28,701,85,676,3033,111,16645,667,874,2683,77,383,16,3092,548,116,8460,717,292,1167,79,406,177,470,545,55,3897,102,70,214,3,115,9,145,76,17,755,841,185,2932,13,775,56,1117,1018,78,7014,375,159,281,0,277,349,241,119,28,1833,815,133,346,51,269,2378,140,456,20,4603,882,40,483,891,196,327,77,1045,32,3971,403,170,196,70,538,76,1419,123,35,3038,53,62,65,7,40,32,4,6,0,272,128,232,4,3,316,32,5,5,19,744,129,49,70,3,159,340,40,64,10,858,304,1273,427,16,582,19,41,52,21,2736,198,125,354,116,172,27,113,806,20,1921,500,660,417,972,806,22,219,297,59,3944,533,2796,309,1452,426,11,24,246,27,5830,316,2310,254,2075,912,29,34,207,53,6196,141,270,163,209,73,23,14,125,14,1032,253,114,1416,308,346,42,39,158,21,2699,489,253,510,127,366,135,313,380,777,3337
SOS57,0,3,3,0,0,0,0,28,0,41,0,11,40,0,0,0,12,17,0,74,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,5,0,0,13,0,0,0,12,13,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,6,0,9,5,0,0,0,6,16,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,0,0,0,3,16,0,35
SOS59,5,4,13,4,4,0,13,59,0,101,0,14,54,0,5,0,82,21,3,188,10,6,11,0,0,0,8,19,0,67,0,0,0,0,0,0,4,4,0,12,8,0,65,0,15,0,33,40,0,168,5,5,3,0,6,6,6,3,0,22,8,4,9,6,8,38,5,12,0,88,13,0,34,80,16,17,0,67,7,231,4,13,3,4,11,5,34,9,0,88,0,6,0,0,0,3,0,0,0,17,0,7,3,0,9,0,0,0,0,16,3,0,0,0,0,0,3,0,0,9,9,42,7,5,20,4,0,0,0,92,5,8,9,11,0,0,3,27,0,62,9,15,5,19,11,0,0,9,3,66,4,31,0,25,0,0,0,0,0,69,4,68,9,56,17,0,3,0,0,157,7,3,4,0,7,0,0,4,0,25,7,0,23,11,4,0,0,5,0,52,4,7,9,4,10,0,16,21,14,78
