SOS_CODE_2021,F_AccomFoodS_Cert,F_AccomFoodS_ID_NS,F_AccomFoodS_ToT,F_TransPostWhse_PD,F_TransPostWhse_GD_GC,F_TransPostWhse_BD,F_TransPostWhse_AdD_D,F_TransPostWhse_Cert,F_TransPostWhse_ID_NS,F_TransPostWhse_ToT,F_InfoMedTelecom_PD,F_InfoMedTelecom_GD_GC,F_InfoMedTelecom_BD,F_InfoMedTelecom_AdD_D,F_InfoMedTelecom_Cert,F_InfoMedTelecom_ID_NS,F_InfoMedTelecom_ToT,F_FinInsurS_PD,F_FinInsurS_GD_GC,F_FinInsurS_BD,F_FinInsurS_AdD_D,F_FinInsurS_Cert,F_FinInsurS_ID_NS,F_FinInsurS_ToT,F_RentHirREserv_PD,F_RentHirREserv_GD_GC,F_RentHirREserv_BD,F_RentHirREserv_AdD_D,F_RentHirREserv_Cert,F_RentHirREserv_ID_NS,F_RentHirREserv_ToT,F_ProScieTechServ_PD,F_ProScieTechServ_GD_GC,F_ProScieTechServ_BD,F_ProScieTechServ_AdD_D,F_ProScieTechServ_Cert,F_ProScieTechServ_ID_NS,F_ProScieTechServ_ToT,F_AdminSupServ_PD,F_AdminSupServ_GD_GC,F_AdminSupServ_BD,F_AdminSupServ_AdD_D,F_AdminSupServ_Cert,F_AdminSupServ_ID_NS,F_AdminSupServ_ToT,F_PubAdmiSafety_PD,F_PubAdmiSafety_GD_GC,F_PubAdmiSafety_BD,F_PubAdmiSafety_AdD_D,F_PubAdmiSafety_Cert,F_PubAdmiSafety_ID_NS,F_PubAdmiSafety_ToT,F_EducTrain_PD,F_EducTrain_GD_GC,F_EducTrain_BD,F_EducTrain_AdD_D,F_EducTrain_Cert,F_EducTrain_ID_NS,F_EducTrain_ToT,F_HealthCareSocA_PD,F_HealthCareSocA_GD_GC,F_HealthCareSocA_BD,F_HealthCareSocA_AdD_D,F_HealthCareSocA_Cert,F_HealthCareSocA_ID_NS,F_HealthCareSocA_ToT,F_ArtRecServ_PD,F_ArtRecServ_GD_GC,F_ArtRecServ_BD,F_ArtRecServ_AdD_D,F_ArtRecServ_Cert,F_ArtRecServ_ID_NS,F_ArtRecServ_ToT,F_OthServ_PD,F_OthServ_GD_GC,F_OthServ_BD,F_OthServ_AdD_D,F_OthServ_Cert,F_OthServ_ID_NS,F_OthServ_ToT,F_ID_NS_PD,F_ID_NS_GD_GC,F_ID_NS_BD,F_ID_NS_AdD_D,F_ID_NS_Cert,F_ID_NS_ID_NS,F_ID_NS_ToT,F_ToT_PD,F_ToT_GD_GC,F_ToT_BD,F_ToT_AdD_D,F_ToT_Cert,F_ToT_ID_NS,F_ToT_ToT,P_AgriForestFish_PD,P_AgriForestFish_GD_GC,P_AgriForestFish_BD,P_AgriForestFish_AdD_D,P_AgriForestFish_Cert,P_AgriForestFish_ID_NS,P_AgriForestFish_ToT,P_Min_PD,P_Min_GD_GC,P_Min_BD,P_Min_AdD_D,P_Min_Cert,P_Min_ID_NS,P_Min_ToT,P_Mnfg_PD,P_Mnfg_GD_GC,P_Mnfg_BD,P_Mnfg_AdD_D,P_Mnfg_Cert,P_Mnfg_ID_NS,P_Mnfg_ToT,P_EGW_WS_PD,P_EGW_WS_GD_GC,P_EGW_WS_BD,P_EGW_WS_AdD_D,P_EGW_WS_Cert,P_EGW_WS_ID_NS,P_EGW_WS_ToT,P_Cnstn_PD,P_Cnstn_GD_GC,P_Cnstn_BD,P_Cnstn_AdD_D,P_Cnstn_Cert,P_Cnstn_ID_NS,P_Cnstn_ToT,P_WTrade_PD,P_WTrade_GD_GC,P_WTrade_BD,P_WTrade_AdD_D,P_WTrade_Cert,P_WTrade_ID_NS,P_WTrade_ToT,P_RTrade_PD,P_RTrade_GD_GC,P_RTrade_BD,P_RTrade_AdD_D,P_RTrade_Cert,P_RTrade_ID_NS,P_RTrade_ToT,P_AccomFoodS_PD,P_AccomFoodS_GD_GC,P_AccomFoodS_BD,P_AccomFoodS_AdD_D,P_AccomFoodS_Cert,P_AccomFoodS_ID_NS,P_AccomFoodS_ToT,P_TransPostWhse_PD,P_TransPostWhse_GD_GC,P_TransPostWhse_BD,P_TransPostWhse_AdD_D,P_TransPostWhse_Cert,P_TransPostWhse_ID_NS,P_TransPostWhse_ToT,P_InfoMedTelecom_PD,P_InfoMedTelecom_GD_GC,P_InfoMedTelecom_BD,P_InfoMedTelecom_AdD_D,P_InfoMedTelecom_Cert,P_InfoMedTelecom_ID_NS,P_InfoMedTelecom_ToT,P_FinInsurS_PD,P_FinInsurS_GD_GC,P_FinInsurS_BD,P_FinInsurS_AdD_D,P_FinInsurS_Cert,P_FinInsurS_ID_NS,P_FinInsurS_ToT,P_RentHirREserv_PD,P_RentHirREserv_GD_GC,P_RentHirREserv_BD,P_RentHirREserv_AdD_D,P_RentHirREserv_Cert,P_RentHirREserv_ID_NS,P_RentHirREserv_ToT,P_ProScieTechServ_PD,P_ProScieTechServ_GD_GC,P_ProScieTechServ_BD,P_ProScieTechServ_AdD_D,P_ProScieTechServ_Cert,P_ProScieTechServ_ID_NS,P_ProScieTechServ_ToT,P_AdminSupServ_PD,P_AdminSupServ_GD_GC,P_AdminSupServ_BD,P_AdminSupServ_AdD_D,P_AdminSupServ_Cert,P_AdminSupServ_ID_NS,P_AdminSupServ_ToT,P_PubAdmiSafety_PD,P_PubAdmiSafety_GD_GC,P_PubAdmiSafety_BD,P_PubAdmiSafety_AdD_D,P_PubAdmiSafety_Cert,P_PubAdmiSafety_ID_NS,P_PubAdmiSafety_ToT,P_EducTrain_PD
SOS50,6262,729,16537,495,182,1752,1310,2310,278,6327,274,166,1097,365,417,66,2387,953,424,3648,2272,2310,354,9963,299,137,1565,1469,1869,336,5679,5081,1755,13984,3783,4153,630,29381,845,351,3202,2261,3556,488,10698,3155,1850,8975,3852,4582,606,23021,8436,7620,24047,7305,10452,1195,59054,11173,6098,39147,17098,20727,2787,97024,512,259,2249,1068,1709,167,5972,702,401,3017,3295,7063,505,14980,1032,318,3354,1898,2732,1732,11067,39481,21808,131632,61047,88899,12370,355238,313,96,1002,539,1149,166,3267,6479,1624,15701,6093,21518,1234,52648,2435,662,7915,5347,17878,1122,35365,1101,316,2635,1196,3063,191,8495,2452,752,10202,8320,38096,1869,61688,1297,356,4361,2537,7150,515,16213,3184,769,12688,7737,18186,1839,44409,1776,398,8663,6976,12480,1326,31622,2303,607,6846,5853,10831,1190,27626,716,282,2631,1159,1563,173,6519,2318,1003,8065,4315,3449,582,19739,712,269,3390,2627,3643,517,11156,13199,3500,34734,9056,8920,1559,70975,1632,559,5686,3843,7500,851,20073,6167,3282,16461,9010,12300,1295,48515,13614
SOS51,1801,193,3534,31,33,199,252,584,52,1143,12,16,92,46,88,5,258,20,20,143,235,332,46,781,15,9,107,214,468,74,899,172,117,802,426,731,71,2322,36,35,314,342,824,96,1648,216,199,991,781,1292,104,3571,730,1219,4152,1341,2699,226,10369,1051,981,5112,2921,4733,479,15279,37,25,151,146,300,42,707,50,56,297,523,1444,81,2454,60,30,277,256,535,320,1482,2870,3022,15586,10190,21933,2381,55975,68,31,464,359,1346,184,2450,438,168,1540,1458,9710,378,13688,172,96,1031,758,3936,248,6237,59,29,183,246,1340,52,1911,89,53,620,1101,8475,333,10670,24,29,227,276,1561,70,2186,167,82,1040,1069,4560,392,7307,171,63,1113,1069,3189,295,5902,117,76,576,778,2879,191,4619,31,28,172,103,247,19,598,56,38,271,386,442,55,1246,29,15,205,360,864,105,1577,366,197,1643,832,1456,130,4621,56,43,461,501,1704,142,2906,447,364,1796,1643,2980,222,7453,1067
SOS52,233,35,466,9,0,28,35,68,11,145,0,0,3,5,11,0,24,0,3,11,16,29,7,66,0,6,6,13,35,5,64,18,6,56,37,60,7,181,3,7,31,37,96,20,188,25,14,128,120,222,17,534,104,150,574,147,372,59,1393,78,79,429,304,456,57,1397,3,5,26,10,37,6,90,5,6,27,43,142,6,232,6,5,43,21,82,39,195,316,316,1761,1110,2492,360,6345,9,10,169,96,466,79,831,48,17,168,192,1006,59,1487,13,9,74,74,472,32,680,5,0,4,12,136,11,175,6,10,56,96,804,40,1012,0,0,52,30,221,12,314,21,4,120,98,382,49,682,24,15,129,131,409,54,755,9,9,51,78,294,33,473,7,3,5,6,29,0,52,6,5,14,23,34,7,94,0,6,15,21,62,10,109,32,15,118,74,103,12,355,6,10,49,64,194,33,360,52,39,226,269,550,51,1196,145
SOS53,556,101,1202,13,8,78,115,219,37,455,4,3,21,16,25,3,73,19,6,82,98,97,19,324,6,16,68,100,127,21,331,103,61,471,190,311,35,1170,16,20,112,120,236,25,532,105,78,425,329,450,45,1433,270,449,1619,535,1025,117,4025,287,274,1543,916,1149,178,4341,22,4,107,61,143,20,359,24,13,111,167,436,41,799,30,17,168,126,265,174,777,1175,1209,6948,4436,7888,1260,22908,198,172,1972,1358,3653,517,7859,207,90,818,704,3744,198,5758,77,47,410,364,1506,97,2484,14,7,74,79,338,17,525,53,38,338,563,3301,170,4453,24,13,151,156,646,34,1033,47,28,366,362,1142,129,2083,52,28,423,338,968,163,1972,23,15,171,271,952,78,1511,4,5,58,40,88,10,198,24,17,159,155,138,32,528,10,15,103,164,265,34,594,237,102,928,372,560,73,2273,22,27,177,198,613,51,1091,164,116,652,616,1138,89,2783,375
SOS57,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,3,9,9,0,23,0,0,7,0,14,5,27,4,0,8,11,36,3,57,0,0,0,0,3,0,4,0,0,0,0,8,0,5,0,0,0,0,21,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,12,3,9,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,4,0,0,0,0,0,0,0,0
SOS59,33,0,84,0,0,12,5,6,3,26,0,0,4,0,0,0,7,0,0,4,0,3,0,10,0,0,0,4,0,0,4,6,3,16,8,0,0,39,3,0,6,8,17,0,23,0,0,13,0,8,0,25,13,4,14,5,4,0,46,0,14,39,15,27,7,101,0,0,3,0,0,0,9,0,0,0,0,11,0,15,0,0,6,0,7,7,22,48,26,182,95,159,25,532,5,0,21,16,22,0,66,11,0,19,19,80,9,136,0,0,10,7,24,0,41,0,0,3,0,8,0,13,0,0,9,6,77,0,94,3,0,4,7,0,0,16,4,0,7,14,24,0,51,13,0,40,31,60,0,148,0,0,10,8,30,3,60,0,0,3,0,3,0,9,4,0,3,3,11,0,17,0,0,0,0,0,0,6,10,7,46,9,12,0,78,3,0,16,5,27,3,49,5,4,23,8,15,6,49,11
