SOS_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
SOS50,7,5,52,399,2073,1784,9127,10262,1714,1241,1173,1478,530,165,488,30488,191,93,169,365,2207,651,560,503,60,61,62,54,29,5,102,5122,67,139,440,1451,2368,2302,4579,1775,345,381,374,412,310,51,243,15238,19,81,410,1563,3507,5003,15977,6592,876,715,842,940,505,257,403,37701,48,79,187,375,821,820,2359,1995,257,248,286,675,298,26,111,8590,0,0,3,17,236,355,664,1159,153,149,202,281,59,15,72,3362,4,4,34,192,734,828,2699,1736,424,337,357,370,197,71,231,8226,2134,6324,34406,27373,28794,18567,43122,22361,2100,1729,1723,1886,1076,389,3848,195840,31,84,431,775,956,1057,1940,1388,284,273,303,406,327,135,210,8594,5,0,25,1632,4595,2709,2795,2128,501,516,433,585,306,71,631,16942,831,1359,6608,7321,11111,14160,32109,18175,4002,3791,4214,5542,2349,535,2144,114247,6264,19616,57731,57939,89018,77705,194159,126662,20172,18296,20361,25422,11797,3346,14657,743151
SOS51,0,0,0,57,268,247,1578,1790,378,270,322,385,121,41,107,5582,35,12,11,27,99,31,42,30,9,3,7,0,3,0,15,322,5,15,36,78,68,58,116,42,11,6,17,15,6,0,21,495,0,13,73,158,286,440,2233,1008,84,132,117,187,110,41,62,4963,0,5,9,4,23,22,129,109,28,26,24,39,9,9,5,449,0,0,0,7,6,5,63,166,20,18,63,94,19,0,10,467,0,0,7,19,55,119,435,311,108,68,70,91,40,17,56,1381,482,1270,5913,3894,2976,1737,3888,1952,197,134,155,215,119,35,807,23780,4,3,81,157,121,119,221,135,29,32,39,52,26,19,14,1057,0,0,0,24,52,76,130,148,35,28,27,37,24,7,41,643,116,180,583,571,723,632,2410,1447,296,310,350,494,295,209,320,8930,1141,2867,8081,6957,7627,5975,17440,11877,1813,1695,1946,2617,1209,603,2395,74246
SOS52,0,0,0,9,28,25,121,187,46,42,48,51,29,3,22,624,4,0,5,0,12,4,0,0,0,0,0,0,0,0,0,22,0,0,7,11,5,5,3,0,0,0,0,0,0,0,5,32,0,0,9,14,29,45,160,71,13,8,4,8,14,12,11,414,3,0,0,0,4,4,5,5,0,0,3,3,0,0,0,26,0,0,0,0,0,0,8,12,0,0,18,25,7,0,0,62,0,0,0,6,5,11,33,20,3,12,11,10,0,0,6,119,82,235,1046,643,400,237,446,208,19,16,23,35,12,0,164,3566,0,4,17,14,17,17,20,13,7,4,4,3,3,0,6,124,0,0,0,0,4,10,13,15,3,6,4,5,4,0,0,61,16,29,124,74,81,64,180,94,26,21,29,64,22,48,40,901,172,464,1415,1088,1050,762,1488,1023,205,152,222,272,125,82,396,8919
SOS53,0,0,0,12,62,42,181,242,40,30,31,43,21,9,49,767,5,10,6,10,68,8,12,4,0,0,5,0,0,0,0,124,3,9,21,30,40,31,45,19,0,3,0,7,0,0,5,223,0,10,22,74,185,236,727,254,30,29,37,60,19,10,57,1752,5,5,5,4,13,4,11,6,0,0,0,4,0,0,24,76,0,0,0,0,4,3,14,18,3,5,16,27,5,0,12,97,0,0,3,13,17,23,69,57,9,10,14,19,16,0,12,264,168,587,3215,2164,1692,1161,2020,624,55,36,69,89,30,14,544,12458,3,10,60,90,64,63,116,69,9,3,10,13,12,0,14,541,0,0,0,18,116,57,41,44,4,12,6,5,7,10,98,418,35,107,436,369,452,366,691,300,45,55,94,232,70,81,312,3648,419,1434,4559,3794,4224,3093,5489,2582,344,325,471,766,273,179,1804,29754
SOS57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,6,3,0,0,3,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,0,0,0,0,3,0,0,25,0,0,4,7,14,19,46,20,0,5,6,8,3,0,16,148
SOS59,0,0,0,0,0,0,6,12,0,0,0,0,0,0,8,35,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,18,3,0,4,0,0,0,9,6,55,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,7,80,51,48,38,43,27,8,4,14,31,16,12,53,431,0,4,0,0,3,4,4,4,0,0,0,10,5,3,4,43,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,11,0,0,8,8,20,8,30,13,12,10,16,57,23,12,44,258,7,25,109,106,143,110,179,110,28,22,56,166,79,92,210,1431
