SOS_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
SOS50,402,1255,740,421,167,0,0,0,2984,203,470,366,326,256,0,0,0,1624,267,1753,3105,5235,6326,9077,6116,3078,34951,874,3474,4203,5978,6754,9077,6116,3078,39554,118393,130671,133340,116453,99072,73991,37280,10383,719577,6196,10809,9692,7842,5815,3639,2797,1918,48709,125463,144955,147237,130284,111637,86701,46197,15377,807849,216,320,162,67,28,0,0,0,794,52,122,89,80,34,0,0,0,381,103,375,722,1294,1378,1088,688,428,6079,372,822,975,1441,1440,1088,688,428,7247,115808,142418,143545,127119,112631,90850,48805,20599,801772,5249,7698,6175,4849,3971,3678,3849,3537,39014,121434,150941,150691,133403,118041,95610,53346,24562,848032,618,1576,900,488,191,0,0,0,3777,256,594,452,403,293,0,0,0,2003,368,2128,3827,6528,7702,10162,6806,3505,41031,1241,4298,5175,7419,8191,10162,6806,3505,46804,234202,273089,276886,243573,211701,164840,86086,30976,1521352,11449,18512,15868,12691,9787,7313,6648,5457,87720,246891,295897,297929,263686,229678,182320,99540,39936,1655875
SOS51,48,54,33,31,14,0,0,0,192,24,67,50,46,38,0,0,0,225,37,268,564,1056,1357,2197,1253,678,7411,108,395,649,1133,1411,2197,1253,678,7834,19108,21075,21787,21002,19731,14647,7350,1822,126518,2239,3227,3126,2796,2240,1359,796,406,16187,21461,24698,25562,24926,23384,18206,9393,2912,150537,20,11,12,13,4,0,0,0,59,4,14,8,8,0,0,0,0,39,14,57,137,248,292,282,141,84,1251,36,79,159,268,296,282,141,84,1341,18228,23289,24165,23009,21566,17261,9221,3666,140397,1906,2492,2265,1924,1562,1248,921,690,13014,20172,25862,26589,25204,23429,18788,10277,4441,154756,70,72,51,47,21,0,0,0,249,30,83,59,53,38,0,0,0,265,50,326,700,1305,1653,2477,1390,759,8657,144,474,806,1400,1706,2477,1390,759,9172,37332,44363,45948,44011,41300,31909,16561,5489,266914,4145,5721,5389,4719,3808,2609,1716,1099,29202,41628,50560,52149,50132,46811,36993,19669,7350,305293
SOS52,3,6,7,6,3,0,0,0,17,4,7,8,3,5,0,0,0,18,0,36,77,158,273,509,225,101,1373,10,42,88,166,280,509,225,101,1416,2688,2862,2831,3162,3597,2965,1414,319,19838,362,435,425,536,528,384,231,72,2974,3061,3338,3343,3862,4401,3853,1868,498,24224,0,0,0,3,0,0,0,0,4,0,4,0,0,5,0,0,0,6,5,10,15,45,58,43,25,6,206,6,8,16,47,60,43,25,6,218,2621,3178,3159,3309,3755,3090,1550,514,21172,362,379,379,377,408,338,244,116,2600,2990,3567,3557,3733,4222,3469,1818,636,23984,3,3,3,10,3,0,0,0,25,4,8,8,0,4,0,0,0,27,8,36,94,203,332,546,245,109,1576,15,50,102,211,340,546,245,109,1629,5308,6040,5989,6469,7350,6052,2967,833,41007,722,813,810,913,938,724,473,191,5574,6047,6906,6899,7596,8621,7322,3685,1134,48211
SOS53,157,99,45,26,10,0,0,0,331,6,21,13,30,15,0,0,0,87,14,93,227,562,703,1187,475,193,3453,173,214,287,616,728,1187,475,193,3875,7650,6968,8418,10674,11873,8818,3589,561,58551,1553,2878,2787,2450,1867,1039,450,86,13107,9381,10059,11495,13733,14468,11045,4509,841,75535,57,22,13,9,0,0,0,0,96,4,3,7,5,0,0,0,0,23,10,17,72,139,165,111,46,15,575,66,41,86,149,175,111,46,15,692,6405,6402,8292,10496,11483,8076,3173,719,55051,796,864,934,1035,1002,737,344,73,5784,7272,7309,9310,11683,12660,8919,3563,805,61530,207,127,53,29,10,0,0,0,430,12,26,25,37,19,0,0,0,116,19,108,298,706,871,1297,524,207,4025,242,256,375,769,899,1297,524,207,4568,14057,13368,16711,21169,23361,16898,6757,1280,113603,2347,3742,3720,3480,2871,1779,793,161,18888,16650,17368,20805,25420,27127,19970,8074,1649,137066
SOS57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,0,0,4,3,0,0,0,0,8,20,56,91,51,26,10,0,0,247,14,44,69,46,20,4,0,0,197,30,99,157,103,55,14,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,8,4,5,5,5,0,0,35,9,3,3,8,0,0,0,0,19,13,14,11,9,3,4,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,11,0,0,3,3,0,0,0,0,13,27,66,90,55,34,14,0,0,281,21,46,74,51,21,3,0,0,221,42,116,170,109,62,18,0,0,516
SOS59,0,6,6,0,0,0,0,0,13,0,0,0,0,3,0,0,0,5,4,19,33,38,36,39,12,0,185,5,27,39,40,37,39,12,0,201,320,573,617,526,442,303,73,10,2860,85,220,275,280,181,109,34,9,1194,414,822,926,842,667,444,118,14,4247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,0,0,24,4,0,3,4,6,7,0,0,31,313,528,479,346,352,230,25,12,2298,88,166,123,119,118,77,13,5,713,410,692,613,468,477,316,38,16,3030,0,6,6,0,0,0,0,0,16,0,0,0,0,3,0,0,0,5,8,21,36,42,43,45,13,0,212,8,24,42,42,46,45,13,0,229,636,1101,1094,873,795,526,101,14,5149,181,385,401,398,301,187,44,15,1902,820,1512,1543,1313,1144,758,155,30,7285
