SOS_CODE_2021,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SOS50,..,190056,190056,228914,19008,247920,118499,5376,123871,122607,1801,124404,47193,568,47760,20934,263,21196,538147,217069,755215
SOS51,..,37956,37956,44593,3178,47767,19200,639,19843,19235,178,19417,8467,47,8510,4047,42,4086,95540,42043,137580
SOS52,..,6810,6810,7129,452,7578,2419,42,2464,2258,23,2276,1151,6,1156,912,3,910,13862,7332,21197
SOS53,..,10371,10371,19573,811,20383,6774,103,6879,7206,20,7225,3825,7,3834,2014,24,2035,39395,11339,50741
SOS57,..,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SOS59,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
