SOS_CODE_2021,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
SOS50,323,576,4505,3121,637,6139,2092,8783,424,26585,1666,5505,12020,5979,2528,5751,4886,8194,937,47456,10672,27529,31615,8468,6773,5601,13257,11973,2454,118342,20930,30851,29410,6544,7254,4213,13717,9139,2323,124376,21231,23398,23988,5383,6447,3888,12760,7908,1968,106970,14810,16209,17112,3972,5413,3190,11372,6862,1310,80244,4261,5939,4086,1052,1693,1411,3067,2399,456,24362,634,921,313,85,227,218,224,354,145,3132,37,52,10,4,28,21,4,20,48,235,74556,110981,123062,34610,30998,30429,61386,55633,10055,531710,347,672,962,7867,1685,12540,417,3745,389,28619,2053,7555,2959,13876,7221,9011,983,3164,665,47486,9971,38151,7319,19427,19129,8070,2117,5850,1688,111712,13021,37575,5970,17399,21747,6580,1807,6087,1549,111734,12133,28444,4805,16203,22857,7176,1896,6801,1261,101583,7202,17901,3171,11427,18772,6051,1398,5620,835,72375,1532,4492,701,2423,5064,1583,301,1451,266,17809,153,347,48,140,434,137,23,156,114,1540,6,13,6,0,24,9,0,10,40,99,46414,135147,25932,88759,96928,51142,8945,32881,6813,492968
SOS51,55,58,1430,424,82,1285,329,1823,126,5607,202,377,2816,411,175,548,893,1534,123,7075,1368,2074,7186,1049,534,747,2822,2808,396,18979,2552,2497,6629,1034,707,578,3343,2226,469,20025,2787,2410,5346,1039,718,654,3841,1908,447,19151,2199,1939,3796,879,717,594,3623,1813,312,15873,815,665,857,248,247,229,977,555,107,4697,179,73,62,15,38,48,56,87,41,597,16,5,0,3,0,0,4,6,12,54,10167,10089,28113,5097,3209,4688,15893,12757,2032,92053,54,93,308,1536,391,2291,114,853,108,5746,277,872,560,1645,1059,939,269,686,90,6393,1374,4392,1393,3168,3128,1504,656,1532,220,17368,1957,4675,1161,3499,3763,1554,603,1754,275,19243,1995,3914,1036,3450,3909,1694,652,1913,231,18800,1381,2633,658,2503,3086,1440,418,1608,182,13904,413,664,135,505,811,333,83,400,60,3403,63,49,13,29,49,25,5,53,30,313,5,0,0,0,0,5,0,0,3,14,7516,17289,5258,16333,16196,9783,2800,8797,1206,85191
SOS52,8,14,166,35,8,75,44,166,21,529,41,52,286,57,16,51,119,199,17,840,232,206,697,175,47,63,362,341,57,2180,327,223,646,144,54,56,436,258,51,2194,401,229,632,154,74,56,546,330,70,2501,445,225,528,132,111,76,738,331,68,2646,233,89,147,30,38,38,222,135,34,967,65,15,3,0,3,0,18,22,15,154,8,4,0,0,0,0,0,7,6,22,1751,1058,3105,730,357,415,2481,1782,343,12026,14,8,43,142,32,136,9,131,15,521,33,91,42,183,130,89,39,95,16,719,138,416,140,419,366,132,76,247,34,1967,265,431,143,391,413,155,82,206,37,2121,297,411,134,447,431,206,103,293,34,2355,293,380,119,393,428,195,82,311,32,2232,105,102,25,85,111,54,29,89,21,619,26,5,0,11,15,4,6,16,7,88,0,0,0,0,0,0,0,0,6,4,1169,1837,656,2068,1930,969,426,1387,204,10624
SOS53,78,23,643,142,23,318,174,718,55,2186,244,141,1031,188,63,170,434,683,51,3006,1140,569,2000,241,102,137,990,1036,122,6351,2137,746,2228,200,159,156,1247,841,133,7854,3103,926,2324,327,254,206,1764,925,208,10045,3178,957,1971,279,276,231,1814,1018,190,9908,1931,382,537,73,108,116,541,398,76,4154,636,54,46,13,25,22,43,87,53,968,94,0,0,0,0,0,0,9,14,125,12547,3806,10771,1469,1011,1360,7003,5722,905,44592,30,22,116,550,118,654,48,441,50,2027,93,265,207,502,290,279,127,318,71,2139,561,1124,371,691,870,284,210,581,72,4769,1181,1563,465,865,1395,364,222,544,96,6690,1745,1729,478,1158,1853,579,289,709,142,8680,1693,1403,385,1045,1771,514,261,718,98,7890,888,388,91,216,486,135,46,246,54,2551,229,26,15,11,58,7,9,49,24,433,22,0,0,0,0,0,0,0,0,27,6447,6518,2127,5038,6830,2810,1212,3600,606,35194
SOS57,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,6,0,12,0,3,15,0,0,0,5,21,0,60,0,12,27,0,4,0,8,30,4,92,4,8,12,0,0,0,5,15,6,55,0,9,13,0,0,0,3,0,0,30,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,32,77,0,10,0,25,86,12,246,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,8,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,15,0,29
SOS59,0,0,3,0,0,0,5,9,5,19,0,0,20,15,3,11,17,34,8,101,11,37,76,15,12,7,38,65,6,268,28,36,64,13,9,5,39,30,5,211,6,23,53,8,0,0,53,17,4,156,8,8,17,10,6,3,32,20,4,115,0,3,4,0,0,0,9,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,115,232,51,36,29,182,169,19,899,0,0,0,13,7,6,0,11,0,33,4,15,4,22,12,5,7,12,5,84,14,47,9,57,22,10,8,57,7,234,17,35,7,31,23,12,7,13,3,138,7,9,7,17,28,5,7,9,0,91,5,17,6,29,23,3,3,18,0,102,0,5,3,0,11,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,139,34,172,112,47,31,120,11,715
