SOS_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
SOS50,28598,92165,75583,366787,4297,567431,583,2733,1726,31743,656,37439,101642,2254,4270,2957,524,111638,9249,2647,1427,7523,143,20993,20556,5649,3782,10220,188,40395,292285,82605,65798,305844,5516,752060,34303,538,2700,597,138,38285,9526,1098,946,2455,73,14093,23484,5168,4295,24332,373,57651,5945,2036,1073,5212,70,14337,3056,544,362,843,31,4835,67122,2266,1632,1704,194,72922,69016,15117,11119,84161,1032,180448,45170,14829,7227,45007,624,112854,7512,121,404,115,16,8166,1899,435,243,514,11,3104,6388,1092,697,2250,60,10498,1955,682,373,1339,25,4372,18272,2495,1629,775,193,23358,12856,4980,2990,1456,107,22393,11742,1862,1537,4084,98,19325,4464,365,606,750,43,6234,2261,316,100,56,20,2762,69282,17280,13355,75988,941,176843,6390,560,357,643,40,7985,23255,2188,1904,571,95,28018,7684,629,566,1725,56,10663,5490,475,310,359,24,6661,20502,515,931,414,68,22431,11524,2012,1417,4141,63,19161,249216,19129,19063,20557,1951,309920,12164,994,835,5188,90047,109230,962035,163503,129665,684409,104151,2043762
SOS51,3168,16103,13859,106538,1455,141115,76,1231,609,23475,560,25955,2831,148,246,532,26,3777,519,237,134,813,16,1717,3485,1126,680,2374,60,7726,39402,15246,12658,87663,1707,156681,5939,93,598,170,38,6833,1175,153,144,548,10,2028,3725,1007,896,7167,107,12908,354,163,80,604,10,1223,280,83,43,134,7,542,2934,168,108,249,14,3480,7856,2619,1953,21283,272,33976,3936,1790,807,8811,119,15461,388,8,52,14,5,458,138,27,15,46,0,226,204,69,36,215,3,522,183,107,53,194,4,531,4409,672,516,248,90,5934,2531,1138,656,377,46,4747,1323,307,268,941,26,2858,387,48,77,156,5,668,378,40,20,18,4,471,9364,3151,2536,19824,244,35127,237,30,24,61,5,359,2905,326,291,121,12,3652,775,77,74,370,10,1309,242,20,38,27,3,327,662,21,62,13,8,762,1418,352,234,926,11,2943,17516,2440,2542,5276,306,28078,1084,225,192,1963,32697,36165,93854,28456,23071,202426,36719,384526
SOS52,407,2163,1822,15010,356,19751,13,199,60,9898,231,10400,174,14,8,52,4,251,78,28,11,98,6,225,442,135,92,227,3,906,5553,2072,1687,12105,380,21803,656,0,52,7,9,721,136,17,12,52,0,217,509,123,133,879,27,1680,30,19,8,42,0,105,54,12,4,11,0,80,215,36,9,40,0,299,1046,342,257,2895,63,4601,403,180,92,852,15,1545,20,0,3,0,0,19,6,0,5,0,0,17,17,3,3,3,0,27,21,9,0,18,0,51,401,69,70,36,14,579,289,128,82,29,7,536,154,38,25,104,3,323,46,7,7,12,0,70,36,3,0,0,0,40,1290,421,362,2654,56,4794,24,5,4,11,0,39,243,23,21,15,3,313,83,10,5,52,0,149,14,7,7,3,0,37,60,0,7,0,5,69,202,49,36,134,3,424,1553,288,242,554,55,2688,147,26,39,363,5861,6434,11189,3790,2981,34681,6869,59508
SOS53,1216,6275,5883,45138,645,59161,34,218,131,6402,127,6910,843,35,73,136,11,1104,432,139,73,489,14,1152,1843,533,407,908,23,3710,19132,6021,5476,36889,762,68293,768,5,94,25,5,902,581,54,68,215,0,919,1879,443,457,3027,44,5855,168,64,28,177,3,437,114,36,25,52,5,230,445,70,39,79,3,634,3288,1016,817,8530,134,13783,2336,827,426,3550,76,7215,60,0,14,3,0,76,30,4,7,23,0,68,126,28,16,95,0,272,112,49,24,92,4,276,863,102,90,44,7,1106,910,358,260,131,16,1671,506,111,84,313,5,1021,123,9,23,66,0,225,64,4,6,3,0,71,4171,1291,1106,8583,134,15282,109,26,10,23,0,175,1037,100,88,39,4,1274,242,30,18,149,3,446,40,16,9,20,0,89,367,9,23,16,0,414,628,118,100,397,10,1245,5040,935,895,1496,91,8454,303,81,59,706,19675,20824,37467,11084,9650,84122,21324,163652
SOS57,9,8,4,59,3,76,0,0,0,7,0,7,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,8,49,11,4,50,0,116,16,0,0,0,0,13,4,0,0,0,0,4,8,0,0,10,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,19,0,36,7,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,17,7,0,0,0,0,4,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,11,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,3,4,0,44,12,0,0,0,218,228,169,17,10,115,221,514
SOS59,38,167,166,1347,24,1746,6,8,6,354,25,402,51,0,0,8,0,67,13,3,0,8,0,28,52,12,9,13,0,89,602,174,149,916,17,1856,34,0,9,0,0,34,44,0,0,5,0,52,104,17,7,95,4,227,7,7,0,4,0,18,7,0,0,3,0,14,23,0,0,0,0,29,146,32,16,278,6,481,79,19,10,60,3,175,8,0,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,11,44,8,5,0,0,56,50,8,9,6,4,73,20,3,0,11,0,37,12,0,0,0,0,8,4,0,0,0,0,4,141,29,34,255,0,463,0,0,0,0,0,5,34,3,9,0,0,52,25,0,0,0,0,32,9,0,0,0,0,9,14,0,0,0,0,14,17,0,5,7,0,31,314,29,24,68,16,450,19,6,0,32,3432,3489,1481,314,268,2478,3512,8055
