SOS_CODE_2021,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
SOS50,35,45,32,110,88,99,190,298,1196,18,1512,18,92,8,124,40,34,71,194,301,0,494,20,217,26,253,99,98,197,457,617,5,1078,42,395,38,473,176,179,350,820,1094,14,1930,76,674,53,810,172,259,431,1239,2052,22,3315,214,1700,166,2079,277,423,703,2779,2985,16,5786,561,2386,203,3148,207,271,483,3632,2738,13,6375,1435,2642,217,4298,138,191,340,4633,3347,29,8004,2610,2790,209,5608,143,140,281,5885,2938,22,8848,2952,2253,204,5401,130,100,229,5635,2156,19,7802,2890,1426,188,4501,90,65,149,4649,1493,16,6157,2774,1033,155,3962,53,45,97,4057,1124,11,5193,5189,1609,283,7082,77,48,128,7209,1588,16,8816,2156,665,137,2962,39,42,86,3049,829,3,3881,1823,415,110,2350,27,18,45,2396,340,7,2740,680,149,38,868,7,4,17,882,199,0,1079,2192,413,94,2703,36,17,51,2754,447,10,3208,2413,1303,316,4045,136,97,236,4276,1909,131,6317,88,57
SOS51,9,11,3,19,16,12,27,43,176,10,225,3,22,0,24,6,4,14,31,56,0,87,5,45,7,55,27,24,59,115,147,0,261,4,90,3,99,40,36,83,181,277,9,473,16,165,18,202,48,48,93,293,533,7,830,49,386,47,481,51,97,140,623,707,9,1337,156,617,55,833,35,40,77,907,597,5,1516,339,558,44,941,35,29,62,1002,681,10,1691,570,576,60,1206,24,16,45,1250,566,9,1818,591,381,38,1011,18,23,42,1052,379,0,1435,546,252,37,837,0,9,9,846,208,0,1058,513,144,37,694,9,7,12,708,153,0,862,877,191,66,1134,9,6,16,1150,228,5,1385,293,96,27,423,0,3,7,430,100,4,533,287,54,26,360,4,0,4,373,40,0,411,116,14,6,135,6,0,4,140,18,0,152,221,38,20,281,4,0,3,283,58,0,341,511,270,72,853,27,17,42,894,409,33,1333,19,13
SOS52,0,0,0,0,0,4,4,5,26,0,31,0,3,0,7,0,0,0,6,31,0,33,4,10,0,14,8,5,11,25,109,0,134,0,15,0,19,7,9,16,36,106,3,147,4,28,4,35,8,12,14,46,119,3,170,12,68,5,90,13,15,26,116,140,0,254,20,72,6,96,9,9,23,114,154,5,274,49,71,6,131,3,4,9,134,169,0,312,61,54,10,127,3,5,8,130,117,0,257,60,33,7,102,4,4,8,111,72,0,179,48,13,5,69,7,3,3,77,36,0,112,37,16,6,62,5,0,4,68,29,0,93,77,25,6,108,0,0,0,110,20,0,128,31,8,5,46,0,0,0,46,23,0,64,16,5,5,29,0,0,0,29,4,0,29,14,0,0,15,0,0,0,15,5,0,18,24,3,6,32,0,0,0,32,12,0,46,66,53,9,124,3,0,7,133,115,8,264,0,0
SOS53,4,6,0,11,0,0,3,13,41,0,53,0,0,0,3,0,0,0,4,19,0,23,6,15,0,23,0,4,3,27,50,0,83,6,22,3,36,5,8,15,49,82,0,129,12,45,3,59,11,6,21,85,147,0,227,20,66,11,93,13,10,23,117,131,0,255,34,95,9,134,5,4,12,148,124,3,275,66,105,7,183,5,3,10,191,171,3,358,92,98,4,204,7,6,8,213,134,4,347,106,73,8,196,5,0,3,199,107,0,304,107,52,9,163,4,3,8,169,50,0,220,89,40,13,140,3,0,3,143,52,3,200,149,59,16,216,3,4,10,225,68,3,292,82,31,7,116,0,0,3,117,36,0,153,58,14,4,77,0,0,0,77,13,0,89,26,8,7,43,0,0,0,43,9,0,58,70,17,7,94,0,0,3,95,16,0,111,156,103,15,273,3,12,12,288,144,10,444,7,7
SOS57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
