SOS_CODE_2021,M_AgriForestFish_0,M_AgriForestFish_1_19,M_AgriForestFish_20_29,M_AgriForestFish_30_34,M_AgriForestFish_35_39,M_AgriForestFish_40_44,M_AgriForestFish_45_49,M_AgriForestFish_50_over,M_AgriForestFish_hours_NS,M_AgriForestFish_Tot,M_Min_0,M_Min_1_19,M_Min_20_29,M_Min_30_34,M_Min_35_39,M_Min_40_44,M_Min_45_49,M_Min_50_over,M_Min_hours_NS,M_Min_Tot,M_Mnfg_0,M_Mnfg_1_19,M_Mnfg_20_29,M_Mnfg_30_34,M_Mnfg_35_39,M_Mnfg_40_44,M_Mnfg_45_49,M_Mnfg_50_over,M_Mnfg_hours_NS,M_Mnfg_Tot,M_EGW_WS_0,M_EGW_WS_1_19,M_EGW_WS_20_29,M_EGW_WS_30_34,M_EGW_WS_35_39,M_EGW_WS_40_44,M_EGW_WS_45_49,M_EGW_WS_50_over,M_EGW_WS_hours_NS,M_EGW_WS_Tot,M_Cnstn_0,M_Cnstn_1_19,M_Cnstn_20_29,M_Cnstn_30_34,M_Cnstn_35_39,M_Cnstn_40_44,M_Cnstn_45_49,M_Cnstn_50_over,M_Cnstn_hours_NS,M_Cnstn_Tot,M_WTrade_0,M_WTrade_1_19,M_WTrade_20_29,M_WTrade_30_34,M_WTrade_35_39,M_WTrade_40_44,M_WTrade_45_49,M_WTrade_50_over,M_WTrade_hours_NS,M_WTrade_Tot,M_RTrade_0,M_RTrade_1_19,M_RTrade_20_29,M_RTrade_30_34,M_RTrade_35_39,M_RTrade_40_44,M_RTrade_45_49,M_RTrade_50_over,M_RTrade_hours_NS,M_RTrade_Tot,M_AccomFoodS_0,M_AccomFoodS_1_19,M_AccomFoodS_20_29,M_AccomFoodS_30_34,M_AccomFoodS_35_39,M_AccomFoodS_40_44,M_AccomFoodS_45_49,M_AccomFoodS_50_over,M_AccomFoodS_hours_NS,M_AccomFoodS_Tot,M_TransPostWhse_0,M_TransPostWhse_1_19,M_TransPostWhse_20_29,M_TransPostWhse_30_34,M_TransPostWhse_35_39,M_TransPostWhse_40_44,M_TransPostWhse_45_49,M_TransPostWhse_50_over,M_TransPostWhse_hours_NS,M_TransPostWhse_Tot,M_InfoMedTelecom_0,M_InfoMedTelecom_1_19,M_InfoMedTelecom_20_29,M_InfoMedTelecom_30_34,M_InfoMedTelecom_35_39,M_InfoMedTelecom_40_44,M_InfoMedTelecom_45_49,M_InfoMedTelecom_50_over,M_InfoMedTelecom_hours_NS,M_InfoMedTelecom_Tot,M_FinInsurS_0,M_FinInsurS_1_19,M_FinInsurS_20_29,M_FinInsurS_30_34,M_FinInsurS_35_39,M_FinInsurS_40_44,M_FinInsurS_45_49,M_FinInsurS_50_over,M_FinInsurS_hours_NS,M_FinInsurS_Tot,M_RentHirREserv_0,M_RentHirREserv_1_19,M_RentHirREserv_20_29,M_RentHirREserv_30_34,M_RentHirREserv_35_39,M_RentHirREserv_40_44,M_RentHirREserv_45_49,M_RentHirREserv_50_over,M_RentHirREserv_hours_NS,M_RentHirREserv_Tot,M_ProScieTechServ_0,M_ProScieTechServ_1_19,M_ProScieTechServ_20_29,M_ProScieTechServ_30_34,M_ProScieTechServ_35_39,M_ProScieTechServ_40_44,M_ProScieTechServ_45_49,M_ProScieTechServ_50_over,M_ProScieTechServ_hours_NS,M_ProScieTechServ_Tot,M_AdminSupServ_0,M_AdminSupServ_1_19,M_AdminSupServ_20_29,M_AdminSupServ_30_34,M_AdminSupServ_35_39,M_AdminSupServ_40_44,M_AdminSupServ_45_49,M_AdminSupServ_50_over,M_AdminSupServ_hours_NS,M_AdminSupServ_Tot,M_PubAdmiSafety_0,M_PubAdmiSafety_1_19,M_PubAdmiSafety_20_29,M_PubAdmiSafety_30_34,M_PubAdmiSafety_35_39,M_PubAdmiSafety_40_44,M_PubAdmiSafety_45_49,M_PubAdmiSafety_50_over,M_PubAdmiSafety_hours_NS,M_PubAdmiSafety_Tot,M_EducTrain_0,M_EducTrain_1_19,M_EducTrain_20_29,M_EducTrain_30_34,M_EducTrain_35_39,M_EducTrain_40_44,M_EducTrain_44_49,M_EducTrain_50_over,M_EducTrain_hours_NS,M_EducTrain_Tot,M_HealthCareSocA_0,M_HealthCareSocA_1_19,M_HealthCareSocA_20_29,M_HealthCareSocA_30_34,M_HealthCareSocA_35_39,M_HealthCareSocA_40_44,M_HealthCareSocA_45_49,M_HealthCareSocA_50_over,M_HealthCareSocA_hours_NS,M_HealthCareSocA_Tot,M_ArtRecServ_0,M_ArtRecServ_1_19,M_ArtRecServ_20_29,M_ArtRecServ_30_34,M_ArtRecServ_35_39,M_ArtRecServ_40_44,M_ArtRecServ_45_49,M_ArtRecServ_50_over,M_ArtRecServ_hours_NS,M_ArtRecServ_Tot,M_OthServ_0,M_OthServ_1_19,M_OthServ_20_29,M_OthServ_30_34,M_OthServ_35_39,M_OthServ_40_44,M_OthServ_45_49,M_OthServ_50_over,M_OthServ_hours_NS,M_OthServ_Tot,M_ID_NS_0,M_ID_NS_1_19,M_ID_NS_20_29,M_ID_NS_30_34,M_ID_NS_35_39,M_ID_NS_40_44,M_ID_NS_45_49,M_ID_NS_50_over,M_ID_NS_hours_NS,M_ID_NS_Tot
SOS50,136,402,356,276,560,831,277,790,56,3685,4502,1289,1170,622,3932,8759,5287,25655,773,51988,1040,1666,1510,1225,9614,11223,4581,8031,262,39152,261,239,223,246,2161,2217,835,1708,69,7958,2246,3534,3790,3714,10378,22655,7570,20681,934,75508,469,819,706,570,3901,5435,1868,4035,111,17915,1042,8877,5223,2623,7126,6746,2261,4377,345,38615,783,10223,4778,2020,3767,3524,1303,3485,348,30246,1579,2657,3051,2046,5669,8849,3488,7798,508,35653,125,576,390,288,1389,1570,377,741,30,5488,238,503,512,429,2691,3892,1021,2258,57,11597,127,638,523,334,1098,1705,743,1928,53,7159,974,2781,2230,1931,8780,16037,4302,9172,198,46400,515,2480,2195,1126,2656,3075,849,2164,172,15220,1532,1631,1355,1076,9211,10067,2871,4169,230,32147,631,3906,1960,1411,4933,5397,1821,3438,121,23622,996,3130,3213,2868,7763,6529,1854,3775,242,30366,274,2401,976,676,1590,1490,433,895,77,8819,478,1658,1506,1034,4067,5112,1831,3669,232,19575,823,2448,1766,1323,5477,7478,2050,4964,4280,30609
SOS51,185,343,248,223,391,804,270,1036,69,3561,1646,454,391,125,764,1879,1795,8718,301,16077,297,283,255,226,1358,2058,1072,1718,71,7342,91,79,54,63,488,575,271,548,26,2183,581,584,589,622,1639,3457,1384,4844,203,13893,92,119,77,69,341,689,371,908,14,2682,200,1265,680,469,1112,1177,442,764,53,6168,180,1400,597,341,675,672,266,709,71,4914,329,406,392,292,662,1207,574,2402,108,6365,15,61,34,35,105,109,47,72,0,470,25,28,24,24,120,175,67,140,0,607,36,67,49,36,108,201,102,358,3,981,81,219,172,136,432,761,227,713,32,2768,131,360,281,192,359,360,157,425,26,2301,382,238,167,138,1271,1807,492,826,47,5375,115,325,223,241,746,837,317,500,24,3333,189,372,423,425,1054,870,219,511,37,4088,31,183,72,50,123,120,35,81,4,690,137,258,161,129,584,1005,390,1114,44,3821,213,348,192,175,536,805,322,1060,779,4428
SOS52,79,116,102,93,121,333,122,379,43,1390,228,78,66,20,68,163,163,1120,49,1943,32,41,29,27,153,209,107,221,12,833,12,14,10,6,50,60,19,56,8,233,83,79,85,92,162,304,141,482,28,1458,22,18,7,4,30,153,52,118,3,410,19,92,43,30,79,83,40,134,6,541,24,113,61,38,70,71,31,114,24,542,37,82,67,29,58,126,58,285,20,762,0,0,3,0,12,15,0,7,0,40,0,5,0,4,8,8,0,4,0,39,6,6,3,0,9,14,0,27,0,66,8,31,10,8,32,55,10,62,3,223,19,58,36,30,43,47,20,76,3,325,54,39,33,42,280,381,105,183,15,1135,20,42,43,34,61,131,35,71,9,443,21,44,48,35,102,69,26,44,4,399,7,23,6,3,15,29,4,17,5,123,18,22,28,17,75,115,48,118,6,438,48,54,33,14,78,100,48,129,167,670
SOS53,403,606,619,474,559,1895,930,5624,198,11302,809,221,135,52,295,504,472,4399,144,7035,115,147,133,105,468,632,298,727,32,2657,33,31,16,24,117,139,64,147,7,578,281,340,293,300,581,1324,457,2128,96,5792,45,62,55,50,140,274,150,353,21,1150,66,358,177,94,227,254,101,309,22,1616,59,405,147,82,138,152,63,370,26,1448,140,179,168,100,166,371,140,810,31,2110,7,22,17,9,20,50,9,28,0,168,9,22,21,21,47,72,14,64,0,262,13,39,32,19,34,64,30,162,4,393,49,134,104,75,132,307,99,381,19,1293,41,148,110,72,100,137,60,254,19,948,126,115,78,49,486,600,174,331,20,1973,49,160,97,72,194,234,95,152,14,1065,56,135,113,98,174,145,57,90,9,872,26,74,44,25,68,74,27,99,0,433,59,100,82,75,222,381,147,433,20,1520,138,178,117,83,215,363,110,429,342,1973
SOS57,0,0,0,0,0,0,0,28,5,32,4,0,0,0,5,0,4,59,0,77,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,30,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,25,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,31,0,36
SOS59,0,0,4,5,13,17,5,15,0,62,20,7,5,3,7,6,5,102,0,155,0,3,3,5,6,9,5,7,0,40,5,0,0,0,0,0,0,3,0,12,21,6,8,10,6,29,4,53,0,139,0,0,0,0,4,3,0,5,0,15,6,8,8,6,7,8,0,0,0,45,0,13,10,5,12,13,7,24,4,90,7,7,0,4,5,8,3,22,4,56,0,3,0,0,0,3,0,0,0,7,0,4,0,0,0,4,0,4,0,9,0,0,0,0,0,0,0,0,0,4,3,14,10,0,7,8,6,6,0,49,7,5,4,4,3,6,0,7,0,34,11,0,4,0,3,6,0,3,0,35,4,0,0,3,0,4,0,3,0,18,0,3,15,0,6,9,0,5,0,37,0,4,0,0,0,0,0,0,0,8,3,6,0,0,3,3,0,10,0,36,5,9,0,3,0,9,0,19,9,50
