SOS_CODE_2021,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_North_Macedonia_0_4,M_North_Macedonia_5_14,M_North_Macedonia_15_24,M_North_Macedonia_25_44,M_North_Macedonia_45_54,M_North_Macedonia_55_64,M_North_Macedonia_65_74,M_North_Macedonia_75_84,M_North_Macedonia_85ov,M_North_Macedonia_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Samoa_0_4,M_Samoa_5_14,M_Samoa_15_24,M_Samoa_25_44,M_Samoa_45_54,M_Samoa_55_64,M_Samoa_65_74,M_Samoa_75_84,M_Samoa_85ov,M_Samoa_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot
SOS50,9,134,192,722,392,271,88,28,10,1849,27,450,452,4279,967,826,781,467,143,8392,5,107,175,1385,570,955,2163,1871,1046,8285,52,163,146,458,226,87,70,29,9,1246,25,170,231,1593,360,188,67,21,6,2670,0,23,36,157,132,101,111,43,3,602,51,668,1553,5090,1943,1706,1914,886,188,13998,0,0,6,30,22,64,137,96,24,380,0,58,238,1056,288,335,258,114,45,2397,10,74,272,1354,712,725,601,277,107,4130,8,54,353,1571,121,31,8,0,0,2154,12,81,123,416,381,357,947,751,256,3315,222,1889,2726,10272,5330,5148,3062,906,143,29697,0,21,30,370,272,300,388,170,65,1627,70,395,802,2543,342,155,92,33,8,4440,0,33,95,162,236,99,34,0,4,658,63,1504,2707,4637,2686,893,240,57,9,12793,6,44,53,590,290,373,578,158,79,2163,0,6,26,105,61,43,28,7,0,280,26,408,812,2301,1939,2333,1892,1193,321,11228
SOS51,0,7,0,19,6,0,0,0,0,40,3,26,34,318,79,63,76,41,22,666,4,5,3,125,33,45,153,166,109,639,0,11,6,23,8,0,6,5,0,68,0,9,16,114,12,4,0,0,0,165,0,0,6,12,5,11,9,4,0,45,0,10,24,163,51,48,39,15,0,358,0,0,0,0,5,11,11,16,0,44,0,0,8,48,14,15,6,5,3,108,0,11,18,83,42,25,19,4,7,199,0,8,10,89,6,0,0,0,0,111,0,6,12,61,49,72,216,129,37,586,44,350,488,1996,1252,1281,714,213,28,6369,0,0,0,3,0,10,12,4,4,36,3,30,18,117,14,18,4,0,5,204,7,15,23,59,49,28,10,0,0,190,23,283,399,964,472,156,25,5,0,2325,0,0,0,28,19,17,25,24,10,128,0,0,0,17,13,6,0,0,0,39,0,17,46,183,152,270,241,149,36,1092
SOS52,0,0,0,0,0,0,0,0,0,6,0,3,5,40,3,6,8,6,0,83,0,0,0,10,0,9,24,13,11,72,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,7,12,0,7,3,4,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,6,6,0,0,6,0,0,0,6,0,0,0,0,0,12,0,0,4,9,6,16,30,30,5,100,0,19,32,210,166,193,136,41,5,801,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,9,0,48,42,119,50,8,0,0,0,264,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,4,0,0,4,0,0,4,15,21,40,34,23,9,143
SOS53,0,0,0,20,3,0,0,0,0,32,0,0,7,110,45,36,46,28,11,286,0,0,8,60,10,55,159,93,28,408,0,0,5,5,0,7,3,0,0,20,0,0,6,15,3,3,0,0,0,32,0,0,0,5,8,0,0,0,0,17,0,10,14,69,36,29,25,4,0,174,0,0,0,0,0,0,17,11,0,31,0,0,0,16,11,3,9,0,0,40,0,0,3,15,7,10,11,0,0,46,0,0,0,11,0,0,0,0,0,16,0,0,9,34,34,62,124,77,9,350,7,44,122,685,545,650,393,85,4,2531,0,0,0,3,0,7,4,3,0,22,0,0,6,26,0,0,3,0,0,36,0,0,3,16,29,15,4,0,0,66,0,22,43,189,66,27,0,0,0,359,0,0,0,12,12,11,21,0,5,59,0,0,0,10,5,0,0,0,0,20,0,0,9,73,91,147,107,52,11,499
SOS57,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,5,6,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,14,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,13
SOS59,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,7,0,16,0,0,3,11,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,8,0,0,0,6,0,0,0,0,0,4,0,0,0,6,0,0,5,0,0,12,5,5,10,50,27,32,16,9,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,4,0,0,16
