SOS_CODE_2021,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54
SOS50,31344,24382,16192,9011,3592,1118,120146,7360,18453,19816,16299,12382,7462,2307,478,84554,3624,6290,5459,3271,1927,1232,602,206,22601,5055,9659,7703,5964,3738,2475,973,239,35808,332,169,101,88,113,99,49,26,966,575,1430,1646,1283,910,621,254,101,6821,6246,9606,8144,6532,5599,5689,5745,4840,52406,46797,121000,121539,95637,71427,46768,22250,9744,535158,3874,9185,9276,7460,5501,3670,1506,322,40790,2681,7605,10326,5610,3019,1135,219,18,30627,9976,36417,37864,31879,28399,21516,9995,2775,178814,3758,12345,10894,8870,7454,5495,2759,840,52416,1210,3293,3774,2980,2184,1304,608,180,15532,8733,29013,25048,20049,16843,11034,5270,1664,117649,4116,14256,16218,16509,15087,11724,5138,1354,84411,14671,41845,51468,41118,28385,17302,7091,1875,203746,11405,26510,27463,23028,17570,11540,3988,833,122348,6540,10472,8820,5227,3189,2198,930,288,37663,7005,14399,12516,9245,6079,3752,1570,354,54919,649,318,178,154,175,156,88,34,1754,1131,2981,3496,2954,2136,1388,699,237,15022,13460,22177,20096,16609,13298,11153,10094,7470,114353,89201,230803,237432,191705
SOS51,4139,3302,2441,1357,489,128,17126,1133,2493,2915,2594,2179,1238,334,44,12930,320,646,609,441,325,223,125,37,2731,906,1893,1490,1271,691,444,161,32,6889,69,42,24,16,23,8,10,5,188,80,148,203,195,164,82,29,17,922,2107,2886,2653,2363,1997,1782,1481,1027,16300,8427,18813,19502,16633,13164,8687,4157,1738,91122,235,778,945,704,483,362,135,21,3671,300,542,580,335,221,138,38,5,2161,2301,7042,7129,6320,5428,3761,1584,403,33970,739,2353,2064,1668,1608,1155,520,141,10246,480,930,1189,1048,823,478,242,65,5255,1234,3620,3571,3174,3106,2111,963,302,18069,731,2603,3416,3496,2885,2090,813,195,16233,2025,4911,5733,4803,3681,2237,850,194,24439,1537,3255,3707,3344,2852,1736,521,86,17046,533,931,900,634,491,351,180,43,4058,1211,2617,2325,2010,1220,710,287,47,10432,127,84,36,23,43,17,11,9,350,176,372,519,524,406,237,100,33,2361,4579,6334,6043,5579,4699,3649,2717,1609,35207,16209,36374,38152,33673
SOS52,411,341,290,192,80,17,1853,120,281,287,284,367,212,34,6,1600,22,73,52,48,48,38,19,0,306,98,201,149,137,98,74,25,0,779,11,6,0,0,0,5,0,0,24,3,18,16,23,30,15,5,0,101,418,448,468,468,535,457,322,157,3277,1070,2235,2233,2072,2223,1564,732,245,12383,21,92,99,88,67,47,24,3,442,26,39,52,35,40,19,0,0,206,249,764,747,753,840,652,255,50,4313,61,198,197,197,214,177,76,14,1136,97,203,242,200,192,120,47,3,1100,106,331,362,341,470,339,152,44,2151,98,382,377,418,437,329,121,19,2174,200,505,517,497,441,307,116,28,2606,146,359,386,359,448,299,69,13,2082,42,93,85,72,66,65,32,5,458,131,273,216,213,179,120,42,3,1169,18,7,6,0,0,5,3,0,35,10,41,53,50,69,44,20,0,299,846,970,1006,1132,1221,1013,647,250,7077,2043,4256,4331,4372
SOS53,1402,1516,1303,636,181,30,6407,286,647,876,970,938,528,107,5,4354,136,215,241,226,198,131,48,4,1204,264,477,509,514,357,187,53,8,2366,20,6,6,8,12,7,0,0,58,15,37,82,83,88,43,14,0,362,905,946,1068,1229,1201,924,500,90,6873,2909,5356,7051,7898,7459,4617,1570,273,37138,101,283,437,463,383,288,74,6,2039,89,117,134,159,137,64,15,0,713,956,2483,2744,3115,3262,2196,739,88,15576,250,669,706,776,829,601,199,34,4065,469,696,1047,1100,918,600,191,34,5057,374,953,1123,1425,1720,1122,427,92,7227,241,657,1152,1502,1608,1293,361,58,6865,661,1264,1911,2247,1997,1131,343,59,9614,439,855,1091,1222,1251,785,194,18,5855,222,339,328,320,273,224,79,12,1811,365,659,722,757,559,302,105,8,3472,45,4,11,12,19,13,5,0,112,55,105,168,206,217,133,43,9,942,2353,3170,3306,3556,3187,2200,1102,222,19104,6605,12260,14884,16860
SOS57,0,0,0,3,0,0,8,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,8,0,0,0,0,20,13,12,6,7,3,5,0,0,48,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,18,46,27,15,5,0,0,113,0,7,11,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,5,3,0,0,3,0,0,11,0,4,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,4,3,4,0,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,6,22,51,75,48,21,3,0,0,228,38,97,145,92
SOS59,52,43,46,17,0,0,269,23,56,35,29,49,17,0,0,209,6,34,14,4,6,0,0,0,62,11,27,20,16,12,7,0,0,91,5,0,0,0,5,0,0,0,5,3,0,0,0,0,0,0,0,10,167,265,278,228,156,95,21,9,1217,269,590,509,363,340,179,25,7,2290,10,29,17,12,15,9,0,0,80,3,10,9,7,4,6,0,0,39,20,122,98,82,90,71,19,0,508,6,41,40,28,21,23,0,0,165,9,17,17,8,10,11,0,0,67,18,74,58,24,37,31,6,0,238,12,29,25,22,25,16,0,0,135,36,116,86,61,67,40,5,0,413,33,77,60,38,63,26,6,0,297,16,40,18,9,8,4,0,0,95,20,40,39,24,29,11,0,0,167,5,0,0,0,5,0,0,0,5,15,9,5,9,11,0,0,0,39,338,666,815,753,496,247,70,22,3408,529,1270,1293,1073
