SOS_CODE_2021,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
SOS50,26585,47456,118342,124376,106970,80244,24362,3132,235,531710,73,152,513,524,547,398,164,34,4,2411,93,1030,4552,4576,3113,1451,199,17,0,15024,782,1018,2945,3483,3410,2323,542,62,5,14567,36,163,808,1072,798,420,78,4,0,3386,192,944,3770,3803,3033,2096,496,41,0,14374,192,595,1698,1978,1946,1328,306,38,4,8079,8485,9133,10178,8213,8308,6767,1635,119,6,52846,11059,7252,7128,4620,3474,2218,539,29,4,36314,189,801,2340,2496,2529,1789,435,37,0,10622,218,387,896,723,593,415,102,13,0,3351,112,707,3363,4071,3274,1882,401,39,9,13862,109,569,1780,1862,1782,1356,493,91,8,8037,296,2758,9594,9884,6883,3924,1217,125,6,34682,361,1508,4219,4037,3509,2552,651,46,0,16887,247,1542,6050,7513,7221,5304,1050,64,0,28992,1422,3899,12195,15672,17772,12869,3028,196,6,67056,1727,9634,27929,26647,24822,19659,4807,264,8,115495,1118,1436,2178,1813,1375,921,317,37,0,9205,1024,2247,5333,4579,3785,2475,669,84,3,20212
SOS51,5607,7075,18979,20025,19151,15873,4697,597,54,92053,57,114,266,223,209,214,170,39,0,1291,88,364,1146,1069,791,337,35,3,0,3827,177,227,608,645,520,318,78,10,0,2589,14,35,129,158,119,86,20,0,0,556,51,145,560,596,520,409,98,8,0,2390,51,89,243,239,250,167,39,5,0,1090,1722,990,1772,1993,2079,1699,383,33,0,10676,2003,872,1484,1356,1190,827,219,21,0,7969,70,144,419,451,527,453,126,12,0,2208,55,52,100,79,67,48,18,0,0,411,22,88,313,318,285,201,40,4,0,1269,41,141,323,296,318,218,78,9,0,1417,67,196,660,809,638,427,155,15,0,2960,87,207,639,800,761,547,120,15,0,3176,86,236,946,1250,1282,888,189,14,0,4884,190,542,2189,3067,3412,2327,480,38,0,12246,441,1309,3947,4293,4345,3736,864,45,0,18988,124,82,236,249,211,161,30,0,0,1085,216,318,850,737,717,449,106,12,0,3407
SOS52,529,840,2180,2194,2501,2646,967,154,22,12026,24,33,144,87,73,79,69,16,0,525,4,41,113,112,104,72,5,0,0,452,24,30,67,89,74,48,10,0,0,343,0,0,8,6,9,12,0,0,0,40,8,12,44,56,53,69,6,0,0,246,3,25,48,31,39,28,12,0,0,187,114,87,162,187,240,224,60,5,0,1078,167,93,205,162,175,191,49,13,0,1048,5,19,37,63,85,93,44,5,0,351,0,0,6,14,11,8,0,0,0,38,0,9,26,33,31,13,5,4,0,111,4,5,18,23,22,28,5,0,0,104,3,16,50,45,48,56,17,0,0,250,11,30,51,72,97,94,21,6,0,389,10,56,170,179,229,168,35,5,0,863,29,83,348,416,441,392,101,4,0,1815,45,96,299,383,435,496,113,10,0,1876,13,15,27,20,45,29,14,4,0,158,21,27,69,67,69,65,19,0,0,332
SOS53,2186,3006,6351,7854,10045,9908,4154,968,125,44592,147,220,607,891,1153,1248,819,241,21,5338,26,155,340,336,316,221,19,4,0,1425,99,68,176,229,313,265,83,12,0,1236,0,7,28,37,52,44,8,0,0,175,23,55,177,284,337,284,62,3,0,1221,41,49,118,134,167,128,28,10,0,681,501,297,312,417,676,620,149,16,0,2989,638,228,365,335,402,411,136,13,0,2529,16,31,98,160,261,262,88,10,0,929,9,3,14,23,18,30,8,0,0,108,3,29,84,118,129,101,17,0,0,481,17,26,65,99,109,104,40,6,0,468,29,89,236,365,341,283,94,11,0,1443,26,59,141,198,267,216,61,5,0,971,42,111,277,408,569,464,88,10,0,1973,85,177,567,1064,1415,1184,264,9,0,4765,103,284,711,1010,1420,1419,345,17,0,5322,68,66,112,104,114,95,39,8,0,596,78,96,188,250,292,225,57,0,0,1181
SOS57,3,12,60,92,55,30,5,0,0,246,0,3,6,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS59,19,101,268,211,156,115,28,0,0,899,0,10,19,0,0,5,0,0,0,38,0,6,13,8,8,9,0,0,0,38,0,0,15,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,5,0,0,0,3,5,7,4,0,0,25,0,0,3,4,3,0,0,0,0,5,0,9,10,9,6,9,3,0,0,47,22,21,54,9,12,14,0,0,0,142,0,3,9,3,4,8,0,0,0,29,0,0,0,5,0,0,0,0,0,7,0,0,5,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,9,13,20,4,4,0,0,0,44,0,7,14,3,0,3,0,0,0,29,5,0,7,7,3,7,0,0,0,32,0,7,10,11,10,10,3,0,0,50,4,14,32,31,15,29,5,0,0,124,3,0,9,0,0,0,0,0,0,17,3,0,8,6,4,5,0,0,0,24
