SOS_CODE_2021,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
SOS50,196,2844,17,3061,54902,2686,60648,1353,2024,46,3424,57291,4100,64814,30131,3427,801,34367,99095,11496,144955,73646,2594,2094,78336,58594,10310,147237,43696,3049,1139,47883,74112,8289,130284,7850,8614,207,16682,88790,6170,111637,1379,13590,59,15030,67717,3960,86701,253,3510,22,3782,39397,3019,46197,36,183,0,219,13276,1884,15377,158531,39844,4390,202763,553177,51907,807849,302,4625,46,4981,50305,2613,57892,3349,3967,198,7511,52741,3283,63540,51081,6449,2508,60042,82637,8263,150941,89963,4649,5106,99719,44370,6604,150691,41298,8127,1867,51297,76865,5247,133403,3477,24132,284,27893,85778,4377,118041,955,23479,133,24569,67009,4037,95610,224,4260,26,4509,44870,3961,53346,35,249,0,281,20873,3408,24562,190695,79940,10170,280803,525435,41792,848032,498,7474,72,8041,105206,5293,118535,4706,5987,244,10933,110033,7380,128352,81215,9880,3313,94404,181729,19760,295897,163610,7246,7198,178051,102964,16914,297929,84991,11177,3004,99177,150972,13534,263686,11329,32748,494,44569,174564,10540,229678,2339,37074,191,39597,134722,7999,182320,477,7762,51,8293,84268,6984,99540,69,424,0,497
SOS51,55,589,9,651,9718,1199,11569,531,328,30,889,7833,1169,9891,6875,630,250,7756,13605,3338,24698,12157,517,481,13152,9189,3218,25562,6610,712,226,7542,14489,2897,24926,1167,1667,34,2865,18185,2339,23384,173,1641,9,1815,14916,1477,18206,42,319,0,363,8176,859,9393,3,16,0,21,2449,438,2912,27605,6426,1024,35055,98550,16929,150537,93,1004,22,1114,8669,1035,10821,1172,638,75,1890,6478,978,9350,10628,1080,858,12566,10705,2587,25862,14971,909,1187,17068,7191,2327,26589,6081,1926,378,8379,14827,2002,25204,471,4258,53,4784,16991,1647,23429,99,2786,18,2906,14563,1324,18788,41,432,4,476,8801,1003,10277,10,31,0,41,3692,706,4441,33565,13073,2591,49224,91922,13608,154756,140,1594,31,1764,18390,2233,22391,1706,972,104,2781,14310,2151,19240,17508,1717,1104,20320,24307,5925,50560,27125,1430,1667,30222,16379,5541,52149,12694,2639,594,15923,29310,4898,50132,1637,5921,82,7646,35179,3981,46811,276,4423,24,4719,29476,2802,36993,85,749,4,839,16973,1862,19669,9,52,0,65
SOS52,22,146,4,169,1222,211,1607,125,122,8,250,1018,180,1449,969,154,77,1200,1690,449,3338,1383,141,103,1623,1272,445,3343,734,166,38,935,2368,553,3862,172,300,11,480,3373,549,4401,35,245,3,287,3164,408,3853,4,52,0,57,1570,246,1868,0,6,0,6,403,89,498,3441,1334,242,5012,16089,3125,24224,38,215,9,261,1060,205,1531,258,156,37,449,828,181,1461,1466,186,181,1846,1340,383,3567,1715,232,222,2169,1007,389,3557,670,409,62,1137,2198,391,3733,75,632,16,725,3068,429,4222,21,451,10,476,2660,341,3469,3,68,5,79,1476,257,1818,0,3,3,9,516,114,636,4258,2356,541,7148,14154,2689,23984,59,361,10,438,2286,421,3135,383,278,43,707,1849,359,2915,2435,344,259,3043,3031,829,6906,3093,372,329,3791,2276,830,6899,1400,574,98,2078,4565,949,7596,250,935,23,1207,6449,972,8621,58,692,12,755,5820,742,7322,8,124,3,136,3045,503,3685,0,15,3,14
SOS53,26,211,0,234,3948,558,4741,102,151,16,267,3335,1046,4644,2040,206,74,2325,4828,2906,10059,4734,214,194,5142,3529,2820,11495,3345,378,112,3836,7429,2473,13733,665,986,30,1682,10859,1925,14468,110,1036,9,1153,8776,1116,11045,15,175,3,189,3814,499,4509,3,0,0,7,740,95,841,11040,3359,436,14835,47264,13438,75535,24,384,6,413,3322,453,4187,196,223,23,447,2250,381,3081,2795,327,210,3345,3091,881,7309,5412,312,427,6150,2209,948,9310,2853,877,144,3867,6755,1059,11683,271,2430,22,2726,8898,1040,12660,55,1545,14,1613,6558,749,8919,20,204,3,224,2991,354,3563,5,13,4,13,718,73,805,11630,6317,853,18793,36793,5939,61530,47,594,6,645,7268,1011,8927,296,372,38,710,5582,1428,7726,4842,538,290,5665,7917,3783,17368,10144,531,622,11296,5741,3766,20805,6196,1252,253,7707,14182,3530,25420,931,3414,57,4403,19760,2968,27127,167,2585,19,2765,15339,1864,19970,34,373,3,415,6805,856,8074,4,13,0,24
SOS57,0,0,0,0,3,7,7,0,0,0,0,9,13,25,10,0,0,13,48,44,99,18,0,0,22,67,68,157,4,0,0,4,50,45,103,0,3,0,4,27,20,55,0,0,0,0,9,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,3,45,211,197,455,0,0,0,0,0,0,3,0,0,0,0,5,5,11,0,0,0,0,10,3,14,0,0,0,0,9,3,11,0,0,0,0,5,8,9,0,0,0,0,5,0,3,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,19,61,0,0,0,0,5,3,6,0,0,0,0,15,15,31,11,0,0,14,56,46,116,18,0,0,22,75,76,170,9,0,0,9,56,47,109,0,3,0,4,35,21,62,0,0,0,0,12,3,18,0,0,0,0,0,0,0,0,0,0,0
SOS59,6,11,0,6,67,40,118,10,6,0,16,151,133,295,83,16,4,105,326,390,822,144,11,5,164,232,531,926,52,6,0,61,267,512,842,9,15,0,23,306,336,667,5,10,0,15,283,146,444,0,0,0,3,69,46,118,0,0,0,0,7,9,14,311,72,13,393,1708,2148,4247,4,14,0,18,66,59,147,17,8,0,27,123,105,256,101,24,6,130,299,265,692,163,11,17,189,141,281,613,29,19,8,49,199,227,468,0,33,3,38,279,161,477,0,15,0,15,210,90,316,0,0,0,0,27,14,38,0,0,0,0,5,12,16,310,126,30,469,1353,1213,3030,7,23,0,30,133,105,261,27,17,4,46,278,238,562,179,40,9,231,627,661,1512,308,23,23,352,379,805,1543,76,26,7,114,466,740,1313,9,51,3,64,586,495,1144,5,27,0,29,489,242,758,0,0,0,3,92,65,155,0,0,0,0
