SOS_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
SOS50,38,14,8,34,0,47,3,22,19,592,11,787,5,11,0,6,0,13,0,23,6,130,3,203,3,12,3,7,0,20,7,86,6,208,5,358,3,6,0,12,0,33,0,92,11,190,0,345,9,21,0,18,8,68,11,200,18,477,4,823,18,53,3,36,4,137,17,366,43,534,16,1235,38,154,15,110,9,434,17,672,87,1065,18,2623,69,295,12,263,26,1190,40,892,112,1078,30,3995,151,599,27,707,76,2550,91,1272,196,1547,40,7249,434,962,60,2293,175,3773,146,1241,240,1426,52,10796,568,799,69,3264,287,3984,160,1004,268,1151,38,11581,1042,804,75,4265,402,3978,178,768,256,991,52,12814,5087,1617,236,11348,1213,8490,484,1452,554,1659,80,32211,6518,1315,273,13138,1453,3099,548,773,275,937,41,28371,7130,984,232,11041,1452,3924,446,623,274,664,29,26807,6789,615,185,7188,1147,1326,322,330,105,329,31,18367,22575,1740,509,21731,2942,9218,775,1093
SOS51,3,0,0,9,0,13,0,9,3,51,0,80,3,0,0,0,0,0,0,0,0,16,0,29,0,0,0,0,0,3,0,9,0,26,0,42,4,0,0,4,0,0,0,11,0,15,0,35,0,3,0,10,0,5,0,15,0,85,0,117,3,4,0,7,0,17,0,51,11,82,0,165,3,13,3,19,0,49,5,77,9,195,8,395,20,34,0,33,7,128,4,129,22,201,8,584,32,80,12,131,12,350,11,168,38,241,5,1077,73,156,15,379,39,564,20,230,35,242,7,1755,83,119,17,607,45,627,36,121,65,136,5,1874,186,121,19,810,70,627,45,121,54,116,4,2172,826,259,60,2046,241,1460,115,190,127,170,14,5513,1170,219,55,2388,235,499,143,107,53,83,6,4961,1316,140,50,1817,243,612,115,72,67,63,11,4502,1109,68,31,1054,168,186,78,26,19,16,4,2755,2997,190,120,2201,423,893,179,80
SOS52,0,0,0,0,0,0,0,3,0,7,0,14,0,0,0,4,0,0,0,0,0,7,0,14,0,0,0,0,0,0,0,0,0,10,0,22,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,6,0,9,0,83,0,104,0,0,0,0,0,3,0,12,0,72,0,97,4,4,4,5,0,18,0,25,3,145,3,211,9,13,0,10,0,28,0,22,7,93,0,180,6,8,0,23,9,55,0,28,5,82,3,226,7,9,0,53,0,90,6,28,9,72,5,282,23,20,0,74,10,73,4,24,12,26,7,269,31,7,6,103,10,76,8,19,13,31,8,310,112,25,9,231,38,166,12,34,9,34,6,670,108,23,11,199,32,50,8,0,13,17,0,465,143,11,6,146,16,57,8,11,11,10,4,428,80,8,3,96,16,28,6,0,0,3,0,250,182,12,8,160,30,90,19,12
SOS53,22,4,0,12,3,4,0,3,7,31,0,88,8,0,0,6,0,0,0,5,0,7,0,32,0,4,0,4,0,11,0,0,0,19,0,37,0,0,0,5,0,3,0,4,0,15,0,28,10,4,0,11,0,12,0,14,4,70,0,125,8,10,0,13,5,19,6,24,5,46,0,130,15,7,0,31,4,26,5,42,8,77,0,214,33,28,8,59,11,53,0,47,7,93,5,337,60,57,4,118,11,129,5,54,3,124,5,574,70,76,7,245,15,194,14,62,20,82,4,779,62,50,7,243,26,206,17,63,16,64,5,764,108,51,13,338,29,186,14,35,17,50,3,842,336,97,32,767,71,380,24,69,45,88,7,1917,428,85,32,787,79,196,50,33,17,49,4,1764,402,65,27,622,72,176,41,32,21,38,0,1504,397,30,21,429,42,90,17,17,19,12,0,1073,1140,88,52,1017,144,388,72,62
SOS57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
