SOS_CODE_2021,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_SAR_Ch_0_4,P_Hong_Kong_SAR_Ch_5_14,P_Hong_Kong_SAR_Ch_15_24,P_Hong_Kong_SAR_Ch_25_44,P_Hong_Kong_SAR_Ch_45_54,P_Hong_Kong_SAR_Ch_55_64,P_Hong_Kong_SAR_Ch_65_74,P_Hong_Kong_SAR_Ch_75_84,P_Hong_Kong_SAR_Ch_85ov,P_Hong_Kong_SAR_Ch_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_North_Macedonia_0_4,P_North_Macedonia_5_14,P_North_Macedonia_15_24,P_North_Macedonia_25_44,P_North_Macedonia_45_54,P_North_Macedonia_55_64,P_North_Macedonia_65_74,P_North_Macedonia_75_84,P_North_Macedonia_85ov,P_North_Macedonia_Tot
SOS50,21,178,361,2274,1271,1132,1839,1285,336,8689,3,26,58,140,119,253,466,573,364,1999,64,345,759,2633,761,774,647,175,67,6221,469,3448,5129,32229,6225,4209,3476,2090,715,57989,134,683,1373,5682,2264,1183,1114,392,106,12937,22,323,524,3133,948,641,389,158,62,6198,15,250,377,1513,708,421,167,58,13,3524,61,855,901,7813,1876,1730,1543,973,345,16100,17,206,324,2410,965,1744,4241,3767,2426,16109,98,303,347,1819,1037,389,225,85,33,4341,54,344,425,3651,882,413,165,53,13,5998,3,45,63,317,231,228,179,65,12,1143,116,1303,3106,11070,4607,4251,4378,1780,434,31049,0,6,12,59,50,134,269,163,52,743,6,140,498,2140,563,666,538,245,111,4909,13,143,559,2836,1466,1557,1372,578,299,8838,14,112,728,3044,195,72,30,4,0,4201,31,141,242,866,702,714,1877,1520,663,6752,395,3590,5452,19622,10248,9991,5744,1772,339,57154,6,34,75,793,538,645,715,359,154,3318
SOS51,3,14,50,404,191,201,402,255,67,1579,0,5,3,15,10,16,22,18,10,98,6,8,14,111,23,24,13,0,0,211,29,191,103,1489,268,155,110,106,34,2484,12,95,80,405,153,48,30,8,6,849,0,11,11,82,23,12,5,4,0,148,0,7,4,35,7,5,6,0,0,68,4,63,70,601,169,133,162,90,31,1329,5,14,11,220,58,103,290,302,201,1205,3,17,16,121,66,11,13,4,3,253,0,19,24,262,25,9,10,0,0,344,0,0,0,24,11,15,12,11,0,76,6,15,55,344,124,121,82,42,7,788,0,0,0,4,5,29,14,26,4,80,0,5,13,91,24,35,17,7,3,208,0,12,19,178,88,50,36,20,12,410,0,17,19,159,5,0,0,0,0,213,0,17,29,144,120,129,403,277,84,1202,101,682,1010,4004,2323,2388,1328,380,73,12279,0,0,0,12,7,20,15,11,5,77
SOS52,0,0,9,48,22,28,69,49,9,234,0,0,0,0,3,4,0,0,0,13,0,0,0,10,0,5,3,0,0,18,3,11,9,103,14,25,13,8,3,199,0,4,0,27,11,8,6,3,0,66,0,0,0,6,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,9,9,92,12,23,15,13,3,174,0,0,0,18,4,20,38,26,21,125,0,0,0,10,5,0,7,0,0,22,0,0,0,7,5,0,0,0,0,16,0,0,0,4,0,0,0,4,0,9,0,0,7,25,4,13,11,11,0,70,0,0,0,0,0,0,5,0,0,11,0,0,0,6,0,9,0,0,0,16,0,0,0,0,0,4,9,0,0,10,0,0,3,17,0,0,0,0,0,16,0,0,4,21,22,32,61,48,10,193,4,31,87,408,318,388,263,53,3,1560,0,0,0,0,0,0,5,0,0,5
SOS53,4,7,41,189,123,142,213,92,3,823,0,0,0,5,0,4,12,10,7,40,0,5,9,37,11,11,8,0,0,76,0,3,15,139,49,72,56,49,8,390,3,15,10,77,35,12,22,6,3,193,0,0,3,46,8,8,4,0,0,70,0,0,0,23,11,5,0,0,0,35,0,9,20,198,75,74,81,51,16,511,4,0,12,102,24,86,253,156,59,690,0,0,7,48,16,14,7,3,0,94,0,0,10,34,6,7,0,0,0,58,0,0,0,10,8,5,0,0,0,27,5,8,24,124,66,69,50,12,3,356,0,0,0,3,3,9,23,16,0,52,0,0,6,22,16,17,12,0,5,72,0,0,3,16,13,21,18,4,0,81,0,0,0,12,0,0,0,0,0,18,0,3,12,81,72,104,232,127,24,657,12,100,204,1138,937,1148,616,142,17,4309,0,0,0,5,0,9,5,8,6,29
SOS57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,19,5,6,0,0,0,27,0,0,0,0,0,0,0,0,0,0
SOS59,0,0,4,21,3,6,12,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,14,0,0,3,3,0,30,0,0,0,12,3,3,0,0,0,15,0,0,0,6,4,4,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,4,13,0,5,3,7,0,31,0,0,3,21,4,0,5,3,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,3,6,0,5,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,8,4,0,3,0,0,21,3,7,18,88,45,57,30,9,0,257,0,0,0,0,0,0,0,0,0,0
