SOS_CODE_2021,M_Mng_0,M_Mng_1_19,M_Mng_20_29,M_Mng_30_34,M_Mng_35_39,M_Mng_40_44,M_Mng_45_49,M_Mng_50_over,M_Mng_hours_NS,M_Mng_Tot,M_Pro_0,M_Pro_1_19,M_Pro_20_29,M_Pro_30_34,M_Pro_35_39,M_Pro_40_44,M_Pro_45_49,M_Pro_50_over,M_Pro_hours_NS,M_Pro_Tot,M_TTW_0,M_TTW_1_19,M_TTW_20_29,M_TTW_30_34,M_TTW_35_39,M_TTW_40_44,M_TTW_45_49,M_TTW_50_over,M_TTW_hours_NS,M_TTW_Tot,M_CPS_0,M_CPS_1_19,M_CPS_20_29,M_CPS_30_34,M_CPS_35_39,M_CPS_40_44,M_CPS_45_49,M_CPS_50_over,M_CPS_hours_NS,M_CPS_Tot,M_CA_0,M_CA_1_19,M_CA_20_29,M_CA_30_34,M_CA_35_39,M_CA_40_44,M_CA_45_49,M_CA_50_over,M_CA_hours_NS,M_CA_Tot,M_Sal_0,M_Sal_1_19,M_Sal_20_29,M_Sal_30_34,M_Sal_35_39,M_Sal_40_44,M_Sal_45_49,M_Sal_50_over,M_Sal_hours_NS,M_Sal_Tot,M_MOD_0,M_MOD_1_19,M_MOD_20_29,M_MOD_30_34,M_MOD_35_39,M_MOD_40_44,M_MOD_45_49,M_MOD_50_over,M_MOD_hours_NS,M_MOD_Tot,M_Lab_0,M_Lab_1_19,M_Lab_20_29,M_Lab_30_34,M_Lab_35_39,M_Lab_40_44,M_Lab_45_49,M_Lab_50_over,M_Lab_hours_NS,M_Lab_Tot,M_ID_NS_0,M_ID_NS_1_19,M_ID_NS_20_29,M_ID_NS_30_34,M_ID_NS_35_39,M_ID_NS_40_44,M_ID_NS_45_49,M_ID_NS_50_over,M_ID_NS_hours_NS,M_ID_NS_Tot,M_Tot_0,M_Tot_1_19,M_Tot_20_29,M_Tot_30_34,M_Tot_35_39,M_Tot_40_44,M_Tot_45_49,M_Tot_50_over,M_Tot_hours_NS,M_Tot_Tot,F_Mng_0,F_Mng_1_19,F_Mng_20_29,F_Mng_30_34,F_Mng_35_39,F_Mng_40_44,F_Mng_45_49,F_Mng_50_over,F_Mng_hours_NS,F_Mng_Tot,F_Pro_0,F_Pro_1_19,F_Pro_20_29,F_Pro_30_34,F_Pro_35_39,F_Pro_40_44,F_Pro_45_49,F_Pro_50_over,F_Pro_hours_NS,F_Pro_Tot,F_TTW_0,F_TTW_1_19,F_TTW_20_29,F_TTW_30_34,F_TTW_35_39,F_TTW_40_44,F_TTW_45_49,F_TTW_50_over,F_TTW_hours_NS,F_TTW_Tot,F_CPS_0,F_CPS_1_19,F_CPS_20_29,F_CPS_30_34,F_CPS_35_39,F_CPS_40_44,F_CPS_45_49,F_CPS_50_over,F_CPS_hours_NS,F_CPS_Tot,F_CA_0,F_CA_1_19,F_CA_20_29,F_CA_30_34,F_CA_35_39,F_CA_40_44,F_CA_45_49,F_CA_50_over,F_CA_hours_NS,F_CA_Tot,F_Sal_0,F_Sal_1_19,F_Sal_20_29,F_Sal_30_34,F_Sal_35_39,F_Sal_40_44,F_Sal_45_49,F_Sal_50_over,F_Sal_hours_NS,F_Sal_Tot,F_MOD_0,F_MOD_1_19,F_MOD_20_29,F_MOD_30_34,F_MOD_35_39,F_MOD_40_44,F_MOD_45_49,F_MOD_50_over,F_MOD_hours_NS,F_MOD_Tot,F_Lab_0,F_Lab_1_19,F_Lab_20_29,F_Lab_30_34,F_Lab_35_39,F_Lab_40_44,F_Lab_45_49,F_Lab_50_over,F_Lab_hours_NS,F_Lab_Tot,F_ID_NS_0,F_ID_NS_1_19,F_ID_NS_20_29,F_ID_NS_30_34,F_ID_NS_35_39,F_ID_NS_40_44,F_ID_NS_45_49,F_ID_NS_50_over,F_ID_NS_hours_NS,F_ID_NS_Tot,F_Tot_0,F_Tot_1_19,F_Tot_20_29,F_Tot_30_34,F_Tot_35_39,F_Tot_40_44,F_Tot_45_49,F_Tot_50_over,F_Tot_hours_NS,F_Tot_Tot
SOS50,1555,2537,2671,2308,11170,21008,8867,23936,503,74556,2873,6975,5674,5240,22942,35731,10237,20590,726,110981,4941,5797,6208,5365,23722,33509,11529,30092,1897,123062,1518,7270,4701,2628,4689,6924,2357,3989,540,34610,941,2277,1907,1284,8670,8735,2613,4372,203,30998,729,8433,4178,1893,4835,5145,1599,3291,329,30429,3480,4596,4389,2949,10673,11053,5075,17905,1268,61386,2367,13180,7203,3789,8619,8680,2798,7964,1038,55633,384,795,498,394,1449,1804,551,1596,2584,10055,18780,51852,37428,25848,96770,132591,45626,113730,9084,531710,1888,3277,4455,3832,10585,11147,3904,7025,297,46414,7731,17352,19879,14829,27464,26946,7767,12366,808,135147,1224,4651,4354,2682,5861,3981,982,1877,314,25932,4251,24430,20355,11581,14200,7258,1700,3761,1222,88759,4115,15329,16503,9931,25758,16865,3457,4245,730,96928,2119,20456,11036,4440,6738,3723,885,1193,552,51142,697,1360,1140,668,1581,1073,397,1878,153,8945,1335,11732,7109,3366,4024,2432,545,1790,549,32881,378,887,679,392,1156,881,154,383,1901,6813,23735,99481,85503,51724,97367,74311,19794,34521,6533,492968
SOS51,373,373,325,294,1197,2385,1160,3963,97,10167,444,581,526,530,1901,2749,1000,2263,87,10089,1526,1111,1046,916,3893,6674,3017,9446,483,28113,322,673,484,368,694,1316,403,772,70,5097,131,238,187,157,690,761,337,674,28,3209,143,1197,504,342,768,822,312,518,67,4688,1242,833,705,454,1544,2314,1608,6877,310,15893,650,2237,1213,872,1969,2210,852,2446,309,12757,127,139,75,66,207,331,138,491,468,2032,4959,7377,5069,4003,12866,19576,8813,27461,1924,92053,347,576,664,586,1563,1654,636,1423,75,7516,1179,2105,2235,1991,3265,3299,1148,1955,114,17289,339,834,776,543,1034,768,273,636,58,5258,888,3702,3398,2332,2774,1634,444,913,251,16333,854,2553,2574,1690,4096,2737,624,938,123,16196,494,3266,1966,996,1567,821,227,335,103,9783,279,275,269,122,261,319,234,987,51,2800,416,2880,1775,902,1035,796,229,615,163,8797,94,160,101,65,154,129,37,87,378,1206,4894,16336,13763,9232,15753,12163,3845,7888,1320,85191
SOS52,96,94,72,57,147,365,174,720,28,1751,44,64,44,54,167,313,90,265,14,1058,173,158,164,139,409,671,315,1009,80,3105,60,61,73,45,107,188,53,134,20,730,17,43,29,18,72,76,30,70,6,357,13,81,34,26,60,91,30,79,9,415,205,164,120,67,275,373,201,1014,64,2481,103,261,178,118,252,350,128,322,72,1782,34,31,12,11,31,45,15,49,124,343,736,953,719,522,1515,2474,1047,3654,413,12026,72,88,95,99,184,208,101,299,11,1169,123,228,237,169,293,377,117,271,18,1837,36,115,105,66,123,89,33,82,12,656,150,435,384,288,327,244,64,124,56,2068,123,348,330,180,386,327,89,116,26,1930,55,280,201,96,145,90,26,60,22,969,40,53,42,17,39,40,35,153,7,426,72,450,272,141,134,147,50,96,31,1387,23,18,13,4,13,22,7,20,78,204,710,2025,1678,1055,1651,1540,509,1213,248,10624
SOS53,429,579,568,443,712,2086,991,6538,209,12547,214,316,246,198,523,902,342,1018,37,3806,655,553,506,429,1346,2228,910,3964,191,10771,122,240,138,89,153,313,123,269,27,1469,39,92,76,47,180,221,93,250,8,1011,55,341,154,86,175,212,75,228,22,1360,634,405,319,202,574,915,501,3320,135,7003,281,886,517,362,636,963,422,1505,151,5722,74,68,47,36,74,125,30,198,251,905,2504,3473,2564,1894,4383,7982,3487,17293,1017,44592,317,752,814,550,624,1182,409,1678,124,6447,487,1032,1058,732,953,1091,365,752,50,6518,127,418,352,227,308,277,85,298,34,2127,318,1351,1111,643,668,467,113,282,81,5038,327,1498,1284,744,1226,989,209,491,72,6830,149,1005,586,263,315,242,67,136,51,2810,133,141,157,57,96,116,55,420,34,1212,174,1154,565,327,375,322,115,489,79,3600,56,66,57,38,44,48,17,62,222,606,2092,7428,5979,3582,4609,4736,1429,4598,743,35194
SOS57,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,27,0,32,3,6,0,0,0,0,0,68,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,23,0,25,3,5,0,0,0,0,4,68,5,86,0,0,0,0,0,0,0,7,0,12,9,11,5,0,4,4,9,198,5,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,16,0,29
SOS59,9,11,3,0,7,12,3,13,5,57,18,12,11,3,9,22,9,17,4,115,24,14,12,16,28,39,13,93,0,232,3,6,5,7,5,9,4,11,0,51,6,8,3,0,7,11,0,5,0,36,5,4,6,0,5,4,0,5,0,29,23,15,7,14,7,25,8,85,6,182,8,15,16,10,25,29,14,49,4,169,0,0,0,0,0,0,3,3,3,19,95,88,71,48,92,146,51,283,18,899,7,7,4,4,14,8,0,3,0,49,25,23,15,14,19,25,5,6,6,139,9,4,0,0,8,3,0,12,0,34,11,36,37,18,28,19,5,15,0,172,16,21,11,12,16,25,7,9,4,112,9,8,8,4,8,10,0,0,0,47,5,0,0,4,0,4,0,15,0,31,5,20,17,8,18,20,3,29,0,120,0,0,0,0,3,0,0,0,0,11,80,124,94,58,124,106,25,96,12,715
