SOS_CODE_2021,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SOS50,34082,50930,117044,116960,105934,75562,18318,1580,108,520512,21810,9743,26492,27761,22715,38488,73514,47993,21164,289677,1999,2864,7409,5970,4754,3991,3777,3778,3295,37841,57892,63540,150941,150691,133403,118041,95610,53346,24562,848032,9233,43281,150955,155707,142708,94321,17421,1033,51,614708,43343,46587,62599,67913,56742,49268,21970,3213,199,351838,1799,3006,11862,9237,6620,7444,2272,254,24,42518,832,2076,4643,3249,2483,1591,510,177,63,15614,55204,94947,230057,236108,208557,152624,42173,4679,336,1024680,2221,4220,6873,5600,5495,4330,659,40,3,29440,9167,3988,4289,3707,2899,2758,949,83,8,27842,11383,8208,11161,9306,8393,7086,1608,130,13,57284,66590,103155,241217,245414,216952,159706,43783,4805,342,1081965,47822,18915,37585,37559,34439,60276,131037,88110,34480,490236,4131,6275,17088,14951,12296,9698,7494,6627,5115,83679,118535,128352,295897,297929,263686,229678,182320,99540,39936,1655875
SOS51,6456,6807,18073,19919,19441,14437,3474,322,22,88947,3540,1615,5322,4458,3861,7397,14021,8965,3740,52915,823,928,2471,2212,1903,1594,1292,996,682,12894,10821,9350,25862,26589,25204,23429,18788,10277,4441,154756,3205,8687,23888,25265,25552,18065,3475,221,6,108365,7425,3833,9276,11447,10028,9265,3914,557,36,55783,456,583,2360,1883,1828,2057,588,72,9,9854,264,369,817,665,541,390,125,56,23,3241,11348,13471,36346,39263,37955,29778,8100,912,69,177243,529,679,990,793,854,665,87,5,0,4607,985,348,559,542,448,505,150,14,5,3545,1510,1030,1550,1338,1305,1169,236,24,4,8153,12862,14494,37898,40600,39255,30943,8335,928,74,185394,7702,2788,7404,6597,6345,12104,25999,16900,6177,92013,1820,1956,5261,4951,4532,3766,2663,1839,1092,27884,22391,19240,50560,52149,50132,46811,36993,19669,7350,305293
SOS52,614,781,2090,2267,2477,2331,643,87,8,11287,771,511,1092,905,887,1477,2501,1491,519,10148,146,170,381,383,377,413,324,238,112,2547,1531,1461,3567,3557,3733,4222,3469,1818,636,23984,389,971,2676,2685,3161,2892,744,81,4,13598,561,451,1053,1291,1296,1502,665,123,11,6947,52,73,273,223,290,369,132,21,4,1442,55,65,144,110,110,116,37,17,10,661,1051,1553,4147,4315,4856,4876,1583,242,26,22648,83,131,204,187,176,161,32,0,0,968,88,51,99,105,91,90,33,4,0,551,170,181,304,288,265,246,63,8,0,1523,1220,1733,4451,4598,5125,5125,1650,243,25,24167,1624,847,1641,1480,1558,2551,4960,2958,914,18528,291,334,808,819,910,949,717,477,196,5507,3135,2915,6906,6899,7596,8621,7322,3685,1134,48211
SOS53,2245,2240,4933,6880,8890,8114,2583,433,27,36343,1601,477,1528,1526,1775,3556,5614,2773,705,19560,342,366,845,908,1016,993,723,362,76,5627,4187,3081,7309,9310,11683,12660,8919,3563,805,61530,1387,3313,7520,9249,12429,10784,3212,568,55,48517,2491,1446,2597,4255,4983,5523,2879,671,74,24913,192,233,740,747,976,1197,450,68,5,4595,148,151,264,294,336,290,165,97,21,1763,4212,5141,11122,14540,18726,17795,6706,1400,147,79789,145,175,268,275,312,308,54,0,0,1533,320,101,119,141,162,193,74,4,0,1119,469,280,388,412,471,502,129,8,0,2649,4679,5420,11505,14951,19195,18296,6830,1407,153,82437,3488,1192,3180,3119,3289,6201,11429,5862,1330,39083,760,1113,2685,2736,2932,2634,1706,800,164,15541,8927,7726,17368,20805,25420,27127,19970,8074,1649,137066
SOS57,0,5,8,9,5,0,0,0,0,29,0,0,0,0,0,0,5,0,0,9,0,5,3,3,8,0,0,0,0,19,3,11,14,11,9,3,4,0,0,61,0,20,62,85,56,25,3,0,0,243,0,0,0,3,5,0,0,0,0,18,0,0,4,0,3,6,0,0,0,13,0,0,0,0,0,0,0,0,0,5,5,17,62,95,59,33,5,0,0,277,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,5,17,62,96,59,34,5,0,0,277,0,0,0,0,4,3,7,0,0,18,3,15,46,73,50,21,3,0,0,220,6,31,116,170,109,62,18,0,0,516
SOS59,43,111,281,177,122,123,23,0,0,875,44,47,155,157,127,200,207,27,5,967,57,104,259,276,224,154,93,16,12,1193,147,256,692,613,468,477,316,38,16,3030,16,90,328,188,158,117,16,0,0,915,33,73,118,102,56,75,26,0,0,484,0,17,45,60,28,25,6,0,0,181,3,4,11,4,5,0,0,0,0,33,53,185,501,355,248,216,45,0,0,1614,13,31,69,68,57,33,5,0,0,274,13,18,24,28,21,16,3,0,0,117,24,48,92,89,75,48,7,0,0,392,72,235,596,442,332,265,57,3,0,2000,89,93,265,290,249,396,465,89,10,1955,98,230,647,802,737,481,235,67,18,3326,261,562,1512,1543,1313,1144,758,155,30,7285
