SOS_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
SOS50,1007026,1036733,2043762,64683,61163,125841,134500,127538,262039,60648,57892,118535,64814,63540,128352,144955,150941,295897,147237,150691,297929,130284,133403,263686,111637,118041,229678,86701,95610,182320,46197,53346,99540,15377,24562,39936,947764,998062,1945823,59268,38672,97941,18808,19070,37880,491,419,901,494,486,983,19792,19978,39768,598604,609524,1208128,357846,385306,743151,744077,760255,1504326,207247,230519,437765,833478,861960,1695439,18722,17424,36147,127480,120851,248336,46627,46806,93436,25220,28104,53322,32435,51854,84291,475352,520467,995822,74886,73449,148333,149056,148119,297176,32836,31777,64616,19211,23092,42305,5444,6891,12339,924591,973560,1898148,50953,51178,102130
SOS51,191322,193209,384526,12798,11963,24762,27985,26494,54476,11569,10821,22391,9891,9350,19240,24698,25862,50560,25562,26589,52149,24926,25204,50132,23384,23429,46811,18206,18788,36993,9393,10277,19669,2912,4441,7350,175246,181266,356514,16074,11937,28013,13174,13549,26718,302,275,574,417,417,833,13896,14237,28130,137883,138450,276337,35239,39007,74246,156203,159584,315783,15592,17465,33065,158079,162014,320090,3143,2979,6117,24989,23669,48656,7144,7098,14237,1347,1735,3088,3335,7575,10911,59128,72133,131268,18469,18388,36863,41596,37054,78651,9015,7500,16515,5031,4493,9522,806,676,1477,163824,171582,335402,35721,27434,63158
SOS52,30040,29473,59508,1882,1747,3630,3932,3736,7669,1607,1531,3135,1449,1461,2915,3338,3567,6906,3343,3557,6899,3862,3733,7596,4401,4222,8621,3853,3469,7322,1868,1818,3685,498,636,1134,27355,27437,54794,2686,2035,4714,5219,5581,10796,21,28,50,32,54,81,5269,5662,10932,22215,21601,43823,4257,4663,8919,23342,22703,46044,3255,3718,6973,25100,24687,49789,378,371,754,3394,3211,6607,786,821,1609,119,163,283,306,773,1080,7702,9235,16937,2653,2861,5512,7413,6458,13874,1710,1430,3134,1329,986,2314,138,149,289,24987,25332,50318,8930,6477,15406
SOS53,89366,74281,163652,3737,3484,7220,10087,9280,19368,4741,4187,8927,4644,3081,7726,10059,7309,17368,11495,9310,20805,13733,11683,25420,14468,12660,27127,11045,8919,19970,4509,3563,8074,841,805,1649,81729,69070,150795,7637,5214,12854,4765,3365,8134,58,25,84,109,40,143,4933,3431,8358,62603,52983,115588,15424,14330,29754,69826,62474,132299,5515,5178,10693,70755,63344,134102,887,866,1756,9060,8333,17391,2954,2866,5811,672,722,1392,901,2265,3170,29094,30817,59912,7759,6852,14609,20801,13663,34466,4006,2574,6582,2292,1334,3625,432,179,607,66460,63980,130438,51043,20059,71105
SOS57,455,58,514,0,0,0,0,0,0,7,3,6,25,11,31,99,14,116,157,11,170,103,9,109,55,3,62,14,4,18,0,0,0,0,0,0,455,57,511,3,0,5,7,3,9,0,0,0,0,0,0,7,3,9,131,24,151,132,14,148,206,29,232,60,4,66,189,29,216,0,0,0,0,0,0,0,0,0,0,0,0,15,0,17,143,30,174,38,0,38,59,6,61,13,0,16,0,0,0,3,0,3,10,4,15,2846,390,3234
SOS59,4639,3416,8055,149,153,300,244,230,473,118,147,261,295,256,562,822,692,1512,926,613,1543,842,468,1313,667,477,1144,444,316,758,118,38,155,14,16,30,0,0,0,4639,3416,8055,786,677,1464,11,0,11,13,5,19,819,683,1495,2708,2061,4775,775,656,1431,2185,1896,4079,243,244,486,2120,1823,3943,22,17,34,163,164,327,38,44,76,26,33,62,63,106,169,997,1029,2024,239,218,457,620,423,1036,143,100,241,80,36,118,10,14,30,0,0,0,0,0,0
