SOS_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SOS50,668,1242,5462,10990,2318,18680,2504,12527,809,55204,3714,13065,14980,19851,9749,14762,5867,11357,1600,94947,20644,65676,38935,27900,25902,13672,15379,17817,4140,230057,33947,68423,35378,23944,29004,10795,15525,15229,3869,236108,33365,51844,28790,21589,29310,11061,14661,14711,3226,208557,22015,34109,20285,15397,24182,9241,12769,12479,2150,152624,5791,10430,4787,3470,6755,2996,3373,3851,720,42173,783,1269,361,230,658,355,253,509,262,4679,43,69,16,8,44,26,9,31,87,336,120974,246123,148990,123372,127920,81572,70332,88524,16875,1024680
SOS51,114,146,1733,1960,467,3579,442,2679,232,11348,478,1253,3367,2055,1232,1488,1158,2221,215,13471,2740,6462,8579,4216,3663,2249,3480,4338,620,36346,4506,7163,7791,4538,4467,2136,3947,3975,749,39263,4780,6326,6379,4488,4630,2345,4493,3827,680,37955,3575,4571,4459,3382,3801,2031,4039,3426,494,29778,1230,1326,995,755,1055,561,1065,951,162,8100,242,114,76,47,88,74,62,139,66,912,19,7,0,3,3,9,4,6,23,69,17687,27373,33376,21435,19407,14474,18692,21559,3235,177243
SOS52,13,21,202,177,40,213,52,296,37,1051,71,141,328,242,147,140,161,285,37,1553,365,621,836,599,415,196,438,587,91,4147,596,655,786,532,471,206,514,468,86,4315,693,640,761,599,507,260,648,630,109,4856,739,604,649,526,537,270,815,643,103,4876,343,189,176,113,148,93,254,221,58,1583,91,17,9,15,18,10,25,36,22,242,8,4,0,0,0,0,0,7,7,26,2921,2897,3756,2796,2286,1381,2909,3169,540,22648
SOS53,109,52,759,692,138,971,218,1154,107,4212,339,404,1234,691,350,448,561,999,118,5141,1703,1687,2375,937,975,428,1203,1621,197,11122,3321,2311,2691,1070,1553,516,1466,1386,231,14540,4852,2657,2800,1492,2105,785,2057,1642,346,18726,4869,2365,2356,1321,2054,743,2075,1736,289,17795,2820,770,628,292,587,249,590,640,130,6706,869,79,56,26,86,31,49,137,75,1400,119,4,0,0,0,0,0,9,14,147,18991,10329,12899,6510,7848,4167,8214,9320,1511,79789
SOS57,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,8,0,17,0,3,15,0,0,0,11,25,0,62,0,8,30,0,4,0,8,36,4,95,4,8,13,0,0,0,5,21,6,59,0,9,13,0,0,0,3,6,0,33,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,83,9,10,0,31,98,6,277
SOS59,0,0,5,13,7,8,5,13,5,53,4,20,20,39,15,13,16,51,5,185,33,85,82,76,31,20,49,118,6,501,40,67,69,41,32,15,46,40,4,355,15,36,58,17,30,6,57,24,4,248,12,27,27,30,24,9,35,41,5,216,0,9,6,4,10,0,12,6,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,257,272,223,150,77,213,292,33,1614
