SOS_CODE_2021,M_Ag_For_Fshg_15_19,M_Ag_For_Fshg_20_24,M_Ag_For_Fshg_25_34,M_Ag_For_Fshg_35_44,M_Ag_For_Fshg_45_54,M_Ag_For_Fshg_55_64,M_Ag_For_Fshg_65_74,M_Ag_For_Fshg_75_84,M_Ag_For_Fshg_85ov,M_Ag_For_Fshg_Tot,M_Mining_15_19,M_Mining_20_24,M_Mining_25_34,M_Mining_35_44,M_Mining_45_54,M_Mining_55_64,M_Mining_65_74,M_Mining_75_84,M_Mining_85ov,M_Mining_Tot,M_Manufact_15_19,M_Manufact_20_24,M_Manufact_25_34,M_Manufact_35_44,M_Manufact_45_54,M_Manufact_55_64,M_Manufact_65_74,M_Manufact_75_84,M_Manufact_85ov,M_Manufact_Tot,M_El_Gas_Wt_Waste_15_19,M_El_Gas_Wt_Waste_20_24,M_El_Gas_Wt_Waste_25_34,M_El_Gas_Wt_Waste_35_44,M_El_Gas_Wt_Waste_45_54,M_El_Gas_Wt_Waste_55_64,M_El_Gas_Wt_Waste_65_74,M_El_Gas_Wt_Waste_75_84,M_El_Gas_Wt_Waste_85ov,M_El_Gas_Wt_Waste_Tot,M_Constru_15_19,M_Constru_20_24,M_Constru_25_34,M_Constru_35_44,M_Constru_45_54,M_Constru_55_64,M_Constru_65_74,M_Constru_75_84,M_Constru_85ov,M_Constru_Tot,M_WhlesaleTde_15_19,M_WhlesaleTde_20_24,M_WhlesaleTde_25_34,M_WhlesaleTde_35_44,M_WhlesaleTde_45_54,M_WhlesaleTde_55_64,M_WhlesaleTde_65_74,M_WhlesaleTde_75_84,M_WhlesaleTde_85ov,M_WhlesaleTde_Tot,M_RetTde_15_19,M_RetTde_20_24,M_RetTde_25_34,M_RetTde_35_44,M_RetTde_45_54,M_RetTde_55_64,M_RetTde_65_74,M_RetTde_75_84,M_RetTde_85ov,M_RetTde_Tot,M_Accom_food_15_19,M_Accom_food_20_24,M_Accom_food_25_34,M_Accom_food_35_44,M_Accom_food_45_54,M_Accom_food_55_64,M_Accom_food_65_74,M_Accom_food_75_84,M_Accom_food_85ov,M_Accom_food_Tot,M_Trans_post_wrehsg_15_19,M_Trans_post_wrehsg_20_24,M_Trans_post_wrehsg_25_34,M_Trans_post_wrehsg_35_44,M_Trans_post_wrehsg_45_54,M_Trans_post_wrehsg_55_64,M_Trans_post_wrehsg_65_74,M_Trans_post_wrehsg_75_84,M_Trans_post_wrehsg_85ov,M_Trans_post_wrehsg_Tot,M_Info_media_teleco_15_19,M_Info_media_teleco_20_24,M_Info_media_teleco_25_34,M_Info_media_teleco_35_44,M_Info_media_teleco_45_54,M_Info_media_teleco_55_64,M_Info_media_teleco_65_74,M_Info_media_teleco_75_84,M_Info_media_teleco_85ov,M_Info_media_teleco_Tot,M_Fin_Insur_15_19,M_Fin_Insur_20_24,M_Fin_Insur_25_34,M_Fin_Insur_35_44,M_Fin_Insur_45_54,M_Fin_Insur_55_64,M_Fin_Insur_65_74,M_Fin_Insur_75_84,M_Fin_Insur_85ov,M_Fin_Insur_Tot,M_RtnHir_REst_15_19,M_RtnHir_REst_20_24,M_RtnHir_REst_25_34,M_RtnHir_REst_35_44,M_RtnHir_REst_45_54,M_RtnHir_REst_55_64,M_RtnHir_REst_65_74,M_RtnHir_REst_75_84,M_RtnHir_REst_85ov,M_RtnHir_REst_Tot,M_Pro_scien_tec_15_19,M_Pro_scien_tec_20_24,M_Pro_scien_tec_25_34,M_Pro_scien_tec_35_44,M_Pro_scien_tec_45_54,M_Pro_scien_tec_55_64,M_Pro_scien_tec_65_74,M_Pro_scien_tec_75_84,M_Pro_scien_tec_85ov,M_Pro_scien_tec_Tot,M_Admin_supp_15_19,M_Admin_supp_20_24,M_Admin_supp_25_34,M_Admin_supp_35_44,M_Admin_supp_45_54,M_Admin_supp_55_64,M_Admin_supp_65_74,M_Admin_supp_75_84,M_Admin_supp_85ov,M_Admin_supp_Tot,M_Public_admin_sfty_15_19,M_Public_admin_sfty_20_24,M_Public_admin_sfty_25_34,M_Public_admin_sfty_35_44,M_Public_admin_sfty_45_54,M_Public_admin_sfty_55_64,M_Public_admin_sfty_65_74,M_Public_admin_sfty_75_84,M_Public_admin_sfty_85ov,M_Public_admin_sfty_Tot,M_Educ_trng_15_19,M_Educ_trng_20_24,M_Educ_trng_25_34,M_Educ_trng_35_44,M_Educ_trng_45_54,M_Educ_trng_55_64,M_Educ_trng_65_74,M_Educ_trng_75_84,M_Educ_trng_85ov,M_Educ_trng_Tot,M_HlthCare_SocAs_15_19,M_HlthCare_SocAs_20_24,M_HlthCare_SocAs_25_34,M_HlthCare_SocAs_35_44,M_HlthCare_SocAs_45_54,M_HlthCare_SocAs_55_64,M_HlthCare_SocAs_65_74,M_HlthCare_SocAs_75_84,M_HlthCare_SocAs_85ov,M_HlthCare_SocAs_Tot,M_Art_recn_15_19,M_Art_recn_20_24,M_Art_recn_25_34,M_Art_recn_35_44,M_Art_recn_45_54,M_Art_recn_55_64,M_Art_recn_65_74,M_Art_recn_75_84,M_Art_recn_85ov,M_Art_recn_Tot,M_Oth_scs_15_19,M_Oth_scs_20_24,M_Oth_scs_25_34,M_Oth_scs_35_44,M_Oth_scs_45_54,M_Oth_scs_55_64,M_Oth_scs_65_74,M_Oth_scs_75_84,M_Oth_scs_85ov,M_Oth_scs_Tot,M_ID_NS_15_19,M_ID_NS_20_24,M_ID_NS_25_34,M_ID_NS_35_44,M_ID_NS_45_54,M_ID_NS_55_64,M_ID_NS_65_74,M_ID_NS_75_84,M_ID_NS_85ov,M_ID_NS_Tot
SOS50,159,289,694,702,704,648,354,119,11,3685,324,2408,12678,15190,12564,7389,1350,79,3,51988,1268,2878,7564,9162,9188,7181,1710,189,8,39152,114,350,1598,2108,1968,1507,291,20,0,7958,2862,6734,18672,18669,14986,10825,2544,200,17,75508,492,1213,3664,4386,4174,3065,818,101,10,17915,5818,7407,8461,6339,5049,3816,1495,203,13,38615,8585,5636,6452,4319,2591,1989,592,73,3,30246,671,2252,7348,8255,7610,7088,2220,192,4,35653,207,510,1269,1440,1111,702,210,38,0,5488,54,580,2433,3198,2854,1759,592,118,8,11597,110,418,1286,1561,1577,1261,729,188,21,7159,364,2946,10462,13151,10173,6426,2467,385,28,46400,544,1515,3443,3276,2891,2517,904,124,10,15220,290,1754,6651,7684,7702,6300,1600,166,8,32147,871,1799,4730,4909,4789,4578,1745,186,12,23622,378,2311,7104,7261,6168,5007,1877,244,9,30366,1177,1384,2019,1596,1216,944,405,81,6,8819,980,2097,4558,4047,3621,3004,1102,158,11,19575,1311,2991,7245,7129,6014,4237,1362,268,52,30609
SOS51,168,277,762,628,639,604,355,111,14,3561,205,848,3678,4623,3832,2505,371,18,0,16077,346,625,1613,1744,1577,1147,260,27,0,7342,49,116,374,514,547,500,79,4,0,2183,748,1340,3215,3019,2654,2265,606,44,0,13893,104,212,536,599,618,477,114,13,0,2682,1219,801,1180,950,887,797,287,45,0,6168,1540,544,950,746,474,445,177,26,0,4914,117,313,1015,1197,1550,1567,555,45,4,6365,34,44,114,105,74,69,33,6,0,470,11,31,76,141,177,115,45,12,0,607,19,53,183,173,234,200,92,30,3,981,62,142,579,615,614,504,215,29,6,2768,95,161,447,454,508,469,147,21,0,2301,81,252,931,1169,1375,1231,320,16,0,5375,49,147,584,709,818,742,263,22,0,3333,87,199,807,867,899,884,308,30,3,4088,101,65,127,116,107,98,58,19,0,690,288,488,832,758,694,542,187,22,0,3821,292,414,965,899,850,707,224,57,15,4428
SOS52,66,113,280,227,222,251,175,55,3,1390,26,101,427,486,454,379,71,3,0,1943,51,73,156,180,194,140,39,4,0,833,6,13,25,44,68,59,20,0,0,233,72,116,259,285,288,333,101,6,0,1458,13,43,94,79,81,79,18,0,0,410,72,65,110,55,89,106,43,5,0,541,79,56,95,73,74,92,54,9,0,542,9,22,93,107,141,257,112,16,0,762,0,7,5,12,8,8,3,0,0,40,0,0,0,10,15,11,0,0,0,39,0,5,11,8,14,17,9,0,0,66,6,9,27,50,42,51,30,9,0,223,11,18,57,53,78,76,28,0,0,325,13,42,153,188,303,328,94,9,0,1135,7,27,91,77,90,110,35,4,0,443,12,12,74,77,94,101,25,6,0,399,9,9,22,23,27,27,5,0,0,123,29,52,87,73,78,85,29,5,0,438,49,47,118,95,140,134,68,16,9,670
SOS53,314,596,1496,1822,2257,2466,1641,601,96,11302,95,414,1435,1756,1839,1270,214,14,0,7035,159,196,311,472,646,628,209,37,5,2657,10,16,49,129,153,166,50,3,0,578,305,467,885,1157,1311,1280,355,29,3,5792,67,85,161,196,251,290,95,15,0,1150,328,210,186,169,292,281,130,23,0,1616,372,142,211,153,209,213,121,21,3,1448,32,59,216,304,569,616,282,25,0,2110,8,19,26,35,41,29,13,0,0,168,0,10,32,51,70,59,28,3,0,262,10,15,42,48,88,117,57,10,0,393,23,62,140,217,318,328,170,31,0,1293,41,75,148,138,228,214,87,11,0,948,43,192,267,268,502,561,131,17,0,1973,29,57,108,179,246,314,119,8,0,1065,18,39,98,134,222,240,108,23,0,872,30,39,56,60,94,102,39,12,0,433,157,146,229,267,287,308,114,8,0,1520,141,161,254,295,420,415,193,72,9,1973
SOS57,3,0,15,9,4,0,0,0,0,32,0,5,9,34,20,12,0,0,0,77,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,9,0,0,13,16,5,0,0,0,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,3,8,10,13,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,6,11,5,4,3,0,0,36
SOS59,0,3,25,11,8,14,0,0,0,62,0,5,47,36,35,25,0,0,0,155,0,0,9,15,7,0,0,0,0,40,0,0,5,0,3,0,0,0,0,12,3,7,44,40,34,14,0,0,0,139,0,0,8,0,3,0,0,0,0,15,3,16,13,5,5,5,0,0,0,45,3,17,32,11,14,7,0,0,0,90,6,13,8,10,8,11,0,0,0,56,0,0,3,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,16,23,8,3,0,0,0,49,0,4,13,10,0,3,0,0,0,34,0,3,5,14,3,6,0,0,0,35,0,0,6,5,0,3,0,0,0,18,0,0,6,13,6,8,0,0,0,37,0,0,5,3,0,0,0,0,0,8,3,4,8,4,5,6,0,0,0,36,0,3,7,14,5,6,4,0,0,50
