SOS_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
SOS50,6506,24896,90977,103527,88954,60749,12220,835,42,388718,18820,20088,20590,14942,13064,14796,10618,2058,146,115132,861,1314,3983,3887,3520,3801,1242,146,17,18780,395,1153,2790,2014,1429,898,286,97,24,9084,26585,47456,118342,124376,106970,80244,24362,3132,235,531710,1359,2744,4359,3362,3317,2906,519,30,3,18599,4563,2026,1479,712,728,987,571,63,7,11134,5923,4769,5837,4077,4044,3893,1091,92,8,29739,32511,52227,124178,128455,111013,84142,25459,3227,238,561453,26015,9170,11094,9802,11724,21789,57522,40126,13321,200560,2127,3414,9684,8981,7543,5706,3724,2845,1822,45838,60648,64814,144955,147237,130284,111637,86701,46197,15377,807849,2727,18384,59976,52178,53757,33571,5203,202,4,225993,24519,26493,42010,52970,43676,34472,11357,1151,59,236707,936,1690,7871,5345,3097,3645,1031,113,5,23735,440,916,1852,1237,1055,684,227,83,37,6533,28619,47486,111712,111734,101583,72375,17809,1540,99,492968,858,1478,2515,2235,2178,1417,135,13,0,10834,4600,1961,2815,2991,2169,1773,376,27,3,16711,5458,3438,5325,5226,4352,3190,516,37,7,27543
SOS51,2043,5188,15094,16433,15591,11708,2465,181,12,68717,3200,1426,2462,2188,2197,2808,1820,331,26,16456,232,251,901,993,1053,1121,347,48,9,4959,132,208,522,414,316,224,66,29,17,1924,5607,7075,18979,20025,19151,15873,4697,597,54,92053,320,456,650,525,534,446,66,5,0,2996,482,159,194,135,136,193,97,6,3,1400,798,619,848,657,665,634,157,15,3,4399,6407,7691,19823,20683,19817,16503,4859,607,58,96453,4165,1170,2081,2140,2485,4704,11976,7933,2444,39097,999,1028,2793,2742,2627,2172,1373,850,415,14991,11569,9891,24698,25562,24926,23384,18206,9393,2912,150537,1158,3505,8793,8831,9963,6348,1009,40,0,39648,4228,2404,6820,9261,7835,6455,2092,222,10,39326,224,330,1458,893,783,940,238,26,0,4894,135,154,298,251,224,165,54,22,3,1320,5746,6393,17368,19243,18800,13904,3403,313,14,85191,212,218,335,274,322,219,24,0,0,1608,499,187,368,405,315,309,48,4,3,2144,711,413,701,678,635,527,73,4,5,3755
SOS52,257,600,1692,1741,1931,1869,547,51,4,8690,220,171,291,284,331,501,315,77,11,2192,30,28,109,100,162,203,78,14,0,736,31,36,91,64,76,77,23,9,7,413,529,840,2180,2194,2501,2646,967,154,22,12026,41,88,146,109,116,109,26,0,0,633,39,23,35,35,35,37,19,0,0,220,77,117,176,147,149,149,41,0,0,853,607,953,2357,2335,2647,2795,1009,159,22,12882,848,333,551,569,675,1076,2462,1468,397,8381,148,165,427,435,540,532,386,243,76,2959,1607,1449,3338,3343,3862,4401,3853,1868,498,24224,127,371,987,945,1230,1024,193,29,0,4904,346,277,766,1011,963,999,355,39,0,4759,27,36,160,120,130,166,53,7,0,710,22,27,56,46,33,42,16,6,3,248,521,719,1967,2121,2355,2232,619,88,4,10624,41,38,62,70,62,47,6,0,0,338,49,23,62,70,56,51,15,0,0,331,90,61,123,143,119,101,25,0,0,666
SOS53,993,2209,5184,6442,8148,7310,2367,434,47,33138,1025,589,698,815,1141,1762,1412,439,56,7933,97,129,301,421,576,655,275,47,5,2504,69,83,159,174,182,177,96,57,18,1017,2186,3006,6351,7854,10045,9908,4154,968,125,44592,86,121,175,185,207,198,43,0,0,1021,158,52,46,32,51,78,56,4,0,476,246,176,220,218,260,279,95,8,0,1505,2430,3183,6569,8070,10302,10184,4252,977,126,46098,1889,710,1649,1593,1513,2645,5811,3094,626,19531,416,747,1840,1834,1919,1638,984,443,93,9912,4741,4644,10059,11495,13733,14468,11045,4509,841,75535,396,1106,2335,2806,4281,3472,842,136,10,15383,1464,855,1897,3442,3836,3765,1465,230,13,16981,94,106,438,328,400,535,173,21,0,2092,78,74,98,120,154,114,70,37,0,743,2027,2139,4769,6690,8680,7890,2551,433,27,35194,54,54,89,87,103,104,12,0,0,512,160,47,76,103,110,116,20,0,0,639,218,104,164,193,210,224,32,0,0,1144
SOS57,5,12,51,82,53,23,3,0,0,221,0,0,0,5,5,0,0,0,0,14,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,3,12,60,92,55,30,5,0,0,246,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,12,60,91,55,34,5,0,0,252,0,0,0,0,4,0,4,0,0,12,7,13,44,70,43,20,4,0,0,195,7,25,99,157,103,55,14,0,0,455,0,4,10,5,4,0,0,0,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,8,9,5,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS59,8,49,188,129,116,67,14,0,0,572,9,40,50,47,19,32,11,0,0,210,0,6,27,36,18,8,3,0,0,95,0,7,3,7,3,0,0,0,0,18,19,101,268,211,156,115,28,0,0,899,5,18,41,47,35,23,5,0,0,179,3,6,7,10,11,3,3,0,0,45,9,28,51,54,45,27,7,0,0,227,28,123,316,268,206,141,39,3,0,1125,42,50,115,135,122,198,258,68,9,990,41,130,392,525,511,326,148,47,7,2132,118,295,822,926,842,667,444,118,14,4247,7,39,138,59,47,48,4,0,0,341,19,37,75,58,38,42,10,0,0,274,0,7,17,26,9,17,3,0,0,80,0,0,3,0,6,0,0,0,0,12,33,84,234,138,91,102,18,0,0,715,8,12,23,22,20,9,0,0,0,94,6,8,18,14,8,8,0,0,0,66,15,22,46,34,33,16,0,0,0,160
