SA4_CODE_2021,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
501,4831,31,4,0,0,0,3,502,5373,2911,383,128,32,0,0,0,323,3777,2435,873,627,222,69,13,8,402,4659,1679,1075,1532,663,184,62,26,333,5556,1022,994,2324,1153,317,86,56,363,6307,778,784,2353,1297,445,116,61,355,6184,772,761,2480,1348,477,133,86,340,6395,809,824,2480,1392,514,146,85,390,6646,825,641,2357,1553,570,143,89,370,6543,691,578,2468,1760,668,192,89,379,6831,561,445,2210,1645,626,183,96,387,6145,389,380,1969,1473,619,157,71,385,5445,239,184,1137,1015,476,169,69,330,3616,123,98,537,650,411,188,106,267,2381,103,100,373,564,468,246,188,338,2381,18163,8140,22987,14771,5845,1832,1026,5463,78232
502,2682,23,3,0,0,0,0,264,2971,2081,260,100,21,9,0,0,212,2686,1298,529,469,179,33,5,0,179,2692,741,553,930,446,109,37,18,183,3020,515,514,1104,596,217,65,28,190,3228,368,420,1155,594,234,66,47,144,3019,409,443,1194,662,275,83,49,199,3308,409,434,1346,749,257,100,54,167,3521,418,407,1405,811,319,106,46,183,3690,363,383,1453,969,372,96,51,190,3875,354,318,1531,1012,366,107,68,186,3940,259,272,1527,974,372,107,44,243,3793,152,170,1016,758,316,100,43,235,2793,106,97,496,513,333,105,72,228,1951,81,78,343,438,288,120,92,358,1794,10236,4892,14071,8736,3492,1095,612,3161,46298
503,4789,10,0,0,0,0,0,344,5143,6281,53,6,0,0,0,0,589,6927,6745,338,96,25,5,0,5,635,7841,5123,1314,716,147,16,0,3,502,7825,2545,1417,1966,594,97,19,9,364,7001,1453,929,2275,881,161,24,4,251,5978,1154,876,2295,1081,202,30,14,223,5868,1144,830,2244,1139,244,48,16,233,5910,1124,725,1992,981,253,34,22,216,5333,911,651,1892,997,270,57,14,198,4986,754,540,1595,954,296,50,30,246,4465,532,485,1506,853,267,67,23,194,3939,335,211,997,749,244,80,29,183,2823,222,150,614,591,249,62,52,159,2098,278,176,619,700,409,163,124,301,2769,33393,8702,18809,9684,2710,628,340,4645,78909
504,6934,40,0,0,0,0,6,582,7566,6743,424,162,44,4,0,0,610,7993,6017,1527,965,308,74,16,4,681,9597,4175,2564,2699,884,236,77,50,604,11294,2456,2105,3756,1370,445,123,76,521,10850,1711,1496,3517,1466,523,162,118,409,9395,1525,1380,3386,1641,563,193,139,430,9271,1474,1329,3304,1710,566,176,143,388,9101,1159,1158,3142,1764,608,197,155,355,8536,982,878,2840,1752,686,188,104,313,7741,701,743,2418,1499,610,173,114,294,6554,440,512,2164,1403,558,155,101,296,5627,240,284,1243,1036,441,148,110,283,3786,135,169,693,680,449,167,132,256,2689,138,172,588,615,417,206,206,422,2763,34832,14787,30884,16183,6174,1985,1465,6456,112749
505,15516,65,0,0,0,0,4,1074,16665,14921,669,236,42,0,0,5,1053,16927,12939,2514,1520,438,103,29,7,1211,18760,9008,5106,4990,1452,435,116,43,1073,22219,5096,4525,8224,2923,735,204,137,967,22810,3121,3138,8402,3462,924,260,181,736,20224,2735,2902,8396,3687,1022,298,217,701,19950,2535,2648,8284,3672,1074,323,229,669,19436,2177,2154,7336,3727,1178,312,222,612,17719,1649,1817,6654,3844,1242,308,189,558,16261,1282,1574,5909,3520,1164,326,181,542,14501,926,1181,5207,3133,1146,303,165,610,12669,589,732,3243,2273,924,247,155,550,8714,371,434,1801,1812,899,329,198,531,6382,342,426,1667,1607,1041,470,401,796,6762,73217,29889,71858,35602,11890,3527,2329,11685,239995
506,13614,83,3,0,0,0,0,1142,14847,14693,923,330,83,7,0,8,1370,17408,12422,2824,1681,534,147,32,18,1459,19115,8224,4876,4801,1609,522,117,65,1262,21471,4652,4216,7608,2809,884,277,163,1121,21740,3072,2899,6903,3102,957,335,250,809,18331,2535,2466,6216,3017,996,367,261,743,16595,2342,2269,5959,2875,1075,350,268,722,15856,1900,1929,5475,3096,1142,338,237,672,14783,1674,1674,4985,3159,1203,365,244,564,13861,1277,1402,4695,2949,1129,302,198,533,12478,912,987,4122,2545,1035,288,199,580,10674,547,561,2332,1795,837,255,212,560,7097,340,309,1387,1400,768,291,201,643,5334,311,329,1090,1211,838,410,388,1031,5616,68515,27743,57578,30181,11538,3732,2712,13209,215211
507,12020,74,5,0,0,0,0,892,12995,11412,694,242,56,7,3,0,991,13401,9310,2069,1387,422,110,29,13,950,14274,6319,3700,3771,1326,383,97,61,873,16525,3484,3149,6294,2457,665,196,115,750,17106,2328,2435,6089,2763,815,231,142,582,15383,2079,2154,6098,2868,861,246,147,605,15057,1989,2139,5988,2846,916,271,151,556,14865,1828,1741,5434,2964,1016,248,156,529,13913,1337,1436,4894,2883,1002,296,114,480,12446,1063,1176,4385,2744,979,238,126,486,11196,725,903,3687,2427,882,209,116,517,9472,417,481,2319,1800,710,195,115,477,6523,257,301,1358,1306,757,235,150,447,4814,262,317,1241,1254,836,340,286,799,5338,54828,22769,53193,28131,9930,2836,1689,9927,183300
509,2972,25,0,0,0,0,0,453,3451,1911,260,113,20,6,0,0,295,2607,1621,543,460,181,52,17,3,279,3164,941,596,989,498,152,56,26,358,3613,542,462,1276,819,321,68,51,329,3865,500,430,1234,829,312,86,77,354,3826,556,416,1436,918,364,101,89,428,4310,614,510,1593,1040,391,143,97,415,4797,653,487,1658,1182,510,143,87,498,5223,611,428,1696,1310,577,154,103,429,5293,463,381,1583,1234,522,157,84,432,4867,319,272,1360,1082,480,145,85,403,4143,172,191,815,759,393,119,70,337,2861,87,76,408,520,368,146,102,254,1974,80,82,321,426,356,183,147,290,1888,12047,5166,14937,10825,4800,1516,1027,5568,55894
510,1721,66,11,0,0,0,0,504,2308,1543,323,145,19,6,0,4,498,2534,1921,505,445,174,50,14,0,677,3796,1423,751,872,468,171,53,19,819,4572,803,539,1134,636,258,105,61,660,4185,489,357,803,521,263,91,89,486,3099,407,321,738,475,226,107,86,454,2797,357,264,634,430,229,102,107,448,2578,256,207,534,395,197,91,87,371,2140,182,149,410,337,204,78,71,273,1693,97,77,234,183,119,42,56,173,970,44,38,103,91,73,37,39,108,548,28,15,59,41,30,25,35,63,291,15,0,16,28,21,14,17,39,153,3,5,15,8,12,6,22,43,113,9294,3613,6134,3807,1845,772,696,5621,31785
511,2541,49,3,0,0,0,3,514,3120,2140,344,137,35,5,0,5,488,3161,1829,588,537,184,46,9,0,497,3710,1134,697,954,481,161,47,26,464,3969,649,517,1187,686,251,82,62,525,3950,451,415,1182,667,325,106,85,434,3659,484,437,1240,720,279,105,89,423,3764,484,438,1281,807,344,113,75,447,3992,415,348,1173,912,363,147,72,428,3856,300,298,1116,887,407,141,79,391,3624,216,206,966,764,348,93,57,346,2998,129,142,749,627,291,98,54,280,2369,87,86,417,443,273,88,62,211,1672,40,51,188,261,199,78,68,162,1056,33,54,140,199,191,107,110,173,1015,10929,4683,11271,7682,3493,1213,844,5802,45919
