SA4_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
501,0,13,..,362,44,403,3,407,..,586,61,645,12,659,..,113,11,124,0,126,..,5,0,6,0,6,..,89,28,115,0,115,..,36,4,37,0,37,..,106,11,119,0,119,..,21,7,23,0,23,..,91,8,96,0,96,..,91,8,95,0,98,..,69,11,80,0,80,..,5,0,3,0,3,..,15,0,13,0,13,..,333,15,346,7,358,..,131,10,144,4,146,..,400,19,415,3,416,..,184,12,196,3,199,..,1054,48,1101,21,1118,..,193,6,198,3,204,..,39,0,43,0,43,..,203,33,241,5,241,..,5,0,5,0,5,..,109,56,164,0,168,..,1031,121,1155,22,1176,..,6001,648,6656,93,6745,..,302,24,327,5059,5385,83346,6296,679,6977,5153,95483,163920,..,..,..,..,163920,..,1005,17,1019,6,1024,..,176,26,205,0,206,..,231,5,238,8,249,..,145,37,181,5,185,..,598,235,836,9,842
502,0,14,..,272,26,299,0,298,..,130,3,134,0,138,..,52,6,57,0,57,..,15,9,25,0,25,..,40,5,47,0,47,..,7,0,7,0,7,..,61,6,70,0,71,..,28,5,33,0,33,..,38,3,47,0,47,..,52,0,56,0,56,..,45,9,45,0,45,..,12,0,12,0,12,..,13,0,19,0,19,..,235,4,237,5,242,..,142,4,148,0,148,..,296,4,301,0,301,..,67,3,67,0,67,..,741,19,754,5,760,..,81,7,87,0,91,..,25,0,25,0,25,..,209,31,240,3,241,..,8,0,8,0,8,..,74,31,104,0,104,..,657,55,712,8,722,..,3451,315,3763,25,3793,..,250,18,272,2772,3033,48827,3707,332,4033,2798,55660,94318,..,..,..,..,94318,..,701,10,708,3,712,..,71,0,72,0,74,..,130,0,130,0,134,..,102,31,128,0,135,..,227,76,302,4,303
503,0,115,..,1632,107,1738,19,1755,..,1194,172,1369,9,1378,..,505,142,650,4,653,..,26,0,26,0,26,..,363,66,425,0,433,..,146,34,178,5,188,..,159,14,166,0,171,..,351,40,389,8,394,..,275,22,299,3,308,..,467,31,492,4,500,..,306,35,341,0,342,..,16,0,16,0,16,..,186,28,218,7,216,..,169,4,176,0,176,..,520,33,557,7,562,..,223,0,228,0,228,..,234,11,247,4,246,..,1149,48,1199,8,1207,..,952,67,1022,15,1029,..,237,7,245,0,246,..,311,54,365,0,367,..,47,3,51,0,51,..,668,167,836,3,840,..,2357,160,2515,46,2560,..,17607,2069,19676,183,19855,..,403,37,442,3863,4300,68087,18008,2105,20115,4042,92241,136054,..,..,..,..,136054,..,453,8,458,3,460,..,614,39,654,12,665,..,90,0,94,0,97,..,1781,280,2061,14,2076,..,5161,959,6125,35,6157
504,0,152,..,3948,447,4393,58,4449,..,1580,208,1793,11,1800,..,331,41,369,3,371,..,89,57,140,0,146,..,174,49,224,0,223,..,267,45,312,0,312,..,354,29,386,4,387,..,305,76,383,6,385,..,416,60,477,3,483,..,262,22,281,9,284,..,178,25,207,0,210,..,35,4,36,0,36,..,469,78,546,5,547,..,890,34,924,4,930,..,396,28,421,0,421,..,1394,60,1453,14,1470,..,508,38,543,5,546,..,3189,154,3342,22,3366,..,543,54,600,3,606,..,383,30,408,5,419,..,525,100,625,4,624,..,54,20,73,0,73,..,1959,1116,3073,19,3089,..,5126,874,6001,99,6103,..,25718,4792,30511,300,30812,..,668,114,785,5531,6314,101354,26393,4905,31295,5825,138478,202437,..,..,..,..,202437,..,1066,16,1082,5,1091,..,2109,399,2510,11,2520,..,386,9,395,9,397,..,1581,610,2190,20,2206,..,2560,925,3488,36,3523
505,0,216,..,6341,613,6955,53,7013,..,3762,432,4195,42,4237,..,816,95,908,7,915,..,184,99,288,0,288,..,351,90,445,0,444,..,1924,335,2263,17,2276,..,449,15,469,3,471,..,999,169,1164,7,1173,..,1072,99,1179,3,1185,..,1293,120,1408,17,1424,..,636,71,706,0,706,..,50,6,54,0,56,..,777,129,905,0,905,..,894,19,911,5,915,..,790,70,861,5,863,..,1264,30,1296,7,1303,..,804,86,895,8,906,..,3753,212,3969,27,3990,..,1688,172,1854,18,1873,..,374,32,405,10,409,..,937,164,1104,3,1111,..,142,42,185,3,189,..,3496,2011,5501,29,5533,..,9558,1860,11417,171,11588,..,52771,9110,61880,533,62410,..,1475,239,1716,9719,11438,220381,54244,9350,63593,10259,294235,434382,..,..,..,..,434382,..,5417,70,5487,30,5515,..,4431,807,5243,30,5276,..,352,17,369,0,370,..,3030,934,3970,28,3996,..,6056,1699,7755,61,7814
506,7,654,..,12924,1211,14133,143,14278,..,1745,197,1949,21,1964,..,658,109,768,7,773,..,241,97,334,4,339,..,1122,466,1595,10,1602,..,63,3,67,0,67,..,2510,155,2667,30,2701,..,809,194,1008,6,1012,..,472,43,518,4,520,..,469,40,506,9,519,..,374,43,424,5,424,..,140,7,145,0,145,..,229,30,254,4,260,..,1921,58,1984,10,1997,..,2655,316,2970,33,3009,..,2599,107,2703,11,2717,..,1799,138,1946,13,1956,..,8982,623,9600,75,9674,..,1121,124,1242,12,1254,..,2305,220,2527,16,2544,..,1099,215,1309,12,1321,..,407,139,543,0,548,..,1147,379,1533,10,1545,..,10526,2027,12560,234,12791,..,65704,10581,76284,804,77085,..,1482,264,1744,11416,13158,175081,67179,10846,78025,12218,265325,350367,..,..,..,..,350367,..,1917,26,1949,6,1953,..,4918,713,5638,47,5678,..,568,18,586,16,602,..,6004,1355,7359,62,7418,..,17326,5232,22563,263,22823
507,0,145,..,3179,284,3460,44,3504,..,2425,356,2778,14,2798,..,541,58,602,3,601,..,53,4,60,0,60,..,512,208,726,6,728,..,74,7,82,0,82,..,587,37,625,5,625,..,592,59,654,11,659,..,401,42,437,0,441,..,1153,216,1370,10,1383,..,397,47,443,0,443,..,90,3,91,0,91,..,689,140,831,0,836,..,1281,42,1325,15,1341,..,1477,160,1635,14,1649,..,1968,94,2064,12,2076,..,684,27,709,6,712,..,5405,325,5733,42,5777,..,1350,134,1484,21,1503,..,499,25,532,6,530,..,781,148,927,3,929,..,69,10,84,0,85,..,522,142,661,11,674,..,4454,438,4887,113,5003,..,34181,4311,38490,397,38885,..,936,114,1049,8544,9594,177065,35114,4424,39535,8944,225539,348470,..,..,..,..,348470,..,2087,40,2124,18,2143,..,1186,91,1279,6,1287,..,360,11,374,8,378,..,2781,534,3314,28,3341,..,7216,1697,8918,85,9000
509,0,7,..,114,19,131,6,133,..,179,17,198,8,204,..,32,11,36,0,36,..,10,0,10,0,10,..,18,3,23,0,23,..,9,0,9,0,9,..,74,7,85,0,84,..,8,6,17,0,17,..,64,5,73,0,73,..,23,0,22,3,28,..,23,0,27,0,27,..,5,0,5,0,5,..,16,5,22,0,22,..,306,13,324,5,327,..,83,7,88,0,89,..,341,12,354,0,357,..,161,41,206,3,210,..,897,71,966,14,984,..,64,6,64,0,64,..,22,0,23,0,23,..,109,30,137,0,140,..,0,0,0,0,0,..,61,32,97,4,101,..,780,187,969,20,985,..,3491,488,3980,60,4035,..,155,27,179,5473,5654,57872,3646,511,4161,5532,67561,116589,..,..,..,..,116589,..,684,15,699,5,702,..,46,7,51,0,56,..,224,10,230,5,231,..,72,25,106,0,106,..,249,97,343,4,347
510,0,20,..,330,33,358,4,360,..,83,3,93,0,93,..,37,4,40,0,40,..,8,5,15,0,15,..,23,0,27,0,27,..,16,4,15,0,15,..,45,3,46,0,46,..,17,0,15,0,15,..,27,0,32,0,32,..,54,0,53,0,53,..,21,0,22,0,22,..,11,0,11,0,13,..,18,0,18,0,18,..,272,3,279,0,278,..,114,8,127,0,127,..,336,17,350,9,353,..,189,15,206,0,206,..,916,51,960,9,969,..,161,7,170,0,171,..,33,4,39,0,39,..,274,42,321,9,321,..,12,4,15,0,15,..,79,14,93,0,93,..,3850,266,4119,94,4217,..,6912,526,7442,140,7579,..,380,109,485,6001,6482,27939,7299,633,7931,6138,41999,59297,..,..,..,..,59297,..,306,4,308,0,309,..,97,11,106,3,115,..,6325,485,6808,186,6994,..,123,12,137,0,134,..,398,59,458,5,462
511,0,20,..,322,38,357,3,354,..,155,17,169,0,169,..,26,3,29,0,29,..,14,4,16,0,16,..,26,9,33,0,33,..,4,0,6,0,6,..,96,5,102,3,106,..,24,0,23,0,23,..,17,0,18,0,21,..,88,14,98,0,104,..,26,6,29,0,29,..,36,0,41,0,41,..,11,0,11,0,11,..,282,5,287,0,293,..,108,4,107,0,110,..,322,14,337,5,340,..,203,47,254,4,257,..,920,65,981,11,994,..,122,4,129,0,124,..,29,0,32,0,32,..,240,54,292,0,292,..,8,0,8,0,8,..,146,86,226,0,226,..,1783,110,1894,37,1931,..,5108,492,5605,73,5673,..,292,27,322,6114,6431,45067,5402,523,5925,6182,57177,92630,..,..,..,..,92630,..,777,18,792,5,796,..,103,9,107,0,114,..,1868,120,1985,28,2019,..,60,21,80,3,78,..,355,87,445,4,445
