SA4_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
501,638,795,411,510,389,203,152,221,40,3352,846,741,793,1159,751,320,230,395,64,5304,2246,996,9827,3422,2320,1286,2558,2430,412,25501,157,68,271,304,340,354,193,433,22,2136,219,98,163,370,328,191,164,239,23,1794,85,106,64,43,61,32,47,93,5,540,218,144,179,213,149,166,189,260,191,1704,7091,12548,12512,7323,5517,3035,3803,4889,882,57604
502,282,342,229,302,246,83,84,64,25,1644,440,436,417,751,411,223,163,164,36,3035,1005,551,4903,1994,1063,689,1428,1065,217,12915,59,27,134,177,138,153,105,206,10,1011,68,60,89,174,150,89,98,95,9,836,43,55,49,41,40,26,22,24,5,302,74,76,108,130,100,77,94,112,95,871,2963,5502,6252,4224,2666,1574,2160,1931,447,27731
503,805,1189,440,471,557,258,80,150,44,3997,885,880,719,904,681,402,158,337,46,5022,1118,636,2580,1276,885,534,403,573,125,8125,68,53,66,165,141,119,41,84,0,747,162,146,87,180,243,118,34,81,14,1064,118,345,56,86,93,32,14,57,17,825,166,291,92,128,149,85,36,98,171,1216,14079,38721,5790,6416,7563,3355,1357,2846,1037,81173
504,788,1271,799,871,889,293,297,242,56,5518,1496,1485,1485,2308,1627,690,548,558,129,10326,2810,1652,11943,4636,3441,1697,2851,2324,471,31821,194,102,274,389,475,384,244,433,34,2512,270,185,278,551,558,261,222,244,40,2607,112,215,145,126,172,69,92,90,19,1037,211,254,234,356,303,183,201,225,332,2305,11382,25075,17096,12649,11324,4964,5387,5226,1484,94587
505,2245,3340,1679,1942,2111,740,466,627,136,13280,3251,3513,2975,4796,3627,1525,860,1091,275,21910,5538,3154,23558,8596,6345,3205,4260,4740,944,60344,313,208,485,814,845,721,319,704,50,4457,593,455,571,1020,1301,558,315,505,64,5394,352,539,285,323,367,175,134,213,43,2429,445,677,547,709,642,370,303,496,648,4845,28061,64276,34368,25714,24608,10805,8427,10969,3088,210324
506,1501,2265,1604,1453,1488,554,651,576,128,10223,2384,2438,3019,4072,3009,1184,1316,1248,237,18902,4324,2559,19148,7653,5458,2695,4817,4172,798,51631,237,170,510,708,749,724,470,785,46,4394,409,277,480,830,896,380,375,410,63,4114,228,437,300,268,286,126,196,214,28,2088,355,533,531,606,501,291,403,473,695,4379,20821,53764,30632,23143,21290,9254,10938,11250,2953,184038
507,1465,2243,1238,1238,1357,495,346,408,123,8915,2344,2372,2219,3357,2521,1021,639,701,167,15339,4416,2549,18776,7278,4897,2417,3837,3682,758,48611,272,193,470,659,649,632,349,677,37,3938,430,333,455,779,828,404,307,354,53,3946,216,427,231,216,198,109,101,137,34,1668,309,496,433,518,448,258,275,373,472,3578,20377,48266,26988,19088,17294,7481,7002,7904,2279,156679
509,618,487,186,370,324,114,97,139,26,2358,710,420,339,756,523,180,151,257,35,3365,2344,610,5081,2011,1342,782,1537,1652,216,15574,173,53,151,228,248,193,141,270,12,1480,262,66,106,190,205,97,97,184,13,1208,88,65,30,45,46,15,23,52,13,382,289,91,149,180,123,106,124,258,132,1459,6787,7392,6420,4571,3580,1705,2340,3327,529,36655
510,231,300,217,196,161,58,88,78,17,1348,444,392,403,553,415,106,200,167,29,2700,1074,609,5679,1026,1079,310,1612,946,295,12619,71,71,135,151,186,93,134,138,18,989,79,69,70,125,107,49,93,77,13,677,29,25,42,19,25,15,25,41,5,219,79,111,118,117,96,54,133,138,148,991,3350,6076,7248,2923,2775,908,2489,1952,612,28326
511,373,385,169,217,205,77,106,85,22,1635,531,466,357,744,511,151,198,193,43,3194,1567,682,6073,1694,1383,634,1867,1281,253,15439,126,66,161,221,262,200,194,267,22,1516,135,63,96,162,167,80,104,118,12,925,53,55,49,32,38,22,28,43,16,328,138,118,136,149,117,85,174,199,134,1241,4423,7168,7443,3915,3363,1473,2909,2514,586,33793
597,0,4,7,0,0,0,0,0,0,11,0,0,5,0,0,0,0,4,0,17,4,6,50,0,0,0,15,15,3,100,0,0,0,0,0,0,0,6,0,5,0,0,4,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,3,4,33,67,9,3,0,18,60,6,199
599,10,12,4,12,3,0,3,13,0,52,10,17,20,27,17,4,7,21,0,121,13,26,164,51,33,19,49,63,5,421,0,0,4,7,0,5,6,17,0,43,0,0,0,3,4,0,5,5,0,21,0,0,0,0,4,0,0,0,0,13,6,0,3,0,4,0,3,6,3,32,80,233,220,161,97,42,89,176,23,1126
