SA4_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Other_0_14,F_Other_15_24,F_Other_25_34,F_Other_35_44,F_Other_45_54,F_Other_55_64,F_Other_65_74,F_Other_75_84,F_Other_85_over,F_Other_Tot,F_None_0_14,F_None_15_24,F_None_25_34,F_None_35_44,F_None_45_54,F_None_55_64,F_None_65_74,F_None_75_84,F_None_85_over,F_None_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Other_0_14,P_Other_15_24,P_Other_25_34,P_Other_35_44,P_Other_45_54,P_Other_55_64,P_Other_65_74,P_Other_75_84,P_Other_85_over,P_Other_Tot,P_None_0_14,P_None_15_24,P_None_25_34,P_None_35_44,P_None_45_54,P_None_55_64,P_None_65_74,P_None_75_84,P_None_85_over,P_None_Tot
501,12,4,16,45,71,123,169,154,122,716,26,19,16,48,145,386,613,417,165,1837,406,1504,1795,1906,1887,1695,1024,418,244,10874,3,4,16,35,69,114,228,246,154,862,586,521,719,996,1218,1577,1283,729,398,8028,13820,5850,6328,7675,7274,6263,4178,1541,352,53282,1569,873,868,978,1044,1056,886,552,264,8101,17247,9152,10211,12489,13035,13371,11586,5999,2381,95483,46,134,356,959,2237,4375,5901,3718,1481,19198,2482,1595,1744,2154,2056,1971,1923,905,290,15124,37,27,97,273,596,1349,2075,1394,429,6282,0,3,4,7,14,74,221,515,572,1413,63,107,227,458,1100,1952,2819,1650,540,8911,42,45,65,140,495,1289,2479,2038,973,7563,37,18,37,78,151,261,375,376,210,1545,48,31,47,84,252,736,1258,907,296,3662,865,2291,2724,2974,3046,2860,1868,767,352,17734,3,8,34,43,141,281,566,514,260,1848,1443,1037,1107,1612,2021,2727,2432,1327,616,14326,27970,12745,12854,15177,14671,12419,8412,3070,654,107973
502,9,6,11,25,45,64,172,191,81,601,13,5,8,39,106,272,489,445,161,1539,204,908,1113,1044,997,1018,731,341,159,6517,3,8,3,9,51,99,176,196,121,663,369,314,447,583,728,956,978,575,287,5237,7493,3654,3443,3701,3705,3440,2649,1092,230,29400,831,538,450,494,577,561,496,427,300,4664,9362,5660,5715,6255,6833,7565,7731,4746,1794,55660,22,74,173,489,1144,2461,4096,3309,1187,12953,1246,919,999,1122,1111,1222,1331,791,223,8965,18,25,61,141,326,798,1440,1245,374,4440,0,5,3,0,12,36,143,326,316,837,32,89,114,274,608,1273,2021,1449,419,6281,22,20,49,95,283,915,1921,1821,752,5872,14,15,16,45,72,144,338,421,190,1253,31,17,22,58,166,480,966,882,311,2935,470,1413,1693,1646,1623,1628,1299,642,226,10636,6,9,12,34,94,201,417,467,210,1444,931,612,692,910,1208,1626,1750,1025,445,9198,14708,7618,6877,7260,7326,6694,5001,2151,445,58075
503,11,18,15,21,50,60,85,80,89,430,9,21,24,28,69,161,293,294,194,1082,194,1904,2151,1347,1086,951,605,307,240,8779,6,9,9,17,35,64,96,148,151,530,401,712,980,907,967,1138,1022,681,484,7287,11555,8213,10801,9232,7824,5704,3629,1476,484,58911,721,844,1179,761,710,650,588,379,284,6135,13337,12070,15671,12980,11778,10317,8401,4927,2769,92241,27,111,317,444,1051,2070,3075,2475,1405,10972,1151,1733,2225,1842,1604,1416,1106,644,272,11989,33,53,109,233,542,1104,1463,1202,534,5278,0,3,6,4,6,48,174,497,732,1474,56,100,156,310,540,876,1322,992,455,4809,26,45,73,101,347,899,1661,1667,1012,5830,17,32,28,64,97,139,179,244,179,987,29,38,38,60,123,302,554,542,311,1989,405,2767,3511,2441,2006,1661,1088,555,326,14756,4,12,18,38,83,158,260,404,271,1244,942,1183,1553,1517,1748,2074,1920,1167,743,12853,23530,16705,22069,18687,15546,11519,7013,2762,797,118622
504,21,30,39,83,125,144,207,236,152,1026,28,10,39,59,210,476,682,498,203,2200,525,2401,3252,2746,2436,1912,1019,482,268,15035,8,3,16,43,94,157,230,254,185,996,854,983,1447,1778,1893,2040,1654,898,534,12085,21470,10395,13671,12929,10378,7706,4330,1496,394,82774,1781,1216,1531,1355,1295,1031,754,467,300,9728,25726,15561,20893,20243,18368,16277,12181,6469,2763,138478,52,164,559,1190,2531,4590,5557,3887,1593,20123,3098,2669,3472,3467,3013,2626,1991,1065,332,21734,52,50,158,433,872,1501,2035,1445,492,7038,3,3,6,7,31,68,246,625,758,1755,77,151,416,978,1949,3132,3510,2163,654,13033,65,73,102,241,773,1831,2838,2440,1088,9461,51,40,75,158,242,343,472,495,277,2147,77,36,74,117,389,894,1348,1034,409,4374,1090,3680,5064,4500,3975,3173,1752,806,389,24430,12,12,30,76,184,398,569,604,333,2215,2246,1817,2360,2853,3287,3619,2940,1551,806,21487,43693,22618,27714,26505,21031,15495,8384,3030,704,169170
505,35,47,76,114,178,271,395,477,315,1910,46,40,57,134,334,834,1267,1137,489,4335,1044,4719,5651,5311,4466,3523,2127,1140,759,28749,15,14,29,86,163,285,464,549,482,2079,1779,1919,2782,3419,3792,4139,3568,2172,1433,25002,45692,23316,28024,28717,23892,17192,10288,3778,973,181882,3520,2269,2734,2657,2484,2027,1540,1004,550,18795,54233,33586,40983,43031,39387,33981,27168,15091,6762,294235,90,337,1006,2184,4992,8931,12003,8777,3951,42271,6148,5214,6258,6681,5929,4759,4042,2137,771,41940,112,147,312,799,1789,3143,4663,3359,1266,15586,3,12,7,21,37,155,498,1508,1885,4125,175,338,659,1528,3111,5133,6797,4401,1418,23563,143,131,177,502,1541,3623,5998,5169,2606,19884,109,91,136,236,357,596,918,1012,591,4053,117,81,140,253,633,1503,2469,2119,862,8181,2233,7158,8588,8409,7386,5816,3636,1835,1044,46109,25,35,50,160,345,629,1141,1246,826,4449,4410,3578,4344,5455,6348,7156,6345,3688,2126,43455,92242,49975,56272,57844,48381,34073,19530,7111,1709,367125
506,38,42,78,135,177,276,407,415,294,1864,61,28,82,135,351,850,1315,1003,399,4221,836,4560,5506,4423,3765,3139,1812,895,538,25471,19,12,32,101,175,271,458,528,324,1910,1561,1846,2627,3114,3232,3544,3005,1707,869,21495,42253,22280,27894,27009,18984,13856,8531,2851,811,164476,3551,2333,2990,2675,2216,1855,1361,1048,804,18837,50119,32257,40585,40074,32455,28644,23153,12428,5616,265325,90,333,948,2130,4339,7825,10398,7346,3150,36557,5240,4907,5828,5784,4845,4282,3621,1879,590,36984,83,131,294,758,1483,2595,3942,2705,950,12943,5,6,12,23,33,128,447,1196,1282,3136,161,350,756,2098,3917,5749,6873,3977,1289,25180,115,134,236,549,1489,3298,5358,4449,2186,17827,101,82,151,271,363,583,937,924,523,3936,131,72,153,265,666,1579,2463,1981,712,8005,1833,6823,8590,7347,6283,5183,3133,1503,783,41476,29,24,57,190,350,630,1106,1144,597,4119,3929,3371,4217,5254,5724,6281,5420,2967,1359,38523,85577,47991,57262,55406,39426,27767,16212,5601,1427,336670
507,24,34,64,107,134,244,335,353,276,1578,44,42,56,112,319,710,1107,895,356,3636,927,4194,5118,4421,3879,3028,1732,836,542,24667,8,12,30,56,146,248,366,413,297,1573,1497,1731,2335,2752,3078,3297,2664,1617,1010,19978,34972,17476,19741,21001,17497,12937,7779,2801,790,134997,2952,1996,2147,2053,1995,1638,1260,853,666,15566,42235,26398,30801,32489,29928,26356,20661,11331,5338,225539,88,308,925,2017,4213,7329,9214,6819,3067,33968,5300,4201,5172,5283,4497,3794,3000,1592,577,33422,83,95,290,657,1405,2595,3583,2516,949,12168,3,8,6,14,33,125,365,1046,1244,2852,128,297,567,1231,2570,4264,5159,3313,1175,18697,113,98,190,378,1170,2855,4523,4057,2063,15457,62,70,131,222,304,529,730,808,522,3373,102,73,106,220,587,1347,2049,1780,696,6955,1936,6324,7804,7065,6388,4991,2977,1398,745,39642,23,20,57,114,284,564,873,960,551,3435,3780,3042,3716,4363,5234,5638,4746,2792,1556,34864,70428,37152,40074,42049,35214,25650,14791,5396,1426,272181
509,8,8,15,26,52,95,141,145,80,566,16,15,7,36,125,349,474,319,119,1466,230,940,1170,1204,1326,1346,793,352,147,7502,4,6,9,35,40,102,186,196,123,696,384,328,468,633,927,1169,935,562,295,5692,9180,3801,4022,4453,4743,4708,3158,1191,313,35567,1333,699,729,803,995,1050,883,538,234,7267,11668,6066,6776,7693,9105,10511,9010,4831,1888,67561,33,81,248,582,1562,3512,4648,3073,1166,14908,1515,1228,1322,1417,1634,1762,1500,736,210,11328,32,25,64,142,441,1045,1640,1145,350,4886,0,0,0,8,17,47,147,415,450,1095,35,84,173,320,851,1759,2372,1461,411,7472,23,31,53,131,411,1231,2161,1736,753,6521,21,16,34,44,112,207,335,319,155,1246,36,30,20,63,235,673,1066,737,239,3091,519,1483,1778,1864,2165,2281,1510,612,220,12442,8,6,11,51,78,231,475,455,226,1538,944,642,748,1011,1588,2095,1810,1042,453,10335,18379,8491,8436,9084,9779,9708,6617,2388,612,73504
510,3,4,7,29,67,73,59,21,13,282,18,6,14,14,57,83,78,31,3,291,107,328,714,573,394,212,63,14,6,2407,3,0,0,12,40,38,26,11,0,139,247,149,321,383,373,312,140,47,19,1987,7790,3293,5385,4480,2826,1752,503,99,13,26136,1765,863,1500,1232,951,681,276,87,32,7387,10216,4840,8365,7284,5377,3837,1524,448,113,41999,8,26,133,293,564,827,552,189,33,2623,718,469,938,935,721,557,273,63,8,4691,3,17,40,119,214,317,191,85,19,998,0,0,6,4,8,30,37,56,32,176,32,55,163,403,734,900,527,164,24,3009,61,52,77,131,305,474,305,145,23,1575,21,8,38,56,116,141,114,48,15,561,38,15,26,27,99,184,165,64,10,622,200,515,1054,920,675,446,135,30,3,3974,3,0,7,27,72,81,64,45,7,312,551,277,521,648,678,590,290,87,24,3668,15875,6878,11019,9902,6701,4106,1231,247,33,55999
511,5,7,26,37,73,102,144,137,62,587,15,4,13,40,96,252,333,205,69,1026,153,755,999,938,929,720,388,187,119,5190,0,0,6,15,48,67,115,99,71,423,315,254,447,544,676,725,543,305,182,3992,8627,3973,4719,4440,4087,3361,1849,654,151,31869,1681,978,1079,1111,1029,931,658,348,152,7962,11259,6276,7681,7608,7762,7475,5369,2732,1015,57177,26,63,207,477,1183,2162,2576,1581,582,8857,1328,1014,1227,1239,1225,1243,894,445,128,8750,19,18,54,136,354,723,928,665,207,3105,0,4,6,0,22,44,113,274,281,745,45,81,199,397,937,1595,1618,904,245,6018,48,35,59,110,400,1005,1298,958,436,4346,24,19,54,65,136,205,309,283,126,1216,29,19,14,57,188,524,725,451,137,2157,347,1144,1492,1491,1585,1344,774,326,173,8678,0,9,15,29,85,170,263,240,108,923,794,514,702,882,1142,1367,1060,557,273,7289,17359,8588,10036,9264,8788,7272,3950,1351,288,66893
