SA4_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
501,10,3,0,7,0,4,0,3,8,328,7,378,11,12,0,0,3,3,0,20,0,146,4,201,0,5,0,0,0,0,4,25,6,111,0,150,0,0,0,0,0,3,0,18,4,85,0,120,12,22,3,18,4,15,4,69,12,507,9,675,4,16,0,4,4,21,3,108,8,300,3,474,15,49,8,16,0,47,5,218,36,2254,36,2683,37,83,11,27,4,95,7,251,29,1158,19,1714,50,169,12,103,13,185,15,258,39,1049,17,1906,113,200,19,301,20,207,17,240,25,892,16,2051,92,93,15,257,20,205,17,102,20,228,3,1062,219,97,19,333,25,206,20,86,25,296,6,1331,731,169,36,698,72,387,47,104,54,293,14,2598,624,83,33,625,61,116,30,45,21,122,3,1767,540,53,22,378,66,120,26,21,17,95,4,1339,367,18,11,154,29,32,17,14,4,24,0,674,671,87,29,323,52,178,25,55
502,3,0,0,0,0,3,0,3,0,272,0,286,0,0,0,0,0,0,0,12,5,97,3,122,0,4,0,0,0,0,0,12,5,79,0,98,0,0,0,0,0,0,0,13,0,62,0,81,0,9,0,0,0,0,0,34,5,366,3,424,3,10,0,0,0,9,0,60,3,214,4,306,4,14,0,3,0,20,0,109,8,1908,13,2081,9,35,4,17,4,48,3,155,19,1040,10,1352,19,55,4,37,0,94,7,152,16,874,5,1266,36,73,0,114,6,137,6,99,18,732,9,1219,35,43,4,112,6,123,4,51,13,186,6,577,59,35,3,130,13,119,7,42,16,195,0,624,261,66,12,296,27,269,22,66,38,196,0,1255,285,39,17,272,32,75,25,22,11,79,0,847,267,16,6,177,28,83,6,18,18,53,4,676,174,5,6,68,23,14,11,6,4,28,0,339,350,25,18,165,37,134,12,36
503,3,8,0,0,0,4,0,3,4,277,3,307,0,0,0,0,0,0,0,19,0,91,0,111,0,4,0,0,0,0,0,24,4,61,0,88,0,0,0,0,0,0,0,13,0,32,0,55,4,7,0,0,0,3,0,34,0,191,6,255,0,10,0,0,0,5,0,56,4,125,0,203,3,30,0,9,0,18,9,98,7,535,5,718,5,79,0,24,0,50,5,122,16,405,3,714,16,145,4,51,8,87,8,138,13,526,4,1002,29,188,3,171,9,146,10,152,13,563,3,1288,38,94,0,212,9,131,11,103,9,225,3,830,122,74,4,215,14,141,7,106,19,358,0,1057,587,157,11,483,30,303,10,163,21,453,10,2223,671,109,8,476,39,128,11,140,14,292,0,1889,679,74,12,336,30,181,8,95,21,187,0,1634,638,49,7,185,31,59,8,60,0,119,0,1159,2391,272,42,942,144,727,46,338
504,5,3,0,5,0,3,0,8,5,486,5,526,0,4,0,0,0,0,0,23,0,155,0,188,0,4,0,0,0,3,0,32,5,85,0,132,0,0,0,0,0,4,0,23,0,72,0,97,0,14,0,3,0,10,0,70,4,471,7,585,0,17,0,6,0,30,3,109,6,283,3,474,11,45,4,12,0,73,5,211,23,2162,20,2566,11,76,5,36,0,151,8,278,15,1051,6,1626,32,150,0,106,5,312,10,287,23,933,12,1877,115,207,9,334,18,343,21,244,33,802,14,2120,91,131,7,341,21,295,15,140,23,208,3,1272,286,102,11,428,24,273,24,83,22,224,7,1481,1252,174,22,930,99,543,37,131,51,231,6,3483,1288,99,40,708,71,186,36,60,23,113,0,2612,1109,49,32,477,70,164,19,32,15,73,10,2055,834,32,23,252,76,33,13,18,5,25,0,1304,1440,56,39,453,120,268,24,43
505,12,12,3,6,0,3,0,26,13,1057,18,1148,3,11,0,3,0,7,0,39,9,349,3,419,4,8,0,0,0,7,0,83,9,240,0,354,0,0,0,0,0,4,0,42,8,180,5,245,0,31,3,5,0,14,3,133,12,1090,10,1308,7,41,3,15,0,36,6,222,15,639,5,988,10,103,7,20,0,126,11,429,40,4141,49,4939,14,175,4,55,4,245,16,538,52,2598,25,3716,48,315,10,197,14,482,29,585,45,2363,12,4110,162,477,16,589,30,572,39,555,64,2054,34,4586,189,226,11,689,39,555,38,303,49,651,5,2754,447,251,19,799,59,506,31,243,53,657,11,3087,2223,434,52,1773,152,1008,97,320,100,749,18,6927,2404,246,39,1549,171,329,89,141,38,325,10,5347,2109,129,44,1018,153,384,59,100,38,204,15,4243,1574,82,42,517,113,118,40,39,11,87,0,2622,3391,217,87,1108,228,672,66,201
506,7,0,9,5,0,22,4,17,8,1144,21,1230,3,6,0,3,0,5,0,38,5,341,3,401,0,10,0,3,0,8,5,72,6,213,0,315,0,0,0,0,0,4,0,58,8,167,0,243,5,20,4,3,0,12,0,134,11,880,15,1085,3,41,0,15,3,42,3,240,19,526,3,899,10,107,5,36,6,121,9,411,33,3788,58,4579,27,180,8,60,9,263,13,538,40,1994,27,3153,41,342,15,186,15,596,24,474,45,1782,31,3546,181,411,27,647,31,684,47,440,55,1560,20,4101,206,236,14,686,28,625,32,247,49,429,0,2547,489,228,15,869,45,551,33,214,58,458,6,2970,2214,319,55,1679,150,1009,64,282,79,504,17,6366,2163,172,66,1306,150,307,54,138,26,238,9,4636,1812,114,49,771,121,332,39,81,22,146,6,3489,1308,74,32,365,74,83,25,33,14,71,4,2081,2588,130,59,824,172,587,44,159
507,12,3,0,4,0,5,0,13,0,789,9,841,3,8,0,0,0,4,0,25,5,309,0,350,0,9,0,0,0,3,0,48,5,212,6,275,0,4,0,0,0,6,0,44,0,137,0,191,3,22,0,0,0,12,0,84,0,834,13,971,6,27,0,9,0,29,3,170,15,471,3,734,0,66,0,24,0,91,8,312,34,3309,32,3881,23,112,0,46,6,198,7,414,37,1931,15,2793,37,195,8,122,13,377,17,417,58,1739,10,2998,121,256,14,374,23,425,35,389,46,1583,27,3290,138,166,10,509,35,494,28,226,40,482,8,2132,311,163,19,618,35,413,37,198,38,564,4,2400,1537,256,24,1276,128,918,61,316,103,592,13,5220,1632,180,43,1183,143,292,83,124,34,238,8,3963,1562,126,49,770,128,316,46,115,35,199,7,3341,1239,58,34,417,83,99,23,28,9,65,0,2062,2528,166,63,942,182,600,75,178
509,31,11,3,3,0,6,0,0,8,229,8,304,12,5,0,4,0,5,0,10,3,121,0,154,6,4,0,5,0,4,0,27,0,63,0,115,3,0,0,3,0,5,0,17,0,69,0,97,18,29,0,12,0,10,3,42,3,373,7,502,3,17,3,13,0,29,0,79,7,195,10,352,35,53,3,41,5,60,6,191,18,1760,40,2206,53,81,11,59,4,122,4,226,27,787,12,1389,82,147,15,102,8,232,13,192,32,601,13,1431,138,160,17,237,18,168,20,175,34,555,17,1530,102,76,9,205,14,153,13,67,16,133,4,782,222,92,19,264,17,149,13,57,20,165,7,1025,614,128,40,517,69,261,44,84,39,169,10,1972,539,68,22,384,49,82,36,46,15,79,0,1320,386,37,14,243,45,86,18,31,11,53,5,931,245,30,10,120,21,21,8,3,4,26,0,486,487,70,22,257,41,110,18,32
510,0,0,0,0,0,0,0,0,0,51,6,61,0,0,0,0,0,0,0,0,0,16,0,18,0,0,0,0,0,0,0,6,0,11,0,23,0,0,0,0,0,0,0,0,0,7,0,9,0,3,0,0,0,4,0,11,0,137,4,161,4,0,0,0,0,3,0,16,0,34,0,58,3,4,0,7,0,12,0,23,7,145,0,197,6,7,3,0,0,18,0,18,3,60,4,119,16,10,0,9,0,41,0,21,7,72,0,178,20,14,4,21,0,43,0,20,6,43,4,184,16,6,3,18,0,45,0,5,0,19,0,114,52,21,5,42,7,49,5,5,6,10,3,201,283,22,8,119,19,107,3,16,14,22,4,625,373,28,10,154,24,48,5,13,5,9,0,663,444,19,11,123,34,72,11,7,7,8,0,736,364,10,16,89,15,19,6,0,4,4,0,536,921,19,33,193,83,98,16,15
511,23,4,0,3,0,3,0,5,0,161,4,204,0,0,0,0,0,3,0,9,4,65,0,82,0,0,0,3,0,0,0,15,0,45,0,63,0,0,0,0,0,4,0,13,0,28,0,43,8,5,0,3,0,10,4,33,8,221,3,299,4,8,0,3,0,11,0,59,9,108,3,198,18,21,3,14,3,34,4,80,14,952,12,1152,21,48,0,26,5,55,5,111,9,430,10,714,42,66,7,45,3,126,4,95,7,298,8,703,87,74,7,137,9,126,8,98,20,315,7,885,75,35,5,114,8,137,17,43,13,67,3,510,134,43,14,161,12,128,9,31,13,83,4,624,529,74,21,357,31,253,19,55,26,91,0,1456,523,40,24,311,46,62,24,22,8,53,0,1113,459,28,16,227,30,91,23,11,10,37,5,943,346,14,5,81,28,23,6,6,0,18,3,529,745,34,22,211,61,117,19,14
