SA4_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
501,4,0,0,4,5580,5592,106,9,0,5,4053,4170,2780,151,130,10,6679,9749,6442,506,664,17,3918,11545,7408,709,1393,56,2942,12512,7956,609,2013,203,1726,12506,8076,419,1795,489,727,11501,4122,134,619,595,178,5652,945,23,95,485,49,1602,37841,2561,6713,1863,25849,74828,15,3,0,4,5352,5373,176,14,0,3,3586,3777,3751,299,252,27,5886,10211,7245,732,932,91,3480,12489,7594,835,1906,235,2474,13035,8238,639,2608,575,1305,13371,7354,353,2046,1386,446,11586,3024,88,695,2048,146,5999,456,21,148,1702,53,2381,37858,2989,8580,6071,22731,78232,20,3,4,3,10935,10963,284,26,0,7,7637,7948,6534,451,376,37,12564,19963,13687,1244,1595,116,7396,24032,15003,1549,3295,293,5415,25548,16195,1248,4621,781,3035,25879,15431,774,3845,1872,1170,23091,7145,222,1315,2642,324,11650,1405,39,240,2185,105,3986,75698,5552,15290,7940,48578,153058
502,0,0,0,0,3012,3015,46,0,0,3,2569,2623,1398,109,85,5,3575,5171,2909,286,380,15,2071,5653,3606,383,835,57,1440,6312,4286,343,1163,118,852,6760,4938,315,1229,306,385,7166,3313,129,483,468,99,4504,772,22,66,422,20,1301,21266,1590,4251,1386,14021,42513,0,0,0,0,2965,2971,110,14,8,3,2559,2686,1973,233,178,18,3315,5715,3338,444,573,43,1854,6255,3794,480,1248,138,1181,6833,4513,414,1620,356,668,7565,4856,286,1383,976,231,7731,2512,96,578,1511,56,4746,405,11,117,1251,19,1794,21502,1975,5693,4283,12845,46298,0,0,0,0,5981,5986,151,14,4,5,5129,5306,3368,343,263,25,6890,10886,6244,731,951,53,3918,11904,7400,866,2079,192,2613,13147,8800,753,2783,475,1520,14327,9795,597,2615,1285,611,14903,5827,223,1064,1973,164,9248,1180,26,188,1665,38,3095,42772,3560,9937,5671,26869,88811
503,4,0,0,0,5026,5030,87,0,7,0,6248,6339,3328,145,178,6,11900,15555,7421,411,667,20,4714,13230,7475,541,1132,50,2378,11574,6425,423,1399,105,1777,10124,5317,272,1262,231,934,8013,3078,112,537,352,366,4440,962,40,102,448,92,1644,34106,1941,5281,1205,33426,75953,6,0,0,0,5141,5143,175,14,14,0,6724,6927,4448,221,329,14,10655,15671,8050,451,850,41,3585,12980,7580,548,1508,136,1999,11778,6289,378,1902,394,1350,10317,4855,251,1712,884,702,8401,2271,88,722,1521,333,4927,506,19,223,1849,176,2769,34174,1975,7255,4843,30663,78909,8,0,0,0,10161,10172,258,13,20,0,12968,13265,7775,369,503,23,22559,31226,15464,861,1515,60,8299,26204,15052,1096,2641,189,4373,23348,12714,798,3302,505,3128,20445,10176,521,2972,1113,1631,16415,5344,195,1264,1870,694,9364,1471,53,326,2292,268,4406,68277,3915,12535,6053,64089,154860
504,4,0,0,4,8247,8253,211,9,4,5,8348,8574,6263,309,317,22,13440,20355,11884,852,1084,35,6648,20498,10847,938,1983,96,4047,17925,10059,838,2371,245,2347,15859,7698,495,1711,471,969,11344,4015,179,718,583,276,5771,1017,34,125,482,70,1725,51999,3650,8318,1950,44399,110313,13,0,0,5,7548,7566,392,22,13,6,7560,7993,8562,588,516,34,11197,20893,12230,1085,1581,120,5229,20243,10654,1163,2925,328,3292,18368,9587,890,3231,817,1754,16277,6805,446,2457,1761,707,12181,2917,125,998,2245,186,6469,513,16,227,1946,55,2763,51673,4342,11948,7254,37531,112749,18,0,5,7,15796,15820,604,28,14,8,15907,16571,14823,891,831,56,24642,41245,24110,1939,2663,150,11874,40744,21508,2101,4909,427,7348,36289,19649,1727,5605,1063,4101,32139,14502,942,4169,2230,1672,23530,6928,309,1717,2829,458,12238,1532,51,354,2429,132,4488,103674,7993,20272,9199,81923,223065
505,22,4,4,7,17743,17773,308,23,8,9,17231,17578,11121,479,528,37,26255,38421,25343,1429,2114,56,12155,41088,25264,1800,3796,207,7054,38118,22089,1335,4349,427,3603,31802,17982,833,3189,891,1326,24220,9431,313,1221,1202,407,12573,2534,74,229,1234,85,4162,114088,6294,15440,4058,85850,225736,18,3,4,0,16636,16665,765,46,18,12,16084,16927,15745,976,979,52,23233,40983,27243,2006,3266,232,10281,43031,25194,2194,5572,587,5846,39387,21323,1576,6621,1537,2932,33981,16269,888,5177,3665,1179,27168,7021,275,2238,5141,417,15091,1333,43,477,4767,144,6762,114917,8006,24353,15986,76737,239995,39,7,6,10,34378,34435,1072,75,30,19,33314,34506,26867,1459,1509,84,49491,79404,52584,3430,5380,287,22438,84122,50458,3991,9371,792,12889,77506,43416,2907,10966,1957,6532,65784,34250,1714,8365,4552,2503,51388,16450,590,3461,6342,822,27668,3868,120,707,5996,228,10928,229008,14298,39799,20044,162588,465735
506,22,3,11,8,15563,15601,475,28,16,6,18063,18590,12812,567,565,32,26272,40243,25571,1407,2030,56,11242,40310,21048,1581,3419,176,6846,33073,17834,1204,4093,473,4031,27636,14901,823,3157,881,1540,21303,7598,333,1207,1147,511,10792,2047,49,227,1093,127,3540,102305,6003,14715,3869,84201,211086,23,6,5,6,14804,14847,1083,78,22,7,16222,17408,17647,973,939,55,20975,40585,26261,1761,2732,233,9086,40074,20198,1854,4486,605,5307,32455,17314,1411,5623,1572,2724,28644,13314,826,4494,3369,1142,23153,5476,243,1755,4517,441,12428,1078,47,400,3962,134,5616,102386,7199,20452,14328,70841,215211,45,11,11,15,30367,30444,1551,106,37,18,34283,35999,30456,1536,1499,86,47250,80825,51835,3169,4764,283,20334,80385,41246,3443,7902,786,12151,65525,35145,2619,9711,2047,6757,56276,28218,1650,7653,4248,2683,44457,13076,577,2963,5661,951,23222,3116,104,622,5053,256,9154,204687,13203,35167,18200,155038,426298
507,17,5,0,0,13439,13464,223,11,9,8,13325,13576,8060,423,472,21,20538,29517,18563,1217,1739,43,9509,31073,18309,1524,3067,165,5756,28818,16507,1081,3628,374,3263,24857,13187,680,2720,742,1276,18600,7237,281,1069,1100,338,10027,1937,49,218,1118,93,3417,84040,5270,12923,3570,67533,173340,5,4,4,3,12969,12995,428,37,9,0,12926,13401,11212,764,689,35,18096,30801,19963,1698,2422,183,8219,32489,18334,1779,4398,478,4941,29928,16086,1322,5148,1186,2623,26356,12219,725,3989,2689,1045,20661,5251,224,1635,3922,294,11331,1020,34,346,3830,105,5338,84520,6592,18641,12325,61223,183300,26,12,10,4,26404,26454,651,50,15,11,26254,26979,19275,1189,1160,61,38638,60317,38529,2915,4160,231,17725,63557,36644,3299,7463,637,10692,58745,32596,2408,8768,1561,5884,51211,25403,1402,6711,3431,2318,39261,12489,505,2703,5020,636,21356,2960,85,568,4946,203,8752,168566,11867,31565,15902,128754,356647
509,5,5,3,3,3854,3866,110,8,0,4,2979,3099,2090,115,81,10,4746,7044,4164,331,367,21,2703,7586,5135,483,999,69,2340,9033,6428,581,1736,200,1752,10696,6411,469,1661,437,764,9744,3358,165,617,520,228,4891,824,26,97,429,45,1416,28527,2180,5573,1698,19405,57378,9,3,0,0,3442,3451,178,18,0,3,2407,2607,2596,156,143,21,3861,6776,4506,392,516,73,2209,7693,5393,540,1194,179,1802,9105,6602,498,1817,492,1104,10511,5747,311,1410,1137,408,9010,2422,86,575,1648,105,4831,412,11,133,1302,26,1888,27860,2015,5805,4858,15362,55894,13,3,3,0,7296,7320,292,24,0,13,5385,5712,4687,274,229,27,8603,13823,8664,725,888,94,4907,15284,10526,1021,2195,249,4140,18137,13029,1080,3554,689,2857,21212,12163,780,3072,1572,1175,18757,5777,252,1190,2170,334,9724,1237,44,232,1727,72,3308,56383,4196,11375,6554,34770,113275
510,26,0,0,3,2494,2526,159,7,0,4,2551,2731,2247,138,107,15,6211,8719,4419,346,471,21,3429,8683,3635,397,779,43,2090,6944,2722,332,897,109,1130,5191,997,130,367,107,326,1923,246,29,76,89,68,508,31,4,10,26,16,91,14480,1383,2708,415,18312,37300,36,0,0,0,2271,2308,171,13,8,0,2349,2534,2560,191,150,16,5445,8365,3824,307,401,47,2710,7284,2720,294,607,88,1664,5377,1850,257,699,216,814,3837,640,84,287,290,225,1524,149,13,61,169,44,448,4,0,7,79,13,113,11962,1172,2215,910,15528,31785,64,0,7,3,4764,4829,329,22,11,7,4897,5265,4811,328,258,31,11655,17080,8244,654,864,73,6135,15963,6358,694,1387,125,3751,12321,4568,588,1596,331,1948,9031,1636,216,649,396,547,3443,399,43,139,255,120,949,38,7,19,107,26,204,26438,2556,4929,1322,33843,69087
511,23,6,0,0,3409,3438,112,9,4,0,3385,3514,2202,136,142,8,5789,8276,4067,336,460,29,3080,7976,4499,535,911,60,2492,8504,4736,502,1331,193,1690,8448,3592,356,1077,336,635,5993,1744,134,379,372,186,2813,394,17,53,231,34,734,21371,2028,4369,1230,20698,49699,15,0,0,0,3103,3120,162,21,10,3,2963,3161,2636,169,156,19,4690,7681,4143,410,562,55,2433,7608,4306,476,1041,177,1769,7762,4381,389,1306,439,962,7475,3106,225,874,872,293,5369,1276,58,317,1002,73,2732,208,4,46,740,14,1015,20236,1761,4306,3309,16300,45919,40,6,6,0,6508,6553,272,30,12,4,6348,6674,4836,307,296,32,10485,15956,8217,748,1026,77,5517,15584,8805,1007,1952,238,4263,16262,9118,889,2640,638,2651,15931,6704,580,1950,1207,926,11367,3021,194,696,1378,257,5542,600,25,104,966,49,1749,41609,3791,8680,4541,37003,95614
