SA4_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
501,0,5,6,9,14,24,10,5,0,83,8,82,163,320,283,203,113,50,20,1235,6,8,0,24,17,10,4,0,0,66,0,5,5,86,0,0,0,0,0,93,0,22,19,16,3,3,0,0,0,65,0,0,0,8,0,0,0,0,0,10,4,26,22,56,52,54,74,21,4,303,0,11,5,39,21,10,7,0,0,92,0,0,3,26,26,49,49,19,4,185,0,17,31,75,90,82,62,8,3,368,10,64,68,411,186,207,187,111,24,1275,231,652,516,1708,1108,927,784,430,190,6546,5256,13184,9760,21295,12512,12506,11501,5652,1602,93269,0,0,3,23,5,0,0,0,0,35,4680,10936,7707,16055,9242,9072,7875,3785,1525,70872,0,0,5,14,3,5,0,0,0,19,0,0,0,8,0,0,0,0,0,7,0,0,0,45,14,3,0,0,0,64,0,0,0,5,0,5,0,0,0,14,0,3,13,118,35,39,26,0,3,245
502,0,3,5,7,11,11,7,11,0,68,0,53,106,175,180,150,63,33,5,776,0,8,6,7,10,5,4,4,0,50,0,0,0,16,0,0,0,0,0,16,0,25,27,21,8,0,0,0,0,79,0,0,0,0,0,0,4,0,0,10,0,12,11,31,15,37,22,18,7,153,6,10,11,20,0,7,3,0,0,58,0,10,19,47,30,41,32,42,9,239,0,12,15,52,40,35,14,16,0,182,3,37,57,163,114,131,141,101,23,773,141,284,304,931,558,479,421,314,154,3586,2866,6601,5634,10823,6312,6760,7166,4504,1301,51979,0,0,0,6,0,0,0,0,0,9,2664,5666,4282,8045,4061,4497,4779,2642,1031,37662,0,0,0,3,3,0,3,0,0,10,0,0,0,3,0,0,0,0,0,12,0,8,3,25,6,0,0,0,0,42,0,0,3,15,0,5,0,0,0,21,4,12,6,32,16,23,23,9,0,119
503,14,93,131,329,133,72,84,43,3,900,3,52,197,519,285,223,135,60,13,1485,4,22,31,133,47,31,28,21,7,319,0,5,11,109,23,5,10,0,0,167,3,28,41,107,24,4,4,0,0,217,0,6,7,31,7,12,4,3,0,69,30,121,122,235,94,92,80,36,12,826,6,28,53,162,119,87,75,19,11,554,0,5,11,59,36,34,48,27,12,218,0,0,25,132,54,54,43,14,0,324,32,303,316,2071,477,409,288,157,60,4130,130,245,487,2028,633,547,425,268,150,4911,4233,9836,11370,28785,11574,10124,8013,4440,1644,90025,0,0,0,3,0,4,0,0,0,15,3513,7585,8288,13648,6668,5722,4639,2711,1423,54198,0,9,3,39,0,9,0,0,0,63,0,0,0,46,13,26,19,4,6,112,3,22,26,348,43,17,10,4,0,470,0,0,3,20,8,9,0,0,0,42,6,21,47,235,95,75,40,18,3,538
504,0,28,47,152,113,112,73,37,11,575,9,82,205,581,349,248,158,53,6,1692,0,22,53,217,81,57,65,34,6,527,3,4,12,77,5,0,0,0,0,107,5,53,61,116,21,12,3,0,0,282,0,3,5,44,12,13,3,3,0,75,11,41,44,132,52,94,61,21,9,455,4,66,117,557,425,431,223,68,36,1928,0,4,12,64,47,65,43,26,4,273,4,18,90,221,143,104,54,13,9,650,23,225,487,1789,732,613,440,275,81,4674,290,709,666,2319,1047,867,521,368,187,6961,9414,18377,16832,40854,17925,15859,11344,5771,1725,138101,0,12,39,204,50,26,7,6,0,352,8304,14717,11621,22734,10305,8205,5985,2943,1183,86004,0,8,0,64,10,13,16,0,0,109,0,4,0,112,55,69,62,14,12,325,0,7,11,132,21,7,12,0,0,185,0,3,5,59,35,29,14,0,0,153,0,20,23,100,42,42,25,12,4,261
505,8,72,102,330,201,181,198,66,26,1184,36,501,1215,2532,1736,1084,581,198,46,7936,0,22,68,260,92,69,79,38,8,636,5,13,7,140,22,11,9,4,0,220,19,149,199,169,36,21,5,0,0,605,0,11,16,74,32,29,11,3,0,175,25,103,156,293,184,150,107,45,12,1080,14,125,205,928,823,753,424,120,50,3441,3,38,112,291,234,164,166,89,26,1122,0,18,186,577,406,394,162,53,12,1809,67,731,1211,4380,1891,1568,1131,561,148,11691,538,1182,1283,4407,1980,1462,922,654,330,12762,18341,38981,35354,79509,38118,31802,24220,12573,4162,283068,8,33,72,254,90,59,28,11,4,558,16466,30629,22675,41977,18356,15250,12527,6858,3115,167855,0,4,10,73,16,17,9,4,0,131,0,0,18,187,110,180,69,22,5,587,7,37,40,819,93,28,16,5,0,1045,0,9,9,103,54,48,25,4,5,258,6,43,69,351,159,103,64,31,15,835
506,12,178,375,841,463,459,339,121,25,2809,27,160,476,1096,692,532,271,105,19,3375,15,159,285,1062,441,216,126,59,16,2377,5,18,23,358,32,17,19,3,0,469,6,149,235,276,55,17,18,3,3,759,4,17,16,130,82,57,19,12,6,340,27,93,113,231,122,132,119,46,3,882,12,75,96,355,182,139,94,25,9,992,0,7,12,86,75,113,86,62,23,469,3,68,186,418,270,163,87,21,13,1221,74,774,1107,3840,1313,1032,717,449,153,9459,596,1293,1509,4702,1946,1529,946,659,439,13619,17366,35682,34192,80549,33073,27636,21303,10792,3540,264141,3,92,251,701,155,83,40,15,0,1342,15439,26785,20958,36146,15480,12995,11106,5410,2423,146743,5,97,74,478,91,32,14,0,0,785,0,3,5,63,20,29,16,9,0,144,0,13,19,256,36,24,12,4,0,361,0,13,22,117,54,42,35,6,0,291,6,20,57,226,64,71,48,14,8,513
507,0,104,162,471,230,192,194,69,16,1440,13,188,501,1182,792,527,272,116,29,3626,0,28,40,178,105,60,88,33,9,539,5,21,8,107,18,12,14,3,0,176,4,78,79,81,18,9,9,6,0,291,0,3,0,24,21,9,3,0,0,65,24,100,110,304,114,137,110,40,3,948,0,32,40,123,93,72,34,6,0,396,0,22,47,168,118,150,110,78,25,713,0,45,136,339,229,169,62,27,8,1023,28,351,499,1937,1052,1076,857,577,145,6521,452,1018,1209,3914,1660,1308,859,627,387,11434,14476,30049,27038,60590,28818,24857,18600,10027,3417,217864,0,3,6,24,8,0,0,0,0,35,12666,24426,19472,36517,16289,13237,10435,5255,2498,140795,0,14,12,112,14,6,8,0,0,164,0,4,6,116,55,92,45,21,4,340,3,16,23,245,46,24,10,13,0,380,3,9,3,45,13,0,0,0,0,74,12,50,52,299,122,109,46,11,9,701
509,0,0,0,10,16,8,13,4,0,55,9,47,61,173,143,108,62,27,5,625,0,0,3,24,5,4,7,6,0,65,0,6,0,32,0,0,0,0,0,31,0,32,47,17,0,0,0,0,0,99,0,0,0,9,0,6,0,0,0,13,0,4,12,21,23,52,31,24,3,174,0,5,8,44,21,11,3,4,0,99,0,0,0,15,13,27,38,18,0,122,0,5,4,38,40,34,35,10,0,167,3,24,67,335,108,142,174,105,30,987,261,712,642,1544,1018,1144,959,528,177,6982,3633,8603,6965,14628,9033,10696,9744,4891,1416,69616,0,0,11,24,10,0,0,0,0,43,3156,7164,4992,10289,6323,6960,5934,2990,1219,49037,0,0,0,5,0,0,0,0,0,9,0,0,0,3,0,0,4,0,0,4,0,0,0,12,0,0,0,0,0,20,0,0,0,9,0,0,0,0,0,15,0,14,12,46,21,35,12,5,0,147
510,0,11,0,23,11,3,10,4,0,60,3,15,38,159,96,62,14,0,0,388,0,12,4,62,14,9,0,0,0,99,0,0,0,23,0,0,0,0,0,25,0,19,25,24,3,6,0,0,0,82,0,0,0,8,0,5,0,0,0,16,0,4,6,33,15,15,6,0,4,75,0,5,6,32,3,6,0,0,0,62,0,0,5,16,5,12,5,0,0,40,0,4,13,82,62,40,10,0,0,207,0,26,43,401,134,104,48,19,6,781,417,914,874,3423,1389,1072,354,88,19,8538,3738,7085,5254,17391,6944,5191,1923,508,91,48124,0,0,0,4,0,0,0,0,0,4,3025,5531,3610,9603,3319,2281,973,287,71,28704,0,0,0,9,0,0,0,0,0,12,0,0,0,6,4,0,0,0,0,13,0,4,0,27,0,4,0,0,0,33,0,0,0,15,0,0,0,0,0,18,0,0,0,57,9,7,3,0,0,88
511,0,3,0,12,14,8,0,0,0,43,3,59,96,247,155,102,34,12,0,710,0,6,0,29,21,4,0,0,0,68,0,0,0,25,0,0,0,0,0,29,3,28,20,29,9,0,4,0,0,85,0,0,0,5,0,3,0,0,0,9,0,12,7,41,21,20,20,4,0,132,0,7,4,48,36,22,15,7,0,139,0,0,6,17,15,19,15,4,0,67,0,18,32,95,60,50,19,6,0,281,10,46,48,330,145,112,85,67,21,859,365,925,905,2548,1247,1134,730,391,99,8332,3775,8109,6950,16255,8504,8448,5993,2813,734,61579,0,0,3,7,0,0,0,0,0,10,3190,6299,4873,9945,5249,4962,3678,1812,675,40686,0,0,0,7,0,0,0,0,0,12,0,0,0,3,3,0,0,0,0,13,0,4,6,35,5,9,0,0,0,56,0,0,4,15,5,0,0,0,0,22,6,3,3,48,20,22,7,0,0,118
