SA4_CODE_2021,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
501,20,242,0,263,4942,392,5592,201,130,8,341,3509,317,4170,2806,238,100,3145,5553,1046,9749,5995,228,249,6470,3936,1141,11545,3747,340,121,4209,7102,1199,12512,645,948,17,1609,9980,913,12506,109,1201,11,1315,9412,778,11501,25,213,0,239,4975,438,5652,0,9,0,10,1369,224,1602,13549,3539,511,17601,50775,6449,74828,29,454,0,485,4512,373,5373,416,258,28,706,2820,257,3777,4506,437,332,5268,4288,656,10211,7617,417,591,8626,3169,691,12489,3578,924,196,4700,7623,718,13035,254,2572,30,2862,9798,713,13371,73,1880,11,1964,8936,688,11586,30,251,4,279,5208,512,5999,3,15,4,21,2025,332,2381,16503,7211,1194,24909,48389,4937,78232,49,696,4,749,9451,760,10963,622,394,31,1049,6322,578,7948,7305,672,435,8415,9846,1705,19963,13610,639,843,15095,7106,1829,24032,7329,1262,322,8905,14730,1914,25548,906,3523,48,4470,19778,1630,25879,177,3078,22,3279,18348,1468,23091,49,463,5,511,10185,946,11650,6,24,4,34
502,15,161,0,175,2654,186,3015,140,94,0,240,2174,211,2623,1637,153,50,1835,2862,474,5171,2749,136,112,2992,2101,562,5653,1629,239,50,1917,3844,551,6312,346,598,6,950,5365,446,6760,65,634,4,694,6073,400,7166,22,149,0,167,4004,322,4504,5,3,0,11,1126,166,1301,6600,2166,219,8985,30213,3312,42513,27,248,4,281,2487,198,2971,333,212,11,555,1954,182,2686,2803,265,180,3246,2129,338,5715,3733,220,298,4243,1661,350,6255,1591,633,86,2312,4162,362,6833,144,1569,14,1727,5502,341,7565,30,1132,4,1175,6211,344,7731,8,161,0,175,4181,395,4746,0,14,0,16,1460,320,1794,8667,4460,597,13724,29749,2829,46298,44,416,4,459,5144,383,5986,471,307,17,793,4127,385,5306,4439,416,228,5086,4992,809,10886,6475,354,406,7235,3757,910,11904,3219,870,135,4224,8013,918,13147,487,2172,22,2677,10867,783,14327,97,1761,7,1865,12288,750,14903,31,306,0,343,8186,718,9248,0,25,0,27
503,4,195,0,200,4655,176,5030,17,125,0,144,5783,415,6339,1260,296,31,1581,12636,1344,15555,5670,226,168,6066,6277,886,13230,4813,164,125,5108,5797,669,11574,999,511,16,1535,8032,562,10124,140,1403,3,1546,6012,466,8013,29,528,3,557,3537,343,4440,0,22,0,22,1428,194,1644,12935,3474,344,16750,54152,5047,75953,14,330,4,349,4589,203,5143,48,288,9,341,6170,422,6927,2195,625,78,2897,11805,965,15671,6969,425,426,7823,4579,582,12980,4873,359,199,5429,5915,436,11778,454,1466,20,1940,7979,402,10317,83,2509,9,2609,5358,439,8401,27,654,0,685,3887,351,4927,4,34,0,45,2394,331,2769,14675,6695,747,22111,52663,4128,78909,24,523,5,547,9238,380,10172,64,409,5,481,11950,834,13265,3457,915,107,4480,24443,2308,31226,12640,651,587,13885,10850,1466,26204,9682,526,323,10538,11709,1103,23348,1453,1979,37,3474,16012,962,20445,218,3918,16,4155,11365,899,16415,63,1178,4,1243,7420,697,9364,4,60,0,64
504,29,406,6,438,7416,403,8253,201,318,0,518,7403,649,8574,4649,534,118,5293,13037,2021,20355,9661,384,244,10286,8351,1863,20498,5432,443,173,6044,10431,1447,17925,1040,1157,36,2227,12591,1042,15859,193,1477,10,1679,9124,540,11344,29,373,0,403,4973,394,5771,4,15,0,25,1487,216,1725,21230,5107,582,26922,74816,8576,110313,35,661,8,707,6494,359,7566,484,560,24,1069,6484,435,7993,7932,916,357,9206,10536,1147,20893,11804,647,635,13090,6196,957,20243,5141,1218,253,6614,10958,796,18368,452,3265,44,3760,11898,619,16277,118,2658,14,2790,8869,519,12181,19,458,0,476,5524,465,6469,6,30,0,29,2368,363,2763,25989,10422,1337,37749,69335,5668,112749,69,1068,16,1152,13913,762,15820,683,882,26,1591,13888,1091,16571,12579,1452,466,14498,23571,3173,41245,21465,1029,881,23376,14548,2818,40744,10572,1663,424,12662,21391,2239,36289,1494,4422,77,5988,24484,1665,32139,312,4135,21,4469,17996,1061,23530,47,829,7,883,10502,858,12238,10,46,0,49
505,53,777,3,835,16248,687,17773,287,537,18,840,15784,959,17578,8370,896,219,9481,26332,2608,38421,21629,682,626,22940,15637,2521,41088,13446,823,300,14568,21415,2137,38118,2188,2597,62,4846,25385,1572,31802,366,4342,17,4722,18576,919,24220,53,1058,9,1119,10731,724,12573,7,53,0,65,3696,404,4162,46405,11764,1252,59414,153795,12527,225736,69,1281,12,1359,14628,671,16665,773,1043,56,1868,14317,736,16927,14181,1793,736,16700,22278,1999,40983,26402,1254,1489,29144,12188,1698,43031,12741,2206,519,15458,22575,1352,39387,920,7397,84,8403,24461,1120,33981,288,7356,44,7689,18445,1037,27168,61,1262,10,1339,12762,998,15091,3,73,0,75,5965,726,6762,55448,23650,2944,82041,147622,10334,239995,125,2060,11,2203,30870,1364,34435,1063,1577,74,2708,30103,1695,34506,22549,2681,951,26185,48610,4606,79404,48031,1933,2116,52083,27823,4216,84122,26187,3026,822,30025,43995,3483,77506,3110,9988,147,13249,49843,2689,65784,655,11701,58,12410,37025,1952,51388,114,2323,14,2454,23490,1720,27668,14,121,0,139
506,57,759,10,827,13975,806,15601,426,583,13,1023,16262,1306,18590,8320,907,211,9436,27353,3451,40243,19756,659,486,20902,16413,2995,40310,10226,808,268,11300,19421,2351,33073,1824,2087,48,3959,21969,1704,27636,367,3187,14,3571,16709,1025,21303,66,734,3,803,9275,712,10792,5,42,0,52,2981,507,3540,41052,9767,1054,51873,144361,14859,211086,85,1251,16,1352,12770,731,14847,1058,1100,65,2222,14215,968,17408,14261,1599,634,16499,21621,2468,40585,23643,1199,1175,26018,12092,1959,40074,9149,2177,435,11753,19258,1436,32455,880,5965,72,6916,20541,1186,28644,263,5407,37,5711,16433,1005,23153,55,897,7,960,10464,1008,12428,7,47,0,56,4627,931,5616,49390,19650,2444,71482,132022,11700,215211,147,2004,27,2172,26737,1538,30444,1477,1686,84,3247,30478,2277,35999,22580,2503,847,25932,48974,5917,80825,43398,1862,1663,46921,28505,4956,80385,19373,2981,703,23056,38682,3787,65525,2705,8049,118,10874,42509,2898,56276,631,8595,54,9281,33147,2032,44457,122,1629,12,1764,19738,1718,23222,14,92,0,104
507,45,674,9,717,12108,635,13464,344,449,11,800,11748,1031,13576,6970,741,216,7926,18902,2686,29517,16188,583,537,17313,11213,2543,31073,9626,747,267,10639,16242,1936,28818,1757,2131,45,3933,19509,1410,24857,291,3009,11,3314,14387,898,18600,57,762,6,823,8515,693,10027,9,44,0,56,2910,453,3417,35295,9134,1101,45527,115541,12280,173340,77,1056,8,1148,11264,584,12995,808,883,40,1728,10986,689,13401,11419,1410,650,13476,15720,1605,30801,20098,1028,1276,22403,8762,1322,32489,9237,2006,447,11697,17085,1146,29928,751,5656,65,6467,18942,950,26356,195,5163,29,5388,14394,885,20661,50,928,11,983,9473,872,11331,9,51,0,65,4476,795,5338,42647,18179,2527,63353,111099,8852,183300,119,1729,10,1862,23372,1216,26454,1154,1330,48,2527,22734,1721,26979,18389,2151,863,21408,34624,4290,60317,36285,1612,1815,39711,19983,3866,63557,18869,2747,717,22333,33328,3086,58745,2501,7787,108,10400,38451,2355,51211,484,8169,43,8706,28782,1779,39261,113,1688,16,1808,17985,1562,21356,22,94,0,118
509,18,189,4,205,3225,435,3866,137,107,3,246,2489,364,3099,2021,177,55,2250,3770,1023,7044,3653,152,139,3948,2599,1040,7586,2266,257,60,2575,5383,1070,9033,479,665,18,1167,8437,1096,10696,86,734,0,820,8056,871,9744,13,129,0,137,4230,521,4891,0,10,0,11,1200,210,1416,8666,2414,284,11363,39397,6622,57378,27,318,5,350,2736,371,3451,313,183,19,520,1834,255,2607,2990,292,212,3497,2692,595,6776,4487,268,361,5117,1928,653,7693,2049,689,115,2850,5475,787,9105,197,1752,19,1966,7746,802,10511,42,1176,5,1218,7057,737,9010,19,184,0,203,4073,558,4831,0,13,0,13,1583,299,1888,10118,4877,739,15734,35117,5044,55894,41,511,4,557,5957,806,7320,449,287,26,761,4331,618,5712,5008,466,267,5743,6460,1614,13823,8139,428,503,9064,4530,1694,15284,4312,938,174,5423,10858,1857,18137,678,2418,36,3135,16187,1895,21212,131,1907,7,2042,15113,1604,18757,32,316,0,344,8300,1074,9724,0,18,0,26
510,31,214,3,251,1812,464,2526,172,178,26,376,1744,609,2731,1900,279,133,2320,4415,1982,8719,3274,251,187,3713,3109,1858,8683,1367,262,72,1709,3727,1506,6944,212,316,14,542,3540,1105,5191,24,148,0,178,1385,357,1923,3,25,0,32,383,95,508,0,0,0,0,69,17,91,6993,1677,445,9118,20185,7996,37300,54,323,22,392,1520,393,2308,339,250,59,650,1434,454,2534,2665,391,321,3384,3575,1414,8365,3315,367,369,4054,2129,1108,7284,993,499,100,1591,2931,858,5377,76,565,7,647,2582,611,3837,12,235,6,249,1042,233,1524,0,41,3,46,316,79,448,0,3,3,10,71,29,113,7445,2677,892,11011,15601,5182,31785,85,538,25,647,3331,855,4829,507,433,84,1026,3177,1071,5265,4564,671,464,5698,7992,3397,17080,6591,618,556,7764,5236,2962,15963,2362,763,176,3300,6657,2365,12321,286,879,29,1190,6125,1716,9031,34,377,9,424,2430,591,3443,3,71,3,77,697,175,949,3,3,3,9
511,17,177,0,194,2773,473,3438,189,109,10,301,2584,630,3514,2082,217,77,2379,4349,1552,8276,3349,169,124,3640,2950,1387,7976,1827,224,71,2122,5028,1353,8504,359,559,11,932,6403,1119,8448,55,389,3,444,4839,712,5993,19,89,0,107,2324,385,2813,4,4,0,13,608,119,734,7897,1933,298,10125,31850,7721,49699,42,297,9,347,2361,412,3120,414,207,30,648,2089,423,3161,3045,321,255,3622,3135,927,7681,3996,275,321,4597,2065,946,7608,1555,636,97,2289,4659,815,7762,168,1245,20,1430,5293,753,7475,34,733,8,778,4034,561,5369,11,132,0,140,2250,341,2732,0,10,0,11,832,170,1015,9263,3860,741,13861,26711,5345,45919,61,475,13,545,5131,887,6553,599,318,35,946,4673,1050,6674,5122,539,331,5996,7480,2477,15956,7343,446,446,8236,5019,2328,15584,3381,864,169,4414,9682,2168,16262,524,1801,31,2363,11695,1871,15931,82,1121,12,1221,8873,1272,11367,26,218,0,244,4573,727,5542,6,17,0,21
