SA4_CODE_2021,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
501,5,160,281,330,269,286,131,26,1490,4,73,165,184,179,149,40,3,802,118,955,1287,1283,1106,999,362,81,6193,114,544,924,1069,1082,970,435,71,5211,1635,3775,4265,4142,3999,2978,1212,276,22276,606,239,117,91,73,53,18,6,1205,67,91,153,194,219,217,105,25,1072,2317,4105,4539,4425,4291,3252,1340,298,24560,22,51,75,73,88,104,64,6,493,692,917,1071,1250,1051,966,639,301,6895,3272,6804,8347,8620,8067,6725,3011,796,45639,22,292,464,355,296,217,56,0,1708,25,268,453,489,427,271,74,14,2011,303,2036,2806,2294,1646,1158,463,112,10825,222,1039,1495,1582,1692,1237,458,136,7868,1699,2536,2702,2461,1949,939,222,37,12543,616,363,294,275,237,157,45,15,1999,121,167,293,436,439,334,125,23,1936,2427,3071,3285,3168,2628,1432,394,71,16472,23,54,80,82,92,139,74,27,567,671,770,873,893,1037,1141,937,517,6837,3699,7533,9454,8865,7817,5601,2449,876,46282,25,456
502,10,59,147,154,164,142,57,9,740,3,31,50,72,84,83,36,8,352,123,390,457,466,464,499,215,43,2657,112,291,470,580,663,624,358,68,3163,895,1995,1988,2161,2319,2070,1140,275,12843,329,112,60,41,44,32,20,4,638,35,48,72,91,96,124,97,29,592,1255,2157,2120,2291,2458,2231,1255,304,14075,13,22,45,35,45,73,55,22,301,398,500,610,631,546,546,479,256,3966,1909,3442,3906,4235,4412,4197,2452,709,25253,11,127,193,181,146,79,25,5,763,17,125,180,224,195,133,34,8,924,229,950,1110,965,688,562,243,51,4797,206,641,847,928,992,738,286,82,4712,915,1452,1390,1346,1161,608,210,39,7116,318,177,150,110,122,112,33,5,1038,86,112,173,210,247,215,126,27,1201,1317,1741,1717,1665,1532,940,363,76,9356,21,32,46,52,85,86,85,15,413,398,414,445,474,528,721,755,501,4241,2200,4038,4542,4472,4166,3267,1790,739,25208,19,187
503,191,2573,2707,2241,1741,1215,597,162,11432,29,453,552,524,427,259,109,19,2366,1771,5951,4944,4095,3245,2364,982,261,23606,415,1091,1163,1010,960,847,498,150,6141,785,1624,1268,1079,1147,801,436,172,7320,237,113,62,32,36,15,11,4,507,47,83,89,126,110,126,65,15,659,1070,1819,1427,1233,1294,943,507,191,8484,52,119,113,93,83,99,88,30,679,585,1384,985,760,663,591,451,248,5666,4110,13390,11892,9960,8417,6333,3223,1058,58376,202,2878,2681,1996,1303,796,230,62,10143,80,771,794,938,750,522,172,40,4076,2194,6963,5553,4461,3066,2074,957,356,25629,570,1201,1162,1292,1473,1086,633,261,7677,818,901,673,621,530,303,120,66,4034,277,80,72,68,78,60,40,18,699,74,108,142,241,288,247,157,84,1335,1166,1086,889,928,898,616,320,168,6074,48,117,114,108,90,129,92,59,753,626,1057,672,535,581,672,605,505,5247,4880,14067,11865,10270,8156,5896,3014,1448,59596,387,5440
504,67,949,1370,762,557,383,157,19,4270,26,268,406,377,331,154,57,11,1622,781,3577,3758,2521,1651,1150,395,69,13901,509,1739,2174,1896,1544,1090,477,83,9515,2274,5895,5287,4780,4525,3081,1371,306,27529,746,338,202,139,91,56,12,3,1586,124,197,236,254,259,234,101,24,1432,3144,6432,5725,5176,4878,3367,1483,335,30542,80,123,169,135,100,96,74,23,787,911,1516,1481,1318,1094,724,581,306,7932,5513,14610,15096,12188,10150,6960,3226,833,68568,88,1414,1645,917,574,291,68,16,5007,72,713,839,717,499,266,84,16,3202,1231,5654,5136,3343,1991,1270,459,108,19186,717,2371,2648,2427,2014,1201,458,116,11950,2105,3782,3118,2706,2006,916,242,62,14941,692,406,344,294,210,145,48,6,2140,196,274,469,586,609,363,173,55,2718,2990,4459,3931,3583,2821,1431,463,126,19801,47,125,183,135,184,159,92,30,958,810,1271,1106,1010,970,931,875,577,7548,5950,16004,15491,12136,9051,5546,2509,976,67659,152,2364
505,200,2441,3368,2624,1746,1077,400,83,11943,49,664,940,1003,765,457,152,25,4057,2349,8290,9131,7018,4643,3052,1198,251,35933,1128,3312,4590,4499,3595,2857,1254,282,21503,4327,10567,10273,9384,8975,6202,2942,794,53457,1303,514,305,221,165,120,38,0,2672,261,369,530,597,519,443,246,69,3030,5885,11452,11102,10200,9656,6764,3230,868,59159,128,261,361,349,257,274,165,57,1849,1697,2832,2861,2511,1897,1359,1118,664,14952,11438,29252,32348,28209,22559,15841,7520,2224,149392,224,3236,3865,2315,1293,596,168,24,11718,166,1671,2147,1812,1308,680,175,33,7989,3229,13084,13204,8830,5118,3174,1179,288,48114,1529,4861,5710,5917,4873,2947,1124,344,27310,3877,6171,5647,5225,3920,1894,556,150,27450,1287,623,612,540,488,338,126,19,4042,381,526,882,1351,1211,917,468,161,5889,5545,7323,7143,7122,5623,3152,1143,329,37379,111,286,363,373,304,394,260,91,2170,1512,2420,2225,1923,1839,1954,1833,1365,15063,12320,32878,34649,28292,20357,12903,5889,2462,149749,423,5670
506,227,3171,4359,2521,1576,954,385,58,13254,57,559,814,752,566,401,121,7,3283,2340,8819,9040,5737,3582,2561,930,224,33236,1385,3754,4320,3363,2668,2040,932,204,18670,4254,9148,8633,7713,7258,5377,2510,677,45580,1483,614,322,207,125,88,36,9,2884,235,354,420,463,446,377,214,64,2575,5968,10119,9380,8386,7829,5846,2766,743,51035,127,287,361,302,221,204,157,61,1711,2062,3201,2959,2481,1957,1357,1057,692,15780,12171,29912,31228,23547,18394,13364,6348,1999,136969,241,4172,4520,2205,1169,592,154,18,13057,177,1347,1591,1221,961,524,159,22,6009,3146,12404,11917,6834,4107,2546,971,240,42178,1596,4224,4880,4276,3661,2289,961,256,22144,4117,5983,5288,4315,3165,1646,446,104,25067,1452,635,531,472,411,249,106,16,3866,300,461,691,941,884,707,309,116,4395,5869,7079,6512,5723,4454,2594,857,237,33328,123,289,296,277,282,322,196,58,1846,1730,2697,2333,1805,1763,1847,1838,1432,15443,12888,32219,32047,22347,16399,10717,5130,2258,133999,468,7341
507,129,1465,2576,2055,1582,1094,422,77,9396,27,479,660,682,625,389,127,28,3012,1517,5738,6398,4862,3334,2413,947,221,25429,679,2233,3227,3269,2591,1987,828,217,15032,3599,8627,8202,7705,6931,4510,2307,635,42521,1241,476,257,187,150,101,34,5,2463,204,295,395,444,430,389,192,42,2396,5051,9405,8859,8338,7511,5000,2527,683,47379,113,176,248,251,229,186,143,53,1401,1526,2371,2436,2125,1667,1242,989,610,12968,9046,21868,24408,21583,17533,12304,5976,1895,114624,116,2260,2977,1990,1276,679,162,27,9490,121,1201,1581,1407,1085,601,151,33,6178,2371,9172,9567,6621,4098,2573,964,240,35601,1099,3239,4153,4194,3494,2179,879,280,19530,3444,5561,4838,4261,3158,1387,380,107,23129,1204,656,504,442,390,215,84,22,3506,271,369,610,914,928,657,315,112,4181,4925,6586,5950,5622,4470,2255,773,240,30819,84,170,244,230,260,284,179,66,1523,1365,1846,1712,1579,1509,1606,1460,1173,12256,10080,24472,26182,21642,16192,10183,4581,2062,115398,248,3720
509,11,100,152,148,173,186,87,11,868,5,51,70,97,120,95,24,5,469,122,573,714,738,658,603,213,38,3655,69,299,490,626,732,720,318,51,3297,1088,2471,2306,2449,2804,2122,852,198,14286,374,138,96,80,81,54,20,0,845,39,62,86,123,176,202,64,24,782,1506,2675,2487,2653,3064,2381,934,222,15914,3,30,38,51,56,71,37,11,301,795,949,980,1170,1268,1109,722,268,7275,2511,4674,4936,5488,6068,5165,2334,608,31780,19,193,244,220,239,149,37,6,1100,23,183,246,280,276,211,47,5,1271,265,1329,1603,1372,1176,791,343,85,6967,152,623,857,1089,1316,959,402,88,5494,819,1436,1438,1421,1293,690,159,39,7302,417,244,203,201,174,113,26,3,1376,64,92,145,257,310,236,98,24,1222,1302,1775,1783,1878,1776,1034,279,68,9899,18,34,60,57,71,109,65,23,447,648,663,758,954,1093,1180,902,477,6677,2429,4795,5561,5857,5939,4438,2074,754,31848,30,288
510,10,210,204,122,103,36,4,0,683,5,82,104,81,54,20,0,0,345,97,787,709,439,256,94,21,3,2405,50,373,645,476,351,130,21,0,2048,665,2801,2901,2137,1401,435,94,5,10437,211,127,96,55,40,6,0,0,532,48,72,106,84,61,25,4,0,405,924,2994,3095,2271,1503,479,104,5,11378,16,34,33,32,27,8,3,0,155,1069,1922,1831,1519,1154,411,120,23,8042,2161,6403,6624,4941,3442,1179,273,33,25052,15,318,313,163,102,37,9,0,959,19,237,244,160,106,34,5,0,796,266,1670,1286,728,415,129,31,0,4520,112,680,732,558,417,128,22,0,2647,466,1209,1078,694,374,92,10,0,3922,246,230,194,97,62,12,0,0,833,42,100,123,128,98,32,3,0,535,755,1544,1389,918,531,141,19,0,5293,7,28,38,23,28,9,8,0,136,878,1522,1199,961,696,306,119,44,5714,2045,5993,5196,3510,2301,772,195,45,20064,20,526
511,23,187,220,175,121,66,18,4,816,3,47,72,93,69,43,4,0,334,133,729,693,587,406,258,82,17,2896,58,347,547,540,548,371,111,33,2557,1052,2877,2592,2578,2391,1449,517,101,13549,330,161,92,71,68,36,12,5,783,38,67,91,102,110,99,39,13,563,1426,3108,2776,2753,2570,1580,563,112,14892,14,27,33,61,53,32,26,8,254,1068,1487,1347,1393,1223,841,513,154,8036,2725,5928,5696,5598,4984,3189,1325,330,29778,25,257,283,180,119,59,8,0,929,21,209,233,212,175,94,27,8,970,317,1454,1330,1036,643,337,151,25,5294,183,659,776,835,750,436,149,35,3827,789,1443,1330,1227,898,371,98,15,6176,429,261,187,155,113,56,23,0,1226,64,104,143,199,184,113,45,9,864,1293,1812,1658,1579,1195,547,170,24,8273,18,45,26,44,45,42,31,9,262,868,982,1025,966,971,808,544,288,6461,2717,5413,5331,4852,3897,2322,1084,394,26003,44,442
