SA4_CODE_2021,MOL_SAL_Filipin_UOLSE_NWorNAA,MOL_SAL_Filipin_UOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_UOLSE_VWorW,MOL_SAL_Indon_UOLSE_NWorNAA,MOL_SAL_Indon_UOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_UOLSE_VWorW,MOL_SAL_Tagalog_UOLSE_NWorNAA,MOL_SAL_Tagalog_UOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_UOLSE_VWorW,MOL_SAL_Oth_UOLSE_NWorNAA,MOL_SAL_Oth_UOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_UOLSE_VWorW,MOL_SAL_Tot_UOLSE_NWorNAA,MOL_SAL_Tot_UOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_UOLSE_VWorW,MOL_Spanish_UOLSE_NWorNAA,MOL_Spanish_UOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_UOLSE_VWorW,MOL_Tamil_UOLSE_NWorNAA,MOL_Tamil_UOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_UOLSE_VWorW,MOL_Thai_UOLSE_NWorNAA,MOL_Thai_UOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_UOLSE_VWorW,MOL_Turkish_UOLSE_NWorNAA,MOL_Turkish_UOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_UOLSE_VWorW,MOL_Vietnamese_UOLSE_NWorNAA,MOL_Vietnamese_UOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_UOLSE_VWorW,MOL_Oth_UOLSE_NWorNAA,MOL_Oth_UOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_UOLSE_VWorW,MOL_Tot_UOLSE_NWorNAA,MOL_Tot_UOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LUatH_NS_SEO,M_LUatH_NS_UOLSE_VWorW,M_LUatH_NS_UOLSE_NWorNAA,M_LUatH_NS_UOLSE_Tot,M_LUatH_NS_NS,M_LUatH_NS_Tot,M_Tot_SEO,M_Tot_UOLSE_VWorW,M_Tot_UOLSE_NWorNAA,M_Tot_UOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_UOLSE_VWorW,FSEO_UOLSE_NWorNAA,FSEO_UOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_UOLSE_VWorW,FOL_Afrikaans_UOLSE_NWorNAA,FOL_Afrikaans_UOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_UOLSE_VWorW,FOL_Arabic_UOLSE_NWorNAA,FOL_Arabic_UOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_UOLSE_VWorW,FOL_AIndLng_UOLSE_NWorNAA,FOL_AIndLng_UOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Canton_SEO,FOL_CL_Canton_UOLSE_VWorW,FOL_CL_Canton_UOLSE_NWorNAA,FOL_CL_Canton_UOLSE_Tot,FOL_CL_Canton_NS,FOL_CL_Canton_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_UOLSE_VWorW,FOL_CL_Mandarin_UOLSE_NWorNAA,FOL_CL_Mandarin_UOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_UOLSE_VWorW,FOL_CL_Oth_UOLSE_NWorNAA,FOL_CL_Oth_UOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_UOLSE_VWorW,FOL_CL_Tot_UOLSE_NWorNAA,FOL_CL_Tot_UOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_UOLSE_VWorW,FOL_Croatian_UOLSE_NWorNAA,FOL_Croatian_UOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_French_SEO,FOL_French_UOLSE_VWorW,FOL_French_UOLSE_NWorNAA,FOL_French_UOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_UOLSE_VWorW,FOL_German_UOLSE_NWorNAA,FOL_German_UOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_UOLSE_VWorW,FOL_Greek_UOLSE_NWorNAA,FOL_Greek_UOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_UOLSE_VWorW,FOL_IAL_Bengali_UOLSE_NWorNAA,FOL_IAL_Bengali_UOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Guj_SEO,FOL_IAL_Guj_UOLSE_VWorW,FOL_IAL_Guj_UOLSE_NWorNAA,FOL_IAL_Guj_UOLSE_Tot,FOL_IAL_Guj_NS,FOL_IAL_Guj_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_UOLSE_VWorW,FOL_IAL_Hindi_UOLSE_NWorNAA,FOL_IAL_Hindi_UOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Nepali_SEO,FOL_IAL_Nepali_UOLSE_VWorW,FOL_IAL_Nepali_UOLSE_NWorNAA,FOL_IAL_Nepali_UOLSE_Tot,FOL_IAL_Nepali_NS,FOL_IAL_Nepali_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_UOLSE_VWorW,FOL_IAL_Punjabi_UOLSE_NWorNAA,FOL_IAL_Punjabi_UOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhal_SEO,FOL_IAL_Sinhal_UOLSE_VWorW,FOL_IAL_Sinhal_UOLSE_NWorNAA,FOL_IAL_Sinhal_UOLSE_Tot,FOL_IAL_Sinhal_NS,FOL_IAL_Sinhal_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_UOLSE_VWorW,FOL_IAL_Urdu_UOLSE_NWorNAA,FOL_IAL_Urdu_UOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_UOLSE_VWorW,FOL_IAL_Oth_UOLSE_NWorNAA,FOL_IAL_Oth_UOLSE_Tot
501,11,307,4,307,..,83,3,91,0,89,..,293,6,301,0,303,..,135,25,168,0,165,..,819,48,859,7,871,..,176,7,190,0,188,..,32,0,33,0,35,..,49,14,60,0,60,..,10,0,10,0,10,..,81,33,117,0,117,..,929,209,1139,31,1174,..,5140,625,5761,77,5845,..,241,18,262,6587,6855,80567,5387,641,6023,6667,93269,83346,..,..,..,..,83346,..,507,8,514,5,517,..,84,19,96,0,96,..,134,0,134,0,137,..,78,20,96,0,93,..,366,132,501,3,505,..,19,3,26,0,26,..,463,155,623,8,624,..,18,0,25,0,25,..,241,4,245,3,250,..,378,10,387,3,394,..,62,6,69,0,72,..,20,0,27,0,27,..,32,8,37,0,37,..,61,7,67,0,67,..,40,0,45,0,46,..,107,15,124,0,125,..,39,5,42,0,42,..,47,3,52,0,52,..,11,0,13
502,6,168,0,168,..,79,3,82,0,82,..,186,4,193,0,194,..,34,3,41,0,41,..,462,11,479,0,478,..,75,3,75,5,80,..,16,0,17,0,17,..,62,21,81,0,81,..,4,0,4,0,4,..,52,12,62,0,58,..,559,59,622,22,644,..,2660,223,2883,41,2924,..,209,14,223,3344,3567,45485,2871,238,3106,3385,51979,48827,..,..,..,..,48827,..,368,3,371,0,372,..,28,0,31,0,29,..,80,0,80,0,77,..,59,22,75,0,75,..,138,48,187,6,193,..,10,5,16,0,16,..,207,74,276,6,278,..,26,3,30,0,30,..,84,3,85,0,85,..,138,7,147,0,146,..,26,0,30,0,25,..,11,0,9,0,9,..,31,7,39,0,39,..,51,4,61,0,61,..,23,0,27,0,30,..,76,11,91,0,91,..,26,0,26,0,26,..,22,3,26,0,26,..,14,0,14
503,0,115,0,115,..,350,34,382,4,385,..,127,0,134,0,135,..,162,10,171,0,174,..,750,45,793,7,801,..,846,47,891,6,903,..,237,3,243,5,249,..,154,19,175,0,178,..,54,5,53,0,53,..,527,103,632,8,639,..,2154,148,2301,41,2349,..,15334,1429,16770,169,16931,..,346,29,370,4743,5117,67967,15680,1459,17136,4911,90025,68087,..,..,..,..,68087,..,241,5,247,4,243,..,284,22,304,10,313,..,45,0,47,0,47,..,995,163,1154,4,1160,..,2854,562,3420,19,3436,..,242,37,276,0,279,..,4089,758,4849,25,4880,..,133,16,144,0,144,..,688,16,702,9,710,..,455,0,455,5,461,..,376,39,415,4,416,..,126,11,139,0,140,..,211,22,233,8,240,..,418,17,433,0,435,..,301,20,319,4,321,..,131,7,136,0,137,..,178,7,188,0,188,..,159,10,170,3,175,..,105,11,115
504,16,782,6,794,..,241,26,266,5,270,..,1138,36,1172,10,1177,..,372,22,395,0,396,..,2511,104,2615,18,2638,..,493,41,537,7,540,..,420,27,445,9,456,..,204,24,226,4,225,..,76,20,89,0,89,..,1964,662,2632,24,2652,..,4745,752,5501,108,5608,..,24136,3341,27475,324,27807,..,633,80,713,8501,9219,101083,24770,3421,28194,8830,138101,101354,..,..,..,..,101354,..,547,13,563,5,568,..,1002,238,1235,8,1241,..,222,0,224,0,226,..,832,348,1177,11,1188,..,1421,529,1947,17,1963,..,150,36,189,0,192,..,2407,909,3316,29,3348,..,328,59,384,7,387,..,568,23,595,10,602,..,399,16,417,4,418,..,258,46,303,0,301,..,104,13,112,0,112,..,687,94,777,11,796,..,730,55,791,11,797,..,258,28,291,0,297,..,1528,192,1716,24,1739,..,275,24,298,4,302,..,226,30,254,3,257,..,138,14,149
505,11,634,9,651,..,485,40,533,4,534,..,943,24,963,13,974,..,566,85,653,9,660,..,2614,164,2782,37,2820,..,1380,143,1527,21,1544,..,365,5,373,6,380,..,429,44,475,3,481,..,169,30,201,0,201,..,3498,1380,4879,40,4920,..,8917,1493,10414,200,10610,..,48303,6608,54910,616,55525,..,1246,187,1433,12102,13535,213998,49552,6796,56344,12718,283068,220381,..,..,..,..,220381,..,2809,36,2850,10,2854,..,2116,486,2602,14,2619,..,197,10,201,0,202,..,1648,536,2184,9,2194,..,3353,981,4332,26,4358,..,353,51,407,0,408,..,5354,1572,6921,43,6967,..,672,72,750,3,746,..,1140,43,1182,20,1202,..,1164,31,1190,16,1202,..,883,102,986,9,993,..,169,14,182,6,192,..,2310,257,2570,19,2587,..,1035,104,1139,12,1149,..,296,27,325,0,322,..,1431,128,1552,21,1573,..,367,13,374,0,378,..,535,59,589,4,594,..,201,11,216
506,43,1612,25,1628,..,2237,176,2417,31,2448,..,2209,52,2269,19,2287,..,1497,99,1593,13,1606,..,7517,376,7889,83,7971,..,1041,88,1130,5,1136,..,2395,195,2592,35,2633,..,487,73,562,7,566,..,466,92,558,4,559,..,946,226,1172,11,1188,..,10469,1678,12148,261,12407,..,63754,8189,71939,916,72855,..,1385,219,1600,14398,16001,175286,65138,8401,73543,15311,264141,175081,..,..,..,..,175081,..,975,11,989,4,994,..,2272,418,2690,23,2708,..,302,8,311,5,320,..,3150,750,3905,28,3935,..,9246,2841,12087,119,12206,..,673,139,815,3,819,..,13078,3724,16805,149,16953,..,179,16,195,0,196,..,920,43,960,12,971,..,663,10,681,10,690,..,222,19,247,0,243,..,966,108,1080,5,1081,..,709,62,771,4,776,..,2076,138,2212,25,2236,..,1018,91,1112,16,1125,..,4197,473,4675,62,4733,..,1535,115,1649,14,1664,..,1815,177,1992,18,2010,..,604,45,646
507,17,1138,17,1148,..,1126,118,1241,9,1251,..,1598,41,1633,12,1653,..,481,31,510,7,516,..,4320,206,4525,40,4572,..,1129,86,1214,22,1238,..,513,9,524,3,530,..,302,27,336,5,338,..,82,7,86,0,86,..,365,90,455,9,464,..,3754,454,4211,98,4311,..,29747,3179,32926,390,33311,..,832,81,909,12235,13147,171403,30580,3258,33839,12624,217864,177065,..,..,..,..,177065,..,1071,18,1092,9,1102,..,592,42,634,9,638,..,186,6,192,6,200,..,1486,319,1800,14,1817,..,3953,965,4916,36,4959,..,313,40,354,0,361,..,5754,1324,7079,54,7132,..,951,160,1111,8,1121,..,876,29,905,13,921,..,967,30,992,12,1006,..,175,17,188,3,191,..,234,16,255,3,258,..,303,35,337,3,337,..,689,50,737,7,745,..,205,27,232,5,236,..,937,101,1035,17,1049,..,385,19,406,0,408,..,290,22,313,8,318,..,135,8,145
509,8,285,3,292,..,59,0,54,0,54,..,296,8,310,6,308,..,155,40,192,3,193,..,780,59,844,11,852,..,58,4,62,0,62,..,26,0,26,0,26,..,29,3,33,0,31,..,5,0,8,0,8,..,56,22,80,0,80,..,843,232,1074,31,1110,..,3160,456,3616,70,3680,..,182,25,202,7014,7212,58721,3335,477,3816,7085,69616,57872,..,..,..,..,57872,..,351,5,356,0,355,..,20,3,22,5,26,..,106,5,109,0,109,..,39,12,53,0,53,..,151,50,207,4,206,..,6,0,6,0,6,..,201,69,268,4,268,..,13,0,13,0,13,..,86,5,93,0,93,..,253,12,265,0,270,..,25,0,28,0,29,..,7,0,13,0,13,..,13,4,19,0,19,..,15,0,20,0,20,..,18,0,22,0,22,..,36,0,36,0,32,..,9,0,13,0,13,..,14,0,15,0,14,..,7,0,7
510,8,285,5,295,..,98,5,101,0,104,..,382,9,396,3,399,..,168,21,189,3,191,..,928,39,971,14,982,..,128,10,140,0,140,..,44,0,43,0,43,..,105,11,113,0,119,..,17,0,17,0,18,..,62,10,70,0,70,..,3767,315,4078,126,4205,..,6760,493,7254,176,7431,..,408,109,516,8816,9333,31360,7168,602,7769,8994,48124,27939,..,..,..,..,27939,..,151,4,154,0,152,..,38,4,40,0,40,..,3291,223,3511,91,3605,..,73,8,87,0,87,..,211,29,246,5,248,..,8,3,9,0,9,..,298,42,339,5,340,..,29,0,28,0,31,..,135,9,139,3,143,..,128,6,132,0,132,..,23,6,28,0,27,..,13,0,16,0,20,..,45,9,57,0,60,..,74,6,76,0,76,..,21,0,28,0,29,..,50,4,57,0,60,..,58,8,65,0,65,..,40,0,45,0,45,..,20,0,20
511,6,240,0,243,..,72,3,76,0,75,..,296,5,301,8,304,..,163,36,198,3,203,..,766,50,816,15,829,..,132,10,140,0,143,..,52,4,50,4,60,..,73,11,87,0,85,..,10,0,10,0,10,..,135,63,199,3,200,..,1644,154,1793,39,1837,..,4762,444,5203,89,5294,..,294,31,323,8401,8723,47559,5059,469,5529,8491,61579,45067,..,..,..,..,45067,..,375,5,378,3,378,..,36,4,38,0,40,..,997,54,1051,14,1063,..,28,14,39,0,41,..,180,48,224,0,226,..,7,0,8,0,8,..,214,60,276,3,279,..,36,6,46,0,46,..,106,5,111,0,111,..,180,0,177,0,180,..,20,0,20,0,24,..,16,0,16,0,16,..,27,3,34,0,34,..,87,3,90,0,97,..,23,3,23,0,23,..,68,10,73,0,79,..,33,7,37,0,37,..,45,4,50,0,50,..,18,4,20
