SA4_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
501,0,8,14,86,23,15,11,0,0,154,0,3,3,21,26,44,27,25,7,164,0,7,42,125,82,77,46,16,3,386,14,65,66,493,214,254,170,88,41,1400,214,631,495,1302,737,757,695,488,229,5545,4976,12274,9152,22706,13035,13371,11586,5999,2381,95483,0,4,15,68,17,13,4,0,0,124,9625,22707,15935,31422,17982,17521,15588,7271,2457,140508,0,5,3,28,6,3,0,0,0,47,0,0,0,5,0,0,4,3,0,13,0,0,3,92,19,3,0,0,0,122,0,0,3,5,0,5,0,0,0,16,8,12,21,169,78,65,46,7,4,412,0,0,0,31,10,8,5,4,0,60,0,17,26,200,70,35,11,6,0,368,0,0,0,4,0,8,13,14,5,50,3,5,0,19,0,6,11,3,0,48,13,213,384,1545,1791,2956,2727,1888,546,12065,0,0,7,32,11,10,5,4,0,72,0,5,11,162,40,36,30,14,9,307
502,0,6,6,49,23,11,3,3,0,102,0,13,17,38,36,36,43,26,13,220,0,8,20,62,42,41,28,4,3,214,6,32,58,237,148,157,164,83,25,909,87,310,293,625,357,358,350,372,260,3020,2800,6562,5660,11967,6833,7565,7731,4746,1794,55660,0,0,0,13,0,0,0,0,0,19,5355,11322,8578,15514,7909,8479,9159,5099,1744,73150,0,0,3,14,3,3,3,0,0,23,0,0,0,3,0,5,4,3,0,20,0,13,3,42,9,7,0,0,0,72,0,7,3,17,0,5,0,0,0,24,3,25,13,51,33,45,37,14,4,216,0,0,3,13,9,3,4,0,0,33,0,3,9,70,71,39,14,5,6,212,0,0,0,4,4,8,27,10,3,55,0,0,0,5,0,8,9,3,0,32,11,285,705,1394,1644,2431,2434,2105,586,11595,0,0,10,11,12,8,6,0,4,48,3,0,0,22,6,10,14,4,5,73
503,3,29,94,274,156,106,106,27,15,800,0,7,14,46,18,42,22,19,0,180,0,0,37,113,60,69,39,6,8,336,41,308,382,2371,526,433,315,191,84,4651,110,232,534,1431,414,365,401,291,247,4030,3930,9407,12070,28647,11778,10317,8401,4927,2769,92241,0,0,0,35,0,9,6,0,0,51,7332,15465,16243,27958,13120,11213,8897,5076,2213,107511,5,6,16,97,13,14,4,0,0,162,0,0,0,92,13,38,30,11,6,200,3,32,46,623,66,21,10,5,0,811,4,5,8,31,6,11,4,0,0,63,19,55,90,367,171,152,75,28,0,958,3,18,23,158,32,13,10,3,0,269,20,197,851,1849,441,343,216,119,44,4079,0,4,8,61,35,35,57,32,17,252,0,16,10,44,15,22,37,18,19,182,68,506,868,2954,2057,2492,1798,1064,435,12250,0,0,9,30,10,13,4,3,3,76,3,45,78,421,95,45,43,9,5,750
504,7,52,132,918,555,430,268,84,41,2489,0,0,7,68,34,69,37,24,5,248,0,37,91,315,127,97,40,13,3,739,19,199,510,2083,757,631,444,260,106,5007,268,605,587,1656,689,583,493,397,302,5582,8738,16983,15561,41134,18368,16277,12181,6469,2763,138478,6,43,121,476,111,54,18,12,0,843,17243,30542,24197,46162,20261,16189,11398,5326,1835,173150,0,13,6,142,23,22,24,9,0,230,0,4,9,229,117,137,93,43,13,639,0,11,14,240,35,11,12,5,0,318,0,17,10,87,65,53,31,5,0,263,6,31,35,181,86,76,53,23,13,501,0,0,9,56,29,31,20,7,0,157,11,49,208,970,407,356,197,36,30,2271,0,0,3,105,51,128,188,118,46,643,0,12,49,55,16,28,27,28,3,216,29,285,739,3063,2886,4233,2982,2055,686,16956,0,4,9,41,26,30,16,7,0,138,0,9,18,190,52,46,39,14,5,374
505,11,104,253,1577,947,755,488,116,74,4321,0,38,111,252,223,194,141,77,44,1077,0,28,180,628,434,358,183,49,6,1883,81,746,1307,5558,2114,1634,1125,607,255,13429,508,1080,1055,3207,1189,1041,1007,839,485,10422,17456,36779,33586,84012,39387,33981,27168,15091,6762,294235,8,64,146,634,199,127,61,13,4,1250,33786,63029,46327,82679,36243,29293,23155,12005,4833,331349,0,10,21,159,36,22,25,3,3,290,0,0,14,389,189,301,150,43,13,1104,14,64,85,1453,159,52,24,5,0,1849,6,13,19,154,104,70,49,15,6,441,14,92,130,552,281,220,121,48,17,1475,3,7,26,164,70,76,56,26,6,438,13,213,326,2239,745,696,452,131,66,4881,0,12,17,196,132,217,301,241,108,1218,12,81,128,249,98,145,142,99,30,976,151,2460,5615,12974,11278,11500,8274,5230,1825,59308,0,13,16,66,40,44,32,13,0,218,5,33,69,446,146,105,59,36,13,906
506,13,54,151,669,239,187,117,35,9,1467,0,8,13,98,74,111,88,58,21,477,10,41,201,504,262,170,78,31,4,1279,73,728,1079,4372,1412,1060,747,444,169,10076,583,1274,1297,3600,1251,1110,947,897,757,11713,16559,33560,32257,80656,32455,28644,23153,12428,5616,265325,13,183,507,1742,377,197,80,25,9,3133,31592,55322,42871,73801,31217,25742,21199,9715,3714,295176,5,167,152,901,280,65,42,9,0,1613,0,4,15,122,34,54,35,22,0,276,0,26,33,432,55,28,11,3,0,604,0,28,40,183,98,68,64,14,0,497,10,47,91,366,147,131,95,32,14,933,4,20,21,120,96,104,68,38,7,481,48,517,1154,5491,1952,1294,700,172,88,11409,0,0,5,76,48,83,104,88,36,434,4,101,82,211,84,42,55,49,19,649,58,702,1379,4757,4936,7989,6160,4619,1646,32244,0,10,22,129,67,52,33,17,0,329,4,21,32,305,74,84,39,37,10,598
507,0,35,48,264,134,83,47,8,0,622,0,19,41,139,104,136,116,63,25,640,3,31,133,444,209,164,77,19,7,1090,37,299,516,2568,1208,1205,933,528,223,7518,414,975,994,2573,1043,892,846,696,612,9044,13415,28828,26398,63285,29928,26356,20661,11331,5338,225539,0,3,3,54,15,4,5,6,0,91,26370,49723,39196,72470,31867,25642,19536,9488,3889,278175,5,25,26,233,45,18,15,3,0,356,0,3,9,206,113,156,96,55,10,649,7,43,32,409,63,41,15,17,0,632,3,17,13,55,12,0,4,0,0,101,21,85,92,464,220,184,100,36,9,1201,0,6,18,147,102,76,73,29,12,452,10,222,344,1973,749,566,343,112,55,4376,0,5,11,248,147,309,487,313,173,1696,0,24,15,75,19,36,74,57,27,332,74,1299,2572,7120,6658,8484,5744,4181,1441,37576,3,8,22,97,57,53,25,4,3,264,10,37,35,476,136,92,62,29,13,879
509,0,5,0,37,17,12,3,0,0,83,0,0,0,18,19,19,21,11,5,103,0,7,13,53,46,38,28,3,0,181,3,14,28,269,134,169,159,86,35,906,239,681,510,1289,836,897,821,519,222,6013,3442,8222,6066,14476,9105,10511,9010,4831,1888,67561,0,6,22,67,27,18,0,0,0,140,6483,14701,10659,20856,12674,14252,12503,5924,2099,100151,0,0,0,17,0,0,4,0,0,24,0,0,0,9,0,0,4,3,0,15,0,4,0,20,4,0,0,0,0,37,0,0,0,16,0,0,0,0,0,21,7,23,18,60,34,61,27,14,5,249,0,3,0,5,0,4,0,0,0,12,0,6,14,76,40,31,6,3,0,180,0,0,0,5,4,3,8,6,0,39,0,0,0,11,0,3,7,4,0,32,4,78,185,812,1132,2240,2038,1487,463,8437,0,0,0,51,7,6,3,0,0,73,0,3,11,61,19,12,15,16,0,134
510,0,0,8,64,11,5,0,0,0,84,0,0,4,15,9,3,4,0,0,26,0,4,18,61,26,19,4,0,0,129,6,27,54,430,87,65,24,6,0,704,331,908,687,2385,844,607,222,78,35,6091,3408,6805,4840,15648,5377,3837,1524,448,113,41999,0,0,4,12,0,0,0,0,0,19,6298,11362,7460,20024,7413,5134,2124,592,126,60535,0,5,5,26,5,0,0,0,0,34,0,0,0,14,7,4,0,0,0,27,0,0,0,51,3,3,0,0,0,57,0,4,0,26,0,0,0,0,0,29,3,4,8,79,14,17,5,0,0,130,0,0,0,33,4,5,0,0,0,48,0,3,25,249,40,17,6,0,0,338,0,0,5,16,6,10,8,4,0,44,0,5,0,11,0,0,0,0,0,22,7,49,100,789,403,542,153,67,0,2099,0,6,12,44,27,8,3,0,0,109,0,0,31,161,6,11,5,0,0,212
511,3,6,4,87,35,24,15,0,0,179,0,0,4,14,14,12,10,6,3,67,0,14,22,107,51,39,10,3,0,252,12,48,45,317,130,137,75,46,20,834,360,840,728,1795,817,791,561,326,147,6375,3628,7631,6276,15287,7762,7475,5369,2732,1015,57177,0,0,6,19,0,0,0,0,0,33,6533,12968,10199,20457,10863,10574,7828,3600,1157,84169,0,3,0,24,5,0,0,0,0,29,0,0,0,10,5,3,6,3,0,21,0,3,8,61,13,9,0,0,0,90,0,3,4,17,5,0,0,0,0,29,4,10,9,70,28,36,13,0,4,177,0,5,0,45,14,9,5,0,0,82,6,8,16,170,43,14,12,0,0,272,0,0,0,7,5,23,24,18,0,80,4,3,0,15,0,4,9,3,0,35,4,60,143,661,604,1059,741,530,162,3960,0,10,15,77,25,18,4,0,0,149,0,4,15,69,7,17,9,0,0,121
