SA4_CODE_2021,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_North_Macedonia_0_4,F_North_Macedonia_5_14,F_North_Macedonia_15_24,F_North_Macedonia_25_44,F_North_Macedonia_45_54,F_North_Macedonia_55_64,F_North_Macedonia_65_74,F_North_Macedonia_75_84,F_North_Macedonia_85ov,F_North_Macedonia_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Samoa_0_4,F_Samoa_5_14,F_Samoa_15_24,F_Samoa_25_44,F_Samoa_45_54,F_Samoa_55_64,F_Samoa_65_74,F_Samoa_75_84,F_Samoa_85ov,F_Samoa_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
501,0,0,0,0,0,6,3,7,0,19,0,0,7,16,3,11,9,0,0,47,0,0,0,24,9,3,12,4,6,55,0,3,3,31,0,0,0,0,0,41,0,10,4,46,37,54,109,67,29,358,20,134,164,722,451,520,309,86,27,2423,0,0,0,0,0,0,3,5,0,17,4,10,10,32,0,3,0,0,0,59,0,3,5,12,18,11,8,0,0,54,9,105,127,509,191,108,67,10,0,1123,0,0,5,24,11,15,18,6,14,101,0,0,0,3,0,0,0,0,0,0,0,8,24,76,83,153,158,81,23,606,0,4,11,50,25,26,23,3,0,140,0,69,129,380,329,182,128,61,20,1296,0,8,7,31,13,0,5,0,0,69,6,0,5,195,0,0,0,0,0,211,3,23,11,113,78,37,15,5,3,297,0,0,0,6,0,6,0,0,0,5,0,18,13,91,48,55,59,19,3,305
502,0,0,0,0,0,4,6,5,0,13,0,0,3,18,3,7,6,4,0,47,0,0,0,4,0,8,10,3,3,26,0,3,4,22,0,0,0,0,0,23,0,0,4,23,17,22,103,67,22,264,8,99,167,517,371,375,285,96,17,1930,0,0,0,0,0,0,0,0,0,5,0,3,0,11,0,3,0,0,0,22,0,4,12,11,10,4,0,0,0,47,6,69,109,307,154,109,50,10,0,812,0,0,0,16,8,8,10,3,8,54,0,0,0,4,0,0,0,0,0,11,3,22,33,81,91,159,152,114,31,679,0,0,5,16,22,19,20,8,4,93,0,55,131,247,228,125,76,33,14,903,0,7,8,15,10,7,8,4,0,53,0,0,0,15,3,7,0,0,0,20,7,21,19,131,70,43,18,0,0,319,0,0,0,0,0,0,0,0,0,3,0,9,14,39,17,30,42,7,4,162
503,0,0,0,3,0,4,9,5,0,16,0,3,24,74,16,19,14,11,6,180,0,0,11,36,28,42,28,13,18,169,0,0,70,214,3,3,0,0,0,298,7,13,17,59,40,40,49,39,20,293,9,34,105,444,258,295,196,82,18,1439,0,0,3,17,12,9,17,17,12,95,0,8,17,74,9,11,3,0,0,134,0,0,4,18,19,12,8,0,0,68,3,21,78,372,109,59,46,9,4,691,6,7,3,104,42,51,55,18,37,321,0,0,3,0,6,0,5,0,0,13,5,19,54,215,163,151,126,74,40,850,9,78,157,368,150,141,118,48,15,1080,6,54,196,514,280,216,149,58,31,1511,0,16,26,131,41,37,28,37,13,330,0,0,11,228,35,14,27,5,0,318,6,29,57,218,96,38,22,6,0,467,0,0,0,32,9,11,0,0,3,51,36,127,127,355,123,88,78,40,11,976
504,0,0,0,8,6,12,23,15,3,66,0,13,43,221,66,75,60,34,12,523,6,13,47,252,135,143,156,56,36,833,0,7,36,186,13,8,0,0,0,255,0,0,10,55,29,45,112,103,51,412,22,205,368,1446,718,768,360,130,28,4039,0,0,16,70,34,38,35,22,7,225,4,21,30,141,19,21,9,7,0,248,0,4,22,32,27,12,7,0,0,102,12,224,453,1250,567,314,166,47,8,3044,0,6,4,119,46,90,108,45,49,466,0,0,4,5,3,5,3,0,0,23,0,15,43,201,167,252,241,114,49,1084,0,29,38,195,107,136,107,53,6,680,7,73,173,613,378,241,148,80,11,1726,3,23,37,180,68,51,66,36,8,470,0,14,9,176,29,13,3,0,0,242,9,46,99,357,177,97,36,7,7,828,0,9,0,27,11,8,0,0,3,53,9,28,41,173,69,61,39,21,5,429
505,0,0,3,9,14,21,29,15,14,108,0,26,60,251,67,121,101,41,26,700,6,35,117,507,263,265,256,94,47,1592,0,7,46,186,16,6,11,0,0,261,4,17,33,128,82,81,235,207,109,895,48,413,700,2581,1381,1318,725,253,60,7475,0,11,27,314,203,285,253,135,62,1277,4,73,55,325,45,30,20,8,3,559,0,3,11,36,71,31,16,4,0,164,5,194,396,1234,598,392,265,56,3,3146,0,16,17,298,182,242,289,74,68,1186,0,0,0,3,8,13,9,0,0,38,11,181,340,970,787,809,690,371,154,4319,9,57,98,438,236,277,247,73,28,1464,37,536,1144,2677,1938,1141,599,279,116,8475,3,21,57,227,66,79,80,48,15,599,8,12,9,370,44,23,21,3,0,480,10,129,197,674,307,134,75,12,0,1538,0,6,14,77,32,15,12,3,0,160,27,114,130,434,157,121,96,32,8,1118
506,0,0,0,6,5,23,45,17,0,96,0,40,102,412,90,79,56,25,10,824,0,23,110,626,299,332,281,112,80,1855,3,25,187,733,32,20,3,0,0,1008,3,10,21,113,106,97,300,252,137,1035,34,518,716,2158,1186,1193,646,175,49,6668,0,0,0,20,4,3,6,4,0,40,29,268,162,873,111,51,50,8,0,1553,0,22,55,87,74,36,11,7,0,293,25,478,1006,2321,1053,590,313,71,8,5872,0,6,13,137,62,93,126,42,53,532,0,0,5,22,16,11,11,4,0,71,4,26,69,340,289,466,418,304,118,2034,10,172,394,1046,489,550,461,143,46,3302,13,163,483,1137,746,527,293,118,55,3525,12,140,256,954,351,209,147,64,21,2143,8,26,15,665,43,33,18,4,0,818,5,123,260,765,371,193,94,18,3,1828,4,13,8,124,82,48,24,11,0,318,17,105,93,286,108,129,76,27,5,842
507,0,0,0,3,3,9,28,15,5,72,0,3,22,120,31,33,46,15,4,276,0,3,5,54,35,49,53,28,14,243,0,11,35,140,10,3,0,0,0,203,0,15,28,97,74,89,180,139,81,704,54,481,749,2505,1255,1122,593,182,34,6966,0,0,0,10,6,13,9,5,5,52,4,29,13,153,23,16,13,5,0,248,0,0,8,28,51,26,7,0,0,125,19,403,737,1719,790,405,214,44,12,4348,0,0,13,138,70,67,113,28,23,458,0,5,3,12,10,12,3,4,0,50,6,80,145,520,445,617,478,319,118,2733,10,81,206,538,276,309,253,97,25,1799,13,199,448,1263,846,507,305,157,40,3764,0,29,49,192,110,91,73,27,10,581,11,10,13,255,28,25,21,0,5,361,17,77,105,498,275,121,63,8,4,1160,0,8,0,25,17,6,5,5,0,57,10,102,104,374,112,121,103,35,8,971
509,0,0,0,0,0,6,4,4,0,18,0,0,3,0,4,5,0,0,0,15,0,0,4,53,34,20,11,3,0,130,0,0,3,10,0,0,0,0,0,14,0,4,0,36,32,33,118,81,18,319,6,43,85,386,306,419,240,60,13,1555,0,0,0,0,0,0,0,0,0,0,0,4,6,8,0,5,0,0,0,22,0,0,0,6,7,4,3,0,0,24,8,108,92,388,170,121,56,14,0,959,0,0,0,13,16,3,19,11,12,71,0,0,0,0,0,4,0,0,0,3,0,7,6,62,50,117,96,79,27,455,0,0,5,20,19,22,12,0,3,85,9,48,73,203,135,120,65,24,9,680,0,0,0,10,0,8,3,9,0,43,0,0,0,69,4,3,0,0,0,74,4,39,34,76,59,21,11,0,0,243,0,0,0,0,0,0,0,0,0,5,0,5,10,57,33,45,50,14,6,211
510,0,0,0,0,0,3,0,0,0,5,0,3,3,14,0,4,0,0,0,32,0,3,0,12,3,0,0,0,0,21,0,0,4,17,0,0,0,0,0,23,0,0,8,23,8,14,10,0,0,63,15,79,145,575,288,256,74,10,0,1439,0,0,0,3,5,4,3,0,0,15,0,3,0,18,3,0,0,0,0,31,0,0,3,19,9,4,3,0,0,38,4,58,89,388,150,84,32,3,0,807,0,0,0,15,8,0,0,0,0,27,0,0,0,5,0,0,0,0,0,8,0,3,7,57,22,37,8,0,0,132,0,3,4,30,10,9,5,0,0,73,0,25,33,155,98,41,10,3,0,370,0,6,4,43,9,4,3,0,0,65,0,5,0,64,0,0,0,0,0,69,0,25,14,202,87,29,9,0,0,374,0,0,0,4,0,0,0,0,0,6,5,8,3,68,15,13,9,0,0,120
511,0,0,0,0,0,0,0,0,0,4,0,0,4,10,3,3,0,0,0,18,0,0,0,16,0,3,0,0,0,18,0,3,0,17,3,0,0,0,0,28,0,0,5,22,13,12,43,29,6,122,24,96,181,676,335,386,211,55,12,1973,0,0,0,3,0,0,0,0,0,8,0,0,0,25,5,0,3,0,0,49,0,17,17,22,29,9,4,0,0,103,6,75,99,368,161,128,63,19,0,923,0,0,0,14,0,0,0,0,0,27,0,0,0,9,3,9,0,0,0,19,0,3,5,38,34,76,47,43,13,253,0,0,0,17,8,8,4,7,0,48,4,58,85,263,170,85,40,17,6,725,0,3,9,27,9,7,0,0,0,54,0,0,0,48,4,0,0,0,0,59,7,29,19,148,91,61,10,0,0,364,0,0,0,3,0,0,0,0,0,5,0,11,10,63,21,20,18,3,0,151
