SA4_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
501,0,0,0,15,96,86,556,598,121,97,100,110,42,6,44,1871,14,17,9,11,63,13,18,19,0,0,0,0,4,0,7,171,4,12,26,30,24,25,58,26,4,3,5,4,4,0,6,228,3,8,46,116,224,264,1088,467,48,72,47,69,38,10,32,2529,0,4,3,4,8,11,32,36,10,8,3,9,0,8,0,131,0,0,0,0,3,4,33,88,14,16,49,67,19,0,3,306,0,0,3,5,25,29,117,69,19,11,19,25,14,0,15,363,308,801,3697,2479,1843,1012,1995,911,99,51,79,131,67,23,498,13981,3,7,61,124,79,57,135,67,20,15,8,20,10,6,11,614,0,0,0,12,14,37,59,60,14,11,9,16,8,3,16,249,61,90,352,338,402,314,945,532,92,118,125,189,97,38,212,3912,708,1793,4977,4228,4353,2968,7450,4702,668,666,728,1003,448,167,1291,36146
502,0,0,3,15,82,78,354,380,84,55,77,63,15,7,34,1241,8,0,4,0,29,11,12,8,0,5,0,0,0,0,4,90,5,5,13,22,30,18,31,23,0,0,4,3,0,0,4,154,3,7,23,67,83,156,791,354,56,18,59,28,14,7,20,1678,5,5,8,5,3,4,19,45,3,0,5,9,0,0,0,108,0,0,0,0,0,3,7,13,0,0,0,3,0,0,0,39,0,0,0,7,26,41,113,87,23,18,32,21,5,3,8,396,228,676,3164,2188,1518,825,2745,1478,115,92,73,86,42,23,371,13628,3,7,40,38,39,34,67,42,6,9,9,8,0,0,11,315,0,0,0,7,9,10,36,37,12,11,6,18,7,0,12,156,45,77,253,234,235,167,646,368,46,49,56,58,28,4,45,2309,464,1302,4065,3334,3029,2080,6512,4244,496,382,450,507,192,118,719,27879
503,5,0,6,22,114,86,221,253,48,53,66,117,41,14,28,1070,18,6,17,40,221,62,54,65,7,9,18,14,8,3,16,561,15,21,78,216,254,290,443,211,63,77,72,95,111,14,35,1984,3,20,69,185,449,483,1076,338,41,55,52,87,60,30,40,2991,11,8,20,56,106,61,109,86,11,20,32,80,29,3,7,644,0,0,0,8,72,50,68,157,24,18,25,37,10,0,18,485,0,3,0,26,42,55,205,134,44,37,38,52,24,7,19,685,197,542,2070,1928,2147,1830,3013,1568,198,248,244,367,248,99,310,14999,4,13,67,137,169,168,353,286,71,79,91,140,113,52,52,1804,0,0,3,250,395,122,119,142,40,51,66,86,34,14,35,1358,100,129,532,650,937,1170,1986,1838,575,677,946,1470,648,85,193,11940,708,1876,4223,5225,7742,6848,12643,9377,2144,2571,3240,4705,2530,650,1328,65814
504,0,0,9,70,343,374,1582,1877,271,174,203,232,89,16,80,5313,34,21,52,54,362,96,73,65,12,8,5,3,0,0,19,800,9,14,58,166,261,189,321,117,25,17,24,19,10,0,27,1252,3,9,39,126,436,489,1429,539,55,51,55,76,25,23,56,3418,6,14,43,77,140,87,221,191,32,30,23,74,43,7,20,997,0,0,0,0,9,17,69,132,18,14,21,44,5,0,10,350,0,5,7,24,112,116,381,237,37,42,40,45,24,10,36,1113,275,742,4749,3272,3075,1899,3620,1607,157,93,106,118,46,34,488,20277,3,4,66,89,110,122,215,135,16,28,25,25,11,8,25,883,0,0,6,373,1245,852,772,502,109,89,72,101,72,14,210,4416,112,216,977,1056,1480,2167,4929,2340,379,358,376,392,139,63,379,15359,875,2681,8373,7676,11617,10117,23354,14638,2151,1769,1882,2215,965,318,2251,90886
505,0,0,23,118,594,468,1491,1385,287,191,180,223,92,20,87,5166,67,31,50,142,908,266,206,217,27,15,19,19,9,0,32,2018,10,42,108,296,472,453,765,225,50,44,41,41,47,13,57,2650,4,15,97,490,1145,2180,7121,3163,457,371,422,424,235,139,144,16411,12,22,52,107,146,120,269,181,27,26,47,163,53,0,16,1238,0,0,0,5,61,72,135,236,34,36,39,66,5,0,12,705,3,0,12,48,181,214,672,486,137,75,97,104,56,17,53,2143,492,1620,8047,7680,10603,7718,20464,10229,1026,727,712,687,395,112,1203,71728,11,17,105,198,223,293,553,380,53,48,68,96,95,25,32,2194,0,0,11,666,2353,1379,1264,905,201,197,148,216,108,24,287,7761,257,380,1720,2073,3579,5084,11145,5812,1359,1231,1310,1594,666,111,622,36941,1713,5632,14852,16611,29130,26300,61988,37112,5613,4754,5098,6233,2893,782,4047,222764
506,0,0,6,104,574,482,3302,3582,577,427,388,519,186,43,168,10355,50,23,41,74,376,130,115,76,0,17,11,4,5,0,22,943,12,29,110,520,853,853,2049,799,156,157,175,177,104,12,94,6109,5,14,96,380,716,824,2971,1192,119,115,110,163,65,39,99,6900,8,24,41,94,238,376,1432,1300,152,157,167,325,155,11,43,4520,0,0,0,0,46,142,270,450,62,65,91,112,18,8,24,1286,0,0,16,62,238,279,941,489,120,117,96,100,47,16,64,2585,511,1520,9396,7085,6400,3292,5572,2467,231,218,236,264,161,58,963,38364,8,21,91,184,189,216,392,268,64,54,60,63,53,16,45,1727,0,0,0,225,456,269,434,419,121,112,99,124,69,21,106,2460,186,309,1619,1731,2685,3233,8867,5122,1217,1020,1147,1575,597,198,619,30121,1444,4461,14616,14656,21728,18962,56926,38662,6836,6089,7040,8687,3579,937,4327,208956
507,0,0,6,74,398,312,2254,2878,472,351,268,352,111,70,101,7658,23,6,12,55,360,97,101,85,12,12,4,15,8,0,14,806,9,34,85,244,530,525,999,407,65,94,61,86,45,9,37,3239,3,24,89,357,756,996,3061,1213,177,116,167,187,122,37,78,7393,8,12,23,37,198,185,310,199,34,22,17,34,23,4,24,1118,0,0,0,0,53,71,114,177,19,20,28,24,12,8,10,542,0,4,5,35,135,125,446,338,64,51,56,73,55,18,54,1451,509,1468,8743,6501,6264,3925,9677,5786,444,390,398,393,210,74,845,45630,8,26,90,146,256,250,428,307,75,61,59,75,53,31,48,1916,3,0,6,132,192,108,198,148,28,56,41,44,22,10,37,1017,154,294,1709,1780,2419,2542,5024,2835,439,465,407,488,282,71,408,19321,1271,4367,14085,12557,18317,15369,36873,24524,3155,2864,2829,3288,1747,607,2892,144752
509,0,0,0,17,71,66,481,473,124,79,100,130,56,17,46,1651,20,6,6,10,44,9,6,0,3,3,0,0,0,0,0,111,0,7,17,32,24,14,30,3,3,0,4,4,0,0,6,138,0,12,29,51,100,137,548,191,32,31,43,62,25,16,29,1308,5,8,4,0,4,9,12,9,5,0,10,4,5,0,22,105,0,0,0,0,0,0,11,16,4,0,27,38,13,0,9,113,0,0,0,5,8,22,125,82,35,12,25,15,11,0,9,341,253,690,2946,1857,1210,647,1112,407,44,27,49,53,19,0,404,9716,3,9,38,80,59,53,68,38,15,4,9,11,6,0,5,383,0,0,0,7,19,16,18,28,7,7,14,7,6,0,55,182,58,98,310,233,266,181,515,266,80,50,62,100,55,179,193,2645,562,1451,3974,3058,2862,1912,4084,2359,490,315,480,608,275,277,1325,24031
510,0,0,0,12,59,52,393,571,120,79,100,100,34,14,34,1563,0,0,0,0,14,0,15,3,3,0,0,0,0,0,0,41,0,0,6,16,29,16,27,13,4,0,11,8,0,0,0,131,0,0,6,18,38,88,354,132,8,13,17,40,19,7,11,758,0,0,0,0,3,5,50,38,8,3,15,23,4,0,0,166,0,0,0,0,0,0,11,55,0,5,8,11,0,0,0,91,0,0,0,9,18,43,128,122,28,21,28,37,13,0,17,457,8,49,407,326,345,240,609,301,31,29,35,70,32,9,90,2578,0,0,5,10,10,27,40,37,7,12,22,17,0,5,5,195,0,0,0,4,10,6,24,41,4,18,9,13,4,3,5,142,9,21,82,101,128,171,613,446,85,105,110,256,114,58,82,2373,27,148,659,831,1291,1257,4082,3141,493,496,578,960,376,163,459,14955
511,0,3,0,23,109,90,386,492,80,78,94,126,33,11,36,1570,6,7,3,8,10,4,10,7,0,0,4,0,0,0,3,53,0,0,7,20,13,13,22,11,0,5,0,0,0,0,8,95,0,0,14,31,53,102,659,327,18,41,46,58,52,20,21,1440,0,0,0,4,8,7,39,26,3,10,0,9,5,0,0,116,0,0,0,0,0,3,7,31,3,0,18,17,5,0,0,83,0,0,0,9,14,46,120,97,39,40,23,22,13,15,19,455,84,307,1359,756,463,322,674,387,26,39,54,53,16,12,200,4752,0,6,17,25,28,33,52,45,7,9,9,14,16,9,8,283,0,0,0,11,76,53,48,57,13,12,4,12,15,5,13,314,23,53,196,140,230,198,725,447,82,99,151,213,104,49,71,2792,226,670,1957,1595,1849,1724,4671,3384,486,551,675,869,403,198,616,19880
