SA4_CODE_2021,F_AccomFoodS_Cert,F_AccomFoodS_ID_NS,F_AccomFoodS_ToT,F_TransPostWhse_PD,F_TransPostWhse_GD_GC,F_TransPostWhse_BD,F_TransPostWhse_AdD_D,F_TransPostWhse_Cert,F_TransPostWhse_ID_NS,F_TransPostWhse_ToT,F_InfoMedTelecom_PD,F_InfoMedTelecom_GD_GC,F_InfoMedTelecom_BD,F_InfoMedTelecom_AdD_D,F_InfoMedTelecom_Cert,F_InfoMedTelecom_ID_NS,F_InfoMedTelecom_ToT,F_FinInsurS_PD,F_FinInsurS_GD_GC,F_FinInsurS_BD,F_FinInsurS_AdD_D,F_FinInsurS_Cert,F_FinInsurS_ID_NS,F_FinInsurS_ToT,F_RentHirREserv_PD,F_RentHirREserv_GD_GC,F_RentHirREserv_BD,F_RentHirREserv_AdD_D,F_RentHirREserv_Cert,F_RentHirREserv_ID_NS,F_RentHirREserv_ToT,F_ProScieTechServ_PD,F_ProScieTechServ_GD_GC,F_ProScieTechServ_BD,F_ProScieTechServ_AdD_D,F_ProScieTechServ_Cert,F_ProScieTechServ_ID_NS,F_ProScieTechServ_ToT,F_AdminSupServ_PD,F_AdminSupServ_GD_GC,F_AdminSupServ_BD,F_AdminSupServ_AdD_D,F_AdminSupServ_Cert,F_AdminSupServ_ID_NS,F_AdminSupServ_ToT,F_PubAdmiSafety_PD,F_PubAdmiSafety_GD_GC,F_PubAdmiSafety_BD,F_PubAdmiSafety_AdD_D,F_PubAdmiSafety_Cert,F_PubAdmiSafety_ID_NS,F_PubAdmiSafety_ToT,F_EducTrain_PD,F_EducTrain_GD_GC,F_EducTrain_BD,F_EducTrain_AdD_D,F_EducTrain_Cert,F_EducTrain_ID_NS,F_EducTrain_ToT,F_HealthCareSocA_PD,F_HealthCareSocA_GD_GC,F_HealthCareSocA_BD,F_HealthCareSocA_AdD_D,F_HealthCareSocA_Cert,F_HealthCareSocA_ID_NS,F_HealthCareSocA_ToT,F_ArtRecServ_PD,F_ArtRecServ_GD_GC,F_ArtRecServ_BD,F_ArtRecServ_AdD_D,F_ArtRecServ_Cert,F_ArtRecServ_ID_NS,F_ArtRecServ_ToT,F_OthServ_PD,F_OthServ_GD_GC,F_OthServ_BD,F_OthServ_AdD_D,F_OthServ_Cert,F_OthServ_ID_NS,F_OthServ_ToT,F_ID_NS_PD,F_ID_NS_GD_GC,F_ID_NS_BD,F_ID_NS_AdD_D,F_ID_NS_Cert,F_ID_NS_ID_NS,F_ID_NS_ToT,F_ToT_PD,F_ToT_GD_GC,F_ToT_BD,F_ToT_AdD_D,F_ToT_Cert,F_ToT_ID_NS,F_ToT_ToT,P_AgriForestFish_PD,P_AgriForestFish_GD_GC,P_AgriForestFish_BD,P_AgriForestFish_AdD_D,P_AgriForestFish_Cert,P_AgriForestFish_ID_NS,P_AgriForestFish_ToT,P_Min_PD,P_Min_GD_GC,P_Min_BD,P_Min_AdD_D,P_Min_Cert,P_Min_ID_NS,P_Min_ToT,P_Mnfg_PD,P_Mnfg_GD_GC,P_Mnfg_BD,P_Mnfg_AdD_D,P_Mnfg_Cert,P_Mnfg_ID_NS,P_Mnfg_ToT,P_EGW_WS_PD,P_EGW_WS_GD_GC,P_EGW_WS_BD,P_EGW_WS_AdD_D,P_EGW_WS_Cert,P_EGW_WS_ID_NS,P_EGW_WS_ToT,P_Cnstn_PD,P_Cnstn_GD_GC,P_Cnstn_BD,P_Cnstn_AdD_D,P_Cnstn_Cert,P_Cnstn_ID_NS,P_Cnstn_ToT,P_WTrade_PD,P_WTrade_GD_GC,P_WTrade_BD,P_WTrade_AdD_D,P_WTrade_Cert,P_WTrade_ID_NS,P_WTrade_ToT,P_RTrade_PD,P_RTrade_GD_GC,P_RTrade_BD,P_RTrade_AdD_D,P_RTrade_Cert,P_RTrade_ID_NS,P_RTrade_ToT,P_AccomFoodS_PD,P_AccomFoodS_GD_GC,P_AccomFoodS_BD,P_AccomFoodS_AdD_D,P_AccomFoodS_Cert,P_AccomFoodS_ID_NS,P_AccomFoodS_ToT,P_TransPostWhse_PD,P_TransPostWhse_GD_GC,P_TransPostWhse_BD,P_TransPostWhse_AdD_D,P_TransPostWhse_Cert,P_TransPostWhse_ID_NS,P_TransPostWhse_ToT,P_InfoMedTelecom_PD,P_InfoMedTelecom_GD_GC,P_InfoMedTelecom_BD,P_InfoMedTelecom_AdD_D,P_InfoMedTelecom_Cert,P_InfoMedTelecom_ID_NS,P_InfoMedTelecom_ToT,P_FinInsurS_PD,P_FinInsurS_GD_GC,P_FinInsurS_BD,P_FinInsurS_AdD_D,P_FinInsurS_Cert,P_FinInsurS_ID_NS,P_FinInsurS_ToT,P_RentHirREserv_PD,P_RentHirREserv_GD_GC,P_RentHirREserv_BD,P_RentHirREserv_AdD_D,P_RentHirREserv_Cert,P_RentHirREserv_ID_NS,P_RentHirREserv_ToT,P_ProScieTechServ_PD,P_ProScieTechServ_GD_GC,P_ProScieTechServ_BD,P_ProScieTechServ_AdD_D,P_ProScieTechServ_Cert,P_ProScieTechServ_ID_NS,P_ProScieTechServ_ToT,P_AdminSupServ_PD,P_AdminSupServ_GD_GC,P_AdminSupServ_BD,P_AdminSupServ_AdD_D,P_AdminSupServ_Cert,P_AdminSupServ_ID_NS,P_AdminSupServ_ToT,P_PubAdmiSafety_PD,P_PubAdmiSafety_GD_GC,P_PubAdmiSafety_BD,P_PubAdmiSafety_AdD_D,P_PubAdmiSafety_Cert,P_PubAdmiSafety_ID_NS,P_PubAdmiSafety_ToT,P_EducTrain_PD
501,1047,98,2003,8,12,61,75,218,26,399,4,7,44,24,42,3,127,5,9,76,125,151,31,402,9,11,71,108,220,35,454,80,54,478,241,363,36,1250,21,26,170,167,441,34,859,100,84,432,278,542,36,1473,329,623,1989,658,1358,97,5052,446,437,2498,1397,2545,220,7546,8,14,102,77,176,16,394,29,34,165,236,761,48,1274,35,14,163,123,253,156,755,1296,1503,8065,5039,11421,1171,28494,69,54,537,426,1217,164,2460,120,55,561,570,3474,144,4918,139,94,911,607,2815,171,4738,32,15,106,145,762,32,1090,56,46,419,643,4572,199,5928,17,16,105,120,521,23,806,73,41,615,586,2323,187,3822,82,47,613,594,1760,158,3250,33,22,168,239,991,84,1538,11,13,89,55,113,11,285,29,21,163,220,201,39,684,17,15,132,189,365,48,765,192,103,976,461,691,76,2491,29,29,261,238,870,61,1494,177,144,746,596,1200,63,2929,468
502,423,41,734,7,0,25,44,98,11,185,3,4,11,6,14,7,42,7,5,42,73,68,13,212,4,4,35,67,145,28,274,47,37,165,131,202,17,594,8,13,69,89,241,21,437,38,45,198,151,272,39,741,153,287,945,376,690,69,2527,179,181,1105,848,1474,116,3897,9,4,38,37,92,11,187,9,11,64,153,392,29,668,14,5,61,75,168,84,404,575,655,3344,2761,5764,653,13744,4,4,57,42,131,30,270,73,35,291,475,2240,109,3232,77,29,262,284,1522,67,2255,7,3,41,57,241,12,364,18,20,147,317,2029,91,2625,14,0,43,66,219,13,362,48,7,247,333,1207,111,1952,22,18,185,207,745,67,1242,29,7,85,135,457,33,744,6,3,24,17,52,3,110,19,5,68,122,103,14,337,7,8,62,113,242,27,453,104,56,350,266,392,31,1212,17,13,106,136,461,39,769,88,77,332,338,625,64,1528,233
503,455,91,2188,60,13,194,81,66,23,432,64,41,229,45,27,15,419,172,74,628,195,124,36,1230,75,34,307,135,136,25,709,1319,397,2975,417,285,94,5480,147,58,526,190,172,40,1125,571,242,1154,221,177,45,2411,1474,824,2367,442,367,81,5559,2376,778,5028,1050,711,223,10173,121,54,415,110,108,22,830,121,54,408,236,326,27,1174,206,66,508,158,111,120,1176,7984,3033,18866,4646,3898,1016,39438,66,17,188,57,43,8,383,1773,329,3305,436,785,90,6718,332,84,847,295,447,62,2069,225,55,426,70,110,19,899,444,117,1428,604,1329,117,4041,204,54,595,177,240,38,1311,466,115,1785,579,805,136,3880,327,65,1697,1002,1017,156,4259,258,58,699,303,317,68,1704,130,70,503,119,100,22,936,491,237,1648,470,237,70,3160,185,65,790,318,286,55,1701,3457,798,7528,965,632,226,13604,308,97,943,350,351,67,2113,1069,412,2105,505,515,90,4686,2517
504,945,105,2046,69,18,261,213,463,57,1080,28,24,125,56,67,10,317,100,45,404,288,324,53,1212,34,12,152,190,267,44,705,453,195,1374,510,653,55,3236,70,34,342,307,521,78,1353,407,278,1257,659,797,80,3469,876,902,2848,947,1514,172,7261,1094,720,4446,2384,3192,393,12230,60,31,273,152,246,18,782,82,51,385,478,1126,60,2173,113,42,404,264,414,227,1460,4081,2634,15029,8527,13863,1720,45857,34,11,153,97,233,32,565,548,203,1607,879,3583,162,6982,223,77,877,727,2800,170,4876,94,39,275,150,428,21,1001,222,85,1040,1136,5218,233,7931,125,47,517,406,1424,76,2592,361,91,1476,1117,2814,260,6106,179,46,858,839,1796,175,3900,269,88,932,938,2025,212,4461,85,38,294,192,257,29,888,222,88,798,504,472,75,2162,65,27,304,324,539,57,1318,1082,376,3358,1121,1305,171,7411,130,56,620,507,1104,131,2545,743,476,2247,1415,1987,174,7033,1305
505,1648,208,4276,95,50,439,293,458,62,1406,62,44,343,117,131,24,720,255,134,1099,853,829,113,3275,55,41,443,476,523,119,1663,1140,485,3891,1258,1259,201,8233,244,100,961,715,1107,150,3274,797,543,2597,1157,1231,181,6507,2125,2395,7489,2406,3074,385,17880,2873,1751,11399,5287,6022,860,28189,100,63,597,300,483,41,1590,182,113,925,1146,2268,175,4811,207,86,925,580,787,488,3071,9694,6403,37995,19081,25791,3749,102721,73,22,268,168,373,81,985,1501,419,4169,1821,6014,338,14265,520,141,1799,1345,4005,275,8075,315,95,762,381,920,58,2522,603,234,3203,3036,14060,638,21776,293,95,1246,672,1813,150,4267,864,227,3548,2348,5360,545,12890,432,105,2109,1780,3361,375,8159,500,162,1720,1387,2490,282,6539,188,79,768,366,578,59,2037,611,327,2521,1659,1228,189,6532,144,73,922,826,969,163,3098,3131,977,9639,3020,2709,488,19966,454,169,1620,1199,2374,265,6079,1505,956,4778,2719,3331,389,13670,3377
506,1610,175,4537,186,56,556,416,807,74,2097,77,29,220,87,97,13,523,274,86,863,484,500,79,2280,89,29,345,331,417,71,1279,1232,358,3142,815,1030,166,6742,288,102,833,566,897,112,2795,790,396,2134,928,1114,156,5521,2030,1587,5424,1658,2685,258,13642,2615,1345,9524,4311,5177,702,23672,123,52,523,290,483,51,1528,195,102,713,741,1608,127,3486,305,66,837,489,761,505,2963,10100,4727,31803,14962,22502,3090,87192,88,32,272,175,360,42,973,1526,359,3740,1447,5131,333,12537,751,176,2289,1498,4718,300,9735,268,61,655,293,756,45,2087,740,171,2516,1793,8677,436,14333,429,90,1202,773,2227,160,4884,1019,205,3486,1953,4569,474,11707,590,110,2467,2168,3274,341,8953,930,184,2358,2105,3495,376,9448,207,49,603,295,359,40,1560,620,183,1730,863,754,129,4276,199,61,714,577,905,119,2576,3182,728,7907,2034,2209,385,16444,540,144,1539,1034,1925,209,5388,1637,722,3909,2060,2885,311,11527,3360
507,1438,134,3192,75,44,305,309,525,62,1321,44,25,183,62,82,10,405,155,75,659,450,533,71,1945,42,24,320,327,448,73,1229,952,316,2663,757,918,124,5727,90,53,520,462,760,102,1987,610,393,1838,916,1205,134,5089,1903,1830,5606,1724,2632,283,13987,2190,1473,8404,3742,4842,589,21234,109,63,444,204,372,36,1222,127,81,596,665,1633,107,3203,193,64,688,416,638,378,2379,7588,4894,27278,13190,21040,2644,76637,69,24,223,110,315,41,793,1138,311,2853,1332,5198,267,11095,570,177,2000,1406,5259,288,9698,199,67,523,290,784,39,1901,450,151,2031,1738,8732,429,13528,237,69,810,541,1570,104,3342,450,146,2321,1625,4158,370,9082,248,57,1457,1108,2718,254,5850,334,128,1134,1125,2521,249,5493,105,47,467,195,283,22,1117,385,168,1377,811,751,113,3606,124,47,646,563,871,99,2344,2359,624,6442,1854,2050,298,13629,188,94,928,731,1619,173,3737,1226,719,3459,2328,3616,322,11663,3014
509,503,64,955,9,8,50,89,170,24,353,3,0,17,15,34,4,70,8,14,61,84,118,13,293,0,5,22,49,114,22,212,87,41,290,154,229,24,827,3,12,55,89,175,28,367,74,66,339,281,451,48,1259,234,393,1403,447,861,88,3424,293,250,1477,959,1386,173,4534,19,3,57,47,87,10,222,16,10,72,128,396,26,654,20,14,97,74,179,112,493,882,943,5227,3507,6751,947,18264,125,98,1372,890,2631,378,5492,35,23,163,214,1333,61,1830,30,19,235,187,1070,116,1655,10,0,36,58,345,11,464,20,11,148,304,2227,82,2790,11,14,145,110,653,27,959,34,19,243,306,1323,123,2050,29,25,233,271,839,99,1502,15,14,107,172,795,61,1169,12,10,41,20,87,4,168,16,15,109,116,168,21,440,3,4,36,87,196,26,358,153,59,554,276,360,39,1456,9,14,86,135,405,45,691,138,109,565,585,1144,109,2658,323
510,259,52,770,15,10,76,102,180,18,410,9,0,30,7,13,0,61,0,5,21,25,38,8,91,4,3,36,61,109,13,224,42,19,131,64,97,3,354,15,14,115,95,204,36,475,61,59,294,227,350,22,1018,216,257,1085,279,524,69,2425,273,253,1060,497,614,99,2782,18,12,46,32,69,11,185,18,16,77,100,205,11,427,23,12,77,45,124,110,390,853,722,3952,2231,4124,597,12490,27,9,115,78,253,28,514,207,89,798,747,4747,184,6781,25,6,92,68,421,17,634,16,11,53,53,257,18,406,37,11,158,239,1734,88,2272,3,0,40,52,329,10,440,53,16,244,177,572,82,1146,58,8,384,285,602,86,1423,47,36,246,310,774,59,1472,9,7,43,26,42,4,129,9,0,35,26,43,8,122,8,3,61,87,222,26,412,77,34,251,120,224,12,715,25,18,157,152,463,46,873,128,98,504,466,748,56,2003,292
511,525,88,1032,9,9,84,79,195,17,394,4,7,20,7,27,0,62,6,9,34,51,83,12,193,10,4,24,56,116,22,227,31,39,213,102,203,20,615,14,8,68,79,193,33,388,56,44,274,256,392,37,1066,202,339,1246,381,832,97,3095,252,240,1286,771,1100,131,3785,13,3,34,39,67,8,174,3,11,47,145,367,24,592,12,7,76,73,176,84,438,775,820,4369,2845,6060,779,15647,34,38,413,301,1040,150,1970,266,70,734,518,3459,185,5228,26,10,121,114,735,31,1038,7,0,27,40,275,10,367,13,13,131,261,2090,90,2606,8,6,89,83,578,27,789,54,30,252,251,1147,119,1849,51,15,324,267,939,120,1714,43,21,186,263,1090,70,1664,9,11,35,23,67,4,137,18,12,57,84,106,9,290,11,9,40,92,244,33,420,86,62,421,219,465,41,1291,14,11,100,123,442,49,729,113,97,498,527,928,83,2250,310
