SA4_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
501,8,4,0,6,0,8,0,6,4,19,0,57,4,0,0,0,0,0,0,3,3,10,0,16,0,0,0,0,0,0,0,8,0,18,0,23,0,0,0,0,0,0,0,6,0,9,0,21,4,0,0,3,0,3,0,10,0,34,0,56,3,5,0,4,0,11,0,26,3,33,0,87,11,17,3,16,0,22,4,46,8,93,0,216,15,24,0,33,5,71,4,66,15,96,5,341,33,58,5,103,13,190,8,98,13,124,0,650,49,99,8,230,21,296,14,130,22,131,4,1012,52,78,9,392,21,324,22,76,32,77,3,1090,114,77,12,469,33,312,26,64,21,70,3,1200,413,155,40,1193,119,672,55,98,61,88,3,2889,551,115,26,1291,112,242,77,52,30,44,9,2548,578,83,25,945,105,239,73,37,27,34,0,2145,475,37,18,558,49,92,31,19,13,8,6,1301,1031,89,50,973,156,316,99,40
502,5,0,0,0,0,0,0,0,4,23,0,32,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,4,0,11,0,15,0,0,0,0,0,0,0,10,0,16,0,30,0,3,0,3,0,0,0,15,0,43,0,76,0,4,0,3,0,7,0,30,11,76,0,135,0,11,3,12,3,47,4,42,9,79,3,209,7,28,0,22,3,104,4,56,9,114,0,358,7,47,0,85,6,145,10,69,14,99,0,487,21,33,0,122,19,157,10,53,14,60,0,487,38,29,7,155,8,189,9,34,22,50,5,540,175,67,18,458,53,376,29,58,54,53,7,1337,212,58,18,519,66,133,43,46,18,33,4,1143,304,34,17,413,54,176,30,27,20,18,0,1094,243,15,5,276,38,51,21,13,10,20,0,691,679,53,30,580,105,234,35,26
503,0,0,0,3,0,8,0,0,4,39,0,55,0,6,0,0,0,3,0,4,0,8,0,20,0,0,0,0,0,3,0,6,0,18,0,27,4,0,0,0,0,0,0,6,3,10,0,20,0,0,0,0,0,9,0,13,0,23,0,45,0,6,0,0,0,7,0,12,0,30,4,71,0,7,0,14,0,12,0,27,3,30,0,106,6,25,0,9,0,34,4,34,4,31,0,140,11,30,0,28,0,73,4,54,3,64,0,266,16,51,3,75,0,102,5,42,10,54,0,359,24,39,0,83,4,121,4,47,3,45,0,371,32,46,0,122,15,154,9,52,4,42,0,476,152,80,7,353,23,428,11,89,9,104,3,1271,198,84,10,515,52,152,24,50,9,68,3,1159,279,79,10,571,81,263,22,60,10,43,7,1425,348,68,4,487,81,107,22,28,9,32,4,1192,3161,391,58,3981,447,1929,96,227
504,5,0,0,4,0,9,0,0,7,69,3,98,0,3,0,0,0,0,0,0,0,9,0,17,0,0,0,0,0,0,0,10,3,25,0,46,0,0,0,0,0,4,0,19,0,27,3,50,0,0,0,3,0,8,0,15,0,76,0,112,3,5,0,9,0,24,5,46,3,78,3,180,6,28,0,13,0,58,4,101,15,165,6,384,10,37,0,35,6,186,7,147,14,147,5,589,30,92,3,129,12,399,18,189,21,251,6,1151,76,164,7,412,28,619,27,167,37,199,10,1747,99,107,15,505,53,609,30,158,43,159,0,1775,203,122,13,697,75,564,28,127,34,138,8,2006,879,222,33,1809,216,1185,63,214,79,243,11,4950,1075,171,40,1923,227,446,64,117,44,124,4,4249,1077,142,28,1474,192,509,76,68,34,83,3,3693,960,71,33,886,157,180,46,33,21,30,7,2413,2459,147,57,2063,328,815,84,105
505,17,3,0,10,0,12,0,11,4,192,5,246,0,0,0,0,0,3,0,15,0,32,0,55,3,5,0,3,0,3,0,33,0,66,0,113,4,0,0,5,0,8,0,19,3,58,0,102,4,3,0,4,0,13,4,61,4,136,4,234,3,12,0,7,0,37,5,118,10,134,4,337,13,44,0,42,4,137,3,184,23,300,0,755,24,88,4,74,3,322,12,226,29,310,7,1106,42,162,12,225,29,643,18,359,48,425,16,1970,133,304,20,696,44,937,40,365,67,413,9,3036,178,261,26,985,90,1025,49,281,81,329,17,3321,274,249,22,1286,106,992,65,216,64,300,15,3592,1401,525,72,3501,343,2190,139,400,147,512,23,9245,1872,406,98,4144,443,866,168,252,79,282,18,8624,2124,308,79,3706,462,1095,136,192,75,194,7,8365,2075,200,57,2454,371,390,95,106,31,122,5,5908,6954,488,165,6892,920,2631,227,282
506,10,0,3,9,0,13,3,7,5,198,4,247,0,0,0,6,0,6,0,5,3,51,0,69,4,4,0,0,0,12,0,23,0,68,0,118,0,0,0,6,0,12,0,30,6,54,0,105,0,0,0,7,0,22,4,74,9,163,0,279,5,15,0,11,0,50,8,134,17,164,5,413,12,43,4,24,0,176,7,211,23,322,7,838,27,99,3,84,3,427,15,310,44,325,11,1352,42,195,15,212,22,986,25,426,73,441,17,2442,137,277,18,719,59,1334,47,391,67,418,19,3487,163,244,14,1032,88,1309,50,324,67,350,14,3640,357,212,28,1213,119,1316,43,214,76,298,13,3896,1627,433,56,3173,333,2602,142,407,149,436,21,9379,2014,351,64,3343,386,882,139,178,61,250,9,7684,1991,246,69,2616,335,1089,107,153,69,205,11,6886,1785,141,47,1619,286,330,73,86,27,79,11,4471,4946,354,110,4038,549,1922,161,235
507,3,4,4,12,0,3,0,3,8,99,4,140,0,3,0,4,0,4,0,4,0,25,0,43,0,5,0,0,0,5,0,7,0,30,0,55,0,0,0,4,0,5,0,16,4,33,0,65,0,9,0,3,0,12,0,33,6,76,0,146,11,4,0,3,4,18,3,55,6,102,0,210,9,31,3,24,0,57,4,130,18,210,0,490,13,48,0,60,4,182,4,160,16,225,3,719,32,104,11,114,6,416,21,218,47,318,8,1300,83,150,9,387,43,742,26,246,44,291,13,2025,96,131,20,628,51,873,30,194,64,238,9,2329,172,161,7,920,97,875,36,155,62,203,14,2713,1009,343,60,2435,290,1964,123,324,144,366,18,7073,1366,293,54,3096,335,758,139,162,72,209,6,6491,1571,207,51,2627,360,914,99,145,78,156,7,6226,1594,135,56,1711,245,306,81,77,27,66,9,4303,5044,351,113,4780,682,1979,207,253
509,10,0,0,8,0,4,0,0,0,25,0,50,5,0,0,3,0,0,0,3,0,5,0,17,0,5,0,0,0,8,0,4,0,10,0,28,0,3,0,0,0,3,0,9,0,8,0,16,0,0,0,10,0,8,0,5,0,25,0,60,4,3,0,14,0,13,0,13,0,29,4,82,10,3,0,27,0,34,0,44,5,65,5,202,23,11,3,42,4,60,0,54,16,69,0,291,37,50,0,96,8,146,8,70,12,96,0,521,55,75,3,250,17,239,13,71,13,99,3,830,61,47,13,252,30,227,13,56,21,61,7,789,86,51,11,352,32,219,12,35,11,43,4,857,324,89,31,722,84,361,30,61,29,62,10,1811,403,72,19,686,81,146,35,26,18,31,5,1514,359,44,9,486,67,130,15,24,12,14,0,1162,260,28,10,246,37,49,14,10,10,8,0,679,595,40,21,495,74,191,29,27
510,3,0,0,0,0,0,0,0,0,12,0,14,0,0,0,0,0,0,0,0,0,15,0,21,0,0,0,0,0,3,0,0,3,11,0,18,0,0,0,0,0,0,0,0,0,9,0,14,0,4,0,3,0,0,0,10,0,125,4,154,0,4,0,0,0,3,0,17,7,84,0,112,0,0,0,5,0,10,0,20,3,149,0,195,7,0,0,5,0,25,0,19,4,112,4,175,7,13,0,11,5,43,0,31,7,79,3,192,6,10,0,34,0,56,0,28,10,52,0,189,10,19,3,34,0,77,4,13,13,22,3,182,26,10,4,82,9,93,6,15,11,20,6,278,146,28,8,212,42,278,23,37,24,23,3,829,222,30,9,377,49,86,18,17,7,11,4,833,317,28,22,330,64,172,22,10,28,6,4,1003,287,17,11,240,60,48,13,5,8,6,3,694,1106,57,55,707,172,343,54,21
511,0,7,0,9,0,6,0,5,5,17,0,36,0,0,0,4,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,3,0,16,0,20,0,0,0,0,0,3,0,3,0,3,0,11,3,0,0,4,0,0,0,6,0,36,0,56,5,0,0,4,0,3,0,18,3,33,0,66,4,3,0,10,0,15,0,23,0,78,3,138,9,12,0,15,0,30,0,37,0,80,0,188,14,14,0,27,3,92,4,26,12,79,3,285,25,36,9,88,13,138,5,52,11,73,0,452,37,24,0,159,12,183,11,29,13,37,0,499,59,20,5,209,13,153,9,37,21,37,0,567,236,62,21,541,61,425,25,58,44,57,7,1532,306,67,12,630,61,135,40,29,16,22,0,1315,384,36,13,455,65,193,28,19,22,13,5,1243,345,10,7,284,49,61,25,6,9,4,0,798,913,55,35,595,106,237,48,25
