SA4_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
501,1580,8691,7116,54747,691,72826,35,336,162,4513,77,5129,1236,59,101,145,9,1547,218,110,70,358,12,758,1932,592,393,1133,22,4068,22078,8752,6957,48628,883,87298,2004,21,206,57,14,2301,649,89,91,317,5,1161,2060,552,451,3445,50,6554,196,96,36,365,3,699,136,48,19,79,0,276,1015,82,57,125,0,1279,4219,1456,1095,11334,137,18240,2864,1221,508,5884,77,10552,242,0,39,3,0,290,85,17,13,14,0,135,155,34,23,134,0,353,91,53,29,89,0,261,1340,280,191,77,21,1919,1076,586,326,202,27,2208,743,180,149,483,15,1578,239,26,46,82,0,392,62,10,6,0,0,78,4834,1738,1400,10975,136,19087,100,18,11,32,0,154,1446,166,144,60,5,1817,347,47,44,257,3,700,89,24,14,18,0,141,246,12,26,9,3,296,763,221,120,530,14,1635,6848,1161,1123,1829,106,11066,421,130,100,937,11307,12890,46305,15589,12107,101666,13081,188747
502,1017,5098,4198,28226,420,38970,28,196,123,2597,60,2996,749,34,45,94,3,923,181,88,37,205,3,521,1275,290,222,536,14,2334,18138,4918,4048,24129,520,51762,1310,23,180,35,10,1567,332,37,30,133,5,537,1119,259,226,1814,20,3437,108,51,16,143,0,315,107,18,9,41,3,179,743,45,45,57,0,898,3346,742,523,5548,84,10242,968,446,212,1774,34,3424,95,8,14,0,0,118,19,3,0,16,0,45,23,3,4,29,3,64,99,30,13,67,0,211,1231,217,118,83,9,1654,780,278,197,136,3,1399,362,54,42,202,0,671,140,21,15,46,4,224,120,22,0,0,0,152,3894,901,803,5349,74,11017,60,21,12,31,0,120,940,88,74,28,13,1141,228,25,17,118,4,392,77,10,8,6,0,103,160,0,25,6,0,190,732,116,85,242,4,1180,4489,663,624,950,56,6784,360,59,45,504,5934,6907,33858,8598,6877,51313,6996,107641
503,1679,8472,7036,31110,318,48608,48,116,77,1115,13,1369,12585,405,677,447,58,14176,714,249,176,904,14,2048,1758,527,355,878,14,3527,21809,7843,5982,29880,369,65882,1211,34,202,28,9,1483,1363,149,136,338,7,1998,2544,587,431,2564,30,6156,1011,417,205,1089,7,2727,333,60,67,106,0,568,4589,244,220,168,23,5249,6869,1840,1334,10866,90,21001,4832,1501,701,4145,51,11231,923,26,47,21,0,1030,173,27,29,65,0,292,457,88,76,226,5,844,127,70,16,110,0,326,413,79,49,33,0,570,820,320,213,94,3,1450,1325,232,185,495,11,2248,628,62,73,81,3,850,64,16,4,5,0,85,5990,1889,1383,9199,85,18554,526,44,45,66,8,697,1584,201,196,39,3,2026,920,44,67,152,10,1198,522,72,51,43,9,698,1663,60,111,48,0,1890,961,199,139,482,10,1785,20486,1947,2079,2059,136,26717,630,61,29,305,8700,9731,79824,15848,12559,64308,9725,182267
504,4325,12606,10303,52479,689,80394,86,494,320,6179,128,7200,8828,256,457,345,45,9931,1393,372,222,1119,23,3121,2565,748,481,1369,26,5184,34300,11259,8822,42661,817,97859,6066,96,419,84,28,6687,1223,143,126,330,14,1838,2892,721,588,3323,57,7580,794,301,137,700,13,1948,426,85,59,154,5,732,9506,399,254,285,25,10475,7863,2103,1396,10947,143,22446,6692,2292,1145,6879,95,17110,509,6,59,19,6,585,203,57,17,62,0,334,731,152,89,294,10,1269,391,116,73,224,7,805,2830,372,268,120,24,3611,1820,730,423,223,28,3230,1913,287,264,768,23,3259,519,49,69,103,6,740,261,49,18,10,5,335,8038,2326,1838,10204,135,22531,1189,110,63,108,5,1481,2138,244,208,76,10,2668,971,83,58,237,6,1360,650,79,52,61,3,847,5382,98,169,116,17,5776,1248,247,199,559,8,2264,33862,2781,2525,3038,313,42523,1848,148,142,742,13802,16683,122855,22766,17654,97356,15941,276573
505,8806,26183,21649,96922,976,154534,178,639,355,6293,112,7575,18103,465,864,734,81,20249,2786,778,377,2081,35,6066,6061,1425,880,2387,43,10800,101089,22596,18136,77304,1437,220553,6009,133,609,181,29,6955,2898,314,233,661,15,4118,7726,1402,1217,6120,99,16559,2700,775,394,1918,29,5819,1074,173,98,197,6,1548,15662,568,408,464,50,17146,25941,4347,3157,22205,305,55955,15811,4786,2297,13724,177,36796,1012,24,90,23,7,1155,466,105,51,142,4,777,4736,766,455,1383,39,7377,586,193,137,371,4,1296,4649,693,402,181,43,5973,3975,1529,899,388,23,6811,4200,550,485,1069,28,6330,1407,84,212,220,16,1943,477,76,37,16,6,608,23565,4512,3515,19155,247,50990,2189,187,92,196,12,2674,10200,689,605,139,22,11652,2151,194,181,487,16,3033,897,118,88,109,4,1220,9469,191,342,176,45,10221,4218,572,393,1096,19,6305,67649,5243,5426,5238,551,84118,4034,312,228,1390,21787,27749,290587,46230,36440,178646,25391,577297
506,8098,21746,17521,87701,1223,136286,166,793,517,9625,266,11366,42119,658,1368,764,225,45132,1108,355,246,1178,18,2908,5641,1689,1159,3184,50,11721,63083,19579,15602,72287,1479,172033,11651,152,688,153,42,12693,1936,212,181,557,24,2906,4873,1173,976,5760,110,12892,764,257,158,693,13,1887,664,122,63,184,6,1040,27976,591,437,452,75,29530,13134,3277,2411,18026,229,37078,8028,2698,1410,8982,122,21244,3413,34,109,25,0,3578,708,163,83,152,0,1104,220,47,48,185,0,503,388,151,82,272,4,900,4393,517,405,185,65,5566,2962,1211,638,316,35,5163,2314,434,281,960,23,4021,902,78,125,190,8,1308,701,70,15,20,5,824,13813,3965,3077,17016,245,38106,643,77,61,102,3,882,4251,509,410,163,23,5350,1706,117,119,327,13,2277,2460,111,64,87,10,2723,2842,95,169,50,12,3166,2086,444,307,901,13,3757,86993,4792,4624,5038,586,102033,3535,230,224,1273,25564,30826,270616,37954,30378,160964,29542,529466
507,5395,21596,17954,88568,927,134448,89,614,415,7290,134,8539,19780,467,904,633,105,21879,3391,889,410,2325,54,7066,4245,1270,907,2430,44,8891,66397,19651,16098,73495,1212,176857,8404,106,627,122,19,9284,2070,280,261,520,10,3137,5228,1264,1047,5862,79,13485,662,270,165,760,14,1875,531,103,75,193,6,906,8957,477,283,339,27,10086,14017,3361,2696,19770,234,40078,10181,3534,1702,11147,174,26735,1595,25,91,27,0,1742,347,86,73,94,3,601,266,56,36,191,3,562,429,153,77,338,10,1009,5411,720,459,207,47,6838,3068,1126,731,355,21,5291,1926,366,320,757,16,3388,914,75,130,145,12,1270,683,83,31,14,3,813,16614,4334,3281,18172,204,42599,1860,133,94,159,13,2255,4870,541,476,158,32,6069,1822,179,131,468,14,2619,901,92,46,62,5,1104,1174,70,127,26,3,1406,2728,497,340,1006,18,4594,38668,4244,4260,4955,360,52486,1937,219,198,1225,20657,24225,187451,38160,30708,163447,23638,443407
509,1054,5552,5048,41973,743,54363,11,275,122,4780,127,5313,561,23,55,141,10,793,144,73,41,277,8,544,1569,443,281,930,24,3243,14589,5459,4793,34966,828,60639,1710,15,132,31,17,1905,339,45,43,186,0,619,1393,353,399,2730,58,4937,93,45,18,129,4,283,112,28,17,41,0,196,530,45,29,61,9,670,2435,846,686,7610,142,11720,1078,493,232,2248,39,4094,41,6,10,4,0,57,12,7,0,16,0,32,36,16,7,43,0,99,75,20,11,52,4,156,727,118,121,40,19,1017,660,325,211,115,7,1326,552,111,87,346,9,1107,97,4,21,44,3,174,41,3,0,4,0,42,3354,1114,994,7805,131,13389,91,12,5,18,0,129,791,72,71,34,3,968,163,13,17,88,3,280,44,7,7,11,0,74,146,6,9,6,4,165,531,108,99,385,5,1128,4487,697,713,1334,112,7339,294,77,68,703,11888,13032,29925,9603,8236,75701,13712,137175
510,606,2472,2572,18182,221,24056,35,573,258,19461,442,20767,820,50,62,220,14,1164,120,54,35,140,4,351,472,200,123,407,18,1217,5776,2157,2017,13223,281,23448,1669,29,161,69,3,1929,312,18,23,92,3,450,651,182,156,1359,20,2363,68,27,24,110,4,229,53,15,13,19,0,105,844,41,16,48,3,957,1572,418,357,3801,52,6194,506,234,123,1144,18,2025,70,0,9,0,0,79,32,0,5,14,0,52,53,18,10,23,0,102,36,34,11,55,0,129,1294,146,120,86,24,1663,599,206,153,77,7,1050,132,38,43,124,6,344,67,9,14,36,0,123,135,9,5,3,0,165,1624,491,433,3199,32,5784,63,14,10,9,0,102,407,58,72,24,4,557,236,6,14,46,5,318,79,13,10,5,0,112,132,3,10,5,0,154,191,47,37,117,0,390,4631,602,650,1988,101,7977,296,37,32,484,14507,15354,18368,4681,4289,47279,15504,90128
511,827,4297,3749,33565,546,42979,34,352,168,9666,230,10452,721,35,56,158,7,987,231,95,29,342,7,698,809,266,174,492,9,1752,9114,3730,3174,25934,547,42493,1645,21,204,45,16,1927,283,36,33,135,4,489,1121,258,287,2425,34,4134,104,52,35,126,0,315,71,27,3,33,6,141,885,47,38,74,3,1045,1812,715,493,6763,73,9860,884,424,211,2294,42,3860,73,0,5,4,0,80,24,0,5,16,0,45,58,19,14,53,0,144,47,32,9,52,0,147,1670,195,169,90,40,2161,827,289,197,92,16,1418,261,62,45,227,0,589,101,13,23,43,0,179,185,24,5,14,3,230,2386,877,651,5986,77,9978,51,10,5,15,0,77,821,86,54,35,0,1004,243,30,8,113,0,394,62,0,17,8,0,84,366,11,35,0,0,402,308,92,60,277,0,742,5202,653,707,1447,80,8095,340,64,55,659,14135,15253,24755,7409,6101,64960,15529,118758
