SA4_CODE_2021,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
501,2567,118,288,15,239,55,332,1421,60,5092,443,655,2457,58,269,15,2579,409,106,6986,948,534,2008,137,486,321,1172,1581,85,7278,125,108,579,3,190,13,234,184,42,1485,791,248,4279,21,884,99,1084,1434,84,8926,273,109,182,7,206,347,179,103,8,1421,1260,237,513,78,412,4512,253,997,33,8294,1223,43,925,1714,337,744,125,1840,46,6985,270,138,187,59,559,92,1459,162,27,2956,57,128,71,6,43,87,4,16,0,415,113,314,4,4,492,39,0,3,16,993,112,68,54,9,281,487,45,44,11,1104,225,1387,536,16,662,40,39,71,15,2991,230,192,351,203,212,24,134,1385,32,2756,459,765,328,830,962,21,126,395,67,3965,477,3706,271,1832,463,12,8,382,26,7181,442,3862,424,4119,1472,62,75,449,58,10967,133,221,121,266,87,37,10,89,15,988,232,232,1570,506,318,53,56,295,21,3275,325,273,584,171,314,169,363,511,699,3404
502,199,15,49,0,35,15,36,144,13,503,323,421,1592,53,221,8,1847,320,61,4848,378,298,1186,50,274,122,786,295,52,3439,68,42,133,0,63,13,157,113,22,607,368,118,2012,15,401,43,576,740,75,4345,121,66,98,0,96,121,96,42,10,648,655,85,263,45,209,2646,130,473,14,4515,402,10,383,840,69,411,111,807,23,3069,122,65,87,44,252,48,778,75,11,1475,25,51,36,0,19,38,3,11,0,181,61,151,3,3,235,19,0,5,14,495,76,25,35,0,156,303,20,32,4,660,179,584,315,14,356,16,35,29,19,1552,110,113,173,111,119,14,74,706,22,1435,229,324,233,590,454,9,37,145,28,2050,258,1769,116,1000,271,12,3,167,7,3606,269,1507,203,2535,784,37,24,210,26,5603,79,82,95,184,63,36,3,47,7,602,121,90,884,279,157,26,19,126,9,1706,175,141,339,108,205,106,197,232,353,1859
503,247,63,22,0,54,9,18,115,6,544,1917,3386,663,49,562,14,490,183,94,7368,797,518,444,100,223,211,141,284,16,2744,255,452,69,5,151,11,36,25,9,999,1269,925,1525,19,554,114,143,523,50,5112,580,398,120,15,173,217,139,63,17,1725,1274,650,272,105,285,3429,238,512,21,6779,1288,125,1048,3094,222,512,106,1123,37,7550,393,454,91,106,381,71,685,107,17,2307,174,631,111,7,101,98,10,39,10,1174,693,1752,14,15,953,88,0,13,140,3670,354,361,42,13,308,885,10,63,46,2095,2171,9931,743,34,1484,111,33,51,126,14697,441,554,171,192,291,40,51,1055,15,2815,1024,2036,189,771,1135,21,28,92,108,5399,850,5969,188,1386,624,30,11,129,38,9215,991,10084,346,2587,1872,60,61,282,84,16369,422,696,121,677,170,91,8,95,23,2299,373,454,661,687,230,31,31,138,19,2627,837,1074,289,169,447,221,140,263,513,3956
504,396,50,114,7,88,44,73,317,16,1109,974,1973,2583,82,807,38,2224,496,143,9329,1158,548,2451,131,851,359,1185,1205,106,7995,211,291,283,4,261,30,247,108,37,1469,1346,691,5514,46,1370,169,1102,1785,148,12173,717,479,694,5,762,596,730,232,55,4272,1937,445,758,116,760,6942,713,1375,76,13132,1238,114,1237,2261,251,1176,243,2060,50,8618,689,515,407,324,1772,250,3545,308,89,7900,191,379,249,13,163,131,16,35,17,1196,346,987,47,20,1348,127,11,11,42,2931,271,140,149,17,411,716,67,114,19,1895,1060,4440,1338,47,1476,103,117,108,61,8746,368,470,533,328,560,69,193,1728,45,4299,1019,2187,565,2311,2341,31,136,424,160,9177,831,5825,462,2611,870,13,22,422,50,11107,1035,5931,806,6745,2706,114,157,715,131,18343,349,437,244,815,238,90,25,208,23,2433,538,434,2694,1142,635,68,104,489,42,6143,718,770,1156,360,872,365,809,785,1136,6970
505,674,131,156,5,155,59,124,704,19,2031,2399,4703,4228,156,1538,65,3596,919,266,17870,2224,1160,3480,213,1329,862,1532,1781,143,12725,576,814,565,17,628,77,372,186,73,3308,3961,1877,15130,115,3475,508,1801,4117,372,31355,1583,976,807,23,1002,1038,887,480,59,6855,4065,1189,1491,311,1448,14862,1126,2639,136,27273,2718,288,2359,5347,556,2371,452,3902,105,18103,1066,947,508,503,2021,329,4740,408,110,10639,458,908,551,32,362,320,26,99,29,2789,1255,3092,103,68,3654,311,8,23,126,8646,661,402,176,41,876,1817,72,154,52,4254,3286,12237,2713,99,3896,261,222,268,161,23149,1032,1234,974,711,1262,168,276,3957,104,9722,2094,4062,1027,4531,4309,80,234,694,330,17363,2118,14799,894,5756,2303,90,30,952,112,27053,2326,16181,1785,13057,6407,225,301,1499,282,42059,903,911,381,1722,536,264,44,313,72,5147,1126,1089,4992,2541,1310,226,122,829,81,12321,1692,1762,2024,701,1749,745,1100,1394,2151,13314
506,642,110,198,9,163,45,148,561,27,1891,1816,4286,4149,105,1471,63,3219,816,229,16161,2152,1423,4229,174,1644,625,2222,2268,157,14884,382,682,544,10,461,61,391,219,57,2797,2348,1693,9691,111,2330,292,1776,2937,244,21420,1295,990,1170,28,1299,982,1531,562,98,7955,3177,1247,1328,215,1321,11904,1523,2453,119,23280,2427,201,3015,4473,482,2409,473,4076,100,17654,1329,1009,717,441,3507,448,7909,644,200,16199,316,654,401,17,302,276,49,83,21,2115,679,1915,94,53,2445,197,25,36,105,5557,488,346,277,43,750,1321,150,196,45,3613,2115,10397,2680,72,2784,165,263,241,171,18887,670,994,880,649,938,132,425,3889,90,8658,1539,3608,904,3619,3721,59,190,698,265,14602,1503,11251,851,4833,1814,49,61,854,83,21304,1662,13211,1449,12431,4689,199,356,1429,231,35660,602,636,508,1703,402,232,34,389,54,4560,807,940,4385,1777,1031,153,195,1096,82,10463,1297,1706,2171,648,1582,645,1621,1503,2300,13485
507,365,151,127,5,140,51,112,470,26,1438,1831,3288,3905,133,1155,34,3141,855,217,14556,2173,1509,4667,172,1493,570,1789,1567,167,14117,396,502,544,18,472,42,324,211,58,2561,2379,1312,8909,85,2064,241,1519,2791,224,19522,1096,699,688,13,889,691,961,366,85,5494,2931,885,1007,172,1025,10503,807,1833,94,19255,1949,157,1571,3847,357,2008,399,2986,67,13338,1043,797,494,282,1840,236,3807,684,103,9289,237,565,283,11,187,186,16,58,15,1557,662,1612,63,27,1981,158,8,14,84,4611,466,269,163,27,646,1331,81,152,46,3183,2043,8375,2084,48,2441,154,183,188,116,15637,554,783,743,511,736,88,260,2447,61,6190,2045,3152,1697,3807,2982,39,214,617,250,14797,1624,11629,660,4600,1674,43,22,649,112,21023,1647,12785,1228,9594,4499,150,227,973,181,31281,596,777,279,1154,316,190,20,235,29,3600,733,704,3381,1589,789,117,138,628,49,8124,1362,1384,1684,476,1281,561,1012,1021,1550,10331
509,7395,209,643,21,488,106,628,2369,73,11930,187,214,898,22,143,6,1258,167,30,2930,389,133,850,42,251,147,325,845,34,3017,76,40,223,0,95,6,141,96,17,699,481,68,2086,9,421,41,745,692,36,4569,303,162,280,3,236,423,285,120,23,1832,779,116,388,38,259,2537,156,639,27,4940,694,14,419,868,143,266,43,939,21,3408,309,65,137,33,446,72,1330,110,25,2528,33,72,63,9,30,38,3,9,0,249,93,182,0,0,364,33,3,5,12,695,60,17,21,0,104,249,30,29,3,520,150,856,225,9,423,26,20,25,15,1740,67,106,232,95,111,15,54,676,7,1352,417,546,337,947,791,19,337,426,51,3879,453,2493,238,1227,382,8,23,372,21,5222,334,2295,248,2601,956,41,27,355,45,6899,80,120,71,129,30,23,4,61,10,535,154,120,1165,259,265,40,34,186,19,2249,273,128,362,136,235,132,215,333,594,2419
510,256,90,83,12,55,15,56,305,7,887,548,733,3724,71,531,16,3111,543,217,9488,92,66,414,13,63,38,94,68,17,867,78,42,154,0,92,8,174,71,19,634,344,96,1461,17,341,13,485,547,45,3344,113,42,173,0,75,92,123,36,16,665,419,77,177,26,113,1228,74,348,16,2467,454,31,395,500,188,239,32,626,19,2492,297,334,235,68,434,85,772,193,29,2449,26,60,46,3,25,11,0,10,6,180,33,29,0,3,104,0,0,3,8,183,107,18,110,11,116,181,26,68,9,627,76,358,183,20,153,5,33,32,15,871,140,128,256,104,158,25,132,602,18,1558,376,463,165,949,567,9,54,153,36,2775,365,1898,144,1016,274,12,8,149,30,3900,347,1708,140,1263,677,43,30,157,29,4392,86,173,35,91,46,6,3,25,7,478,123,117,569,207,182,31,23,129,5,1386,154,172,344,101,185,52,151,195,469,1833
511,2219,170,186,10,250,42,244,911,34,4073,534,865,2481,50,429,21,3302,440,105,8235,202,89,626,17,158,75,318,137,23,1649,57,23,180,0,72,7,117,78,20,556,408,79,1946,18,457,21,540,612,39,4122,178,107,303,6,189,228,240,64,18,1338,679,109,272,47,239,2504,161,570,13,4601,640,20,497,818,225,410,81,1081,19,3790,314,221,281,75,510,90,1491,227,42,3257,24,73,41,0,24,35,0,4,3,205,63,117,9,3,219,18,4,3,3,441,68,26,78,12,147,248,32,58,13,678,126,587,472,18,385,18,43,83,24,1753,96,137,165,84,127,15,71,734,11,1442,385,459,250,1040,677,14,166,280,63,3342,407,2284,184,1207,336,8,7,273,14,4729,302,2100,214,1988,871,42,42,239,39,5841,72,107,47,106,53,17,3,55,7,477,169,102,1144,269,261,34,37,159,17,2197,186,164,403,112,258,104,236,243,525,2220
